resource_id,leave_type,start_date,end_date
R1486,company_holiday,2024-04-19,2024-04-19
R1487,pto,2024-04-02,2024-04-02
R1487,company_holiday,2024-04-19,2024-04-19
R1488,company_holiday,2024-04-19,2024-04-19
R1489,company_holiday,2024-04-19,2024-04-19
R1490,company_holiday,2024-04-19,2024-04-19
R1491,company_holiday,2024-04-19,2024-04-19
R1492,pto,2024-04-16,2024-04-17
R1492,company_holiday,2024-04-19,2024-04-19
R1493,company_holiday,2024-04-19,2024-04-19
R1494,company_holiday,2024-04-19,2024-04-19
R1495,company_holiday,2024-04-19,2024-04-19
R1496,company_holiday,2024-04-19,2024-04-19
R1497,pto,2024-04-22,2024-04-24
R1497,company_holiday,2024-04-19,2024-04-19
R1498,company_holiday,2024-04-19,2024-04-19
R1499,company_holiday,2024-04-19,2024-04-19
R1500,company_holiday,2024-04-19,2024-04-19
