spell_id,employee_id,business_unit_id,home_department_id,hire_date,term_date,term_reason,worker_category
SPL06703,EMP06703,BU02,DEPT04,2019-06-26,2024-03-05,layoff,regular_full_time
SPL06704,EMP06704,BU01,DEPT09,2023-07-07,2024-05-21,resignation,regular_full_time
SPL06705,EMP06705,BU02,DEPT10,2023-12-03,,,regular_full_time
SPL06706,EMP06706,BU02,DEPT10,2020-07-01,,,regular_full_time
SPL06707,EMP06707,BU02,DEPT03,2024-01-26,2024-06-23,involuntary_termination,regular_full_time
SPL06708,EMP06708,BU01,DEPT09,2023-03-22,2024-05-23,retirement,regular_part_time
SPL06709,EMP06709,BU01,DEPT09,2023-04-09,,,regular_full_time
SPL06710,EMP06710,BU01,DEPT07,2022-06-01,2024-05-17,layoff,regular_part_time
SPL06711,EMP06711,BU02,DEPT06,2019-02-25,2023-11-18,resignation,regular_part_time
SPL06712,EMP06712,BU01,DEPT01,2024-06-11,,,intern
SPL06713,EMP06713,BU01,DEPT02,2023-08-24,,,regular_full_time
SPL06714,EMP06714,BU02,DEPT10,2024-02-06,,,regular_part_time
SPL06715,EMP06715,BU02,DEPT10,2022-12-24,,,regular_full_time
SPL06716,EMP06716,BU01,DEPT01,2022-01-07,,,regular_part_time
SPL06717,EMP06717,BU01,DEPT01,2019-06-19,2021-12-05,involuntary_termination,contractor
SPL06718,EMP06718,BU02,DEPT06,2020-06-21,2024-04-13,resignation,regular_full_time
SPL06719,EMP06719,BU02,DEPT03,2021-11-21,2023-09-03,involuntary_termination,regular_part_time
SPL06720,EMP06720,BU02,DEPT03,2019-09-25,2023-12-09,resignation,regular_full_time
SPL06721,EMP06721,BU02,DEPT03,2022-07-23,2024-03-24,resignation,regular_full_time
SPL06722,EMP06722,BU02,DEPT05,2020-04-10,2023-11-28,involuntary_termination,regular_full_time
SPL06723,EMP06723,BU01,DEPT08,2022-08-18,2023-12-28,layoff,regular_full_time
SPL06724,EMP06724,BU01,DEPT02,2023-02-17,,,regular_full_time
SPL06725,EMP06725,BU01,DEPT01,2020-05-24,,,contractor
SPL06726,EMP06726,BU02,DEPT10,2022-02-19,2023-08-16,resignation,regular_part_time
SPL06727,EMP06727,BU01,DEPT07,2019-10-17,2024-03-22,resignation,regular_full_time
SPL06728,EMP06728,BU02,DEPT06,2023-04-19,,,regular_full_time
SPL06729,EMP06729,BU01,DEPT01,2023-10-15,2024-04-13,resignation,regular_full_time
SPL06730,EMP06730,BU02,DEPT03,2023-04-26,2024-05-15,resignation,regular_full_time
SPL06731,EMP06731,BU01,DEPT08,2023-04-12,2024-06-24,layoff,intern
SPL06732,EMP06732,BU01,DEPT01,2024-06-05,,,regular_full_time
SPL06733,EMP06733,BU02,DEPT06,2023-06-13,2024-06-04,retirement,regular_full_time
SPL06734,EMP06734,BU02,DEPT06,2024-05-23,,,regular_full_time
SPL06735,EMP06735,BU02,DEPT05,2020-06-21,,,regular_full_time
SPL06736,EMP06736,BU02,DEPT05,2021-01-11,2023-02-11,retirement,contractor
SPL06737,EMP06737,BU01,DEPT08,2024-05-25,,,regular_full_time
SPL06738,EMP06738,BU01,DEPT02,2019-08-27,2020-12-12,involuntary_termination,regular_full_time
SPL06739,EMP06739,BU02,DEPT03,2021-01-14,,,intern
SPL06740,EMP06740,BU02,DEPT10,2020-07-23,,,intern
SPL06741,EMP06741,BU02,DEPT06,2019-03-01,2023-06-24,involuntary_termination,regular_full_time
SPL06742,EMP06742,BU01,DEPT02,2020-03-25,,,regular_full_time
SPL06743,EMP06743,BU02,DEPT06,2022-08-31,2023-05-23,resignation,regular_part_time
SPL06744,EMP06744,BU02,DEPT06,2022-05-31,,,regular_full_time
SPL06745,EMP06745,BU01,DEPT07,2019-03-02,2021-12-16,resignation,regular_full_time
SPL06746,EMP06746,BU01,DEPT08,2023-10-05,2024-06-05,involuntary_termination,regular_full_time
SPL06747,EMP06747,BU01,DEPT01,2024-02-25,2024-06-23,resignation,regular_part_time
SPL06748,EMP06748,BU01,DEPT08,2019-05-28,2023-02-25,resignation,regular_part_time
SPL06749,EMP06749,BU01,DEPT02,2024-01-22,2024-06-15,involuntary_termination,regular_full_time
SPL06750,EMP06750,BU02,DEPT06,2019-10-29,,,intern
SPL06751,EMP06751,BU02,DEPT10,2023-06-16,,,regular_part_time
SPL06752,EMP06752,BU01,DEPT04,2022-01-16,2024-06-12,resignation,regular_part_time
SPL06753,EMP06753,BU02,DEPT05,2022-04-24,2023-05-27,resignation,regular_full_time
SPL06754,EMP06754,BU01,DEPT02,2019-05-20,2023-09-03,involuntary_termination,regular_full_time
SPL06755,EMP06755,BU02,DEPT09,2021-03-08,,,regular_full_time
SPL06756,EMP06756,BU01,DEPT01,2022-08-09,2024-05-23,layoff,regular_full_time
SPL06757,EMP06757,BU02,DEPT06,2022-06-21,2023-02-12,resignation,contractor
SPL06758,EMP06758,BU01,DEPT01,2023-11-24,2024-06-16,resignation,regular_full_time
SPL06759,EMP06759,BU01,DEPT02,2020-03-16,2023-05-10,layoff,contractor
SPL06760,EMP06760,BU01,DEPT01,2023-05-21,,,regular_part_time
SPL06761,EMP06761,BU02,DEPT05,2024-06-09,,,regular_full_time
SPL06762,EMP06762,BU01,DEPT02,2023-06-18,,,regular_full_time
SPL06763,EMP06763,BU02,DEPT06,2022-09-03,2024-04-09,resignation,intern
SPL06764,EMP06764,BU01,DEPT07,2020-03-20,,,regular_full_time
SPL06765,EMP06765,BU02,DEPT03,2022-10-29,,,regular_full_time
SPL06766,EMP06766,BU01,DEPT01,2023-12-30,2024-05-31,resignation,regular_full_time
SPL06767,EMP06767,BU02,DEPT06,2020-02-28,2023-12-21,retirement,regular_part_time
SPL06768,EMP06768,BU01,DEPT02,2021-11-02,2023-09-02,resignation,regular_part_time
SPL06769,EMP06769,BU01,DEPT08,2021-12-20,2024-02-29,involuntary_termination,regular_full_time
SPL06770,EMP06770,BU02,DEPT10,2022-10-23,,,regular_part_time
SPL06771,EMP06771,BU01,DEPT08,2020-02-16,,,intern
SPL06772,EMP06772,BU01,DEPT07,2019-12-26,2022-03-19,layoff,contractor
SPL06773,EMP06773,BU01,DEPT01,2022-07-17,2023-04-13,layoff,regular_part_time
SPL06774,EMP06774,BU02,DEPT04,2021-04-30,,,regular_full_time
SPL06775,EMP06775,BU02,DEPT03,2023-04-05,2024-03-16,involuntary_termination,regular_full_time
SPL06776,EMP06776,BU02,DEPT09,2023-12-18,2024-05-14,involuntary_termination,regular_full_time
SPL06777,EMP06777,BU02,DEPT09,2021-08-14,2023-11-27,resignation,regular_full_time
SPL06778,EMP06778,BU02,DEPT03,2021-09-18,,,regular_full_time
SPL06779,EMP06779,BU01,DEPT01,2021-07-25,,,regular_full_time
SPL06780,EMP06780,BU02,DEPT05,2021-11-24,2022-12-19,resignation,regular_full_time
SPL06781,EMP06781,BU01,DEPT08,2019-03-19,,,regular_full_time
SPL06782,EMP06782,BU01,DEPT08,2019-08-12,2022-04-03,resignation,regular_full_time
SPL06783,EMP06783,BU01,DEPT08,2023-08-03,2024-04-08,resignation,regular_full_time
SPL06784,EMP06784,BU01,DEPT02,2019-01-22,2022-09-17,layoff,regular_full_time
SPL06785,EMP06785,BU02,DEPT10,2022-07-11,2023-07-29,layoff,regular_full_time
SPL06786,EMP06786,BU02,DEPT05,2019-04-01,2022-03-23,resignation,regular_full_time
SPL06787,EMP06787,BU02,DEPT05,2023-12-10,,,regular_full_time
SPL06788,EMP06788,BU01,DEPT02,2023-02-25,2024-05-01,involuntary_termination,contractor
SPL06789,EMP06789,BU02,DEPT06,2023-08-07,2024-05-04,involuntary_termination,regular_part_time
SPL06790,EMP06790,BU02,DEPT05,2024-01-08,2024-06-06,layoff,regular_part_time
SPL06791,EMP06791,BU02,DEPT05,2023-10-26,2024-05-09,retirement,regular_part_time
SPL06792,EMP06792,BU01,DEPT02,2020-10-17,,,regular_part_time
SPL06793,EMP06793,BU01,DEPT01,2019-09-17,2021-11-09,resignation,regular_full_time
SPL06794,EMP06794,BU01,DEPT09,2023-03-23,,,regular_full_time
SPL06795,EMP06795,BU02,DEPT05,2023-12-11,,,regular_full_time
SPL06796,EMP06796,BU02,DEPT06,2023-06-24,,,regular_full_time
SPL06797,EMP06797,BU02,DEPT10,2023-01-22,2023-12-14,resignation,regular_full_time
SPL06798,EMP06798,BU01,DEPT07,2024-02-10,2024-05-28,layoff,regular_full_time
SPL06799,EMP06799,BU02,DEPT05,2021-03-11,,,intern
SPL06800,EMP06800,BU02,DEPT03,2023-10-25,2024-04-17,involuntary_termination,regular_full_time
SPL06801,EMP06801,BU01,DEPT02,2021-11-17,2023-08-09,resignation,contractor
SPL06802,EMP06802,BU02,DEPT05,2021-06-13,2023-12-28,resignation,contractor
SPL06803,EMP06803,BU01,DEPT07,2021-11-16,,,regular_full_time
SPL06804,EMP06804,BU01,DEPT07,2020-02-21,,,regular_part_time
SPL06805,EMP06805,BU02,DEPT03,2020-11-13,2023-04-14,resignation,regular_full_time
SPL06806,EMP06806,BU02,DEPT03,2022-11-13,,,regular_full_time
SPL06807,EMP06807,BU01,DEPT02,2023-10-22,2024-05-27,retirement,contractor
SPL06808,EMP06808,BU01,DEPT07,2021-02-24,2023-11-07,involuntary_termination,contractor
SPL06809,EMP06809,BU01,DEPT01,2020-10-27,,,regular_part_time
SPL06810,EMP06810,BU02,DEPT05,2023-04-19,2024-06-15,involuntary_termination,regular_part_time
SPL06811,EMP06811,BU02,DEPT06,2022-09-03,,,regular_full_time
SPL06812,EMP06812,BU02,DEPT10,2020-05-27,2023-03-08,involuntary_termination,regular_full_time
SPL06813,EMP06813,BU02,DEPT06,2022-01-02,2023-04-11,resignation,regular_full_time
SPL06814,EMP06814,BU01,DEPT07,2019-04-11,2024-05-09,involuntary_termination,regular_full_time
SPL06815,EMP06815,BU01,DEPT02,2022-03-27,,,regular_full_time
SPL06816,EMP06816,BU02,DEPT10,2022-10-13,2024-03-04,retirement,regular_full_time
SPL06817,EMP06817,BU01,DEPT08,2023-09-04,2024-02-25,involuntary_termination,regular_part_time
SPL06818,EMP06818,BU01,DEPT08,2020-02-14,,,regular_part_time
SPL06819,EMP06819,BU02,DEPT06,2019-01-26,,,intern
SPL06820,EMP06820,BU02,DEPT03,2020-05-28,2024-03-08,layoff,regular_part_time
SPL06821,EMP06821,BU02,DEPT03,2021-02-02,2022-02-26,involuntary_termination,regular_part_time
SPL06822,EMP06822,BU02,DEPT06,2022-03-19,2023-09-19,resignation,regular_full_time
SPL06823,EMP06823,BU02,DEPT05,2020-02-05,,,regular_full_time
SPL06824,EMP06824,BU01,DEPT01,2019-05-11,,,intern
SPL06825,EMP06825,BU02,DEPT06,2020-04-22,,,regular_full_time
SPL06826,EMP06826,BU02,DEPT05,2022-04-05,2023-06-25,resignation,regular_full_time
SPL06827,EMP06827,BU01,DEPT02,2020-10-15,,,regular_part_time
SPL06828,EMP06828,BU02,DEPT10,2019-03-06,2021-05-29,resignation,intern
SPL06829,EMP06829,BU02,DEPT05,2022-04-02,,,regular_full_time
SPL06830,EMP06830,BU01,DEPT07,2019-12-28,,,regular_full_time
SPL06831,EMP06831,BU02,DEPT05,2022-08-04,,,regular_full_time
SPL06832,EMP06832,BU01,DEPT04,2024-02-27,2024-06-24,resignation,regular_full_time
SPL06833,EMP06833,BU02,DEPT06,2021-06-18,2023-12-08,involuntary_termination,regular_part_time
SPL06834,EMP06834,BU02,DEPT03,2022-11-07,2024-04-10,resignation,regular_part_time
SPL06835,EMP06835,BU02,DEPT06,2019-03-29,2024-02-12,resignation,regular_full_time
SPL06836,EMP06836,BU01,DEPT02,2022-07-24,,,regular_full_time
SPL06837,EMP06837,BU01,DEPT01,2020-03-16,,,regular_full_time
SPL06838,EMP06838,BU02,DEPT05,2019-09-07,2022-10-13,resignation,regular_full_time
SPL06839,EMP06839,BU02,DEPT09,2019-02-22,2023-07-15,resignation,regular_full_time
SPL06840,EMP06840,BU02,DEPT10,2022-01-02,,,regular_full_time
SPL06841,EMP06841,BU01,DEPT02,2024-06-05,,,regular_part_time
SPL06842,EMP06842,BU02,DEPT03,2022-07-06,,,contractor
SPL06843,EMP06843,BU02,DEPT05,2023-07-31,,,regular_full_time
SPL06844,EMP06844,BU01,DEPT08,2023-01-06,,,regular_full_time
SPL06845,EMP06845,BU02,DEPT06,2022-06-09,,,regular_full_time
SPL06846,EMP06846,BU01,DEPT09,2020-11-08,2022-11-04,resignation,regular_full_time
SPL06847,EMP06847,BU01,DEPT02,2021-07-21,2024-01-27,involuntary_termination,regular_full_time
SPL06848,EMP06848,BU02,DEPT05,2021-05-18,,,regular_full_time
SPL06849,EMP06849,BU01,DEPT09,2021-10-22,,,intern
SPL06850,EMP06850,BU02,DEPT03,2022-11-23,2023-08-13,retirement,regular_full_time
SPL06851,EMP06851,BU02,DEPT10,2020-01-26,2024-05-26,involuntary_termination,regular_full_time
SPL06852,EMP06852,BU01,DEPT02,2020-02-29,,,regular_part_time
SPL06853,EMP06853,BU01,DEPT01,2023-03-11,2024-01-25,involuntary_termination,intern
SPL06854,EMP06854,BU02,DEPT06,2019-03-10,,,intern
SPL06855,EMP06855,BU01,DEPT08,2023-04-22,,,contractor
SPL06856,EMP06856,BU01,DEPT08,2020-07-31,2023-11-29,layoff,regular_part_time
SPL06857,EMP06857,BU01,DEPT09,2022-09-30,2024-02-17,involuntary_termination,intern
SPL06858,EMP06858,BU02,DEPT10,2022-09-01,2024-04-07,retirement,regular_full_time
SPL06859,EMP06859,BU02,DEPT05,2019-09-09,2024-01-29,resignation,regular_full_time
SPL06860,EMP06860,BU02,DEPT10,2023-07-26,2024-03-11,resignation,regular_full_time
SPL06861,EMP06861,BU01,DEPT08,2023-10-12,2024-05-08,resignation,regular_full_time
SPL06862,EMP06862,BU02,DEPT05,2022-02-02,2023-09-17,layoff,regular_full_time
SPL06863,EMP06863,BU02,DEPT05,2024-04-30,,,intern
SPL06864,EMP06864,BU02,DEPT06,2021-10-16,2024-06-17,involuntary_termination,regular_full_time
SPL06865,EMP06865,BU02,DEPT06,2023-03-11,2024-01-06,layoff,regular_full_time
SPL06866,EMP06866,BU01,DEPT02,2019-07-27,2023-08-03,retirement,regular_full_time
SPL06867,EMP06867,BU01,DEPT01,2019-11-22,2022-05-27,resignation,contractor
SPL06868,EMP06868,BU01,DEPT08,2022-07-14,,,regular_full_time
SPL06869,EMP06869,BU02,DEPT04,2021-09-06,2024-04-29,involuntary_termination,contractor
SPL06870,EMP06870,BU02,DEPT05,2019-11-23,2023-04-26,layoff,regular_full_time
SPL06871,EMP06871,BU02,DEPT06,2021-03-09,,,regular_full_time
SPL06872,EMP06872,BU01,DEPT08,2022-03-12,2024-06-15,retirement,regular_full_time
SPL06873,EMP06873,BU02,DEPT03,2019-12-20,2024-03-22,involuntary_termination,regular_full_time
SPL06874,EMP06874,BU01,DEPT09,2019-09-16,2020-01-24,resignation,regular_full_time
SPL06875,EMP06875,BU01,DEPT07,2022-10-22,2024-06-26,resignation,regular_full_time
SPL06876,EMP06876,BU01,DEPT07,2019-10-08,,,regular_full_time
SPL06877,EMP06877,BU01,DEPT04,2020-05-05,2024-03-26,involuntary_termination,regular_full_time
SPL06878,EMP06878,BU01,DEPT01,2020-01-28,,,regular_part_time
SPL06879,EMP06879,BU02,DEPT06,2019-04-24,2022-08-22,involuntary_termination,regular_full_time
SPL06880,EMP06880,BU01,DEPT02,2020-08-20,2023-05-02,retirement,regular_full_time
SPL06881,EMP06881,BU01,DEPT08,2019-06-01,2022-08-20,resignation,regular_full_time
SPL06882,EMP06882,BU01,DEPT02,2022-12-23,,,regular_full_time
SPL06883,EMP06883,BU01,DEPT07,2022-04-04,2024-03-11,involuntary_termination,regular_full_time
SPL06884,EMP06884,BU01,DEPT08,2019-03-26,2024-03-02,involuntary_termination,contractor
SPL06885,EMP06885,BU02,DEPT03,2021-06-24,2023-12-02,resignation,regular_full_time
SPL06886,EMP06886,BU02,DEPT03,2019-05-16,,,contractor
SPL06887,EMP06887,BU02,DEPT10,2024-03-22,2024-06-27,resignation,regular_full_time
SPL06888,EMP06888,BU02,DEPT10,2019-09-08,,,regular_full_time
SPL06889,EMP06889,BU02,DEPT10,2020-11-30,,,regular_full_time
SPL06890,EMP06890,BU02,DEPT10,2023-02-12,2023-08-04,layoff,regular_full_time
SPL06891,EMP06891,BU01,DEPT01,2023-01-25,,,regular_full_time
SPL06892,EMP06892,BU01,DEPT08,2019-01-26,2022-07-05,resignation,regular_full_time
SPL06893,EMP06893,BU01,DEPT04,2020-09-18,,,regular_part_time
SPL06894,EMP06894,BU01,DEPT02,2023-11-05,2024-05-06,involuntary_termination,regular_full_time
SPL06895,EMP06895,BU01,DEPT07,2023-09-18,2024-06-28,resignation,regular_part_time
SPL06896,EMP06896,BU01,DEPT02,2019-03-19,2023-04-07,layoff,regular_full_time
SPL06897,EMP06897,BU02,DEPT06,2023-12-22,2024-06-26,retirement,regular_part_time
SPL06898,EMP06898,BU01,DEPT09,2023-09-30,2024-03-17,involuntary_termination,regular_full_time
SPL06899,EMP06899,BU01,DEPT07,2022-03-13,2023-08-16,resignation,regular_full_time
SPL06900,EMP06900,BU01,DEPT07,2020-04-10,2023-04-28,resignation,regular_full_time
SPL06901,EMP06901,BU02,DEPT03,2023-09-12,,,regular_full_time
SPL06902,EMP06902,BU01,DEPT02,2020-05-03,2023-09-16,resignation,regular_full_time
SPL06903,EMP06903,BU01,DEPT01,2020-07-30,2024-06-10,resignation,regular_part_time
SPL06904,EMP06904,BU02,DEPT03,2022-08-28,2024-04-29,resignation,regular_full_time
SPL06905,EMP06905,BU02,DEPT04,2023-12-06,2024-06-06,resignation,regular_full_time
SPL06906,EMP06906,BU01,DEPT08,2020-03-27,2024-06-08,involuntary_termination,regular_full_time
SPL06907,EMP06907,BU01,DEPT07,2023-07-08,,,contractor
SPL06908,EMP06908,BU02,DEPT10,2020-01-27,2023-11-13,involuntary_termination,regular_part_time
SPL06909,EMP06909,BU01,DEPT07,2019-02-05,2023-07-13,resignation,contractor
SPL06910,EMP06910,BU01,DEPT08,2021-05-19,2024-01-16,layoff,regular_part_time
SPL06911,EMP06911,BU01,DEPT08,2021-05-29,,,regular_full_time
SPL06912,EMP06912,BU02,DEPT05,2022-10-07,2023-12-21,resignation,intern
SPL06913,EMP06913,BU01,DEPT01,2022-08-19,,,regular_full_time
SPL06914,EMP06914,BU01,DEPT07,2021-05-11,,,regular_full_time
SPL06915,EMP06915,BU02,DEPT10,2019-11-16,,,regular_part_time
SPL06916,EMP06916,BU02,DEPT10,2020-02-16,2023-09-15,layoff,intern
SPL06917,EMP06917,BU01,DEPT02,2022-11-06,2023-09-04,involuntary_termination,regular_full_time
SPL06918,EMP06918,BU01,DEPT07,2021-04-17,2024-01-22,layoff,regular_full_time
SPL06919,EMP06919,BU02,DEPT06,2022-11-28,2023-12-16,involuntary_termination,regular_full_time
SPL06920,EMP06920,BU01,DEPT07,2019-01-23,2020-03-19,layoff,intern
SPL06921,EMP06921,BU02,DEPT09,2019-07-19,2023-11-28,involuntary_termination,regular_full_time
SPL06922,EMP06922,BU02,DEPT06,2023-05-17,2023-12-02,resignation,intern
SPL06923,EMP06923,BU02,DEPT03,2023-11-23,2024-05-25,resignation,regular_full_time
SPL06924,EMP06924,BU01,DEPT08,2023-09-07,2024-01-25,layoff,regular_full_time
SPL06925,EMP06925,BU02,DEPT04,2021-12-21,2024-01-18,retirement,regular_full_time
SPL06926,EMP06926,BU01,DEPT07,2022-04-18,,,regular_full_time
SPL06927,EMP06927,BU02,DEPT10,2021-03-10,2023-12-09,involuntary_termination,regular_full_time
SPL06928,EMP06928,BU01,DEPT02,2021-06-03,2024-02-28,layoff,regular_full_time
SPL06929,EMP06929,BU01,DEPT07,2019-09-26,,,regular_full_time
SPL06930,EMP06930,BU01,DEPT01,2023-06-13,2023-12-21,resignation,regular_part_time
SPL06931,EMP06931,BU01,DEPT01,2023-08-01,2024-04-03,resignation,contractor
SPL06932,EMP06932,BU01,DEPT07,2022-09-18,2024-04-13,involuntary_termination,regular_full_time
SPL06933,EMP06933,BU01,DEPT08,2022-08-07,2023-01-24,resignation,regular_full_time
SPL06934,EMP06934,BU02,DEPT09,2022-06-22,,,regular_full_time
SPL06935,EMP06935,BU02,DEPT06,2020-09-07,,,regular_full_time
SPL06936,EMP06936,BU01,DEPT02,2023-03-10,,,regular_full_time
SPL06937,EMP06937,BU02,DEPT03,2024-01-31,,,regular_full_time
SPL06938,EMP06938,BU01,DEPT08,2023-02-16,2024-01-14,resignation,contractor
SPL06939,EMP06939,BU01,DEPT08,2019-11-08,2024-01-12,retirement,regular_full_time
SPL06940,EMP06940,BU02,DEPT03,2020-03-29,,,regular_full_time
SPL06941,EMP06941,BU01,DEPT02,2023-12-13,2024-06-26,resignation,regular_full_time
SPL06942,EMP06942,BU01,DEPT02,2021-08-16,2024-02-27,involuntary_termination,regular_full_time
SPL06943,EMP06943,BU01,DEPT07,2021-04-29,,,regular_full_time
SPL06944,EMP06944,BU02,DEPT10,2023-09-02,,,regular_full_time
SPL06945,EMP06945,BU01,DEPT07,2023-05-22,,,contractor
SPL06946,EMP06946,BU02,DEPT05,2019-12-27,2022-07-24,layoff,regular_full_time
SPL06947,EMP06947,BU01,DEPT01,2021-12-07,,,regular_full_time
SPL06948,EMP06948,BU02,DEPT05,2019-10-08,,,regular_full_time
SPL06949,EMP06949,BU02,DEPT10,2023-12-26,2024-06-17,resignation,contractor
SPL06950,EMP06950,BU02,DEPT03,2023-03-03,2024-03-17,resignation,regular_full_time
SPL06951,EMP06951,BU01,DEPT02,2021-07-29,2022-08-26,resignation,contractor
SPL06952,EMP06952,BU01,DEPT01,2022-07-02,2023-12-09,resignation,contractor
SPL06953,EMP06953,BU02,DEPT06,2021-07-22,2024-01-26,layoff,contractor
SPL06954,EMP06954,BU02,DEPT06,2021-12-22,,,regular_full_time
SPL06955,EMP06955,BU02,DEPT06,2019-04-09,,,regular_full_time
SPL06956,EMP06956,BU01,DEPT02,2023-01-02,2024-05-02,involuntary_termination,regular_part_time
SPL06957,EMP06957,BU01,DEPT07,2019-05-24,,,regular_full_time
SPL06958,EMP06958,BU02,DEPT03,2024-05-14,,,regular_part_time
SPL06959,EMP06959,BU01,DEPT02,2019-07-02,2022-06-20,involuntary_termination,regular_full_time
SPL06960,EMP06960,BU01,DEPT04,2023-01-26,2024-04-23,retirement,regular_full_time
SPL06961,EMP06961,BU01,DEPT09,2022-12-16,,,regular_full_time
SPL06962,EMP06962,BU02,DEPT03,2020-02-26,2023-04-25,resignation,regular_full_time
SPL06963,EMP06963,BU01,DEPT02,2022-12-26,,,regular_full_time
SPL06964,EMP06964,BU01,DEPT02,2024-01-27,,,regular_part_time
SPL06965,EMP06965,BU01,DEPT02,2023-05-05,2023-12-29,layoff,regular_full_time
SPL06966,EMP06966,BU02,DEPT03,2022-01-16,,,regular_full_time
SPL06967,EMP06967,BU02,DEPT10,2024-03-08,,,regular_part_time
SPL06968,EMP06968,BU02,DEPT03,2024-06-05,,,regular_part_time
SPL06969,EMP06969,BU02,DEPT03,2020-05-09,2022-12-18,resignation,regular_full_time
SPL06970,EMP06970,BU01,DEPT08,2019-05-01,2023-07-08,resignation,regular_full_time
SPL06971,EMP06971,BU02,DEPT06,2024-04-09,,,regular_full_time
SPL06972,EMP06972,BU01,DEPT01,2021-08-07,,,intern
SPL06973,EMP06973,BU02,DEPT10,2019-10-29,2021-05-30,resignation,contractor
SPL06974,EMP06974,BU02,DEPT03,2023-08-25,,,regular_full_time
SPL06975,EMP06975,BU02,DEPT09,2022-10-03,2023-05-18,resignation,regular_full_time
SPL06976,EMP06976,BU02,DEPT03,2019-12-16,2023-07-28,resignation,regular_full_time
SPL06977,EMP06977,BU02,DEPT03,2022-08-29,2024-05-04,involuntary_termination,regular_full_time
SPL06978,EMP06978,BU02,DEPT05,2022-09-28,2024-05-15,layoff,regular_full_time
SPL06979,EMP06979,BU01,DEPT07,2019-12-01,,,regular_full_time
SPL06980,EMP06980,BU02,DEPT03,2019-09-06,,,regular_full_time
SPL06981,EMP06981,BU01,DEPT02,2021-08-21,,,intern
SPL06982,EMP06982,BU01,DEPT08,2021-02-14,2023-09-13,involuntary_termination,regular_part_time
SPL06983,EMP06983,BU02,DEPT06,2019-07-08,,,contractor
SPL06984,EMP06984,BU01,DEPT08,2019-09-14,2022-06-27,resignation,regular_full_time
SPL06985,EMP06985,BU01,DEPT02,2020-05-16,2023-07-18,involuntary_termination,regular_full_time
SPL06986,EMP06986,BU02,DEPT05,2019-09-07,2023-06-26,involuntary_termination,regular_part_time
SPL06987,EMP06987,BU02,DEPT04,2023-07-26,2024-03-12,resignation,regular_full_time
SPL06988,EMP06988,BU02,DEPT03,2020-05-29,,,intern
SPL06989,EMP06989,BU01,DEPT02,2024-01-08,2024-06-22,layoff,regular_part_time
SPL06990,EMP06990,BU01,DEPT09,2023-07-09,,,intern
SPL06991,EMP06991,BU02,DEPT03,2020-07-03,2022-12-12,resignation,regular_full_time
SPL06992,EMP06992,BU01,DEPT07,2021-08-20,,,regular_full_time
SPL06993,EMP06993,BU02,DEPT06,2019-05-17,2022-12-30,retirement,regular_full_time
SPL06994,EMP06994,BU02,DEPT05,2022-05-08,,,regular_full_time
SPL06995,EMP06995,BU01,DEPT07,2019-04-24,2024-03-16,involuntary_termination,intern
SPL06996,EMP06996,BU02,DEPT05,2020-06-09,2023-12-06,involuntary_termination,regular_full_time
SPL06997,EMP06997,BU02,DEPT09,2020-02-21,2024-04-18,resignation,regular_full_time
SPL06998,EMP06998,BU02,DEPT05,2019-06-18,,,regular_full_time
SPL06999,EMP06999,BU02,DEPT03,2020-08-15,,,regular_full_time
SPL07000,EMP07000,BU02,DEPT03,2021-09-19,2023-07-02,resignation,regular_full_time
SPL07001,EMP07001,BU02,DEPT09,2024-02-20,2024-06-08,layoff,regular_part_time
SPL07002,EMP07002,BU01,DEPT08,2020-03-22,,,regular_full_time
SPL07003,EMP07003,BU01,DEPT04,2020-07-20,2023-11-17,resignation,regular_full_time
SPL07004,EMP07004,BU01,DEPT04,2020-12-03,,,regular_full_time
SPL07005,EMP07005,BU02,DEPT10,2022-11-26,2024-03-19,involuntary_termination,regular_full_time
SPL07006,EMP07006,BU02,DEPT03,2023-05-28,,,regular_full_time
SPL07007,EMP07007,BU01,DEPT02,2021-01-19,,,regular_full_time
SPL07008,EMP07008,BU01,DEPT02,2023-11-19,2024-04-21,resignation,regular_full_time
SPL07009,EMP07009,BU02,DEPT03,2021-01-13,2023-12-21,resignation,regular_part_time
SPL07010,EMP07010,BU02,DEPT03,2024-04-06,,,regular_part_time
SPL07011,EMP07011,BU02,DEPT10,2024-02-22,,,regular_full_time
SPL07012,EMP07012,BU01,DEPT09,2022-08-24,2023-03-02,involuntary_termination,regular_full_time
SPL07013,EMP07013,BU01,DEPT02,2019-06-25,2021-11-09,resignation,regular_full_time
SPL07014,EMP07014,BU02,DEPT03,2022-04-11,,,regular_full_time
SPL07015,EMP07015,BU01,DEPT01,2023-05-08,2023-12-19,resignation,contractor
SPL07016,EMP07016,BU01,DEPT01,2022-12-20,,,regular_full_time
SPL07017,EMP07017,BU01,DEPT01,2023-07-03,,,regular_full_time
SPL07018,EMP07018,BU01,DEPT01,2024-03-22,,,regular_part_time
SPL07019,EMP07019,BU02,DEPT06,2019-11-06,2022-07-01,involuntary_termination,regular_full_time
SPL07020,EMP07020,BU01,DEPT04,2020-04-28,2024-02-13,involuntary_termination,regular_full_time
SPL07021,EMP07021,BU01,DEPT07,2023-05-11,2023-11-12,resignation,regular_full_time
SPL07022,EMP07022,BU02,DEPT04,2022-08-19,,,regular_full_time
SPL07023,EMP07023,BU02,DEPT06,2019-11-09,2023-04-04,involuntary_termination,contractor
