entry_id,business_unit_id,facility_id,reporting_date,scope,transaction_type,emission_source,quantity_tco2e,method,preliminary_estimate_tco2e,original_entry_id,restatement_reason,source_document_id,entry_created_by,approval_status,data_quality_tier
ENT013888,BU-11,FAC-011,2024-03-31,Scope 2,verified_emission,Purchased Cooling,7.61,market_based,8.57,,,DOC-277120,R. Alvarez,approved,Tier 1 - metered
ENT013889,BU-11,FAC-011,2024-04-30,Scope 1,verified_emission,Stationary Combustion - Boilers,99.58,,94.0,,,DOC-869268,A. Kowalski,approved,Tier 1 - metered
ENT013890,BU-11,FAC-011,2024-04-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,32.34,,29.16,,,DOC-995400,L. Fontaine,pending_review,Tier 1 - metered
ENT013891,BU-11,FAC-011,2024-04-30,Scope 1,verified_emission,Process Emissions,13.84,,12.59,,,DOC-413197,E. Haddad,approved,Tier 2 - calculated
ENT013892,BU-11,FAC-011,2024-04-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,9.41,,9.35,,,DOC-487401,M. Bergstrom,approved,Tier 3 - estimated
ENT013893,BU-11,FAC-011,2024-04-30,Scope 2,verified_emission,Purchased Electricity,34.99,location_based,35.25,,,DOC-737627,N. Petrova,approved,Tier 3 - estimated
ENT013894,BU-11,FAC-011,2024-04-30,Scope 2,verified_emission,Purchased Electricity,26.29,market_based,22.77,,,DOC-770028,D. Silveira,approved,Tier 1 - metered
ENT013895,BU-11,FAC-011,2024-04-30,Scope 2,verified_emission,Purchased Steam,2.57,location_based,2.78,,,DOC-275538,S. Okoye,approved,Tier 2 - calculated
ENT013896,BU-11,FAC-011,2024-04-30,Scope 2,emission_restatement,Purchased Steam,3.81,location_based,,ENT013895,Utility invoice correction,DOC-592263,S. Okoye,approved,Tier 1 - metered
ENT013897,BU-11,FAC-011,2024-04-30,Scope 2,verified_emission,Purchased Steam,1.93,market_based,2.02,,,DOC-981150,S. Okoye,approved,Tier 1 - metered
ENT013898,BU-11,FAC-011,2024-04-30,Scope 2,verified_emission,Purchased Cooling,7.83,location_based,7.53,,,DOC-599387,N. Petrova,approved,Tier 1 - metered
ENT013899,BU-11,FAC-011,2024-04-30,Scope 2,verified_emission,Purchased Cooling,5.88,market_based,6.17,,,DOC-722120,R. Alvarez,pending_review,Tier 3 - estimated
ENT013900,BU-11,FAC-011,2024-05-31,Scope 1,verified_emission,Stationary Combustion - Boilers,55.48,,48.14,,,DOC-393209,C. Osei,approved,Tier 3 - estimated
ENT013901,BU-11,FAC-011,2024-05-31,Scope 1,emission_restatement,Stationary Combustion - Boilers,85.21,,,ENT013900,Utility invoice correction,DOC-631551,P. Iyer,approved,Tier 1 - metered
ENT013902,BU-11,FAC-011,2024-05-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,35.04,,35.46,,,DOC-356611,D. Silveira,approved,Tier 2 - calculated
ENT013903,BU-11,FAC-011,2024-05-31,Scope 1,verified_emission,Process Emissions,21.89,,24.52,,,DOC-897682,N. Petrova,approved,Tier 2 - calculated
ENT013904,BU-11,FAC-011,2024-05-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,12.73,,12.77,,,DOC-202348,V. Lindqvist,approved,Tier 2 - calculated
ENT013905,BU-11,FAC-011,2024-05-31,Scope 2,verified_emission,Purchased Electricity,59.11,location_based,57.93,,,DOC-234007,P. Iyer,approved,Tier 2 - calculated
ENT013906,BU-11,FAC-011,2024-05-31,Scope 2,verified_emission,Purchased Electricity,44.42,market_based,44.44,,,DOC-160526,H. Tanaka,pending_review,Tier 3 - estimated
ENT013907,BU-11,FAC-011,2024-05-31,Scope 2,verified_emission,Purchased Steam,35.95,location_based,34.2,,,DOC-120907,K. Novak,approved,Tier 3 - estimated
ENT013908,BU-11,FAC-011,2024-05-31,Scope 2,verified_emission,Purchased Steam,27.01,market_based,24.69,,,DOC-986233,T. Nakamura,pending_review,Tier 2 - calculated
ENT013909,BU-11,FAC-011,2024-05-31,Scope 2,verified_emission,Purchased Cooling,6.81,location_based,6.84,,,DOC-123960,A. Kowalski,approved,Tier 2 - calculated
ENT013910,BU-11,FAC-011,2024-05-31,Scope 2,verified_emission,Purchased Cooling,5.12,market_based,5.08,,,DOC-723593,J. Whitfield,approved,Tier 2 - calculated
ENT013911,BU-11,FAC-011,2024-06-30,Scope 1,verified_emission,Stationary Combustion - Boilers,55.21,,57.7,,,DOC-413718,E. Haddad,pending_review,Tier 2 - calculated
ENT013912,BU-11,FAC-011,2024-06-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,29.03,,31.37,,,DOC-989337,N. Petrova,pending_review,Tier 3 - estimated
ENT013913,BU-11,FAC-011,2024-06-30,Scope 1,verified_emission,Process Emissions,31.17,,28.29,,,DOC-829112,P. Iyer,approved,Tier 1 - metered
ENT013914,BU-11,FAC-011,2024-06-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,15.5,,14.38,,,DOC-160394,H. Tanaka,pending_review,Tier 2 - calculated
ENT013915,BU-11,FAC-011,2024-06-30,Scope 2,verified_emission,Purchased Electricity,68.93,location_based,70.73,,,DOC-307466,H. Tanaka,approved,Tier 3 - estimated
ENT013916,BU-11,FAC-011,2024-06-30,Scope 2,verified_emission,Purchased Electricity,51.8,market_based,45.81,,,DOC-890566,T. Nakamura,approved,Tier 1 - metered
ENT013917,BU-11,FAC-011,2024-06-30,Scope 2,verified_emission,Purchased Steam,17.7,location_based,17.95,,,DOC-287136,J. Whitfield,approved,Tier 3 - estimated
ENT013918,BU-11,FAC-011,2024-06-30,Scope 2,verified_emission,Purchased Steam,13.3,market_based,12.81,,,DOC-399012,V. Lindqvist,approved,Tier 3 - estimated
ENT013919,BU-11,FAC-011,2024-06-30,Scope 2,verified_emission,Purchased Cooling,11.56,location_based,12.72,,,DOC-178604,V. Lindqvist,pending_review,Tier 2 - calculated
ENT013920,BU-11,FAC-011,2024-06-30,Scope 2,verified_emission,Purchased Cooling,8.69,market_based,8.73,,,DOC-697167,J. Whitfield,pending_review,Tier 3 - estimated
ENT013921,BU-11,FAC-011,2024-06-28,Scope 2,purchased_offset,Forestry Offset Program,-80.9,,-87.56,,,DOC-359502,E. Haddad,approved,Tier 2 - calculated
ENT013922,BU-11,FAC-011,2024-06-16,Scope 2,purchased_offset,Carbon Capture Offset,-102.91,,-106.56,,,DOC-427255,V. Lindqvist,approved,Tier 2 - calculated
ENT013923,BU-11,FAC-011,2024-07-31,Scope 1,verified_emission,Stationary Combustion - Boilers,76.25,,80.46,,,DOC-167992,S. Okoye,approved,Tier 2 - calculated
ENT013924,BU-11,FAC-011,2024-07-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,21.46,,20.04,,,DOC-879750,E. Haddad,pending_review,Tier 2 - calculated
ENT013925,BU-11,FAC-011,2024-07-31,Scope 1,verified_emission,Process Emissions,19.31,,18.74,,,DOC-898700,N. Petrova,approved,Tier 3 - estimated
ENT013926,BU-11,FAC-011,2024-07-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,12.19,,12.14,,,DOC-628422,A. Kowalski,approved,Tier 1 - metered
ENT013927,BU-11,FAC-011,2024-07-31,Scope 2,verified_emission,Purchased Electricity,55.05,location_based,57.6,,,DOC-817679,J. Whitfield,pending_review,Tier 2 - calculated
ENT013928,BU-11,FAC-011,2024-07-31,Scope 2,verified_emission,Purchased Electricity,41.37,market_based,35.92,,,DOC-152291,M. Bergstrom,approved,Tier 1 - metered
ENT013929,BU-11,FAC-011,2024-07-31,Scope 2,verified_emission,Purchased Steam,18.22,location_based,19.5,,,DOC-528088,J. Whitfield,pending_review,Tier 1 - metered
ENT013930,BU-11,FAC-011,2024-07-31,Scope 2,verified_emission,Purchased Steam,13.69,market_based,11.66,,,DOC-811031,H. Tanaka,approved,Tier 1 - metered
ENT013931,BU-11,FAC-011,2024-07-31,Scope 2,verified_emission,Purchased Cooling,11.33,location_based,11.2,,,DOC-271166,V. Lindqvist,approved,Tier 1 - metered
ENT013932,BU-11,FAC-011,2024-07-31,Scope 2,verified_emission,Purchased Cooling,8.51,market_based,7.29,,,DOC-236042,R. Alvarez,approved,Tier 3 - estimated
ENT013933,BU-11,FAC-011,2024-08-31,Scope 1,verified_emission,Stationary Combustion - Boilers,62.09,,61.11,,,DOC-100542,M. Bergstrom,approved,Tier 3 - estimated
ENT013934,BU-11,FAC-011,2024-08-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,48.07,,49.98,,,DOC-476789,D. Silveira,approved,Tier 2 - calculated
ENT013935,BU-11,FAC-011,2024-08-31,Scope 1,verified_emission,Process Emissions,29.99,,34.16,,,DOC-355870,E. Haddad,approved,Tier 3 - estimated
ENT013936,BU-11,FAC-011,2024-08-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,5.94,,6.2,,,DOC-345058,A. Kowalski,pending_review,Tier 3 - estimated
ENT013937,BU-11,FAC-011,2024-08-31,Scope 2,verified_emission,Purchased Electricity,36.72,location_based,35.48,,,DOC-880992,P. Iyer,approved,Tier 2 - calculated
ENT013938,BU-11,FAC-011,2024-08-31,Scope 2,verified_emission,Purchased Electricity,27.59,market_based,25.82,,,DOC-325261,L. Fontaine,approved,Tier 2 - calculated
ENT013939,BU-11,FAC-011,2024-08-31,Scope 2,verified_emission,Purchased Steam,21.15,location_based,18.14,,,DOC-794745,V. Lindqvist,approved,Tier 3 - estimated
ENT013940,BU-11,FAC-011,2024-08-31,Scope 2,verified_emission,Purchased Steam,15.89,market_based,15.75,,,DOC-675463,C. Osei,approved,Tier 2 - calculated
ENT013941,BU-11,FAC-011,2024-08-31,Scope 2,verified_emission,Purchased Cooling,8.44,location_based,7.65,,,DOC-282823,L. Fontaine,approved,Tier 1 - metered
ENT013942,BU-11,FAC-011,2024-08-31,Scope 2,verified_emission,Purchased Cooling,6.34,market_based,6.74,,,DOC-765459,N. Petrova,approved,Tier 2 - calculated
ENT013943,BU-11,FAC-011,2024-09-30,Scope 1,verified_emission,Stationary Combustion - Boilers,96.23,,86.0,,,DOC-573298,V. Lindqvist,approved,Tier 3 - estimated
ENT013944,BU-11,FAC-011,2024-09-30,Scope 1,emission_restatement,Stationary Combustion - Boilers,133.5,,,ENT013943,Meter recalibration,DOC-384266,M. Bergstrom,approved,Tier 1 - metered
ENT013945,BU-11,FAC-011,2024-09-30,Scope 1,emission_restatement,Stationary Combustion - Boilers,152.03,,,ENT013944,Third-party assurance final adjustment,DOC-785835,J. Whitfield,approved,Tier 1 - metered
ENT013946,BU-11,FAC-011,2024-09-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,42.18,,47.89,,,DOC-874514,E. Haddad,approved,Tier 2 - calculated
ENT013947,BU-11,FAC-011,2024-09-30,Scope 1,verified_emission,Process Emissions,27.36,,26.12,,,DOC-724154,N. Petrova,approved,Tier 3 - estimated
ENT013948,BU-11,FAC-011,2024-09-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,13.51,,12.5,,,DOC-806340,D. Silveira,approved,Tier 2 - calculated
ENT013949,BU-11,FAC-011,2024-09-30,Scope 2,verified_emission,Purchased Electricity,70.62,location_based,78.19,,,DOC-817705,T. Nakamura,approved,Tier 3 - estimated
ENT013950,BU-11,FAC-011,2024-09-30,Scope 2,verified_emission,Purchased Electricity,53.07,market_based,59.72,,,DOC-869724,A. Kowalski,pending_review,Tier 1 - metered
ENT013951,BU-11,FAC-011,2024-09-30,Scope 2,verified_emission,Purchased Steam,21.71,location_based,22.08,,,DOC-778045,H. Tanaka,approved,Tier 1 - metered
ENT013952,BU-11,FAC-011,2024-09-30,Scope 2,verified_emission,Purchased Steam,16.31,market_based,15.47,,,DOC-564114,L. Fontaine,approved,Tier 2 - calculated
ENT013953,BU-11,FAC-011,2024-09-30,Scope 2,verified_emission,Purchased Cooling,5.85,location_based,5.4,,,DOC-745928,H. Tanaka,pending_review,Tier 2 - calculated
ENT013954,BU-11,FAC-011,2024-09-30,Scope 2,emission_restatement,Purchased Cooling,8.89,location_based,,ENT013953,Data entry correction,DOC-218954,R. Alvarez,approved,Tier 1 - metered
ENT013955,BU-11,FAC-011,2024-09-30,Scope 2,verified_emission,Purchased Cooling,4.4,market_based,4.9,,,DOC-980235,M. Bergstrom,pending_review,Tier 3 - estimated
ENT013956,BU-11,FAC-011,2024-09-03,Scope 2,renewable_energy_certificate,REC - Hydro,-55.11,,-48.96,,,DOC-695474,D. Silveira,approved,Tier 2 - calculated
ENT013957,BU-11,FAC-011,2024-10-31,Scope 1,verified_emission,Stationary Combustion - Boilers,58.77,,57.52,,,DOC-686107,R. Alvarez,approved,Tier 2 - calculated
ENT013958,BU-11,FAC-011,2024-10-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,42.95,,42.98,,,DOC-278999,K. Novak,approved,Tier 3 - estimated
ENT013959,BU-11,FAC-011,2024-10-31,Scope 1,verified_emission,Process Emissions,21.75,,22.97,,,DOC-844691,L. Fontaine,pending_review,Tier 3 - estimated
ENT013960,BU-11,FAC-011,2024-10-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,12.57,,11.28,,,DOC-790733,J. Whitfield,approved,Tier 1 - metered
ENT013961,BU-11,FAC-011,2024-10-31,Scope 2,verified_emission,Purchased Electricity,40.97,location_based,41.31,,,DOC-167188,S. Okoye,approved,Tier 3 - estimated
ENT013962,BU-11,FAC-011,2024-10-31,Scope 2,emission_restatement,Purchased Electricity,60.74,location_based,,ENT013961,Utility invoice correction,DOC-750335,R. Alvarez,approved,Tier 1 - metered
ENT013963,BU-11,FAC-011,2024-10-31,Scope 2,verified_emission,Purchased Electricity,30.79,market_based,27.56,,,DOC-906450,K. Novak,pending_review,Tier 2 - calculated
ENT013964,BU-11,FAC-011,2024-10-31,Scope 2,verified_emission,Purchased Steam,25.83,location_based,23.17,,,DOC-235886,K. Novak,approved,Tier 1 - metered
ENT013965,BU-11,FAC-011,2024-10-31,Scope 2,verified_emission,Purchased Steam,19.41,market_based,18.37,,,DOC-813366,V. Lindqvist,approved,Tier 2 - calculated
ENT013966,BU-11,FAC-011,2024-10-31,Scope 2,verified_emission,Purchased Cooling,2.15,location_based,2.41,,,DOC-822125,T. Nakamura,approved,Tier 1 - metered
ENT013967,BU-11,FAC-011,2024-10-31,Scope 2,verified_emission,Purchased Cooling,1.62,market_based,1.6,,,DOC-268803,V. Lindqvist,pending_review,Tier 1 - metered
ENT013968,BU-11,FAC-011,2024-11-30,Scope 1,verified_emission,Stationary Combustion - Boilers,77.97,,70.34,,,DOC-180056,S. Okoye,approved,Tier 3 - estimated
ENT013969,BU-11,FAC-011,2024-11-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,37.59,,40.55,,,DOC-392908,V. Lindqvist,pending_review,Tier 2 - calculated
ENT013970,BU-11,FAC-011,2024-11-30,Scope 1,verified_emission,Process Emissions,25.02,,21.86,,,DOC-200692,K. Novak,pending_review,Tier 1 - metered
ENT013971,BU-11,FAC-011,2024-11-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,6.08,,6.88,,,DOC-993525,R. Alvarez,approved,Tier 3 - estimated
ENT013972,BU-11,FAC-011,2024-11-30,Scope 2,verified_emission,Purchased Electricity,45.6,location_based,50.03,,,DOC-176156,J. Whitfield,approved,Tier 1 - metered
ENT013973,BU-11,FAC-011,2024-11-30,Scope 2,verified_emission,Purchased Electricity,34.27,market_based,37.51,,,DOC-847763,R. Alvarez,approved,Tier 2 - calculated
ENT013974,BU-11,FAC-011,2024-11-30,Scope 2,verified_emission,Purchased Steam,27.28,location_based,28.83,,,DOC-730469,K. Novak,approved,Tier 2 - calculated
ENT013975,BU-11,FAC-011,2024-11-30,Scope 2,verified_emission,Purchased Steam,20.5,market_based,17.47,,,DOC-401884,P. Iyer,pending_review,Tier 3 - estimated
ENT013976,BU-11,FAC-011,2024-11-30,Scope 2,verified_emission,Purchased Cooling,13.72,location_based,13.84,,,DOC-582191,R. Alvarez,approved,Tier 3 - estimated
ENT013977,BU-11,FAC-011,2024-11-30,Scope 2,verified_emission,Purchased Cooling,10.31,market_based,11.63,,,DOC-655307,L. Fontaine,pending_review,Tier 1 - metered
ENT013978,BU-11,FAC-011,2024-12-31,Scope 1,verified_emission,Stationary Combustion - Boilers,90.38,,79.02,,,DOC-895445,M. Bergstrom,approved,Tier 3 - estimated
ENT013979,BU-11,FAC-011,2024-12-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,23.65,,23.9,,,DOC-733477,V. Lindqvist,approved,Tier 2 - calculated
ENT013980,BU-11,FAC-011,2024-12-31,Scope 1,emission_restatement,Mobile Combustion - Fleet Vehicles,34.21,,,ENT013979,Third-party assurance adjustment,DOC-182932,J. Whitfield,approved,Tier 1 - metered
ENT013981,BU-11,FAC-011,2024-12-31,Scope 1,verified_emission,Process Emissions,8.99,,10.08,,,DOC-640413,C. Osei,approved,Tier 1 - metered
ENT013982,BU-11,FAC-011,2024-12-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,2.59,,2.81,,,DOC-953135,V. Lindqvist,approved,Tier 2 - calculated
ENT013983,BU-11,FAC-011,2024-12-31,Scope 2,verified_emission,Purchased Electricity,64.84,location_based,56.51,,,DOC-113952,J. Whitfield,approved,Tier 1 - metered
ENT013984,BU-11,FAC-011,2024-12-31,Scope 2,emission_restatement,Purchased Electricity,92.67,location_based,,ENT013983,Utility invoice correction,DOC-376310,J. Whitfield,approved,Tier 1 - metered
ENT013985,BU-11,FAC-011,2024-12-31,Scope 2,verified_emission,Purchased Electricity,48.72,market_based,49.79,,,DOC-278762,P. Iyer,approved,Tier 2 - calculated
ENT013986,BU-11,FAC-011,2024-12-31,Scope 2,verified_emission,Purchased Steam,20.64,location_based,18.49,,,DOC-417701,D. Silveira,approved,Tier 3 - estimated
ENT013987,BU-11,FAC-011,2024-12-31,Scope 2,verified_emission,Purchased Steam,15.51,market_based,14.05,,,DOC-448388,D. Silveira,pending_review,Tier 1 - metered
ENT013988,BU-11,FAC-011,2024-12-31,Scope 2,verified_emission,Purchased Cooling,6.32,location_based,6.52,,,DOC-243073,R. Alvarez,approved,Tier 1 - metered
ENT013989,BU-11,FAC-011,2024-12-31,Scope 2,verified_emission,Purchased Cooling,4.75,market_based,5.01,,,DOC-888334,E. Haddad,pending_review,Tier 2 - calculated
ENT013990,BU-11,FAC-185,2024-01-31,Scope 1,verified_emission,Stationary Combustion - Boilers,50.68,,49.19,,,DOC-880661,N. Petrova,approved,Tier 3 - estimated
ENT013991,BU-11,FAC-185,2024-01-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,27.67,,29.84,,,DOC-863528,N. Petrova,approved,Tier 1 - metered
ENT013992,BU-11,FAC-185,2024-01-31,Scope 1,verified_emission,Process Emissions,24.08,,21.2,,,DOC-467401,P. Iyer,approved,Tier 3 - estimated
ENT013993,BU-11,FAC-185,2024-01-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,18.85,,17.91,,,DOC-138628,E. Haddad,approved,Tier 1 - metered
ENT013994,BU-11,FAC-185,2024-01-31,Scope 2,verified_emission,Purchased Electricity,47.59,location_based,49.39,,,DOC-721644,K. Novak,approved,Tier 2 - calculated
ENT013995,BU-11,FAC-185,2024-01-31,Scope 2,verified_emission,Purchased Electricity,42.35,market_based,43.11,,,DOC-411053,H. Tanaka,pending_review,Tier 1 - metered
ENT013996,BU-11,FAC-185,2024-01-31,Scope 2,verified_emission,Purchased Steam,27.55,location_based,27.5,,,DOC-359465,C. Osei,approved,Tier 3 - estimated
ENT013997,BU-11,FAC-185,2024-01-31,Scope 2,verified_emission,Purchased Steam,24.51,market_based,22.46,,,DOC-656752,N. Petrova,approved,Tier 1 - metered
ENT013998,BU-11,FAC-185,2024-01-31,Scope 2,verified_emission,Purchased Cooling,11.59,location_based,10.38,,,DOC-383393,H. Tanaka,approved,Tier 3 - estimated
ENT013999,BU-11,FAC-185,2024-01-31,Scope 2,verified_emission,Purchased Cooling,10.31,market_based,9.72,,,DOC-714712,V. Lindqvist,approved,Tier 3 - estimated
ENT014000,BU-11,FAC-185,2024-02-29,Scope 1,verified_emission,Stationary Combustion - Boilers,49.89,,57.03,,,DOC-576144,D. Silveira,approved,Tier 2 - calculated
ENT014001,BU-11,FAC-185,2024-02-29,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,16.3,,15.14,,,DOC-364185,R. Alvarez,approved,Tier 2 - calculated
ENT014002,BU-11,FAC-185,2024-02-29,Scope 1,verified_emission,Process Emissions,32.95,,37.17,,,DOC-860754,K. Novak,pending_review,Tier 2 - calculated
ENT014003,BU-11,FAC-185,2024-02-29,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,15.17,,14.55,,,DOC-865702,K. Novak,approved,Tier 2 - calculated
ENT014004,BU-11,FAC-185,2024-02-29,Scope 2,verified_emission,Purchased Electricity,14.89,location_based,15.5,,,DOC-832458,C. Osei,pending_review,Tier 2 - calculated
ENT014005,BU-11,FAC-185,2024-02-29,Scope 2,emission_restatement,Purchased Electricity,21.83,location_based,,ENT014004,Data entry correction,DOC-865433,C. Osei,approved,Tier 1 - metered
ENT014006,BU-11,FAC-185,2024-02-29,Scope 2,verified_emission,Purchased Electricity,13.25,market_based,13.2,,,DOC-233655,H. Tanaka,approved,Tier 3 - estimated
ENT014007,BU-11,FAC-185,2024-02-29,Scope 2,verified_emission,Purchased Steam,13.62,location_based,13.91,,,DOC-497689,D. Silveira,approved,Tier 1 - metered
ENT014008,BU-11,FAC-185,2024-02-29,Scope 2,verified_emission,Purchased Steam,12.12,market_based,12.64,,,DOC-187162,S. Okoye,approved,Tier 3 - estimated
ENT014009,BU-11,FAC-185,2024-02-29,Scope 2,verified_emission,Purchased Cooling,10.7,location_based,10.18,,,DOC-691545,C. Osei,pending_review,Tier 2 - calculated
ENT014010,BU-11,FAC-185,2024-02-29,Scope 2,verified_emission,Purchased Cooling,9.52,market_based,8.6,,,DOC-526499,C. Osei,pending_review,Tier 1 - metered
ENT014011,BU-11,FAC-185,2024-03-31,Scope 1,verified_emission,Stationary Combustion - Boilers,93.05,,95.78,,,DOC-618751,D. Silveira,pending_review,Tier 2 - calculated
ENT014012,BU-11,FAC-185,2024-03-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,36.12,,37.02,,,DOC-414534,S. Okoye,approved,Tier 2 - calculated
ENT014013,BU-11,FAC-185,2024-03-31,Scope 1,verified_emission,Process Emissions,27.62,,31.62,,,DOC-841615,T. Nakamura,pending_review,Tier 1 - metered
ENT014014,BU-11,FAC-185,2024-03-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,12.36,,12.09,,,DOC-938367,V. Lindqvist,pending_review,Tier 1 - metered
ENT014015,BU-11,FAC-185,2024-03-31,Scope 2,verified_emission,Purchased Electricity,55.2,location_based,50.14,,,DOC-557767,A. Kowalski,approved,Tier 3 - estimated
ENT014016,BU-11,FAC-185,2024-03-31,Scope 2,verified_emission,Purchased Electricity,49.12,market_based,42.23,,,DOC-228963,E. Haddad,approved,Tier 3 - estimated
ENT014017,BU-11,FAC-185,2024-03-31,Scope 2,verified_emission,Purchased Steam,22.81,location_based,20.2,,,DOC-347666,P. Iyer,pending_review,Tier 1 - metered
ENT014018,BU-11,FAC-185,2024-03-31,Scope 2,verified_emission,Purchased Steam,20.3,market_based,19.11,,,DOC-476782,A. Kowalski,pending_review,Tier 3 - estimated
ENT014019,BU-11,FAC-185,2024-03-31,Scope 2,verified_emission,Purchased Cooling,10.4,location_based,11.12,,,DOC-303332,J. Whitfield,approved,Tier 2 - calculated
ENT014020,BU-11,FAC-185,2024-03-31,Scope 2,verified_emission,Purchased Cooling,9.25,market_based,10.19,,,DOC-915461,A. Kowalski,approved,Tier 2 - calculated
ENT014021,BU-11,FAC-185,2024-03-09,Scope 2,renewable_energy_certificate,REC - Hydro,-26.43,,-28.92,,,DOC-323022,E. Haddad,pending_review,Tier 2 - calculated
ENT014022,BU-11,FAC-185,2024-03-18,Scope 2,purchased_offset,Blue Carbon Offset,-132.4,,-123.99,,,DOC-945521,R. Alvarez,approved,Tier 2 - calculated
ENT014023,BU-11,FAC-185,2024-04-30,Scope 1,verified_emission,Stationary Combustion - Boilers,54.36,,49.14,,,DOC-498309,P. Iyer,pending_review,Tier 3 - estimated
ENT014024,BU-11,FAC-185,2024-04-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,23.76,,24.88,,,DOC-815535,T. Nakamura,approved,Tier 2 - calculated
ENT014025,BU-11,FAC-185,2024-04-30,Scope 1,verified_emission,Process Emissions,32.87,,32.88,,,DOC-166211,M. Bergstrom,approved,Tier 1 - metered
ENT014026,BU-11,FAC-185,2024-04-30,Scope 1,emission_restatement,Process Emissions,49.31,,,ENT014025,Meter recalibration,DOC-127354,J. Whitfield,approved,Tier 1 - metered
ENT014027,BU-11,FAC-185,2024-04-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,8.26,,7.41,,,DOC-872830,M. Bergstrom,pending_review,Tier 2 - calculated
ENT014028,BU-11,FAC-185,2024-04-30,Scope 2,verified_emission,Purchased Electricity,30.76,location_based,28.1,,,DOC-879022,P. Iyer,approved,Tier 2 - calculated
ENT014029,BU-11,FAC-185,2024-04-30,Scope 2,verified_emission,Purchased Electricity,27.37,market_based,23.5,,,DOC-974194,M. Bergstrom,approved,Tier 3 - estimated
ENT014030,BU-11,FAC-185,2024-04-30,Scope 2,verified_emission,Purchased Steam,9.91,location_based,8.71,,,DOC-992157,V. Lindqvist,approved,Tier 1 - metered
ENT014031,BU-11,FAC-185,2024-04-30,Scope 2,verified_emission,Purchased Steam,8.82,market_based,8.01,,,DOC-582782,N. Petrova,approved,Tier 1 - metered
ENT014032,BU-11,FAC-185,2024-04-30,Scope 2,verified_emission,Purchased Cooling,11.64,location_based,11.69,,,DOC-760295,N. Petrova,approved,Tier 3 - estimated
ENT014033,BU-11,FAC-185,2024-04-30,Scope 2,verified_emission,Purchased Cooling,10.36,market_based,11.23,,,DOC-700275,A. Kowalski,approved,Tier 1 - metered
ENT014034,BU-11,FAC-185,2024-05-31,Scope 1,verified_emission,Stationary Combustion - Boilers,72.5,,74.63,,,DOC-841097,T. Nakamura,approved,Tier 3 - estimated
ENT014035,BU-11,FAC-185,2024-05-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,27.32,,28.04,,,DOC-288603,J. Whitfield,approved,Tier 1 - metered
ENT014036,BU-11,FAC-185,2024-05-31,Scope 1,verified_emission,Process Emissions,29.32,,26.67,,,DOC-691562,J. Whitfield,approved,Tier 3 - estimated
ENT014037,BU-11,FAC-185,2024-05-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,2.71,,2.68,,,DOC-876846,T. Nakamura,approved,Tier 2 - calculated
ENT014038,BU-11,FAC-185,2024-05-31,Scope 2,verified_emission,Purchased Electricity,91.0,location_based,85.93,,,DOC-131915,N. Petrova,approved,Tier 2 - calculated
ENT014039,BU-11,FAC-185,2024-05-31,Scope 2,verified_emission,Purchased Electricity,80.97,market_based,90.36,,,DOC-102579,K. Novak,approved,Tier 2 - calculated
ENT014040,BU-11,FAC-185,2024-05-31,Scope 2,verified_emission,Purchased Steam,45.65,location_based,41.09,,,DOC-502555,R. Alvarez,approved,Tier 1 - metered
ENT014041,BU-11,FAC-185,2024-05-31,Scope 2,verified_emission,Purchased Steam,40.62,market_based,46.49,,,DOC-540553,R. Alvarez,approved,Tier 3 - estimated
ENT014042,BU-11,FAC-185,2024-05-31,Scope 2,verified_emission,Purchased Cooling,12.22,location_based,10.81,,,DOC-331488,D. Silveira,approved,Tier 1 - metered
