result_id,lot_id,test_id,measured_value,units,analyst_id,tested_date
RES028196,L02-0419,T01,0.9455,%,AN02,2024-03-28
RES028197,L02-0419,T02,7.1335,pH units,AN02,2024-03-28
RES028198,L02-0419,T03,121.8316,cP,AN02,2024-03-28
RES028199,L02-0419,T04,26.35,particles/mL,AN02,2024-03-28
RES028200,L02-0419,T05,8.56,CFU/mL,AN02,2024-03-28
RES028201,L02-0420,T01,1.0181,%,AN04,2024-03-28
RES028202,L02-0420,T02,6.9535,pH units,AN04,2024-03-28
RES028203,L02-0420,T03,125.5693,cP,AN04,2024-03-28
RES028204,L02-0420,T04,61.55,particles/mL,AN04,2024-03-28
RES028205,L02-0420,T05,4.88,CFU/mL,AN04,2024-03-28
RES028206,L02-0421,T01,1.0042,%,AN04,2024-03-29
RES028207,L02-0421,T02,6.9473,pH units,AN04,2024-03-29
RES028208,L02-0421,T03,132.8333,cP,AN04,2024-03-29
RES028209,L02-0421,T04,41.84,particles/mL,AN04,2024-03-29
RES028210,L02-0421,T05,6.55,CFU/mL,AN04,2024-03-29
RES028211,L02-0422,T01,0.9408,%,AN05,2024-03-30
RES028212,L02-0422,T02,6.8824,pH units,AN05,2024-03-30
RES028213,L02-0422,T03,118.3171,cP,AN05,2024-03-30
RES028214,L02-0422,T04,65.9,particles/mL,AN05,2024-03-30
RES028215,L02-0422,T05,7.33,CFU/mL,AN05,2024-03-30
RES028216,L02-0423,T01,1.1216,%,AN11,2024-03-29
RES028217,L02-0423,T02,6.9789,pH units,AN11,2024-03-29
RES028218,L02-0423,T03,100.1252,cP,AN11,2024-03-29
RES028219,L02-0423,T04,16.06,particles/mL,AN11,2024-03-29
RES028220,L02-0423,T05,0.0,CFU/mL,AN11,2024-03-29
RES028221,L02-0424,T01,0.9862,%,AN09,2024-03-28
RES028222,L02-0424,T02,6.9319,pH units,AN09,2024-03-28
RES028223,L02-0424,T03,125.7874,cP,AN09,2024-03-28
RES028224,L02-0424,T04,13.4,particles/mL,AN09,2024-03-28
RES028225,L02-0424,T05,4.1,CFU/mL,AN09,2024-03-28
RES028226,L02-0425,T01,1.0007,%,AN06,2024-03-28
RES028227,L02-0425,T02,6.8884,pH units,AN06,2024-03-28
RES028228,L02-0425,T03,122.5692,cP,AN06,2024-03-28
RES028229,L02-0425,T04,42.4,particles/mL,AN06,2024-03-28
RES028230,L02-0425,T05,9.22,CFU/mL,AN06,2024-03-28
RES028231,L02-0426,T01,0.9336,%,AN15,2024-03-29
RES028232,L02-0426,T02,6.7967,pH units,AN15,2024-03-29
RES028233,L02-0426,T03,131.6758,cP,AN15,2024-03-29
RES028234,L02-0426,T04,104.37,particles/mL,AN15,2024-03-29
RES028235,L02-0426,T05,4.85,CFU/mL,AN15,2024-03-29
RES028236,L02-0427,T01,0.9991,%,AN01,2024-03-29
RES028237,L02-0427,T02,7.1775,pH units,AN01,2024-03-29
RES028238,L02-0427,T03,101.5212,cP,AN01,2024-03-29
RES028239,L02-0427,T04,51.1,particles/mL,AN01,2024-03-29
RES028240,L02-0427,T05,9.4,CFU/mL,AN01,2024-03-29
RES028241,L02-0428,T01,1.0243,%,AN03,2024-03-28
RES028242,L02-0428,T02,7.0067,pH units,AN03,2024-03-28
RES028243,L02-0428,T03,126.0399,cP,AN03,2024-03-28
RES028244,L02-0428,T04,40.61,particles/mL,AN03,2024-03-28
RES028245,L02-0428,T05,3.18,CFU/mL,AN03,2024-03-28
RES028246,L02-0429,T01,0.9085,%,AN08,2024-03-28
RES028247,L02-0429,T02,7.0123,pH units,AN08,2024-03-28
RES028248,L02-0429,T03,105.9243,cP,AN08,2024-03-28
RES028249,L02-0429,T04,123.82,particles/mL,AN08,2024-03-28
RES028250,L02-0429,T05,0.0,CFU/mL,AN08,2024-03-28
RES028251,L02-0430,T01,1.0024,%,AN11,2024-03-27
RES028252,L02-0430,T02,6.9599,pH units,AN11,2024-03-27
RES028253,L02-0430,T03,116.7953,cP,AN11,2024-03-27
RES028254,L02-0430,T04,85.13,particles/mL,AN11,2024-03-27
RES028255,L02-0430,T05,7.94,CFU/mL,AN11,2024-03-27
RES028256,L02-0431,T01,0.9901,%,AN02,2024-03-29
RES028257,L02-0431,T02,7.2739,pH units,AN02,2024-03-29
RES028258,L02-0431,T03,113.6313,cP,AN02,2024-03-29
RES028259,L02-0431,T04,49.36,particles/mL,AN02,2024-03-29
RES028260,L02-0431,T05,5.9,CFU/mL,AN02,2024-03-29
RES028261,L02-0432,T01,1.0604,%,AN08,2024-03-30
RES028262,L02-0432,T02,6.9488,pH units,AN08,2024-03-30
RES028263,L02-0432,T03,131.8131,cP,AN08,2024-03-30
RES028264,L02-0432,T04,76.57,particles/mL,AN08,2024-03-30
RES028265,L02-0432,T05,10.74,CFU/mL,AN08,2024-03-30
RES028266,L02-0433,T01,1.0781,%,AN09,2024-03-29
RES028267,L02-0433,T02,6.879,pH units,AN09,2024-03-29
RES028268,L02-0433,T03,113.9133,cP,AN09,2024-03-29
RES028269,L02-0433,T04,50.25,particles/mL,AN09,2024-03-29
RES028270,L02-0433,T05,5.9,CFU/mL,AN09,2024-03-29
RES028271,L02-0434,T01,1.0094,%,AN05,2024-03-30
RES028272,L02-0434,T02,6.8889,pH units,AN05,2024-03-30
RES028273,L02-0434,T03,122.511,cP,AN05,2024-03-30
RES028274,L02-0434,T04,65.58,particles/mL,AN05,2024-03-30
RES028275,L02-0434,T05,9.08,CFU/mL,AN05,2024-03-30
RES028276,L02-0435,T01,0.8743,%,AN03,2024-03-29
RES028277,L02-0435,T02,6.9553,pH units,AN03,2024-03-29
RES028278,L02-0435,T03,119.9488,cP,AN03,2024-03-29
RES028279,L02-0435,T04,46.93,particles/mL,AN03,2024-03-29
RES028280,L02-0435,T05,11.38,CFU/mL,AN03,2024-03-29
RES028281,L02-0436,T01,1.0531,%,AN06,2024-03-29
RES028282,L02-0436,T02,6.542,pH units,AN06,2024-03-29
RES028283,L02-0436,T03,114.6309,cP,AN06,2024-03-29
RES028284,L02-0436,T04,35.56,particles/mL,AN06,2024-03-29
RES028285,L02-0436,T05,1.47,CFU/mL,AN06,2024-03-29
RES028286,L02-0437,T01,1.0329,%,AN15,2024-03-30
RES028287,L02-0437,T02,6.9344,pH units,AN15,2024-03-30
RES028288,L02-0437,T03,114.4672,cP,AN15,2024-03-30
RES028289,L02-0437,T04,75.49,particles/mL,AN15,2024-03-30
RES028290,L02-0437,T05,2.05,CFU/mL,AN15,2024-03-30
RES028291,L02-0438,T01,1.0915,%,AN10,2024-03-30
RES028292,L02-0438,T02,6.8424,pH units,AN10,2024-03-30
RES028293,L02-0438,T03,127.0995,cP,AN10,2024-03-30
RES028294,L02-0438,T04,45.75,particles/mL,AN10,2024-03-30
RES028295,L02-0438,T05,1.7,CFU/mL,AN10,2024-03-30
RES028296,L03-0547,T01,9543.72,ppm,AN02,2024-03-28
RES028297,L03-0547,T02,6.8293,pH units,AN02,2024-03-28
RES028298,L03-0547,T03,123.6154,cP,AN02,2024-03-28
RES028299,L03-0547,T04,76.74,particles/mL,AN02,2024-03-28
RES028300,L03-0547,T05,11.54,CFU/mL,AN02,2024-03-28
RES028301,L03-0548,T01,10000.14,ppm,AN05,2024-03-30
RES028302,L03-0548,T02,7.0721,pH units,AN05,2024-03-30
RES028303,L03-0548,T03,122.2546,cP,AN05,2024-03-30
RES028304,L03-0548,T04,51.8,particles/mL,AN05,2024-03-30
RES028305,L03-0548,T05,7.36,CFU/mL,AN05,2024-03-30
RES028306,L03-0549,T01,10490.88,ppm,AN01,2024-03-29
RES028307,L03-0549,T02,7.153,pH units,AN01,2024-03-29
RES028308,L03-0549,T03,118.3091,cP,AN01,2024-03-29
RES028309,L03-0549,T04,55.29,particles/mL,AN01,2024-03-29
RES028310,L03-0549,T05,5.2,CFU/mL,AN01,2024-03-29
RES028311,L03-0550,T01,10242.13,ppm,AN04,2024-03-28
RES028312,L03-0550,T02,7.1738,pH units,AN04,2024-03-28
RES028313,L03-0550,T03,110.0062,cP,AN04,2024-03-28
RES028314,L03-0550,T04,83.38,particles/mL,AN04,2024-03-28
RES028315,L03-0550,T05,0.37,CFU/mL,AN04,2024-03-28
RES028316,L03-0551,T01,9368.18,ppm,AN04,2024-03-27
RES028317,L03-0551,T02,6.9641,pH units,AN04,2024-03-27
RES028318,L03-0551,T03,121.4367,cP,AN04,2024-03-27
RES028319,L03-0551,T04,36.56,particles/mL,AN04,2024-03-27
RES028320,L03-0551,T05,3.14,CFU/mL,AN04,2024-03-27
RES028321,L03-0552,T01,10697.66,ppm,AN15,2024-03-28
RES028322,L03-0552,T02,7.0689,pH units,AN15,2024-03-28
RES028323,L03-0552,T03,107.0943,cP,AN15,2024-03-28
RES028324,L03-0552,T04,51.57,particles/mL,AN15,2024-03-28
RES028325,L03-0552,T05,5.6,CFU/mL,AN15,2024-03-28
RES028326,L03-0553,T01,11085.85,ppm,AN08,2024-03-30
RES028327,L03-0553,T02,6.9047,pH units,AN08,2024-03-30
RES028328,L03-0553,T03,130.6637,cP,AN08,2024-03-30
RES028329,L03-0553,T04,33.0,particles/mL,AN08,2024-03-30
RES028330,L03-0553,T05,2.08,CFU/mL,AN08,2024-03-30
RES028331,L03-0554,T01,11911.44,ppm,AN12,2024-03-30
RES028332,L03-0554,T02,6.8994,pH units,AN12,2024-03-30
RES028333,L03-0554,T03,113.6788,cP,AN12,2024-03-30
RES028334,L03-0554,T04,24.68,particles/mL,AN12,2024-03-30
RES028335,L03-0554,T05,0.32,CFU/mL,AN12,2024-03-30
RES028336,L03-0555,T01,10067.02,ppm,AN08,2024-03-29
RES028337,L03-0555,T02,6.9529,pH units,AN08,2024-03-29
RES028338,L03-0555,T03,131.5228,cP,AN08,2024-03-29
RES028339,L03-0555,T04,48.5,particles/mL,AN08,2024-03-29
RES028340,L03-0555,T05,6.23,CFU/mL,AN08,2024-03-29
RES028341,L03-0556,T01,10225.88,ppm,AN15,2024-03-28
RES028342,L03-0556,T02,7.2207,pH units,AN15,2024-03-28
RES028343,L03-0556,T03,99.2314,cP,AN15,2024-03-28
RES028344,L03-0556,T04,28.12,particles/mL,AN15,2024-03-28
RES028345,L03-0556,T05,6.47,CFU/mL,AN15,2024-03-28
RES028346,L03-0557,T01,9597.79,ppm,AN10,2024-03-28
RES028347,L03-0557,T02,7.1128,pH units,AN10,2024-03-28
RES028348,L03-0557,T03,122.2532,cP,AN10,2024-03-28
RES028349,L03-0557,T04,55.62,particles/mL,AN10,2024-03-28
RES028350,L03-0557,T05,7.22,CFU/mL,AN10,2024-03-28
RES028351,L03-0558,T01,10030.83,ppm,AN11,2024-03-29
RES028352,L03-0558,T02,6.8815,pH units,AN11,2024-03-29
RES028353,L03-0558,T03,105.6274,cP,AN11,2024-03-29
RES028354,L03-0558,T04,81.91,particles/mL,AN11,2024-03-29
RES028355,L03-0558,T05,8.55,CFU/mL,AN11,2024-03-29
RES028356,L03-0559,T01,10419.28,ppm,AN07,2024-03-30
RES028357,L03-0559,T02,7.0671,pH units,AN07,2024-03-30
RES028358,L03-0559,T03,133.527,cP,AN07,2024-03-30
RES028359,L03-0559,T04,68.65,particles/mL,AN07,2024-03-30
RES028360,L03-0559,T05,2.01,CFU/mL,AN07,2024-03-30
RES028361,L03-0560,T01,9725.64,ppm,AN12,2024-03-30
RES028362,L03-0560,T02,7.3341,pH units,AN12,2024-03-30
RES028363,L03-0560,T03,128.3473,cP,AN12,2024-03-30
RES028364,L03-0560,T04,50.64,particles/mL,AN12,2024-03-30
RES028365,L03-0560,T05,6.04,CFU/mL,AN12,2024-03-30
RES028366,L03-0561,T01,10424.83,ppm,AN05,2024-03-30
RES028367,L03-0561,T02,6.9656,pH units,AN05,2024-03-30
RES028368,L03-0561,T03,130.011,cP,AN05,2024-03-30
RES028369,L03-0561,T04,77.27,particles/mL,AN05,2024-03-30
RES028370,L03-0561,T05,2.52,CFU/mL,AN05,2024-03-30
RES028371,L03-0562,T01,9943.64,ppm,AN07,2024-03-28
RES028372,L03-0562,T02,6.9083,pH units,AN07,2024-03-28
RES028373,L03-0562,T03,114.7522,cP,AN07,2024-03-28
RES028374,L03-0562,T04,63.59,particles/mL,AN07,2024-03-28
RES028375,L03-0562,T05,7.18,CFU/mL,AN07,2024-03-28
RES028376,L03-0563,T01,12156.0,ppm,AN10,2024-03-28
RES028377,L03-0563,T02,7.2469,pH units,AN10,2024-03-28
RES028378,L03-0563,T03,127.1091,cP,AN10,2024-03-28
RES028379,L03-0563,T04,60.97,particles/mL,AN10,2024-03-28
RES028380,L03-0563,T05,0.0,CFU/mL,AN10,2024-03-28
RES028381,L03-0564,T01,10901.15,ppm,AN11,2024-03-30
RES028382,L03-0564,T02,7.2558,pH units,AN11,2024-03-30
RES028383,L03-0564,T03,123.2273,cP,AN11,2024-03-30
RES028384,L03-0564,T04,6.49,particles/mL,AN11,2024-03-30
RES028385,L03-0564,T05,6.72,CFU/mL,AN11,2024-03-30
RES028386,L03-0565,T01,11073.51,ppm,AN05,2024-03-29
RES028387,L03-0565,T02,6.9269,pH units,AN05,2024-03-29
RES028388,L03-0565,T03,131.9836,cP,AN05,2024-03-29
RES028389,L03-0565,T04,47.22,particles/mL,AN05,2024-03-29
RES028390,L03-0565,T05,1.81,CFU/mL,AN05,2024-03-29
RES028391,L03-0566,T01,10154.46,ppm,AN10,2024-03-28
RES028392,L03-0566,T02,7.0171,pH units,AN10,2024-03-28
RES028393,L03-0566,T03,107.0298,cP,AN10,2024-03-28
RES028394,L03-0566,T04,34.71,particles/mL,AN10,2024-03-28
RES028395,L03-0566,T05,5.56,CFU/mL,AN10,2024-03-28
RES028396,L01-0655,T01,1.082,%,AN05,2024-03-30
RES028397,L01-0655,T02,7.0929,pH units,AN05,2024-03-30
RES028398,L01-0655,T03,116.4379,cP,AN05,2024-03-30
RES028399,L01-0655,T04,59.49,particles/mL,AN05,2024-03-30
RES028400,L01-0655,T05,4.51,CFU/mL,AN05,2024-03-30
RES028401,L01-0656,T01,0.9127,%,AN08,2024-03-30
RES028402,L01-0656,T02,7.3229,pH units,AN08,2024-03-30
RES028403,L01-0656,T03,109.2951,cP,AN08,2024-03-30
RES028404,L01-0656,T04,27.43,particles/mL,AN08,2024-03-30
RES028405,L01-0656,T05,8.76,CFU/mL,AN08,2024-03-30
RES028406,L01-0657,T01,0.9908,%,AN12,2024-03-30
RES028407,L01-0657,T02,7.1951,pH units,AN12,2024-03-30
RES028408,L01-0657,T03,113.4332,cP,AN12,2024-03-30
RES028409,L01-0657,T04,71.67,particles/mL,AN12,2024-03-30
RES028410,L01-0657,T05,11.16,CFU/mL,AN12,2024-03-30
RES028411,L01-0658,T01,1.0294,%,AN13,2024-03-28
RES028412,L01-0658,T02,7.0831,pH units,AN13,2024-03-28
RES028413,L01-0658,T03,129.711,cP,AN13,2024-03-28
RES028414,L01-0658,T04,54.89,particles/mL,AN13,2024-03-28
RES028415,L01-0658,T05,0.0,CFU/mL,AN13,2024-03-28
RES028416,L01-0659,T01,1.0443,%,AN02,2024-03-30
RES028417,L01-0659,T02,7.1618,pH units,AN02,2024-03-30
RES028418,L01-0659,T03,126.9866,cP,AN02,2024-03-30
RES028419,L01-0659,T04,49.57,particles/mL,AN02,2024-03-30
RES028420,L01-0659,T05,4.07,CFU/mL,AN02,2024-03-30
RES028421,L01-0660,T01,1.0055,%,AN13,2024-03-31
RES028422,L01-0660,T02,6.9912,pH units,AN13,2024-03-31
RES028423,L01-0660,T03,105.8074,cP,AN13,2024-03-31
RES028424,L01-0660,T04,99.28,particles/mL,AN13,2024-03-31
RES028425,L01-0660,T05,5.67,CFU/mL,AN13,2024-03-31
RES028426,L01-0661,T01,0.9282,%,AN04,2024-03-30
RES028427,L01-0661,T02,7.0252,pH units,AN04,2024-03-30
RES028428,L01-0661,T03,130.7767,cP,AN04,2024-03-30
RES028429,L01-0661,T04,69.02,particles/mL,AN04,2024-03-30
RES028430,L01-0661,T05,6.67,CFU/mL,AN04,2024-03-30
RES028431,L01-0662,T01,0.9059,%,AN05,2024-03-30
RES028432,L01-0662,T02,6.9746,pH units,AN05,2024-03-30
RES028433,L01-0662,T03,136.5641,cP,AN05,2024-03-30
RES028434,L01-0662,T04,60.86,particles/mL,AN05,2024-03-30
RES028435,L01-0662,T05,2.9,CFU/mL,AN05,2024-03-30
RES028436,L01-0663,T01,1.0441,%,AN02,2024-03-30
RES028437,L01-0663,T02,6.9879,pH units,AN02,2024-03-30
RES028438,L01-0663,T03,112.8473,cP,AN02,2024-03-30
RES028439,L01-0663,T04,9.61,particles/mL,AN02,2024-03-30
RES028440,L01-0663,T05,5.66,CFU/mL,AN02,2024-03-30
RES028441,L01-0664,T01,1.0204,%,AN11,2024-03-31
RES028442,L01-0664,T02,7.1656,pH units,AN11,2024-03-31
RES028443,L01-0664,T03,104.1792,cP,AN11,2024-03-31
RES028444,L01-0664,T04,47.13,particles/mL,AN11,2024-03-31
RES028445,L01-0664,T05,5.09,CFU/mL,AN11,2024-03-31
RES028446,L01-0665,T01,1.0122,%,AN02,2024-03-30
RES028447,L01-0665,T02,7.0439,pH units,AN02,2024-03-30
RES028448,L01-0665,T03,121.3147,cP,AN02,2024-03-30
RES028449,L01-0665,T04,55.06,particles/mL,AN02,2024-03-30
RES028450,L01-0665,T05,9.84,CFU/mL,AN02,2024-03-30
RES028451,L01-0666,T01,1.0022,%,AN10,2024-03-30
RES028452,L01-0666,T02,6.7692,pH units,AN10,2024-03-30
RES028453,L01-0666,T03,134.6457,cP,AN10,2024-03-30
RES028454,L01-0666,T04,65.43,particles/mL,AN10,2024-03-30
RES028455,L01-0666,T05,4.48,CFU/mL,AN10,2024-03-30
RES028456,L01-0667,T01,0.9699,%,AN04,2024-03-30
RES028457,L01-0667,T02,7.1317,pH units,AN04,2024-03-30
RES028458,L01-0667,T03,117.9091,cP,AN04,2024-03-30
RES028459,L01-0667,T04,20.5,particles/mL,AN04,2024-03-30
RES028460,L01-0667,T05,4.83,CFU/mL,AN04,2024-03-30
RES028461,L01-0668,T01,1.0145,%,AN01,2024-03-29
RES028462,L01-0668,T02,7.3765,pH units,AN01,2024-03-29
RES028463,L01-0668,T03,138.0297,cP,AN01,2024-03-29
RES028464,L01-0668,T04,50.99,particles/mL,AN01,2024-03-29
RES028465,L01-0668,T05,6.56,CFU/mL,AN01,2024-03-29
RES028466,L01-0669,T01,0.8786,%,AN13,2024-03-29
RES028467,L01-0669,T02,7.0007,pH units,AN13,2024-03-29
RES028468,L01-0669,T03,120.6894,cP,AN13,2024-03-29
RES028469,L01-0669,T04,25.86,particles/mL,AN13,2024-03-29
RES028470,L01-0669,T05,9.19,CFU/mL,AN13,2024-03-29
RES028471,L01-0670,T01,1.1046,%,AN09,2024-03-31
RES028472,L01-0670,T02,7.1509,pH units,AN09,2024-03-31
RES028473,L01-0670,T03,117.9827,cP,AN09,2024-03-31
RES028474,L01-0670,T04,36.69,particles/mL,AN09,2024-03-31
RES028475,L01-0670,T05,5.18,CFU/mL,AN09,2024-03-31
RES028476,L01-0671,T01,1.0884,%,AN07,2024-03-30
RES028477,L01-0671,T02,7.025,pH units,AN07,2024-03-30
RES028478,L01-0671,T03,126.8691,cP,AN07,2024-03-30
RES028479,L01-0671,T04,59.84,particles/mL,AN07,2024-03-30
RES028480,L01-0671,T05,1.68,CFU/mL,AN07,2024-03-30
RES028481,L01-0672,T01,0.8879,%,AN13,2024-03-31
RES028482,L01-0672,T02,7.142,pH units,AN13,2024-03-31
RES028483,L01-0672,T03,114.6943,cP,AN13,2024-03-31
RES028484,L01-0672,T04,82.64,particles/mL,AN13,2024-03-31
RES028485,L01-0672,T05,2.76,CFU/mL,AN13,2024-03-31
RES028486,L01-0673,T01,1.0881,%,AN11,2024-03-28
RES028487,L01-0673,T02,6.9609,pH units,AN11,2024-03-28
RES028488,L01-0673,T03,116.7149,cP,AN11,2024-03-28
RES028489,L01-0673,T04,69.96,particles/mL,AN11,2024-03-28
RES028490,L01-0673,T05,4.67,CFU/mL,AN11,2024-03-28
RES028491,L01-0674,T01,1.0183,%,AN12,2024-03-30
RES028492,L01-0674,T02,6.785,pH units,AN12,2024-03-30
RES028493,L01-0674,T03,127.2971,cP,AN12,2024-03-30
RES028494,L01-0674,T04,31.72,particles/mL,AN12,2024-03-30
RES028495,L01-0674,T05,3.7,CFU/mL,AN12,2024-03-30
RES028496,L01-0675,T01,0.8737,%,AN11,2024-03-31
RES028497,L01-0675,T02,6.9033,pH units,AN11,2024-03-31
RES028498,L01-0675,T03,118.5764,cP,AN11,2024-03-31
RES028499,L01-0675,T04,24.75,particles/mL,AN11,2024-03-31
RES028500,L01-0675,T05,2.6,CFU/mL,AN11,2024-03-31
RES028501,L01-0676,T01,1.0233,%,AN06,2024-03-30
RES028502,L01-0676,T02,7.1093,pH units,AN06,2024-03-30
RES028503,L01-0676,T03,96.4449,cP,AN06,2024-03-30
RES028504,L01-0676,T04,68.35,particles/mL,AN06,2024-03-30
RES028505,L01-0676,T05,2.8,CFU/mL,AN06,2024-03-30
RES028506,L01-0677,T01,0.8951,%,AN10,2024-03-30
RES028507,L01-0677,T02,7.0541,pH units,AN10,2024-03-30
RES028508,L01-0677,T03,127.8123,cP,AN10,2024-03-30
RES028509,L01-0677,T04,37.66,particles/mL,AN10,2024-03-30
RES028510,L01-0677,T05,3.38,CFU/mL,AN10,2024-03-30
RES028511,L01-0678,T01,0.8955,%,AN10,2024-03-29
RES028512,L01-0678,T02,6.9055,pH units,AN10,2024-03-29
RES028513,L01-0678,T03,111.822,cP,AN10,2024-03-29
RES028514,L01-0678,T04,41.62,particles/mL,AN10,2024-03-29
RES028515,L01-0678,T05,0.21,CFU/mL,AN10,2024-03-29
RES028516,L01-0679,T01,0.973,%,AN03,2024-03-31
RES028517,L01-0679,T02,6.9978,pH units,AN03,2024-03-31
RES028518,L01-0679,T03,114.5599,cP,AN03,2024-03-31
RES028519,L01-0679,T04,86.13,particles/mL,AN03,2024-03-31
RES028520,L01-0679,T05,0.0,CFU/mL,AN03,2024-03-31
RES028521,L01-0680,T01,1.0283,%,AN08,2024-03-28
RES028522,L01-0680,T02,7.0697,pH units,AN08,2024-03-28
RES028523,L01-0680,T03,113.0822,cP,AN08,2024-03-28
RES028524,L01-0680,T04,22.39,particles/mL,AN08,2024-03-28
RES028525,L01-0680,T05,1.68,CFU/mL,AN08,2024-03-28
RES028526,L01-0681,T01,0.9673,%,AN07,2024-03-30
RES028527,L01-0681,T02,6.8555,pH units,AN07,2024-03-30
RES028528,L01-0681,T03,122.6692,cP,AN07,2024-03-30
RES028529,L01-0681,T04,23.33,particles/mL,AN07,2024-03-30
RES028530,L01-0681,T05,1.46,CFU/mL,AN07,2024-03-30
RES028531,L01-0682,T01,0.9894,%,AN06,2024-03-30
RES028532,L01-0682,T02,7.1326,pH units,AN06,2024-03-30
RES028533,L01-0682,T03,123.845,cP,AN06,2024-03-30
RES028534,L01-0682,T04,41.53,particles/mL,AN06,2024-03-30
RES028535,L01-0682,T05,10.6,CFU/mL,AN06,2024-03-30
RES028536,L02-0439,T01,1.022,%,AN02,2024-03-29
RES028537,L02-0439,T02,6.7265,pH units,AN02,2024-03-29
RES028538,L02-0439,T03,120.5467,cP,AN02,2024-03-29
RES028539,L02-0439,T04,42.84,particles/mL,AN02,2024-03-29
RES028540,L02-0439,T05,7.4,CFU/mL,AN02,2024-03-29
RES028541,L02-0440,T01,0.9978,%,AN13,2024-03-30
RES028542,L02-0440,T02,6.9854,pH units,AN13,2024-03-30
RES028543,L02-0440,T03,127.6773,cP,AN13,2024-03-30
RES028544,L02-0440,T04,41.02,particles/mL,AN13,2024-03-30
RES028545,L02-0440,T05,2.86,CFU/mL,AN13,2024-03-30
RES028546,L02-0441,T01,0.9253,%,AN01,2024-03-29
RES028547,L02-0441,T02,6.9973,pH units,AN01,2024-03-29
RES028548,L02-0441,T03,103.9591,cP,AN01,2024-03-29
RES028549,L02-0441,T04,25.41,particles/mL,AN01,2024-03-29
RES028550,L02-0441,T05,7.52,CFU/mL,AN01,2024-03-29
RES028551,L02-0442,T01,1.0154,%,AN10,2024-03-30
RES028552,L02-0442,T02,6.9591,pH units,AN10,2024-03-30
RES028553,L02-0442,T03,116.7897,cP,AN10,2024-03-30
RES028554,L02-0442,T04,52.37,particles/mL,AN10,2024-03-30
RES028555,L02-0442,T05,0.0,CFU/mL,AN10,2024-03-30
RES028556,L02-0443,T01,0.9559,%,AN07,2024-03-28
RES028557,L02-0443,T02,7.1882,pH units,AN07,2024-03-28
RES028558,L02-0443,T03,127.3417,cP,AN07,2024-03-28
RES028559,L02-0443,T04,52.58,particles/mL,AN07,2024-03-28
RES028560,L02-0443,T05,2.67,CFU/mL,AN07,2024-03-28
RES028561,L02-0444,T01,1.0855,%,AN06,2024-03-30
RES028562,L02-0444,T02,6.885,pH units,AN06,2024-03-30
RES028563,L02-0444,T03,114.9103,cP,AN06,2024-03-30
RES028564,L02-0444,T04,56.96,particles/mL,AN06,2024-03-30
RES028565,L02-0444,T05,5.42,CFU/mL,AN06,2024-03-30
RES028566,L02-0445,T01,1.0412,%,AN13,2024-03-29
RES028567,L02-0445,T02,7.5557,pH units,AN13,2024-03-29
RES028568,L02-0445,T03,122.4881,cP,AN13,2024-03-29
RES028569,L02-0445,T04,56.75,particles/mL,AN13,2024-03-29
RES028570,L02-0445,T05,9.67,CFU/mL,AN13,2024-03-29
RES028571,L02-0446,T01,1.1641,%,AN08,2024-03-30
RES028572,L02-0446,T02,6.832,pH units,AN08,2024-03-30
RES028573,L02-0446,T03,116.0878,cP,AN08,2024-03-30
RES028574,L02-0446,T04,0.0,particles/mL,AN08,2024-03-30
RES028575,L02-0446,T05,11.69,CFU/mL,AN08,2024-03-30
RES028576,L02-0447,T01,0.9235,%,AN10,2024-03-29
RES028577,L02-0447,T02,6.9046,pH units,AN10,2024-03-29
RES028578,L02-0447,T03,99.4758,cP,AN10,2024-03-29
RES028579,L02-0447,T04,65.99,particles/mL,AN10,2024-03-29
RES028580,L02-0447,T05,9.89,CFU/mL,AN10,2024-03-29
RES028581,L02-0448,T01,1.0757,%,AN14,2024-03-29
RES028582,L02-0448,T02,6.8674,pH units,AN14,2024-03-29
RES028583,L02-0448,T03,121.5649,cP,AN14,2024-03-29
RES028584,L02-0448,T04,49.29,particles/mL,AN14,2024-03-29
RES028585,L02-0448,T05,8.85,CFU/mL,AN14,2024-03-29
RES028586,L02-0449,T01,0.8909,%,AN05,2024-03-30
RES028587,L02-0449,T02,6.9425,pH units,AN05,2024-03-30
RES028588,L02-0449,T03,121.058,cP,AN05,2024-03-30
RES028589,L02-0449,T04,71.44,particles/mL,AN05,2024-03-30
RES028590,L02-0449,T05,3.22,CFU/mL,AN05,2024-03-30
RES028591,L02-0450,T01,1.0283,%,AN13,2024-03-30
RES028592,L02-0450,T02,6.6029,pH units,AN13,2024-03-30
RES028593,L02-0450,T03,116.0724,cP,AN13,2024-03-30
RES028594,L02-0450,T04,57.72,particles/mL,AN13,2024-03-30
RES028595,L02-0450,T05,6.58,CFU/mL,AN13,2024-03-30
RES028596,L02-0451,T01,0.9543,%,AN15,2024-03-30
RES028597,L02-0451,T02,7.0059,pH units,AN15,2024-03-30
RES028598,L02-0451,T03,109.9599,cP,AN15,2024-03-30
RES028599,L02-0451,T04,74.85,particles/mL,AN15,2024-03-30
RES028600,L02-0451,T05,8.12,CFU/mL,AN15,2024-03-30
RES028601,L02-0452,T01,0.9453,%,AN07,2024-03-30
RES028602,L02-0452,T02,6.8637,pH units,AN07,2024-03-30
RES028603,L02-0452,T03,143.7896,cP,AN07,2024-03-30
RES028604,L02-0452,T04,128.74,particles/mL,AN07,2024-03-30
RES028605,L02-0452,T05,6.06,CFU/mL,AN07,2024-03-30
