lot_id,product_id,line_id,batch_start_datetime,batch_end_datetime,quantity_produced
L03-0300,P020,L03,2024-03-14 06:58:00,2024-03-14 18:58:00,324
L03-0301,P014,L03,2024-03-14 10:13:00,2024-03-15 02:13:00,229
L03-0302,P024,L03,2024-03-14 19:44:00,2024-03-15 12:44:00,120
L01-0355,P012,L01,2024-03-15 16:50:00,2024-03-15 21:30:00,352
L01-0356,P010,L01,2024-03-15 19:18:00,2024-03-16 14:18:00,242
L01-0357,P016,L01,2024-03-15 06:38:00,2024-03-15 18:38:00,124
L01-0358,P016,L01,2024-03-15 07:33:00,2024-03-15 13:33:00,252
L01-0359,P012,L01,2024-03-15 19:55:00,2024-03-16 14:55:00,112
L01-0360,P008,L01,2024-03-15 07:23:00,2024-03-15 19:23:00,175
L01-0361,P014,L01,2024-03-15 08:02:00,2024-03-15 20:02:00,101
L01-0362,P001,L01,2024-03-15 18:06:00,2024-03-16 06:06:00,344
L01-0363,P013,L01,2024-03-15 17:18:00,2024-03-16 12:18:00,112
L01-0364,P004,L01,2024-03-15 23:21:00,2024-03-16 01:50:00,390
L01-0365,P012,L01,2024-03-15 23:13:00,2024-03-16 01:02:00,130
L01-0366,P006,L01,2024-03-15 14:12:00,2024-03-16 04:12:00,154
L01-0367,P013,L01,2024-03-15 07:52:00,2024-03-15 16:52:00,295
L01-0368,P010,L01,2024-03-15 12:22:00,2024-03-16 01:22:00,155
L01-0369,P015,L01,2024-03-15 17:46:00,2024-03-16 09:46:00,125
L01-0370,P013,L01,2024-03-15 07:27:00,2024-03-15 15:27:00,335
L01-0371,P015,L01,2024-03-15 23:21:00,2024-03-16 07:00:00,141
L01-0372,P003,L01,2024-03-15 23:09:00,2024-03-16 03:02:00,330
L01-0373,P007,L01,2024-03-15 12:38:00,2024-03-16 02:38:00,302
L01-0374,P007,L01,2024-03-15 15:38:00,2024-03-16 09:38:00,192
L01-0375,P001,L01,2024-03-15 22:26:00,2024-03-16 07:02:00,149
L01-0376,P001,L01,2024-03-15 12:38:00,2024-03-15 20:38:00,382
L01-0377,P001,L01,2024-03-15 16:07:00,2024-03-16 05:07:00,307
L02-0248,P023,L02,2024-03-15 13:13:00,2024-03-16 05:13:00,263
L02-0249,P020,L02,2024-03-15 15:43:00,2024-03-16 05:43:00,225
L02-0250,P003,L02,2024-03-15 12:36:00,2024-03-16 04:36:00,328
L02-0251,P003,L02,2024-03-15 11:21:00,2024-03-15 19:21:00,165
L02-0252,P017,L02,2024-03-15 23:16:00,2024-03-16 07:08:00,126
L02-0253,P020,L02,2024-03-15 18:14:00,2024-03-16 05:14:00,173
L02-0254,P004,L02,2024-03-15 09:43:00,2024-03-16 02:43:00,136
L02-0255,P022,L02,2024-03-15 18:06:00,2024-03-16 05:06:00,186
L02-0256,P022,L02,2024-03-15 13:22:00,2024-03-16 06:22:00,329
L02-0257,P002,L02,2024-03-15 11:26:00,2024-03-15 21:26:00,344
L02-0258,P005,L02,2024-03-15 23:51:00,2024-03-16 03:29:00,112
L02-0259,P017,L02,2024-03-15 10:06:00,2024-03-15 20:06:00,234
L02-0260,P008,L02,2024-03-15 19:18:00,2024-03-16 04:18:00,263
L02-0261,P005,L02,2024-03-15 10:05:00,2024-03-15 18:05:00,382
L03-0303,P020,L03,2024-03-15 09:10:00,2024-03-15 21:30:00,126
L03-0304,P019,L03,2024-03-15 22:26:00,2024-03-16 05:26:00,86
L03-0305,P017,L03,2024-03-15 16:21:00,2024-03-16 10:21:00,82
L03-0306,P014,L03,2024-03-15 15:35:00,2024-03-16 01:35:00,342
L03-0307,P020,L03,2024-03-15 11:21:00,2024-03-16 01:21:00,290
L03-0308,P021,L03,2024-03-15 09:33:00,2024-03-15 21:30:00,169
L03-0309,P020,L03,2024-03-15 06:04:00,2024-03-16 01:04:00,330
L03-0310,P010,L03,2024-03-15 09:58:00,2024-03-15 21:58:00,163
L03-0311,P018,L03,2024-03-15 08:18:00,2024-03-15 15:18:00,302
L03-0312,P012,L03,2024-03-15 11:29:00,2024-03-15 17:29:00,197
L03-0313,P013,L03,2024-03-15 18:11:00,2024-03-16 09:11:00,272
L03-0314,P024,L03,2024-03-15 15:16:00,2024-03-16 08:16:00,290
L03-0315,P015,L03,2024-03-15 14:07:00,2024-03-15 21:30:00,183
L03-0316,P021,L03,2024-03-15 12:46:00,2024-03-15 20:46:00,262
L03-0317,P012,L03,2024-03-15 18:19:00,2024-03-16 05:19:00,81
L03-0318,P024,L03,2024-03-15 23:14:00,2024-03-16 06:07:00,168
L01-0378,P002,L01,2024-03-16 15:27:00,2024-03-17 10:27:00,377
L01-0379,P013,L01,2024-03-16 14:08:00,2024-03-16 21:08:00,105
L01-0380,P001,L01,2024-03-16 06:36:00,2024-03-16 17:36:00,273
L01-0381,P007,L01,2024-03-16 14:57:00,2024-03-17 00:57:00,178
L01-0382,P010,L01,2024-03-16 13:49:00,2024-03-16 20:49:00,111
L01-0383,P009,L01,2024-03-16 06:12:00,2024-03-16 15:12:00,375
L01-0384,P003,L01,2024-03-16 19:50:00,2024-03-17 04:50:00,233
L01-0385,P004,L01,2024-03-16 11:54:00,2024-03-17 02:54:00,221
L01-0386,P007,L01,2024-03-16 10:25:00,2024-03-16 16:25:00,112
L01-0387,P011,L01,2024-03-16 23:12:00,2024-03-17 04:43:00,398
L01-0388,P016,L01,2024-03-16 11:52:00,2024-03-16 18:52:00,166
L01-0389,P006,L01,2024-03-16 14:21:00,2024-03-17 04:21:00,279
L01-0390,P009,L01,2024-03-16 23:34:00,2024-03-17 01:11:00,240
L01-0391,P005,L01,2024-03-16 10:41:00,2024-03-16 21:41:00,334
L01-0392,P001,L01,2024-03-16 22:55:00,2024-03-17 02:01:00,181
L01-0393,P007,L01,2024-03-16 15:05:00,2024-03-17 06:05:00,150
L01-0394,P006,L01,2024-03-16 07:36:00,2024-03-17 02:36:00,209
L01-0395,P003,L01,2024-03-16 13:53:00,2024-03-17 03:53:00,88
L01-0396,P011,L01,2024-03-16 14:33:00,2024-03-17 04:33:00,358
L01-0397,P005,L01,2024-03-16 18:17:00,2024-03-17 02:17:00,352
L01-0398,P004,L01,2024-03-16 18:40:00,2024-03-17 02:40:00,96
L01-0399,P007,L01,2024-03-16 19:59:00,2024-03-17 02:59:00,336
L01-0400,P016,L01,2024-03-16 13:01:00,2024-03-16 19:01:00,142
L01-0401,P011,L01,2024-03-16 22:25:00,2024-03-17 04:11:00,190
L01-0402,P007,L01,2024-03-16 23:55:00,2024-03-17 03:38:00,295
L01-0403,P014,L01,2024-03-16 17:48:00,2024-03-17 12:48:00,390
L01-0404,P001,L01,2024-03-16 16:34:00,2024-03-17 09:34:00,321
L01-0405,P006,L01,2024-03-16 13:34:00,2024-03-17 00:34:00,226
L01-0406,P009,L01,2024-03-16 10:26:00,2024-03-17 02:26:00,115
L02-0262,P008,L02,2024-03-16 14:44:00,2024-03-17 09:44:00,88
L02-0263,P018,L02,2024-03-16 13:13:00,2024-03-16 20:13:00,244
L02-0264,P022,L02,2024-03-16 14:31:00,2024-03-17 02:31:00,235
L02-0265,P008,L02,2024-03-16 15:00:00,2024-03-17 01:00:00,83
L02-0266,P007,L02,2024-03-16 18:50:00,2024-03-17 07:50:00,96
L02-0267,P020,L02,2024-03-16 08:31:00,2024-03-17 02:31:00,172
L02-0268,P008,L02,2024-03-16 06:35:00,2024-03-16 16:35:00,105
L02-0269,P007,L02,2024-03-16 23:35:00,2024-03-17 05:34:00,371
L02-0270,P021,L02,2024-03-16 10:21:00,2024-03-16 18:21:00,334
L02-0271,P005,L02,2024-03-16 07:07:00,2024-03-16 21:30:00,293
L02-0272,P022,L02,2024-03-16 19:45:00,2024-03-17 04:45:00,181
L02-0273,P005,L02,2024-03-16 16:57:00,2024-03-17 03:57:00,264
L02-0274,P017,L02,2024-03-16 07:59:00,2024-03-16 20:59:00,153
L02-0275,P005,L02,2024-03-16 17:45:00,2024-03-17 04:45:00,308
L03-0319,P019,L03,2024-03-16 19:09:00,2024-03-17 02:09:00,255
L03-0320,P010,L03,2024-03-16 18:45:00,2024-03-17 00:45:00,134
L03-0321,P011,L03,2024-03-16 10:42:00,2024-03-17 01:42:00,88
L03-0322,P023,L03,2024-03-16 09:14:00,2024-03-17 00:14:00,312
L03-0323,P020,L03,2024-03-16 16:03:00,2024-03-17 09:03:00,84
L03-0324,P011,L03,2024-03-16 23:47:00,2024-03-17 06:39:00,183
L03-0325,P012,L03,2024-03-16 08:40:00,2024-03-16 16:40:00,187
L03-0326,P017,L03,2024-03-16 17:41:00,2024-03-16 21:30:00,352
L03-0327,P009,L03,2024-03-16 14:37:00,2024-03-17 01:37:00,152
L03-0328,P015,L03,2024-03-16 10:45:00,2024-03-16 21:30:00,211
L03-0329,P014,L03,2024-03-16 19:18:00,2024-03-17 04:18:00,82
L03-0330,P011,L03,2024-03-16 17:36:00,2024-03-17 12:36:00,281
L03-0331,P013,L03,2024-03-16 10:48:00,2024-03-17 01:48:00,236
L03-0332,P013,L03,2024-03-16 10:36:00,2024-03-16 21:36:00,213
L03-0333,P010,L03,2024-03-16 06:34:00,2024-03-16 21:34:00,243
L03-0334,P019,L03,2024-03-16 19:05:00,2024-03-17 09:05:00,372
L03-0335,P013,L03,2024-03-16 09:13:00,2024-03-16 20:13:00,327
L03-0336,P009,L03,2024-03-16 19:59:00,2024-03-17 04:59:00,214
L03-0337,P009,L03,2024-03-16 08:03:00,2024-03-16 21:30:00,93
L01-0407,P007,L01,2024-03-17 11:27:00,2024-03-17 20:27:00,156
L01-0408,P006,L01,2024-03-17 08:16:00,2024-03-17 20:16:00,242
L01-0409,P006,L01,2024-03-17 06:32:00,2024-03-17 21:30:00,115
L01-0410,P005,L01,2024-03-17 19:51:00,2024-03-18 09:51:00,172
L01-0411,P016,L01,2024-03-17 15:42:00,2024-03-18 09:42:00,135
L01-0412,P007,L01,2024-03-17 13:20:00,2024-03-17 19:20:00,183
L01-0413,P013,L01,2024-03-17 14:17:00,2024-03-18 07:17:00,140
L01-0414,P004,L01,2024-03-17 08:12:00,2024-03-17 14:12:00,312
L01-0415,P008,L01,2024-03-17 14:07:00,2024-03-18 00:07:00,230
L01-0416,P002,L01,2024-03-17 12:18:00,2024-03-17 20:18:00,263
L01-0417,P005,L01,2024-03-17 17:25:00,2024-03-18 09:25:00,94
L01-0418,P002,L01,2024-03-17 23:06:00,2024-03-18 07:40:00,333
L01-0419,P001,L01,2024-03-17 12:48:00,2024-03-17 18:48:00,266
L01-0420,P003,L01,2024-03-17 11:10:00,2024-03-18 03:10:00,103
L01-0421,P003,L01,2024-03-17 15:17:00,2024-03-17 21:30:00,275
L01-0422,P006,L01,2024-03-17 08:20:00,2024-03-18 01:20:00,366
L01-0423,P012,L01,2024-03-17 22:11:00,2024-03-18 01:40:00,286
L01-0424,P003,L01,2024-03-17 16:10:00,2024-03-18 01:10:00,374
L01-0425,P010,L01,2024-03-17 18:42:00,2024-03-18 11:42:00,154
L02-0276,P002,L02,2024-03-17 09:35:00,2024-03-17 15:35:00,256
L02-0277,P003,L02,2024-03-17 08:39:00,2024-03-17 14:39:00,169
L02-0278,P018,L02,2024-03-17 11:57:00,2024-03-18 03:57:00,87
L02-0279,P020,L02,2024-03-17 18:09:00,2024-03-18 07:09:00,342
L02-0280,P002,L02,2024-03-17 19:56:00,2024-03-18 12:56:00,294
L02-0281,P005,L02,2024-03-17 22:30:00,2024-03-18 05:54:00,297
L02-0282,P017,L02,2024-03-17 22:05:00,2024-03-18 06:57:00,241
L02-0283,P002,L02,2024-03-17 23:16:00,2024-03-18 05:19:00,148
L02-0284,P019,L02,2024-03-17 15:30:00,2024-03-18 03:30:00,269
L02-0285,P021,L02,2024-03-17 17:14:00,2024-03-18 08:14:00,287
L02-0286,P006,L02,2024-03-17 11:20:00,2024-03-18 00:20:00,141
L02-0287,P001,L02,2024-03-17 15:26:00,2024-03-18 00:26:00,233
L02-0288,P017,L02,2024-03-17 07:07:00,2024-03-17 20:07:00,310
L02-0289,P022,L02,2024-03-17 09:42:00,2024-03-18 02:42:00,224
L02-0290,P005,L02,2024-03-17 12:08:00,2024-03-17 18:08:00,347
L03-0338,P017,L03,2024-03-17 12:29:00,2024-03-17 20:29:00,292
L03-0339,P016,L03,2024-03-17 07:06:00,2024-03-17 15:06:00,366
L03-0340,P017,L03,2024-03-17 17:55:00,2024-03-18 05:55:00,81
L03-0341,P017,L03,2024-03-17 09:41:00,2024-03-17 17:41:00,183
L03-0342,P011,L03,2024-03-17 23:45:00,2024-03-18 04:01:00,332
L03-0343,P011,L03,2024-03-17 12:51:00,2024-03-18 00:51:00,222
L03-0344,P011,L03,2024-03-17 18:34:00,2024-03-18 04:34:00,181
L03-0345,P013,L03,2024-03-17 07:50:00,2024-03-17 17:50:00,131
L03-0346,P011,L03,2024-03-17 17:06:00,2024-03-17 21:30:00,375
L03-0347,P012,L03,2024-03-17 07:19:00,2024-03-17 19:19:00,211
L03-0348,P024,L03,2024-03-17 10:13:00,2024-03-17 19:13:00,118
L03-0349,P014,L03,2024-03-17 23:27:00,2024-03-18 06:00:00,176
L03-0350,P021,L03,2024-03-17 06:31:00,2024-03-17 17:31:00,147
L03-0351,P015,L03,2024-03-17 17:40:00,2024-03-17 21:30:00,359
L03-0352,P022,L03,2024-03-17 18:25:00,2024-03-18 03:25:00,156
L03-0353,P021,L03,2024-03-17 14:35:00,2024-03-17 21:30:00,214
L03-0354,P022,L03,2024-03-17 23:16:00,2024-03-18 03:00:00,293
L03-0355,P013,L03,2024-03-17 10:38:00,2024-03-18 05:38:00,258
L03-0356,P010,L03,2024-03-17 22:50:00,2024-03-18 03:43:00,130
L03-0357,P013,L03,2024-03-17 14:00:00,2024-03-17 20:00:00,394
L03-0358,P020,L03,2024-03-17 07:29:00,2024-03-17 21:29:00,375
L03-0359,P019,L03,2024-03-17 10:59:00,2024-03-17 20:59:00,169
L03-0360,P020,L03,2024-03-17 17:10:00,2024-03-18 10:10:00,193
L01-0426,P001,L01,2024-03-18 14:06:00,2024-03-18 21:30:00,188
L01-0427,P004,L01,2024-03-18 14:04:00,2024-03-19 03:04:00,379
L01-0428,P009,L01,2024-03-18 08:49:00,2024-03-18 21:30:00,352
L01-0429,P001,L01,2024-03-18 11:58:00,2024-03-18 21:30:00,343
L01-0430,P004,L01,2024-03-18 18:33:00,2024-03-19 11:33:00,187
L01-0431,P003,L01,2024-03-18 13:34:00,2024-03-19 05:34:00,89
L01-0432,P016,L01,2024-03-18 06:20:00,2024-03-18 12:20:00,334
L01-0433,P006,L01,2024-03-18 13:54:00,2024-03-19 00:54:00,384
L01-0434,P007,L01,2024-03-18 22:04:00,2024-03-19 03:23:00,222
L01-0435,P007,L01,2024-03-18 06:53:00,2024-03-18 15:53:00,386
L01-0436,P001,L01,2024-03-18 22:17:00,2024-03-19 07:27:00,133
L01-0437,P009,L01,2024-03-18 14:44:00,2024-03-19 07:44:00,128
L01-0438,P015,L01,2024-03-18 12:58:00,2024-03-19 07:58:00,340
L01-0439,P014,L01,2024-03-18 09:16:00,2024-03-19 00:16:00,159
L01-0440,P005,L01,2024-03-18 07:59:00,2024-03-19 00:59:00,167
L01-0441,P001,L01,2024-03-18 23:15:00,2024-03-19 01:38:00,299
L01-0442,P013,L01,2024-03-18 22:06:00,2024-03-19 06:24:00,212
L01-0443,P014,L01,2024-03-18 06:45:00,2024-03-18 19:45:00,166
L01-0444,P015,L01,2024-03-18 07:06:00,2024-03-18 13:06:00,149
L01-0445,P010,L01,2024-03-18 06:44:00,2024-03-18 18:44:00,109
L01-0446,P008,L01,2024-03-18 10:13:00,2024-03-18 21:13:00,369
L01-0447,P013,L01,2024-03-18 14:55:00,2024-03-19 06:55:00,245
L01-0448,P012,L01,2024-03-18 14:15:00,2024-03-19 05:15:00,221
L01-0449,P013,L01,2024-03-18 23:39:00,2024-03-19 05:21:00,333
L01-0450,P005,L01,2024-03-18 22:54:00,2024-03-19 03:24:00,178
L01-0451,P015,L01,2024-03-18 16:53:00,2024-03-19 11:53:00,185
L01-0452,P001,L01,2024-03-18 14:44:00,2024-03-18 21:30:00,355
L01-0453,P002,L01,2024-03-18 10:01:00,2024-03-18 21:01:00,204
L01-0454,P011,L01,2024-03-18 23:50:00,2024-03-19 02:22:00,134
L01-0455,P010,L01,2024-03-18 07:04:00,2024-03-19 00:04:00,190
L01-0456,P009,L01,2024-03-18 06:47:00,2024-03-18 13:47:00,324
L01-0457,P015,L01,2024-03-18 22:21:00,2024-03-19 06:40:00,313
L01-0458,P014,L01,2024-03-18 06:06:00,2024-03-19 01:06:00,334
L01-0459,P012,L01,2024-03-18 07:40:00,2024-03-18 15:40:00,304
L01-0460,P003,L01,2024-03-18 08:41:00,2024-03-19 03:41:00,94
L01-0461,P002,L01,2024-03-18 14:08:00,2024-03-19 01:08:00,146
L01-0462,P003,L01,2024-03-18 18:07:00,2024-03-19 08:07:00,326
L02-0291,P021,L02,2024-03-18 14:12:00,2024-03-18 21:30:00,252
L02-0292,P024,L02,2024-03-18 06:53:00,2024-03-18 14:53:00,206
L02-0293,P002,L02,2024-03-18 16:02:00,2024-03-19 09:02:00,297
L02-0294,P006,L02,2024-03-18 06:25:00,2024-03-18 14:25:00,83
L02-0295,P022,L02,2024-03-18 12:20:00,2024-03-19 01:20:00,128
L02-0296,P003,L02,2024-03-18 06:46:00,2024-03-18 20:46:00,140
L02-0297,P005,L02,2024-03-18 07:58:00,2024-03-19 02:58:00,323
L02-0298,P017,L02,2024-03-18 17:31:00,2024-03-19 01:31:00,133
L02-0299,P024,L02,2024-03-18 16:08:00,2024-03-19 04:08:00,106
L02-0300,P005,L02,2024-03-18 22:36:00,2024-03-19 01:11:00,301
L02-0301,P007,L02,2024-03-18 08:46:00,2024-03-18 15:46:00,127
L02-0302,P021,L02,2024-03-18 15:28:00,2024-03-19 05:28:00,224
L02-0303,P002,L02,2024-03-18 22:15:00,2024-03-19 06:58:00,232
L02-0304,P006,L02,2024-03-18 23:20:00,2024-03-19 07:30:00,362
L02-0305,P006,L02,2024-03-18 07:26:00,2024-03-18 20:26:00,185
L02-0306,P007,L02,2024-03-18 14:58:00,2024-03-19 01:58:00,326
L02-0307,P018,L02,2024-03-18 18:42:00,2024-03-19 06:42:00,112
L02-0308,P004,L02,2024-03-18 15:00:00,2024-03-18 21:00:00,273
L02-0309,P007,L02,2024-03-18 19:50:00,2024-03-19 04:50:00,112
L02-0310,P023,L02,2024-03-18 13:31:00,2024-03-19 07:31:00,350
L02-0311,P022,L02,2024-03-18 23:46:00,2024-03-19 05:53:00,109
L03-0361,P015,L03,2024-03-18 18:05:00,2024-03-19 11:05:00,143
L03-0362,P019,L03,2024-03-18 23:49:00,2024-03-19 03:39:00,206
L03-0363,P019,L03,2024-03-18 16:20:00,2024-03-19 09:20:00,92
L03-0364,P012,L03,2024-03-18 19:37:00,2024-03-19 04:37:00,218
L03-0365,P021,L03,2024-03-18 07:21:00,2024-03-18 21:30:00,353
L03-0366,P016,L03,2024-03-18 13:32:00,2024-03-19 05:32:00,120
L03-0367,P018,L03,2024-03-18 12:14:00,2024-03-19 05:14:00,218
L03-0368,P018,L03,2024-03-18 14:13:00,2024-03-19 00:13:00,350
L03-0369,P020,L03,2024-03-18 14:46:00,2024-03-18 21:30:00,341
L03-0370,P013,L03,2024-03-18 14:28:00,2024-03-18 20:28:00,351
L03-0371,P009,L03,2024-03-18 13:05:00,2024-03-18 21:30:00,305
L03-0372,P011,L03,2024-03-18 10:27:00,2024-03-18 21:30:00,86
L03-0373,P024,L03,2024-03-18 17:54:00,2024-03-19 12:54:00,153
L03-0374,P012,L03,2024-03-18 11:15:00,2024-03-19 00:15:00,347
L03-0375,P012,L03,2024-03-18 16:51:00,2024-03-19 05:51:00,392
L03-0376,P022,L03,2024-03-18 12:02:00,2024-03-19 07:02:00,343
L03-0377,P012,L03,2024-03-18 19:18:00,2024-03-19 01:18:00,275
L03-0378,P016,L03,2024-03-18 12:49:00,2024-03-18 19:49:00,374
L03-0379,P014,L03,2024-03-18 11:26:00,2024-03-18 19:26:00,140
L03-0380,P019,L03,2024-03-18 16:00:00,2024-03-19 09:00:00,206
L03-0381,P018,L03,2024-03-18 10:28:00,2024-03-18 21:30:00,169
L03-0382,P017,L03,2024-03-18 10:58:00,2024-03-19 03:58:00,308
L03-0383,P017,L03,2024-03-18 23:29:00,2024-03-19 05:06:00,138
L03-0384,P022,L03,2024-03-18 13:28:00,2024-03-18 19:28:00,236
L01-0463,P008,L01,2024-03-19 22:01:00,2024-03-20 03:09:00,284
L01-0464,P010,L01,2024-03-19 12:05:00,2024-03-19 21:30:00,102
L01-0465,P002,L01,2024-03-19 19:17:00,2024-03-20 04:17:00,294
L01-0466,P011,L01,2024-03-19 17:18:00,2024-03-20 07:18:00,147
L01-0467,P012,L01,2024-03-19 11:00:00,2024-03-20 03:00:00,120
L01-0468,P002,L01,2024-03-19 10:08:00,2024-03-20 05:08:00,170
L01-0469,P011,L01,2024-03-19 14:41:00,2024-03-20 06:41:00,211
L01-0470,P002,L01,2024-03-19 17:44:00,2024-03-20 04:44:00,250
L01-0471,P008,L01,2024-03-19 15:47:00,2024-03-20 03:47:00,357
L01-0472,P011,L01,2024-03-19 15:03:00,2024-03-20 08:03:00,304
L01-0473,P014,L01,2024-03-19 13:56:00,2024-03-19 21:30:00,164
L01-0474,P009,L01,2024-03-19 19:41:00,2024-03-20 06:41:00,362
L01-0475,P007,L01,2024-03-19 14:51:00,2024-03-20 09:51:00,195
L01-0476,P014,L01,2024-03-19 16:21:00,2024-03-19 21:30:00,341
L01-0477,P004,L01,2024-03-19 23:38:00,2024-03-20 07:59:00,393
L02-0312,P023,L02,2024-03-19 08:50:00,2024-03-19 21:30:00,243
L02-0313,P024,L02,2024-03-19 08:43:00,2024-03-20 03:43:00,165
L02-0314,P002,L02,2024-03-19 19:53:00,2024-03-20 05:53:00,154
L02-0315,P003,L02,2024-03-19 18:08:00,2024-03-20 11:08:00,322
L02-0316,P008,L02,2024-03-19 15:35:00,2024-03-20 08:35:00,261
L02-0317,P005,L02,2024-03-19 11:29:00,2024-03-19 21:29:00,362
L02-0318,P017,L02,2024-03-19 11:59:00,2024-03-20 05:59:00,331
L02-0319,P005,L02,2024-03-19 14:33:00,2024-03-19 20:33:00,380
L02-0320,P021,L02,2024-03-19 18:24:00,2024-03-20 01:24:00,347
L02-0321,P023,L02,2024-03-19 08:28:00,2024-03-19 21:30:00,124
L02-0322,P005,L02,2024-03-19 08:44:00,2024-03-20 02:44:00,199
L02-0323,P021,L02,2024-03-19 08:31:00,2024-03-19 21:31:00,176
L02-0324,P002,L02,2024-03-19 16:23:00,2024-03-20 00:23:00,332
L02-0325,P021,L02,2024-03-19 22:49:00,2024-03-20 06:18:00,246
L02-0326,P020,L02,2024-03-19 19:05:00,2024-03-20 04:05:00,113
L02-0327,P020,L02,2024-03-19 19:33:00,2024-03-20 08:33:00,96
L02-0328,P008,L02,2024-03-19 18:45:00,2024-03-20 09:45:00,305
L02-0329,P002,L02,2024-03-19 19:40:00,2024-03-20 04:40:00,338
L02-0330,P022,L02,2024-03-19 06:00:00,2024-03-19 20:00:00,168
L03-0385,P013,L03,2024-03-19 16:37:00,2024-03-20 10:37:00,308
L03-0386,P016,L03,2024-03-19 06:42:00,2024-03-19 20:42:00,329
L03-0387,P014,L03,2024-03-19 09:07:00,2024-03-19 21:30:00,86
L03-0388,P018,L03,2024-03-19 18:42:00,2024-03-20 00:42:00,114
L03-0389,P020,L03,2024-03-19 06:15:00,2024-03-19 13:15:00,262
L03-0390,P018,L03,2024-03-19 14:12:00,2024-03-20 07:12:00,81
L03-0391,P010,L03,2024-03-19 12:30:00,2024-03-20 03:30:00,378
L03-0392,P024,L03,2024-03-19 13:30:00,2024-03-20 07:30:00,261
L03-0393,P020,L03,2024-03-19 14:19:00,2024-03-19 21:30:00,111
L03-0394,P009,L03,2024-03-19 06:57:00,2024-03-20 00:57:00,220
L03-0395,P021,L03,2024-03-19 17:01:00,2024-03-20 05:01:00,95
L03-0396,P023,L03,2024-03-19 22:44:00,2024-03-20 06:13:00,244
L03-0397,P018,L03,2024-03-19 22:48:00,2024-03-20 01:36:00,210
L03-0398,P022,L03,2024-03-19 07:34:00,2024-03-19 21:30:00,226
L03-0399,P023,L03,2024-03-19 19:45:00,2024-03-20 01:45:00,172
L03-0400,P024,L03,2024-03-19 16:51:00,2024-03-20 04:51:00,301
L03-0401,P024,L03,2024-03-19 17:16:00,2024-03-20 03:16:00,123
L03-0402,P012,L03,2024-03-19 23:51:00,2024-03-20 03:35:00,159
L03-0403,P009,L03,2024-03-19 06:50:00,2024-03-19 15:50:00,316
L03-0404,P019,L03,2024-03-19 09:10:00,2024-03-19 20:10:00,174
L03-0405,P019,L03,2024-03-19 18:35:00,2024-03-20 12:35:00,221
L03-0406,P018,L03,2024-03-19 18:41:00,2024-03-20 13:41:00,319
L03-0407,P012,L03,2024-03-19 10:34:00,2024-03-19 18:34:00,156
L01-0478,P011,L01,2024-03-20 06:09:00,2024-03-20 12:09:00,148
L01-0479,P011,L01,2024-03-20 09:03:00,2024-03-21 01:03:00,348
L01-0480,P014,L01,2024-03-20 15:19:00,2024-03-21 02:19:00,160
L01-0481,P003,L01,2024-03-20 16:24:00,2024-03-21 09:24:00,380
L01-0482,P013,L01,2024-03-20 19:33:00,2024-03-21 11:33:00,203
L01-0483,P009,L01,2024-03-20 15:13:00,2024-03-21 02:13:00,210
L01-0484,P011,L01,2024-03-20 18:17:00,2024-03-21 06:17:00,231
L01-0485,P001,L01,2024-03-20 23:30:00,2024-03-21 06:44:00,340
L01-0486,P007,L01,2024-03-20 15:02:00,2024-03-21 09:02:00,309
L01-0487,P006,L01,2024-03-20 09:59:00,2024-03-20 15:59:00,82
L01-0488,P003,L01,2024-03-20 15:02:00,2024-03-21 07:02:00,331
L01-0489,P013,L01,2024-03-20 15:50:00,2024-03-21 07:50:00,388
L01-0490,P009,L01,2024-03-20 16:13:00,2024-03-21 01:13:00,109
L01-0491,P015,L01,2024-03-20 07:14:00,2024-03-20 19:14:00,366
L01-0492,P003,L01,2024-03-20 17:37:00,2024-03-21 03:37:00,273
L01-0493,P012,L01,2024-03-20 12:45:00,2024-03-20 20:45:00,299
L01-0494,P010,L01,2024-03-20 16:29:00,2024-03-20 21:30:00,204
L01-0495,P011,L01,2024-03-20 14:38:00,2024-03-20 21:30:00,330
L01-0496,P005,L01,2024-03-20 23:51:00,2024-03-21 01:25:00,318
L01-0497,P012,L01,2024-03-20 23:59:00,2024-03-21 07:44:00,291
L01-0498,P004,L01,2024-03-20 15:18:00,2024-03-20 21:30:00,179
L01-0499,P013,L01,2024-03-20 12:07:00,2024-03-20 21:30:00,228
L01-0500,P008,L01,2024-03-20 15:24:00,2024-03-20 21:24:00,305
L01-0501,P008,L01,2024-03-20 06:05:00,2024-03-20 13:05:00,353
L01-0502,P010,L01,2024-03-20 15:39:00,2024-03-20 21:39:00,378
L01-0503,P002,L01,2024-03-20 17:32:00,2024-03-21 01:32:00,254
L01-0504,P006,L01,2024-03-20 16:49:00,2024-03-21 09:49:00,137
L01-0505,P004,L01,2024-03-20 14:51:00,2024-03-21 04:51:00,337
L01-0506,P016,L01,2024-03-20 22:26:00,2024-03-21 01:31:00,208
L01-0507,P007,L01,2024-03-20 09:02:00,2024-03-20 21:02:00,381
L02-0331,P005,L02,2024-03-20 14:22:00,2024-03-21 05:22:00,393
L02-0332,P006,L02,2024-03-20 07:54:00,2024-03-20 20:54:00,270
L02-0333,P022,L02,2024-03-20 23:51:00,2024-03-21 03:45:00,263
L02-0334,P019,L02,2024-03-20 14:09:00,2024-03-20 21:30:00,194
L02-0335,P021,L02,2024-03-20 22:54:00,2024-03-21 02:52:00,188
