response_id,invitation_id,response_date,score,primary_theme
RESP0013854,INV0046300,2025-04-10,0,customer_support_speed
RESP0013855,INV0046305,2025-04-10,7,
RESP0013856,INV0046310,2025-04-06,10,
RESP0013857,INV0046313,2025-04-07,9,
RESP0013858,INV0046320,2025-04-07,5,mobile_app_performance
RESP0013859,INV0046330,2025-04-06,7,
RESP0013860,INV0046332,2025-04-10,9,
RESP0013861,INV0046346,2025-04-09,9,
RESP0013862,INV0046351,2025-04-10,4,mobile_app_performance
RESP0013863,INV0046356,2025-04-09,9,
RESP0013864,INV0046366,2025-04-09,10,
RESP0013865,INV0046377,2025-04-05,9,
RESP0013866,INV0046403,2025-04-07,9,
RESP0013867,INV0046411,2025-04-10,1,data_export_reliability
RESP0013868,INV0046414,2025-04-06,10,
RESP0013869,INV0046418,2025-04-02,10,
RESP0013870,INV0046422,2025-04-06,9,
RESP0013871,INV0046451,2025-04-03,10,
RESP0013872,INV0046469,2025-04-07,10,
RESP0013873,INV0046484,2025-04-08,9,
RESP0013874,INV0046486,2025-04-08,2,customer_support_speed
RESP0013875,INV0046491,2025-04-10,9,
RESP0013876,INV0046499,2025-04-06,4,feature_discoverability
RESP0013877,INV0046516,2025-04-08,10,
RESP0013878,INV0046526,2025-04-02,2,
RESP0013879,INV0046539,2025-04-08,8,
RESP0013880,INV0046542,2025-04-06,9,
RESP0013881,INV0046546,2025-04-02,8,
RESP0013882,INV0046552,2025-04-03,9,
RESP0013883,INV0046555,2025-04-09,10,
RESP0013884,INV0046558,2025-04-10,3,
RESP0013885,INV0046564,2025-04-08,6,mobile_app_performance
RESP0013886,INV0046586,2025-04-03,1,data_export_reliability
RESP0013887,INV0046587,2025-04-09,3,feature_discoverability
RESP0013888,INV0046594,2025-04-05,9,
RESP0013889,INV0046599,2025-04-09,3,
RESP0013890,INV0046612,2025-04-10,9,
RESP0013891,INV0046626,2025-04-07,7,
RESP0013892,INV0046653,2025-04-08,6,pricing_transparency
RESP0013893,INV0046659,2025-04-10,7,
RESP0013894,INV0046662,2025-04-09,0,data_export_reliability
RESP0013895,INV0046686,2025-04-02,8,
RESP0013896,INV0046691,2025-04-09,1,api_stability
RESP0013897,INV0046696,2025-04-04,4,customer_support_speed
RESP0013898,INV0046707,2025-04-09,6,pricing_transparency
RESP0013899,INV0046713,2025-04-02,10,
RESP0013900,INV0046722,2025-04-09,10,
RESP0013901,INV0046725,2025-04-10,4,customer_support_speed
RESP0013902,INV0046728,2025-04-10,2,mobile_app_performance
RESP0013903,INV0046736,2025-04-05,7,
RESP0013904,INV0046743,2025-04-06,9,
RESP0013905,INV0046754,2025-04-08,1,customer_support_speed
RESP0013906,INV0046759,2025-04-09,7,
RESP0013907,INV0046776,2025-04-05,10,
RESP0013908,INV0046795,2025-04-07,1,onboarding_experience
RESP0013909,INV0046802,2025-04-05,6,pricing_transparency
RESP0013910,INV0046809,2025-04-12,2,data_export_reliability
RESP0013911,INV0046824,2025-04-04,2,feature_discoverability
RESP0013912,INV0046826,2025-04-10,1,mobile_app_performance
RESP0013913,INV0046832,2025-04-05,9,
RESP0013914,INV0046850,2025-04-03,9,
RESP0013915,INV0046877,2025-04-06,9,
RESP0013916,INV0046879,2025-04-12,0,customer_support_speed
RESP0013917,INV0046881,2025-04-06,2,mobile_app_performance
RESP0013918,INV0046887,2025-04-06,7,
RESP0013919,INV0046899,2025-04-10,5,data_export_reliability
RESP0013920,INV0046916,2025-04-03,10,
RESP0013921,INV0046923,2025-04-07,9,
RESP0013922,INV0046939,2025-04-06,10,
RESP0013923,INV0046947,2025-04-09,9,
RESP0013924,INV0046954,2025-04-05,3,
RESP0013925,INV0046955,2025-04-05,2,feature_discoverability
RESP0013926,INV0046962,2025-04-06,8,
RESP0013927,INV0046966,2025-04-10,3,pricing_transparency
RESP0013928,INV0046968,2025-04-11,10,
RESP0013929,INV0046969,2025-04-07,9,
RESP0013930,INV0046984,2025-04-05,9,
RESP0013931,INV0047000,2025-04-09,7,
RESP0013932,INV0047006,2025-04-11,9,
RESP0013933,INV0047010,2025-04-07,7,
RESP0013934,INV0047012,2025-04-03,10,
RESP0013935,INV0047020,2025-04-08,10,
RESP0013936,INV0047021,2025-04-11,8,
RESP0013937,INV0047023,2025-04-09,9,
RESP0013938,INV0047035,2025-04-09,8,
RESP0013939,INV0047036,2025-04-06,7,
RESP0013940,INV0047037,2025-04-05,10,
RESP0013941,INV0047042,2025-04-11,2,customer_support_speed
RESP0013942,INV0047044,2025-04-10,9,
RESP0013943,INV0047046,2025-04-07,9,
RESP0013944,INV0047052,2025-04-11,10,
RESP0013945,INV0047054,2025-04-07,10,
RESP0013946,INV0047063,2025-04-05,4,data_export_reliability
RESP0013947,INV0047075,2025-04-04,7,
RESP0013948,INV0047077,2025-04-07,10,
RESP0013949,INV0047080,2025-04-08,7,
RESP0013950,INV0047086,2025-04-10,10,
RESP0013951,INV0047090,2025-04-08,9,
RESP0013952,INV0047091,2025-04-08,10,
RESP0013953,INV0047096,2025-04-10,10,
RESP0013954,INV0047097,2025-04-05,2,
RESP0013955,INV0047098,2025-04-07,2,mobile_app_performance
RESP0013956,INV0047102,2025-04-11,9,
RESP0013957,INV0047105,2025-04-08,9,
RESP0013958,INV0047114,2025-04-05,6,customer_support_speed
RESP0013959,INV0047116,2025-04-08,10,
RESP0013960,INV0047130,2025-04-07,10,
RESP0013961,INV0047137,2025-04-08,10,
RESP0013962,INV0047139,2025-04-11,10,
RESP0013963,INV0047147,2025-04-08,7,
RESP0013964,INV0047157,2025-04-06,10,
RESP0013965,INV0047158,2025-04-05,5,customer_support_speed
RESP0013966,INV0047166,2025-04-04,5,onboarding_experience
RESP0013967,INV0047174,2025-04-06,9,
RESP0013968,INV0047191,2025-04-02,3,pricing_transparency
RESP0013969,INV0047196,2025-04-07,10,
RESP0013970,INV0047197,2025-04-09,10,
RESP0013971,INV0047203,2025-04-12,5,
RESP0013972,INV0047211,2025-04-04,2,feature_discoverability
RESP0013973,INV0047220,2025-04-06,5,mobile_app_performance
RESP0013974,INV0047223,2025-04-06,4,mobile_app_performance
RESP0013975,INV0047233,2025-04-06,9,
RESP0013976,INV0047243,2025-04-09,0,api_stability
RESP0013977,INV0047245,2025-04-05,10,
RESP0013978,INV0047250,2025-04-10,9,
RESP0013979,INV0047253,2025-04-10,9,
RESP0013980,INV0047259,2025-04-05,10,
RESP0013981,INV0047277,2025-04-02,10,
RESP0013982,INV0047279,2025-04-06,4,data_export_reliability
RESP0013983,INV0047286,2025-04-09,3,mobile_app_performance
RESP0013984,INV0047295,2025-04-02,9,
RESP0013985,INV0047297,2025-04-09,5,pricing_transparency
RESP0013986,INV0047298,2025-04-10,9,
RESP0013987,INV0047300,2025-04-03,6,mobile_app_performance
RESP0013988,INV0047306,2025-04-07,8,
RESP0013989,INV0047314,2025-04-03,9,
RESP0013990,INV0047315,2025-04-04,9,
RESP0013991,INV0047318,2025-04-08,10,
RESP0013992,INV0047321,2025-04-02,1,mobile_app_performance
RESP0013993,INV0047345,2025-04-08,10,
RESP0013994,INV0047348,2025-04-05,10,
RESP0013995,INV0047353,2025-04-10,9,
RESP0013996,INV0047363,2025-04-11,9,
RESP0013997,INV0047364,2025-04-06,10,
RESP0013998,INV0047370,2025-04-07,10,
RESP0013999,INV0047371,2025-04-02,0,onboarding_experience
RESP0014000,INV0047397,2025-04-02,9,
RESP0014001,INV0047416,2025-04-07,8,
RESP0014002,INV0047418,2025-04-11,3,
RESP0014003,INV0047431,2025-04-10,9,
RESP0014004,INV0047432,2025-04-02,10,
RESP0014005,INV0047439,2025-04-06,9,
RESP0014006,INV0047441,2025-04-11,10,
RESP0014007,INV0047466,2025-04-08,6,mobile_app_performance
RESP0014008,INV0047496,2025-04-10,3,reporting_accuracy
RESP0014009,INV0047498,2025-04-10,5,
RESP0014010,INV0047509,2025-04-04,3,mobile_app_performance
RESP0014011,INV0047511,2025-04-12,7,
RESP0014012,INV0047524,2025-04-04,6,pricing_transparency
RESP0014013,INV0047533,2025-04-12,8,
RESP0014014,INV0047538,2025-04-03,9,
RESP0014015,INV0047539,2025-04-04,7,
RESP0014016,INV0047596,2025-04-04,10,
RESP0014017,INV0047597,2025-04-09,10,
RESP0014018,INV0047598,2025-04-08,9,
RESP0014019,INV0047606,2025-04-10,9,
RESP0014020,INV0047620,2025-04-08,8,
RESP0014021,INV0047623,2025-04-06,2,customer_support_speed
RESP0014022,INV0047629,2025-04-08,9,
RESP0014023,INV0047637,2025-04-08,7,
RESP0014024,INV0047639,2025-04-09,10,
RESP0014025,INV0047650,2025-04-04,9,
RESP0014026,INV0047660,2025-04-09,9,
RESP0014027,INV0047662,2025-04-07,3,pricing_transparency
RESP0014028,INV0047670,2025-04-09,10,
RESP0014029,INV0047671,2025-04-05,9,
RESP0014030,INV0047673,2025-04-07,3,
RESP0014031,INV0047694,2025-04-07,10,
RESP0014032,INV0047699,2025-04-10,10,
RESP0014033,INV0047715,2025-04-09,9,
RESP0014034,INV0047790,2025-04-11,0,onboarding_experience
RESP0014035,INV0047796,2025-04-08,6,data_export_reliability
RESP0014036,INV0047797,2025-04-08,10,
RESP0014037,INV0047813,2025-04-08,0,pricing_transparency
RESP0014038,INV0047814,2025-04-06,7,
RESP0014039,INV0047821,2025-05-06,8,
RESP0014040,INV0047825,2025-05-11,10,
RESP0014041,INV0047830,2025-05-08,5,customer_support_speed
RESP0014042,INV0047872,2025-05-07,9,
RESP0014043,INV0047873,2025-05-08,6,mobile_app_performance
RESP0014044,INV0047880,2025-05-05,4,
RESP0014045,INV0047891,2025-05-05,8,
RESP0014046,INV0047896,2025-05-09,10,
RESP0014047,INV0047917,2025-05-06,3,mobile_app_performance
RESP0014048,INV0047918,2025-05-05,9,
RESP0014049,INV0047926,2025-05-05,3,mobile_app_performance
RESP0014050,INV0047929,2025-05-07,7,
RESP0014051,INV0047945,2025-05-05,10,
RESP0014052,INV0047950,2025-05-04,1,mobile_app_performance
RESP0014053,INV0047970,2025-05-06,7,
RESP0014054,INV0047984,2025-05-04,9,
RESP0014055,INV0047991,2025-05-06,5,mobile_app_performance
RESP0014056,INV0047996,2025-05-04,9,
RESP0014057,INV0048008,2025-05-04,1,data_export_reliability
RESP0014058,INV0048024,2025-05-09,7,
RESP0014059,INV0048027,2025-05-11,9,
RESP0014060,INV0048028,2025-05-04,2,
RESP0014061,INV0048046,2025-05-08,10,
RESP0014062,INV0048048,2025-05-05,8,
RESP0014063,INV0048058,2025-05-08,7,
RESP0014064,INV0048060,2025-05-09,8,
RESP0014065,INV0048068,2025-05-08,2,onboarding_experience
RESP0014066,INV0048079,2025-05-05,3,onboarding_experience
RESP0014067,INV0048090,2025-05-09,9,
RESP0014068,INV0048100,2025-05-06,9,
RESP0014069,INV0048107,2025-05-05,9,
RESP0014070,INV0048109,2025-05-06,8,
RESP0014071,INV0048111,2025-05-07,8,
RESP0014072,INV0048119,2025-05-07,1,pricing_transparency
RESP0014073,INV0048124,2025-05-11,8,
RESP0014074,INV0048129,2025-05-05,10,
RESP0014075,INV0048132,2025-05-06,8,
RESP0014076,INV0048146,2025-05-04,9,
RESP0014077,INV0048149,2025-05-06,5,customer_support_speed
RESP0014078,INV0048150,2025-05-05,7,
RESP0014079,INV0048155,2025-05-09,10,
RESP0014080,INV0048168,2025-05-08,10,
RESP0014081,INV0048175,2025-05-09,7,
RESP0014082,INV0048178,2025-05-10,0,mobile_app_performance
RESP0014083,INV0048200,2025-05-09,4,mobile_app_performance
RESP0014084,INV0048253,2025-05-04,9,
RESP0014085,INV0048259,2025-05-04,1,pricing_transparency
RESP0014086,INV0048267,2025-05-09,10,
RESP0014087,INV0048273,2025-05-06,9,
RESP0014088,INV0048274,2025-05-08,4,data_export_reliability
RESP0014089,INV0048286,2025-05-09,4,pricing_transparency
RESP0014090,INV0048297,2025-05-04,8,
RESP0014091,INV0048303,2025-05-11,9,
RESP0014092,INV0048308,2025-05-10,7,
RESP0014093,INV0048312,2025-05-06,5,
RESP0014094,INV0048329,2025-05-04,8,
RESP0014095,INV0048331,2025-05-09,9,
RESP0014096,INV0048334,2025-05-04,7,
RESP0014097,INV0048337,2025-05-05,10,
RESP0014098,INV0048346,2025-05-10,7,
RESP0014099,INV0048348,2025-05-09,9,
RESP0014100,INV0048353,2025-05-04,10,
RESP0014101,INV0048354,2025-05-08,9,
RESP0014102,INV0048373,2025-05-08,10,
RESP0014103,INV0048386,2025-05-07,9,
RESP0014104,INV0048387,2025-05-03,1,
RESP0014105,INV0048404,2025-05-11,6,mobile_app_performance
RESP0014106,INV0048432,2025-05-02,1,
RESP0014107,INV0048433,2025-05-11,4,customer_support_speed
RESP0014108,INV0048435,2025-05-08,0,mobile_app_performance
RESP0014109,INV0048437,2025-05-07,9,
RESP0014110,INV0048450,2025-05-08,9,
RESP0014111,INV0048460,2025-05-05,10,
RESP0014112,INV0048464,2025-05-10,8,
RESP0014113,INV0048467,2025-05-11,7,
RESP0014114,INV0048477,2025-05-07,5,onboarding_experience
RESP0014115,INV0048480,2025-05-12,3,
RESP0014116,INV0048481,2025-05-07,10,
RESP0014117,INV0048498,2025-05-12,10,
RESP0014118,INV0048500,2025-05-09,9,
RESP0014119,INV0048505,2025-05-10,1,pricing_transparency
RESP0014120,INV0048517,2025-05-04,8,
RESP0014121,INV0048527,2025-05-10,5,mobile_app_performance
RESP0014122,INV0048540,2025-05-09,10,
RESP0014123,INV0048543,2025-05-08,10,
RESP0014124,INV0048544,2025-05-06,10,
RESP0014125,INV0048549,2025-05-06,9,
RESP0014126,INV0048558,2025-05-06,9,
RESP0014127,INV0048561,2025-05-03,9,
RESP0014128,INV0048563,2025-05-11,4,customer_support_speed
RESP0014129,INV0048570,2025-05-10,10,
RESP0014130,INV0048574,2025-05-10,4,
RESP0014131,INV0048576,2025-05-02,9,
RESP0014132,INV0048577,2025-05-07,4,customer_support_speed
RESP0014133,INV0048580,2025-05-05,3,reporting_accuracy
RESP0014134,INV0048583,2025-05-08,10,
RESP0014135,INV0048585,2025-05-05,10,
RESP0014136,INV0048592,2025-05-05,10,
RESP0014137,INV0048596,2025-05-08,6,mobile_app_performance
RESP0014138,INV0048604,2025-05-04,3,mobile_app_performance
RESP0014139,INV0048611,2025-05-09,10,
RESP0014140,INV0048623,2025-05-09,9,
RESP0014141,INV0048627,2025-05-07,9,
RESP0014142,INV0048628,2025-05-08,9,
RESP0014143,INV0048629,2025-05-07,10,
RESP0014144,INV0048638,2025-05-10,10,
RESP0014145,INV0048658,2025-05-11,7,
RESP0014146,INV0048662,2025-05-06,10,
RESP0014147,INV0048673,2025-05-06,8,
RESP0014148,INV0048689,2025-05-03,9,
RESP0014149,INV0048694,2025-05-11,8,
RESP0014150,INV0048721,2025-05-04,6,pricing_transparency
RESP0014151,INV0048725,2025-05-07,10,
RESP0014152,INV0048730,2025-05-07,6,customer_support_speed
RESP0014153,INV0048733,2025-05-06,3,mobile_app_performance
RESP0014154,INV0048734,2025-05-06,9,
RESP0014155,INV0048735,2025-05-08,9,
RESP0014156,INV0048738,2025-05-04,9,
RESP0014157,INV0048741,2025-05-05,3,pricing_transparency
RESP0014158,INV0048744,2025-05-05,6,customer_support_speed
RESP0014159,INV0048753,2025-05-05,1,onboarding_experience
RESP0014160,INV0048756,2025-05-05,5,pricing_transparency
RESP0014161,INV0048758,2025-05-04,4,
RESP0014162,INV0048763,2025-05-07,7,
RESP0014163,INV0048804,2025-05-09,10,
RESP0014164,INV0048805,2025-05-09,10,
RESP0014165,INV0048807,2025-05-07,7,
RESP0014166,INV0048815,2025-05-04,9,
RESP0014167,INV0048816,2025-05-05,7,
RESP0014168,INV0048818,2025-05-09,10,
RESP0014169,INV0048827,2025-05-10,7,
RESP0014170,INV0048835,2025-05-07,5,api_stability
RESP0014171,INV0048857,2025-05-07,10,
RESP0014172,INV0048859,2025-05-09,1,onboarding_experience
RESP0014173,INV0048878,2025-05-08,2,mobile_app_performance
RESP0014174,INV0048891,2025-05-06,10,
RESP0014175,INV0048900,2025-05-09,5,pricing_transparency
RESP0014176,INV0048905,2025-05-09,8,
RESP0014177,INV0048908,2025-05-10,9,
RESP0014178,INV0048916,2025-05-09,9,
RESP0014179,INV0048917,2025-05-10,10,
RESP0014180,INV0048918,2025-05-06,5,pricing_transparency
RESP0014181,INV0048934,2025-05-10,10,
RESP0014182,INV0048938,2025-05-10,5,mobile_app_performance
RESP0014183,INV0048948,2025-05-09,8,
RESP0014184,INV0048969,2025-05-07,2,mobile_app_performance
RESP0014185,INV0048972,2025-05-06,10,
RESP0014186,INV0048976,2025-05-09,10,
RESP0014187,INV0048980,2025-05-07,2,api_stability
RESP0014188,INV0048984,2025-05-04,7,
RESP0014189,INV0048985,2025-05-05,10,
RESP0014190,INV0048986,2025-05-06,9,
RESP0014191,INV0048994,2025-05-07,10,
RESP0014192,INV0048998,2025-05-05,10,
RESP0014193,INV0049020,2025-05-12,10,
RESP0014194,INV0049031,2025-05-06,9,
RESP0014195,INV0049034,2025-05-04,10,
RESP0014196,INV0049035,2025-05-02,10,
RESP0014197,INV0049050,2025-05-05,10,
RESP0014198,INV0049065,2025-05-05,10,
RESP0014199,INV0049067,2025-05-03,8,
RESP0014200,INV0049075,2025-05-07,9,
RESP0014201,INV0049080,2025-05-05,10,
RESP0014202,INV0049087,2025-05-09,10,
RESP0014203,INV0049089,2025-05-09,6,mobile_app_performance
RESP0014204,INV0049102,2025-05-07,9,
RESP0014205,INV0049122,2025-05-03,7,
RESP0014206,INV0049123,2025-05-08,7,
RESP0014207,INV0049128,2025-05-03,9,
RESP0014208,INV0049132,2025-05-05,10,
RESP0014209,INV0049133,2025-05-09,9,
RESP0014210,INV0049137,2025-05-06,7,
RESP0014211,INV0049161,2025-05-11,8,
RESP0014212,INV0049169,2025-05-05,10,
RESP0014213,INV0049170,2025-05-08,0,customer_support_speed
RESP0014214,INV0049173,2025-05-04,5,mobile_app_performance
RESP0014215,INV0049178,2025-05-04,8,
RESP0014216,INV0049184,2025-05-06,10,
RESP0014217,INV0049189,2025-05-07,10,
RESP0014218,INV0049194,2025-05-10,5,customer_support_speed
RESP0014219,INV0049199,2025-05-11,9,
RESP0014220,INV0049202,2025-05-05,2,mobile_app_performance
RESP0014221,INV0049203,2025-05-06,10,
RESP0014222,INV0049207,2025-05-05,5,api_stability
RESP0014223,INV0049215,2025-05-11,10,
RESP0014224,INV0049232,2025-05-05,5,mobile_app_performance
RESP0014225,INV0049237,2025-05-07,10,
RESP0014226,INV0049239,2025-05-05,7,
RESP0014227,INV0049241,2025-05-11,10,
RESP0014228,INV0049246,2025-05-07,7,
RESP0014229,INV0049255,2025-05-05,9,
RESP0014230,INV0049257,2025-05-05,10,
RESP0014231,INV0049270,2025-05-09,5,
RESP0014232,INV0049281,2025-05-07,8,
RESP0014233,INV0049286,2025-05-08,0,mobile_app_performance
RESP0014234,INV0049295,2025-05-05,9,
RESP0014235,INV0049299,2025-05-10,10,
RESP0014236,INV0049305,2025-05-08,10,
RESP0014237,INV0049316,2025-05-04,7,
RESP0014238,INV0049351,2025-05-07,7,
RESP0014239,INV0049356,2025-05-06,8,
RESP0014240,INV0049359,2025-05-09,8,
RESP0014241,INV0049360,2025-05-05,8,
RESP0014242,INV0049366,2025-05-07,3,
RESP0014243,INV0049368,2025-05-08,7,
RESP0014244,INV0049380,2025-05-06,9,
RESP0014245,INV0049393,2025-05-05,7,
RESP0014246,INV0049400,2025-05-12,0,customer_support_speed
RESP0014247,INV0049403,2025-05-05,3,
RESP0014248,INV0049405,2025-05-06,6,reporting_accuracy
RESP0014249,INV0049433,2025-05-06,10,
RESP0014250,INV0049437,2025-05-02,9,
RESP0014251,INV0049439,2025-05-06,9,
RESP0014252,INV0049455,2025-05-07,10,
RESP0014253,INV0049492,2025-05-06,4,mobile_app_performance
RESP0014254,INV0049506,2025-05-07,1,data_export_reliability
RESP0014255,INV0049516,2025-05-10,10,
RESP0014256,INV0049520,2025-05-04,10,
RESP0014257,INV0049539,2025-05-08,9,
RESP0014258,INV0049542,2025-05-09,9,
RESP0014259,INV0049545,2025-05-06,3,data_export_reliability
RESP0014260,INV0049556,2025-05-09,10,
RESP0014261,INV0049568,2025-05-06,7,
RESP0014262,INV0049571,2025-05-04,7,
RESP0014263,INV0049576,2025-05-07,10,
RESP0014264,INV0049579,2025-05-07,9,
RESP0014265,INV0049581,2025-05-03,9,
RESP0014266,INV0049593,2025-05-09,10,
RESP0014267,INV0049620,2025-05-08,10,
RESP0014268,INV0049621,2025-05-02,0,pricing_transparency
RESP0014269,INV0049623,2025-05-06,7,
RESP0014270,INV0049637,2025-05-06,4,mobile_app_performance
RESP0014271,INV0049639,2025-05-02,10,
RESP0014272,INV0049640,2025-05-07,3,pricing_transparency
RESP0014273,INV0049641,2025-05-07,7,
RESP0014274,INV0049642,2025-05-07,0,pricing_transparency
RESP0014275,INV0049672,2025-05-08,3,pricing_transparency
RESP0014276,INV0049681,2025-05-10,10,
RESP0014277,INV0049691,2025-05-07,5,reporting_accuracy
RESP0014278,INV0049700,2025-05-08,4,
RESP0014279,INV0049708,2025-05-05,8,
RESP0014280,INV0049712,2025-05-09,4,data_export_reliability
RESP0014281,INV0049713,2025-05-10,10,
RESP0014282,INV0049715,2025-05-05,10,
RESP0014283,INV0049721,2025-05-05,10,
RESP0014284,INV0049739,2025-05-09,2,data_export_reliability
RESP0014285,INV0049742,2025-05-04,9,
RESP0014286,INV0049746,2025-05-11,6,pricing_transparency
RESP0014287,INV0049753,2025-05-09,10,
RESP0014288,INV0049761,2025-05-09,3,pricing_transparency
RESP0014289,INV0049762,2025-05-10,9,
RESP0014290,INV0049768,2025-05-05,9,
RESP0014291,INV0049770,2025-05-04,7,
RESP0014292,INV0049771,2025-05-11,1,reporting_accuracy
RESP0014293,INV0049778,2025-05-07,1,customer_support_speed
RESP0014294,INV0049779,2025-05-05,10,
RESP0014295,INV0049793,2025-05-04,0,customer_support_speed
RESP0014296,INV0049804,2025-05-03,4,api_stability
RESP0014297,INV0049805,2025-05-03,8,
RESP0014298,INV0049807,2025-05-02,9,
RESP0014299,INV0049822,2025-05-10,7,
RESP0014300,INV0049824,2025-05-12,8,
RESP0014301,INV0049826,2025-05-04,3,customer_support_speed
RESP0014302,INV0049835,2025-05-10,9,
RESP0014303,INV0049842,2025-05-04,9,
RESP0014304,INV0049849,2025-05-07,9,
RESP0014305,INV0049857,2025-05-08,10,
RESP0014306,INV0049863,2025-05-06,9,
RESP0014307,INV0049866,2025-05-08,10,
RESP0014308,INV0049875,2025-05-12,7,
RESP0014309,INV0049886,2025-05-09,9,
RESP0014310,INV0049890,2025-05-05,8,
RESP0014311,INV0049891,2025-05-10,10,
RESP0014312,INV0049893,2025-05-07,6,customer_support_speed
RESP0014313,INV0049901,2025-05-07,2,mobile_app_performance
RESP0014314,INV0049929,2025-05-08,10,
RESP0014315,INV0049930,2025-05-06,8,
RESP0014316,INV0049931,2025-05-04,10,
RESP0014317,INV0049940,2025-05-06,7,
RESP0014318,INV0049941,2025-05-11,10,
RESP0014319,INV0049958,2025-05-05,9,
RESP0014320,INV0049961,2025-05-06,9,
RESP0014321,INV0049963,2025-05-10,10,
RESP0014322,INV0049967,2025-05-09,10,
RESP0014323,INV0049995,2025-05-09,8,
RESP0014324,INV0049996,2025-05-02,5,pricing_transparency
RESP0014325,INV0050004,2025-05-11,10,
RESP0014326,INV0050007,2025-05-04,10,
RESP0014327,INV0050010,2025-05-08,8,
RESP0014328,INV0050013,2025-05-09,8,
RESP0014329,INV0050019,2025-05-11,9,
RESP0014330,INV0050026,2025-05-06,10,
RESP0014331,INV0050033,2025-05-09,9,
RESP0014332,INV0050039,2025-05-04,9,
RESP0014333,INV0050043,2025-05-05,10,
RESP0014334,INV0050046,2025-05-07,9,
RESP0014335,INV0050056,2025-05-04,2,
RESP0014336,INV0050059,2025-05-08,3,
RESP0014337,INV0050067,2025-05-03,0,pricing_transparency
RESP0014338,INV0050069,2025-05-05,2,reporting_accuracy
RESP0014339,INV0050086,2025-05-04,9,
RESP0014340,INV0050087,2025-05-09,9,
RESP0014341,INV0050106,2025-05-06,9,
RESP0014342,INV0050108,2025-05-08,10,
RESP0014343,INV0050114,2025-05-07,4,feature_discoverability
RESP0014344,INV0050131,2025-05-04,10,
RESP0014345,INV0050132,2025-05-04,9,
RESP0014346,INV0050134,2025-05-08,10,
RESP0014347,INV0050135,2025-05-04,3,
RESP0014348,INV0050141,2025-05-09,7,
RESP0014349,INV0050144,2025-05-05,7,
RESP0014350,INV0050148,2025-05-06,7,
RESP0014351,INV0050152,2025-05-06,10,
RESP0014352,INV0050156,2025-05-08,9,
RESP0014353,INV0050157,2025-05-07,8,
RESP0014354,INV0050160,2025-05-05,2,api_stability
RESP0014355,INV0050161,2025-05-07,10,
RESP0014356,INV0050172,2025-05-09,10,
RESP0014357,INV0050182,2025-05-05,9,
RESP0014358,INV0050184,2025-05-11,7,
RESP0014359,INV0050188,2025-05-04,0,customer_support_speed
RESP0014360,INV0050194,2025-05-06,9,
RESP0014361,INV0050203,2025-05-10,8,
RESP0014362,INV0050252,2025-05-02,1,reporting_accuracy
RESP0014363,INV0050272,2025-05-09,3,data_export_reliability
RESP0014364,INV0050286,2025-05-04,9,
RESP0014365,INV0050302,2025-05-04,10,
RESP0014366,INV0050310,2025-05-08,10,
RESP0014367,INV0050315,2025-05-06,1,data_export_reliability
RESP0014368,INV0050320,2025-05-05,2,mobile_app_performance
RESP0014369,INV0050323,2025-05-12,9,
RESP0014370,INV0050324,2025-05-05,2,customer_support_speed
RESP0014371,INV0050329,2025-05-09,8,
RESP0014372,INV0050343,2025-05-04,9,
RESP0014373,INV0050365,2025-05-08,9,
RESP0014374,INV0050375,2025-05-11,10,
RESP0014375,INV0050376,2025-05-07,9,
RESP0014376,INV0050379,2025-05-04,8,
RESP0014377,INV0050389,2025-05-09,10,
RESP0014378,INV0050391,2025-05-09,8,
RESP0014379,INV0050393,2025-05-06,9,
RESP0014380,INV0050405,2025-05-05,9,
RESP0014381,INV0050406,2025-05-07,1,mobile_app_performance
RESP0014382,INV0050423,2025-05-09,7,
RESP0014383,INV0050434,2025-05-06,0,customer_support_speed
RESP0014384,INV0050450,2025-05-05,1,mobile_app_performance
RESP0014385,INV0050467,2025-05-04,5,onboarding_experience
RESP0014386,INV0050472,2025-05-08,10,
RESP0014387,INV0050476,2025-05-09,9,
RESP0014388,INV0050483,2025-05-04,8,
RESP0014389,INV0050486,2025-05-09,5,mobile_app_performance
RESP0014390,INV0050488,2025-05-11,5,customer_support_speed
RESP0014391,INV0050499,2025-05-09,0,mobile_app_performance
RESP0014392,INV0050506,2025-05-07,10,
RESP0014393,INV0050522,2025-05-08,3,mobile_app_performance
RESP0014394,INV0050527,2025-05-11,9,
RESP0014395,INV0050543,2025-05-08,10,
RESP0014396,INV0050548,2025-05-07,8,
RESP0014397,INV0050553,2025-05-10,7,
RESP0014398,INV0050558,2025-05-11,10,
RESP0014399,INV0050561,2025-05-07,1,mobile_app_performance
RESP0014400,INV0050565,2025-05-09,9,
RESP0014401,INV0050570,2025-05-09,1,pricing_transparency
RESP0014402,INV0050583,2025-05-09,8,
RESP0014403,INV0050588,2025-05-10,3,data_export_reliability
RESP0014404,INV0050589,2025-05-07,8,
RESP0014405,INV0050594,2025-05-07,1,mobile_app_performance
RESP0014406,INV0050599,2025-05-05,7,
RESP0014407,INV0050600,2025-05-06,10,
RESP0014408,INV0050606,2025-05-06,9,
RESP0014409,INV0050615,2025-05-08,7,
RESP0014410,INV0050619,2025-05-11,9,
RESP0014411,INV0050625,2025-05-09,1,
RESP0014412,INV0050631,2025-05-08,9,
RESP0014413,INV0050648,2025-05-09,9,
