pageview_id,segment_start_ms,segment_end_ms,avg_scroll_speed
TR02638,10332,11626,23.2
TR02639,0,1689,8.4
TR02639,1689,6019,36.6
TR02639,6019,9148,482.7
TR02639,9148,9230,227.7
TR02639,9230,10938,1.4
TR02639,10938,11657,259.8
TR02640,0,1914,55.2
TR02640,1914,2490,62.1
TR02640,2490,4004,407.2
TR02640,4004,4291,38.5
TR02640,4291,4320,61.7
TR02640,4320,8034,51.6
TR02640,8034,10021,31.7
TR02641,0,2934,441.1
TR02641,2934,6963,29.5
TR02641,6963,8850,464.9
TR02641,8850,9240,208.1
TR02641,9240,9470,32.8
TR02641,9470,11633,469.6
TR02641,11633,13967,433.2
TR02641,13967,16684,125.9
TR02641,16684,16989,40.8
TR02642,0,32,426.6
TR02642,32,2203,53.4
TR02642,2203,2612,38.3
TR02642,2612,2686,459.5
TR02642,2686,4814,57.1
TR02642,4814,5556,2.6
TR02642,5556,7364,11.6
TR02642,7364,8038,481.0
TR02642,8038,10505,30.3
TR02642,10505,19810,432.7
TR02643,0,459,400.4
TR02643,459,699,161.5
TR02643,699,1363,14.7
TR02643,1363,2033,254.3
TR02643,2033,2524,2.9
TR02643,2524,4017,370.4
TR02643,4017,4681,56.2
TR02643,4681,7666,12.2
TR02643,7666,9874,217.3
TR02643,9874,10750,149.8
TR02643,10750,10966,6.4
TR02644,0,4526,39.6
TR02644,4526,9938,58.2
TR02644,9938,11821,20.6
TR02644,11821,12544,180.9
TR02644,12544,12669,253.8
TR02644,12669,15641,20.7
TR02644,15641,15707,424.9
TR02644,15707,16381,0.8
TR02644,16381,16842,43.8
TR02644,16842,16961,141.0
TR02645,0,2233,7.1
TR02645,2233,6935,2.3
TR02645,6935,7875,41.6
TR02645,7875,10559,496.7
TR02645,10559,10759,265.3
TR02645,10759,15740,394.3
TR02645,15740,19842,140.3
TR02646,0,1090,55.8
TR02646,1090,2830,131.7
TR02646,2830,4303,30.6
TR02646,4303,4906,38.6
TR02646,4906,7762,498.7
TR02646,7762,9770,22.1
TR02646,9770,10876,90.1
TR02646,10876,12247,29.2
TR02646,12247,15437,11.3
TR02646,15437,16597,59.2
TR02646,16597,17127,31.7
TR02647,0,4250,209.9
TR02647,4250,7658,478.1
TR02647,7658,9679,36.5
TR02647,9679,10227,416.6
TR02647,10227,10851,120.6
TR02647,10851,12760,56.0
TR02647,12760,13416,62.1
TR02647,13416,19450,171.6
TR02648,0,2612,196.7
TR02648,2612,5417,120.1
TR02648,5417,5584,55.5
TR02648,5584,6517,108.7
TR02648,6517,7348,210.9
TR02648,7348,9125,6.7
TR02649,0,2209,426.4
TR02649,2209,2905,488.0
TR02649,2905,7346,12.1
TR02649,7346,9827,60.8
TR02649,9827,10244,300.2
TR02649,10244,10685,40.0
TR02649,10685,12339,54.1
TR02649,12339,12547,50.7
TR02649,12547,13376,58.1
TR02649,13376,14395,46.3
TR02650,0,1712,49.0
TR02650,1712,2521,302.5
TR02650,2521,3050,7.2
TR02650,3050,3877,19.9
TR02650,3877,3987,426.0
TR02650,3987,4410,27.2
TR02650,4410,4717,59.7
TR02650,4717,6482,445.6
TR02650,6482,6922,369.4
TR02650,6922,7198,49.2
TR02651,0,184,130.5
TR02651,184,826,235.3
TR02651,826,5333,221.6
TR02651,5333,7041,41.4
TR02651,7041,9533,8.7
TR02651,9533,11431,8.2
TR02651,11431,11552,299.8
TR02651,11552,12026,116.7
TR02651,12026,12987,187.8
TR02651,12987,13885,171.1
TR02651,13885,14909,61.1
TR02651,14909,15877,60.3
TR02652,0,5194,43.5
TR02652,5194,5561,393.9
TR02652,5561,6027,22.9
TR02652,6027,7727,1.7
TR02652,7727,7823,14.6
TR02652,7823,13319,414.8
TR02652,13319,13759,60.9
TR02652,13759,17169,23.1
TR02653,0,1634,235.3
TR02653,1634,4710,274.3
TR02653,4710,7724,42.9
TR02653,7724,11569,14.5
TR02653,11569,11961,41.8
TR02653,11961,14878,49.5
TR02653,14878,16046,76.1
TR02653,16046,18371,69.6
TR02654,0,3114,7.1
TR02654,3114,3235,126.6
TR02654,3235,3953,102.7
TR02654,3953,4429,102.4
TR02654,4429,5390,53.2
TR02654,5390,7269,18.4
TR02654,7269,7470,15.0
TR02655,0,837,226.7
TR02655,837,926,310.3
TR02655,926,4603,53.4
TR02655,4603,5780,14.8
TR02655,5780,6180,316.3
TR02655,6180,10199,238.5
TR02655,10199,11617,1.5
TR02656,0,1979,46.5
TR02656,1979,2733,176.7
TR02656,2733,5234,38.4
TR02656,5234,6986,301.8
TR02656,6986,7049,194.4
TR02656,7049,7960,38.5
TR02656,7960,8613,32.9
TR02656,8613,8823,35.8
TR02656,8823,10888,26.2
TR02656,10888,12412,63.8
TR02656,12412,13027,64.2
TR02656,13027,16051,367.5
TR02657,0,466,381.1
TR02657,466,3299,12.3
TR02657,3299,5953,50.3
TR02657,5953,7010,15.4
TR02657,7010,7521,10.6
TR02657,7521,9830,361.8
TR02657,9830,10715,496.1
TR02657,10715,13168,143.5
TR02657,13168,13989,264.1
TR02658,0,368,36.7
TR02658,368,7257,201.0
TR02658,7257,13627,15.7
TR02658,13627,15094,31.5
TR02658,15094,15884,17.1
TR02658,15884,16256,2.8
TR02659,0,904,28.3
TR02659,904,4840,137.8
TR02659,4840,7582,47.0
TR02659,7582,7595,57.0
TR02659,7595,8179,46.4
TR02659,8179,10008,24.4
TR02659,10008,10344,400.3
TR02659,10344,13879,27.1
TR02659,13879,14418,133.6
TR02660,0,2416,391.8
TR02660,2416,2656,18.5
TR02660,2656,2709,360.2
TR02660,2709,2937,170.1
TR02660,2937,3847,451.5
TR02660,3847,5098,464.6
TR02660,5098,8150,1.9
TR02660,8150,10306,168.7
TR02660,10306,11003,42.7
TR02661,0,1077,49.8
TR02661,1077,2908,9.5
TR02661,2908,3113,339.7
TR02661,3113,6735,56.9
TR02661,6735,7983,233.2
TR02661,7983,8718,62.7
TR02661,8718,8783,195.8
TR02661,8783,9432,39.8
TR02661,9432,9453,52.0
TR02661,9453,9781,29.3
TR02661,9781,10799,16.9
TR02661,10799,11499,1.5
TR02662,0,836,165.7
TR02662,836,2566,212.0
TR02662,2566,3196,350.4
TR02662,3196,3588,7.7
TR02662,3588,4535,30.3
TR02662,4535,5106,58.1
TR02662,5106,7784,423.3
TR02662,7784,9291,56.8
TR02662,9291,11300,455.1
TR02663,0,54,44.9
TR02663,54,540,20.1
TR02663,540,4180,29.7
TR02663,4180,4375,29.4
TR02663,4375,4535,34.3
TR02663,4535,5602,57.3
TR02663,5602,6155,34.1
TR02663,6155,7840,8.7
TR02663,7840,9866,44.7
TR02664,0,3252,1.1
TR02664,3252,3929,5.7
TR02664,3929,5923,26.0
TR02664,5923,12275,10.5
TR02664,12275,13346,162.7
TR02664,13346,15937,180.7
TR02664,15937,16275,407.9
TR02664,16275,16375,135.5
TR02664,16375,16821,357.3
TR02665,0,92,384.5
TR02665,92,663,69.2
TR02665,663,749,301.0
TR02665,749,1790,313.6
TR02665,1790,2731,264.2
TR02665,2731,4984,19.2
TR02665,4984,5204,180.0
TR02666,0,75,26.4
TR02666,75,446,297.0
TR02666,446,2640,42.3
TR02666,2640,5075,59.5
TR02666,5075,5816,33.6
TR02666,5816,7155,473.6
TR02666,7155,7194,301.4
TR02666,7194,10313,11.3
TR02666,10313,10540,444.2
TR02666,10540,11140,57.4
TR02666,11140,11163,47.6
TR02666,11163,11205,37.1
TR02667,0,240,26.3
TR02667,240,727,448.8
TR02667,727,774,36.8
TR02667,774,1330,31.1
TR02667,1330,1744,36.5
TR02667,1744,2993,46.8
TR02667,2993,3281,36.2
TR02667,3281,3701,324.2
TR02667,3701,3913,27.1
TR02667,3913,4026,29.1
TR02667,4026,5133,37.7
TR02668,0,3970,4.9
TR02668,3970,5967,286.6
TR02668,5967,7101,208.6
TR02668,7101,8186,8.6
TR02668,8186,10840,496.7
TR02668,10840,15191,489.6
TR02669,0,1430,34.8
TR02669,1430,1584,58.4
TR02669,1584,2735,423.2
TR02669,2735,2956,59.1
TR02669,2956,3366,62.1
TR02669,3366,3529,7.8
TR02669,3529,4137,174.8
TR02669,4137,4387,153.8
TR02669,4387,4716,491.9
TR02669,4716,4900,137.0
TR02669,4900,5034,18.4
TR02669,5034,5348,413.3
TR02670,0,1187,198.9
TR02670,1187,1335,22.5
TR02670,1335,1724,22.4
TR02670,1724,2109,195.0
TR02670,2109,2689,96.6
TR02670,2689,2878,52.0
TR02670,2878,4684,35.5
TR02670,4684,6547,21.3
TR02670,6547,6600,49.9
TR02670,6600,8043,461.1
TR02670,8043,9741,477.9
TR02671,0,357,166.5
TR02671,357,5033,251.5
TR02671,5033,5464,28.0
TR02671,5464,6515,402.9
TR02671,6515,14640,441.9
TR02671,14640,15674,19.3
TR02672,0,2570,4.6
TR02672,2570,2776,52.3
TR02672,2776,4204,40.7
TR02672,4204,4483,369.3
TR02672,4483,5242,15.9
TR02672,5242,5492,110.6
TR02673,0,169,9.0
TR02673,169,1184,9.9
TR02673,1184,3910,274.6
TR02673,3910,6129,23.4
TR02673,6129,13641,57.5
TR02673,13641,14507,44.7
TR02673,14507,15537,59.3
TR02673,15537,15882,11.5
TR02674,0,171,1.6
TR02674,171,1083,346.3
TR02674,1083,1336,26.5
TR02674,1336,6520,187.2
TR02674,6520,6627,57.4
TR02674,6627,7778,19.8
TR02674,7778,7788,338.9
TR02674,7788,8496,15.9
TR02674,8496,8720,89.1
TR02674,8720,8949,62.0
TR02674,8949,10693,43.8
TR02674,10693,13084,34.3
TR02675,0,4832,31.0
TR02675,4832,4858,461.0
TR02675,4858,5780,200.4
TR02675,5780,9200,68.6
TR02675,9200,10719,323.3
TR02675,10719,12962,137.7
TR02675,12962,18802,0.4
TR02676,0,65,289.3
TR02676,65,366,456.3
TR02676,366,680,51.2
TR02676,680,2241,223.2
TR02676,2241,2708,241.7
TR02676,2708,3060,44.2
TR02676,3060,3261,14.3
TR02676,3261,3625,46.3
TR02676,3625,5783,350.9
TR02677,0,894,292.4
TR02677,894,1075,47.4
TR02677,1075,1646,3.0
TR02677,1646,2984,16.5
TR02677,2984,5012,45.9
TR02677,5012,5334,30.8
TR02678,0,842,356.4
TR02678,842,1917,106.5
TR02678,1917,4868,8.5
TR02678,4868,4997,169.4
TR02678,4997,5859,280.6
TR02678,5859,7192,225.3
TR02678,7192,8674,53.5
TR02678,8674,9599,58.2
TR02678,9599,10533,24.8
TR02678,10533,11882,47.6
TR02679,0,514,130.3
TR02679,514,1762,281.3
TR02679,1762,3884,41.4
TR02679,3884,5083,29.3
TR02679,5083,5254,56.7
TR02679,5254,5257,363.9
TR02679,5257,5467,64.4
TR02679,5467,8596,492.9
TR02679,8596,9039,255.5
TR02679,9039,9935,338.8
TR02679,9935,10048,80.3
TR02680,0,2255,246.0
TR02680,2255,3186,291.0
TR02680,3186,9342,287.3
TR02680,9342,12106,493.8
TR02680,12106,12295,51.6
TR02680,12295,13911,26.7
TR02680,13911,14559,62.2
TR02680,14559,16383,152.0
TR02680,16383,17537,289.8
TR02681,0,325,22.2
TR02681,325,403,79.9
TR02681,403,809,22.3
TR02681,809,1657,3.2
TR02681,1657,1822,39.2
TR02681,1822,3131,2.3
TR02681,3131,3296,128.7
TR02681,3296,3785,9.9
TR02681,3785,4693,191.4
TR02681,4693,5093,326.0
TR02681,5093,6921,474.9
TR02682,0,4357,27.9
TR02682,4357,4365,49.8
TR02682,4365,5038,121.8
TR02682,5038,6689,469.5
TR02682,6689,7017,53.7
TR02682,7017,8226,34.3
TR02682,8226,8695,97.4
TR02682,8695,9249,234.3
TR02682,9249,9381,193.2
TR02682,9381,11344,29.5
TR02682,11344,12130,395.5
TR02683,0,330,484.8
TR02683,330,1500,378.4
TR02683,1500,4621,35.9
TR02683,4621,4839,177.4
TR02683,4839,5686,256.6
TR02683,5686,6112,2.2
TR02683,6112,6127,339.0
TR02683,6127,6588,484.2
TR02684,0,3000,47.7
TR02684,3000,3112,3.2
TR02684,3112,4170,183.0
TR02684,4170,4595,355.0
TR02684,4595,5576,102.7
TR02684,5576,5763,51.5
TR02684,5763,5932,46.6
TR02684,5932,5944,237.3
TR02684,5944,6014,388.1
TR02684,6014,6397,60.2
TR02684,6397,6562,38.5
TR02685,0,66,56.7
TR02685,66,1150,348.4
TR02685,1150,1300,466.0
TR02685,1300,1460,490.2
TR02685,1460,2909,19.7
TR02685,2909,3790,380.2
TR02685,3790,4591,185.1
TR02685,4591,5013,377.2
TR02685,5013,5264,186.3
TR02685,5264,6206,85.0
TR02685,6206,6620,142.9
TR02686,0,2273,402.1
TR02686,2273,2292,46.2
TR02686,2292,4522,335.5
TR02686,4522,7442,318.2
TR02686,7442,8157,9.8
TR02686,8157,8776,361.6
TR02687,0,3758,48.7
TR02687,3758,5182,54.1
TR02687,5182,6033,29.6
TR02687,6033,6093,5.5
TR02687,6093,12180,366.7
TR02687,12180,17821,469.4
TR02687,17821,19159,320.6
TR02688,0,533,256.0
TR02688,533,603,58.8
TR02688,603,1456,47.2
TR02688,1456,1715,37.6
TR02688,1715,2768,3.1
TR02688,2768,5118,23.1
TR02688,5118,10351,13.6
TR02688,10351,11292,64.6
TR02688,11292,13700,425.8
TR02689,0,2361,56.0
TR02689,2361,2532,61.5
TR02689,2532,2627,61.8
TR02689,2627,3990,12.8
TR02689,3990,5025,73.0
TR02689,5025,5646,19.4
TR02689,5646,5965,18.4
TR02689,5965,7911,426.9
TR02689,7911,8208,380.0
TR02689,8208,8226,21.8
TR02689,8226,8638,365.2
TR02689,8638,9003,329.8
TR02690,0,1044,40.2
TR02690,1044,1291,100.3
TR02690,1291,2339,15.0
TR02690,2339,9277,499.1
TR02690,9277,10968,423.4
TR02690,10968,11167,307.6
TR02690,11167,13946,9.1
TR02690,13946,15158,169.7
TR02691,0,1785,34.7
TR02691,1785,2558,40.9
TR02691,2558,4493,306.5
TR02691,4493,9250,53.7
TR02691,9250,9473,386.7
TR02691,9473,11738,29.6
TR02691,11738,12194,22.0
TR02692,0,2114,38.1
TR02692,2114,2669,71.3
TR02692,2669,3834,206.3
TR02692,3834,4254,36.9
TR02692,4254,4923,34.2
TR02692,4923,5854,255.8
TR02692,5854,5972,18.2
TR02692,5972,6178,19.1
TR02692,6178,7002,56.2
TR02692,7002,8005,35.4
TR02692,8005,9010,99.9
TR02692,9010,9742,69.2
TR02693,0,457,419.4
TR02693,457,4972,42.7
TR02693,4972,6327,354.4
TR02693,6327,7583,41.6
TR02693,7583,12684,434.6
TR02693,12684,15392,158.8
TR02694,0,1693,52.2
TR02694,1693,3474,94.8
TR02694,3474,5735,20.3
TR02694,5735,7295,50.8
TR02694,7295,7939,238.6
TR02694,7939,14621,55.0
TR02694,14621,16851,61.7
TR02694,16851,19269,5.9
TR02695,0,271,485.8
TR02695,271,1397,55.6
TR02695,1397,2918,37.1
TR02695,2918,4012,32.2
TR02695,4012,4157,60.9
TR02695,4157,6169,85.7
TR02695,6169,6287,102.9
TR02695,6287,6288,28.7
TR02695,6288,6935,45.4
TR02695,6935,7605,53.7
TR02696,0,1559,44.0
TR02696,1559,3537,140.1
TR02696,3537,5028,465.9
TR02696,5028,5872,47.6
TR02696,5872,6951,1.2
TR02696,6951,7246,245.1
TR02697,0,3289,10.8
TR02697,3289,4746,42.3
TR02697,4746,5306,437.1
TR02697,5306,8236,323.9
TR02697,8236,16984,48.6
TR02697,16984,17453,291.3
TR02697,17453,18316,461.1
TR02698,0,899,45.7
TR02698,899,1512,2.2
TR02698,1512,1626,235.1
TR02698,1626,3036,209.1
TR02698,3036,3159,434.0
TR02698,3159,4397,227.2
TR02698,4397,4472,253.0
TR02698,4472,4562,213.7
TR02698,4562,4719,185.2
TR02698,4719,5262,1.8
TR02699,0,103,16.7
TR02699,103,646,316.0
TR02699,646,2269,382.6
TR02699,2269,5724,452.5
TR02699,5724,5820,444.7
TR02699,5820,9481,36.2
TR02699,9481,9564,174.8
TR02699,9564,10094,19.2
TR02699,10094,11315,35.3
TR02699,11315,11568,87.1
TR02699,11568,13740,20.0
TR02699,13740,14952,167.9
TR02700,0,2927,465.4
TR02700,2927,4140,5.8
TR02700,4140,5465,396.1
TR02700,5465,10656,128.0
TR02700,10656,11423,33.3
TR02700,11423,13199,144.5
TR02700,13199,14659,51.3
TR02700,14659,15826,460.0
TR02701,0,680,15.5
TR02701,680,1193,20.8
TR02701,1193,1373,200.0
TR02701,1373,1727,36.8
TR02701,1727,2280,54.6
TR02701,2280,3712,404.5
TR02701,3712,5091,101.5
TR02701,5091,5421,54.1
TR02701,5421,6465,214.8
TR02702,0,321,459.4
TR02702,321,1565,374.6
TR02702,1565,2920,188.1
TR02702,2920,3253,100.8
TR02702,3253,3300,369.4
TR02702,3300,6106,26.1
TR02702,6106,6732,54.5
TR02702,6732,7951,64.8
TR02702,7951,8535,157.2
TR02702,8535,8661,344.9
TR02702,8661,10600,498.6
TR02703,0,890,285.0
TR02703,890,2728,76.8
TR02703,2728,2956,400.2
TR02703,2956,4824,24.1
TR02703,4824,6153,18.4
TR02703,6153,10641,8.8
TR02703,10641,10997,4.0
TR02704,0,2836,437.9
TR02704,2836,8226,21.4
TR02704,8226,8699,12.0
TR02704,8699,10742,431.0
TR02704,10742,11702,39.9
TR02704,11702,15079,1.9
TR02704,15079,17512,78.4
TR02705,0,737,6.7
TR02705,737,755,160.2
TR02705,755,1328,240.5
TR02705,1328,1928,47.1
TR02705,1928,2383,41.2
TR02705,2383,2505,345.3
TR02705,2505,5632,287.1
TR02706,0,602,62.4
TR02706,602,1299,26.8
TR02706,1299,2007,80.1
TR02706,2007,3785,13.5
TR02706,3785,5003,46.6
TR02706,5003,6922,32.7
TR02706,6922,8826,4.9
TR02706,8826,10804,123.7
TR02707,0,1904,41.1
TR02707,1904,4031,475.3
TR02707,4031,4727,49.3
TR02707,4727,5339,229.2
TR02707,5339,5565,242.0
TR02707,5565,5660,144.0
TR02707,5660,5998,275.4
TR02707,5998,6739,30.6
TR02707,6739,7137,18.1
TR02707,7137,9150,64.3
TR02708,0,1750,262.8
TR02708,1750,2270,499.5
TR02708,2270,3545,31.8
TR02708,3545,4875,59.7
TR02708,4875,6194,215.5
TR02708,6194,8010,349.5
TR02708,8010,14765,31.0
TR02708,14765,15822,4.2
TR02708,15822,16375,226.9
TR02708,16375,18563,361.9
TR02708,18563,18869,158.5
TR02709,0,2455,42.8
TR02709,2455,3517,403.4
TR02709,3517,3750,305.6
TR02709,3750,3773,37.4
TR02709,3773,4669,293.8
TR02709,4669,5202,36.6
TR02709,5202,6325,322.1
TR02709,6325,6785,314.4
TR02709,6785,8406,35.4
TR02709,8406,10921,8.7
TR02709,10921,11345,264.1
TR02710,0,10814,489.6
TR02710,10814,13634,33.6
TR02710,13634,13963,412.6
TR02710,13963,14888,220.5
TR02710,14888,16352,113.0
TR02710,16352,17906,6.8
TR02711,0,863,329.9
TR02711,863,882,489.6
TR02711,882,1089,419.4
TR02711,1089,4306,62.4
TR02711,4306,4521,73.2
TR02711,4521,5716,20.6
TR02711,5716,6034,203.5
TR02711,6034,6289,167.7
TR02711,6289,6840,22.0
TR02711,6840,7963,301.7
TR02712,0,4040,155.4
TR02712,4040,5383,459.4
TR02712,5383,6861,114.6
TR02712,6861,6944,41.9
TR02712,6944,7700,22.7
TR02712,7700,7767,37.8
TR02713,0,1109,29.6
TR02713,1109,1888,226.2
TR02713,1888,2413,116.9
TR02713,2413,2833,442.8
TR02713,2833,7013,23.4
TR02713,7013,7187,154.8
TR02713,7187,9644,15.8
TR02713,9644,11472,43.8
TR02714,0,2734,239.1
TR02714,2734,4842,102.9
TR02714,4842,6320,8.7
TR02714,6320,8409,388.5
TR02714,8409,10537,325.0
TR02714,10537,18130,136.9
TR02714,18130,19225,14.2
TR02715,0,764,60.5
TR02715,764,798,2.0
TR02715,798,1262,213.4
TR02715,1262,4526,143.7
TR02715,4526,8604,40.4
TR02715,8604,8878,51.6
TR02715,8878,9477,238.1
TR02715,9477,10131,35.6
TR02715,10131,10271,290.7
TR02715,10271,11318,277.7
TR02715,11318,11356,26.5
TR02716,0,659,10.7
TR02716,659,1361,69.1
TR02716,1361,5059,32.9
TR02716,5059,6608,278.5
TR02716,6608,7541,177.0
TR02716,7541,8889,499.3
TR02716,8889,9271,45.7
TR02716,9271,9582,10.5
TR02716,9582,12192,6.4
TR02717,0,4840,8.7
TR02717,4840,4871,152.2
TR02717,4871,5155,256.1
TR02717,5155,7084,22.9
TR02717,7084,11601,415.6
TR02717,11601,12903,156.5
TR02717,12903,13508,33.6
TR02717,13508,14202,35.5
TR02718,0,3700,46.2
TR02718,3700,5791,33.6
TR02718,5791,6329,472.2
TR02718,6329,9882,33.2
TR02718,9882,13544,40.9
TR02718,13544,13834,499.1
TR02718,13834,14350,31.4
TR02718,14350,15398,27.3
TR02718,15398,16056,163.1
TR02719,0,1436,63.6
TR02719,1436,1754,193.5
TR02719,1754,2123,9.1
TR02719,2123,2818,12.8
TR02719,2818,5035,28.9
TR02719,5035,5353,468.0
TR02719,5353,5892,12.9
TR02719,5892,6290,341.0
TR02719,6290,7240,392.9
TR02719,7240,7326,172.1
TR02719,7326,7785,34.8
TR02719,7785,8429,364.5
TR02720,0,235,422.2
TR02720,235,1271,226.9
TR02720,1271,1473,242.6
TR02720,1473,4651,455.4
TR02720,4651,4786,57.1
TR02720,4786,6774,449.8
TR02720,6774,7486,42.3
TR02720,7486,9683,275.6
TR02721,0,327,1.1
TR02721,327,803,427.7
TR02721,803,1300,435.4
TR02721,1300,5463,13.5
TR02721,5463,6635,90.6
TR02721,6635,7229,498.8
TR02722,0,48,261.8
TR02722,48,389,8.3
TR02722,389,1391,463.2
TR02722,1391,3233,460.6
TR02722,3233,3771,9.9
TR02722,3771,7773,34.4
TR02722,7773,7868,406.3
TR02722,7868,8362,150.1
TR02722,8362,9841,20.3
TR02722,9841,10585,7.3
TR02722,10585,15468,80.8
TR02723,0,93,190.9
TR02723,93,1203,20.7
TR02723,1203,2838,17.4
TR02723,2838,3489,51.6
TR02723,3489,6661,135.7
TR02723,6661,7389,149.6
TR02723,7389,8283,170.1
TR02724,0,685,414.7
TR02724,685,4941,19.4
TR02724,4941,4980,13.2
TR02724,4980,5606,9.1
TR02724,5606,5641,36.8
TR02724,5641,5933,39.3
TR02724,5933,6534,480.3
TR02724,6534,8338,107.8
TR02724,8338,8725,51.0
TR02724,8725,9937,22.3
TR02724,9937,11783,429.9
TR02724,11783,14212,23.2
TR02725,0,303,482.3
TR02725,303,354,352.9
TR02725,354,3643,40.8
TR02725,3643,6919,393.4
TR02725,6919,9142,303.2
TR02725,9142,10396,2.1
TR02725,10396,16446,34.8
TR02725,16446,16805,62.8
TR02725,16805,17682,57.4
TR02725,17682,19423,67.2
TR02726,0,390,15.7
TR02726,390,2549,159.9
TR02726,2549,8286,21.5
TR02726,8286,9854,295.8
TR02726,9854,10548,333.6
TR02726,10548,11288,39.5
TR02726,11288,11385,495.7
TR02726,11385,12104,33.6
TR02726,12104,13064,24.9
TR02727,0,805,51.9
TR02727,805,846,289.3
TR02727,846,1311,98.1
TR02727,1311,1333,9.8
TR02727,1333,1779,7.6
TR02727,1779,2278,112.3
TR02727,2278,2345,21.3
TR02727,2345,3962,305.1
TR02727,3962,6864,179.1
TR02727,6864,6901,248.9
TR02728,0,3092,3.6
TR02728,3092,3683,64.9
TR02728,3683,6774,260.5
TR02728,6774,7837,198.0
TR02728,7837,9985,229.6
TR02728,9985,10896,14.5
TR02728,10896,11565,72.8
TR02728,11565,12345,15.1
TR02728,12345,12624,497.0
TR02728,12624,12668,35.2
TR02729,0,1305,448.0
TR02729,1305,3420,10.1
TR02729,3420,3935,20.6
TR02729,3935,5652,49.4
TR02729,5652,5796,487.4
TR02729,5796,5905,41.2
TR02729,5905,6039,249.4
TR02729,6039,10638,122.3
TR02729,10638,11837,413.9
TR02729,11837,12242,21.1
TR02730,0,338,51.7
TR02730,338,696,29.9
TR02730,696,5279,265.6
TR02730,5279,10341,414.5
TR02730,10341,13303,22.4
TR02730,13303,13397,288.2
TR02730,13397,13478,57.5
TR02730,13478,15623,203.5
TR02730,15623,18033,61.5
TR02731,0,1713,422.3
TR02731,1713,2160,384.6
TR02731,2160,2216,26.3
TR02731,2216,2562,42.8
TR02731,2562,3573,378.4
TR02731,3573,3987,39.5
TR02731,3987,6762,344.3
TR02731,6762,8137,92.2
TR02731,8137,8249,28.9
TR02731,8249,8294,368.9
TR02732,0,5430,46.6
TR02732,5430,7556,11.0
TR02732,7556,10071,241.3
TR02732,10071,10080,62.8
TR02732,10080,15489,132.5
TR02732,15489,15537,157.7
TR02732,15537,18180,9.3
TR02733,0,1376,107.3
TR02733,1376,1863,356.7
TR02733,1863,3449,304.2
TR02733,3449,3845,494.3
TR02733,3845,4181,33.1
TR02733,4181,4724,21.7
TR02733,4724,4832,49.8
TR02733,4832,5004,64.2
TR02733,5004,5310,0.1
TR02734,0,451,483.1
TR02734,451,967,63.7
TR02734,967,5088,309.3
TR02734,5088,5120,411.0
TR02734,5120,5942,38.8
TR02734,5942,9283,60.8
TR02734,9283,10626,270.6
TR02734,10626,10752,427.8
TR02734,10752,12672,11.8
TR02735,0,1417,112.0
TR02735,1417,2036,111.9
TR02735,2036,2182,278.6
TR02735,2182,4547,240.6
TR02735,4547,5590,47.9
TR02735,5590,6965,308.8
TR02735,6965,7846,24.5
TR02735,7846,9490,26.4
TR02736,0,690,36.5
TR02736,690,1195,25.0
TR02736,1195,1597,47.4
TR02736,1597,1912,438.9
TR02736,1912,2944,370.7
TR02736,2944,3042,7.0
TR02736,3042,6826,346.0
TR02736,6826,7961,378.1
TR02736,7961,8264,486.8
TR02736,8264,13723,1.5
TR02736,13723,13993,341.6
TR02737,0,735,25.4
TR02737,735,3931,409.9
TR02737,3931,4828,48.6
TR02737,4828,9756,361.4
TR02737,9756,11556,78.8
TR02737,11556,14927,73.1
TR02737,14927,18636,8.6
TR02737,18636,19596,100.6
TR02738,0,18,426.2
TR02738,18,3879,306.8
TR02738,3879,3897,53.7
TR02738,3897,5460,32.3
TR02738,5460,5993,248.9
TR02738,5993,7985,5.8
TR02738,7985,8755,30.7
TR02738,8755,9719,227.2
TR02739,0,340,283.8
TR02739,340,1937,180.0
TR02739,1937,3516,295.7
TR02739,3516,4446,61.7
TR02739,4446,4872,36.9
TR02739,4872,6100,64.2
TR02739,6100,6330,40.1
TR02739,6330,8913,8.6
TR02740,0,1607,296.2
TR02740,1607,2125,163.5
TR02740,2125,4887,22.1
TR02740,4887,7019,12.1
TR02740,7019,10304,54.4
TR02740,10304,10646,318.2
TR02740,10646,12827,52.6
TR02740,12827,14244,164.4
TR02740,14244,14737,191.2
TR02740,14737,14920,60.5
TR02740,14920,18441,1.1
TR02741,0,674,289.3
TR02741,674,5822,436.9
TR02741,5822,6719,88.0
TR02741,6719,8306,50.3
TR02741,8306,8401,51.8
TR02741,8401,10115,22.0
TR02741,10115,12709,35.3
TR02742,0,548,27.0
TR02742,548,787,419.2
TR02742,787,1150,175.8
TR02742,1150,3419,170.6
TR02742,3419,4513,295.0
TR02742,4513,5386,332.8
TR02742,5386,7048,8.7
TR02742,7048,7415,172.6
TR02742,7415,9051,52.7
TR02742,9051,9950,407.3
TR02742,9950,11239,2.2
TR02742,11239,11307,19.0
TR02743,0,282,380.4
TR02743,282,1963,432.7
TR02743,1963,3158,364.7
TR02743,3158,5983,438.1
TR02743,5983,10676,7.6
TR02743,10676,11414,361.7
TR02744,0,1226,33.4
TR02744,1226,1973,18.3
TR02744,1973,2434,221.5
TR02744,2434,3902,46.0
TR02744,3902,5116,49.4
TR02744,5116,5214,36.0
TR02744,5214,7931,211.3
TR02744,7931,10393,24.8
TR02744,10393,11533,275.5
TR02744,11533,14731,2.6
