pageview_id,creative_id,interval_start_ms,interval_end_ms,avg_viewport_pct
TR02804,C044,8222,10267,71.4
TR02804,C048,2400,4430,60.2
TR02804,C048,8306,9232,86.2
TR02805,C001,2476,6067,35.5
TR02805,C006,459,2546,78.4
TR02805,C006,5298,6196,65.0
TR02805,C026,1039,7239,91.6
TR02805,C035,1226,2504,75.8
TR02805,C035,4727,5680,98.2
TR02805,C048,1405,2536,90.7
TR02805,C048,5153,7035,94.3
TR02806,C005,9141,11344,52.5
TR02806,C010,3608,6783,97.1
TR02806,C010,11797,12035,82.7
TR02806,C029,770,3391,28.7
TR02806,C029,13116,16126,50.9
TR02806,C033,1881,3280,37.1
TR02806,C033,12026,12279,36.5
TR02806,C045,1583,3136,63.4
TR02807,C004,920,1782,44.2
TR02807,C004,8996,10799,53.5
TR02807,C007,693,4344,61.8
TR02807,C007,8735,9886,71.1
TR02807,C011,2338,13860,82.7
TR02807,C019,6519,9574,94.0
TR02807,C050,2781,12488,68.3
TR02808,C001,3179,5933,37.6
TR02808,C006,11,1270,50.0
TR02808,C012,1127,7357,80.2
TR02808,C017,1387,4163,42.8
TR02808,C024,968,2182,90.2
TR02808,C001,4704,7008,87.7
TR02809,C012,8839,12495,93.0
TR02809,C015,0,6920,60.3
TR02809,C021,4349,6541,22.8
TR02809,C021,9365,9760,80.7
TR02809,C022,7984,10308,22.1
TR02809,C048,898,14387,60.2
TR02809,C049,377,2354,97.9
TR02809,C049,6345,7880,49.9
TR02809,C049,13907,15976,34.7
TR02810,C005,696,10575,74.8
TR02810,C009,1933,4225,28.4
TR02810,C024,693,9800,86.4
TR02810,C031,2217,3450,49.6
TR02810,C031,7885,11685,43.9
TR02810,C032,2080,5051,59.2
TR02810,C032,7571,10708,84.5
TR02810,C039,841,4176,91.9
TR02810,C044,832,3093,56.9
TR02810,C044,8996,10821,52.1
TR02810,C046,1032,1697,52.8
TR02810,C046,4174,6019,58.1
TR02810,C046,8772,9831,74.8
TR02811,C002,1156,3817,40.4
TR02811,C025,4885,6799,55.2
TR02811,C027,2010,8073,63.3
TR02811,C031,4397,5306,35.6
TR02811,C032,1328,8070,72.1
TR02811,C039,871,3011,85.9
TR02811,C039,5452,7626,43.3
TR02811,C042,868,3614,91.9
TR02811,C042,5193,6394,31.3
TR02812,C003,1801,3078,54.2
TR02812,C003,10654,12324,63.7
TR02812,C007,7460,9656,61.9
TR02812,C017,871,2278,56.6
TR02812,C030,4608,6233,77.6
TR02812,C032,1832,3023,67.6
TR02812,C032,9970,11822,30.0
TR02812,C040,933,2788,86.3
TR02812,C044,2093,4085,36.8
TR02812,C046,160,2220,36.8
TR02812,C046,5548,6626,51.1
TR02812,C046,12143,13947,97.8
TR02813,C008,83,1891,74.4
TR02813,C011,3727,5250,79.6
TR02813,C024,4519,7399,23.9
TR02813,C037,2259,4519,54.5
TR02813,C037,7519,8517,45.3
TR02814,C005,1016,3026,55.4
TR02814,C005,4485,6524,52.1
TR02814,C005,9976,11849,75.9
TR02814,C012,1440,5283,74.2
TR02814,C017,3306,3930,25.2
TR02814,C017,7072,9362,29.2
TR02814,C021,1217,3294,57.2
TR02814,C022,1116,12138,75.2
TR02814,C026,1234,5151,62.6
TR02814,C026,7825,9276,67.0
TR02814,C031,1930,10846,65.5
TR02815,C015,852,2330,62.6
TR02815,C015,6674,9485,29.0
TR02815,C026,2075,5009,36.3
TR02815,C026,6093,8665,72.3
TR02815,C029,630,4098,35.9
TR02815,C029,5387,6824,72.5
TR02815,C030,956,2757,76.7
TR02815,C015,3723,6762,65.9
TR02816,C016,1615,2651,90.7
TR02816,C016,12476,12906,42.5
TR02816,C019,5589,6884,35.3
TR02816,C021,3734,5421,27.9
TR02816,C042,0,2327,51.4
TR02816,C048,6002,9948,89.5
TR02817,C010,2937,4670,56.7
TR02817,C019,275,8200,65.0
TR02817,C023,1195,1764,81.3
TR02817,C023,4898,6599,95.4
TR02817,C025,1755,5337,26.5
TR02817,C034,1268,3032,98.5
TR02817,C034,4602,5822,59.3
TR02817,C035,499,4210,51.8
TR02818,C008,4033,6689,38.1
TR02818,C013,1389,3106,96.7
TR02818,C021,1340,3011,42.9
TR02818,C021,7605,8232,40.0
TR02818,C032,472,4282,83.1
TR02818,C032,9721,12835,79.3
TR02818,C033,1993,3439,24.6
TR02818,C034,7234,7687,97.7
TR02818,C042,899,1612,68.6
TR02818,C042,6205,7194,31.8
TR02818,C042,10564,13013,51.2
TR02818,C046,2371,5354,65.1
TR02818,C046,10044,13920,25.0
TR02819,C009,509,809,29.9
TR02819,C009,3745,5027,84.9
TR02819,C012,60,2387,43.3
TR02819,C012,3923,4423,99.2
TR02819,C017,257,1561,31.6
TR02819,C017,2860,3626,90.5
TR02819,C020,531,2565,69.2
TR02819,C020,3416,5275,76.3
TR02819,C023,1265,1601,32.2
TR02819,C023,2802,3504,63.8
TR02819,C037,157,1032,58.1
TR02819,C037,3638,3885,62.9
TR02819,C041,253,607,89.8
TR02819,C041,1619,2519,90.8
TR02819,C041,2807,3955,38.5
TR02819,C041,4410,5574,64.5
TR02819,C044,1260,4192,48.4
TR02820,C012,3377,7035,80.3
TR02820,C012,11268,14306,28.7
TR02820,C014,1572,13200,66.4
TR02820,C018,2325,13805,71.6
TR02820,C028,3076,3685,37.7
TR02820,C028,12197,14239,50.3
TR02821,C009,695,2323,79.0
TR02821,C009,11397,11892,90.6
TR02821,C014,2292,3815,69.5
TR02821,C014,13949,16082,79.1
TR02821,C020,5932,6180,92.2
TR02821,C024,3361,7059,43.7
TR02821,C036,1043,1263,91.7
TR02821,C036,5313,7218,85.6
TR02821,C036,10538,11607,38.3
TR02821,C036,14391,15053,44.3
TR02821,C038,4155,7412,46.1
TR02821,C038,11568,14828,78.6
TR02821,C046,981,3238,44.0
TR02821,C046,9656,11950,73.3
TR02821,C048,2269,3248,65.8
TR02822,C004,2066,3157,80.6
TR02822,C004,5158,6517,96.1
TR02822,C005,1339,3277,85.1
TR02822,C005,5228,7437,76.0
TR02822,C006,37,8124,72.3
TR02822,C011,10,1015,39.4
TR02822,C016,145,635,77.7
TR02822,C016,2792,3700,50.4
TR02822,C016,4875,5978,44.2
TR02822,C016,6854,7084,76.9
TR02822,C019,0,1127,40.3
TR02823,C008,1994,4627,48.5
TR02823,C031,2092,4495,34.1
TR02823,C034,1000,4961,69.9
TR02823,C035,498,4229,72.7
TR02823,C050,563,4472,66.4
TR02824,C005,1015,1528,74.8
TR02824,C005,10106,11692,31.2
TR02824,C009,203,2105,22.5
TR02824,C009,9775,11238,33.3
TR02824,C013,2247,13601,92.3
TR02824,C030,1985,3483,39.6
TR02824,C030,8130,10269,54.1
TR02824,C034,18,1281,57.2
TR02824,C034,8847,11111,60.9
TR02825,C006,1585,5506,88.3
TR02825,C033,297,2130,56.4
TR02825,C033,4968,6335,42.1
TR02825,C035,268,2807,98.9
TR02825,C035,5243,6353,27.7
TR02825,C042,471,1597,28.3
TR02825,C042,3788,4021,50.1
TR02825,C044,978,2091,31.6
TR02825,C044,4355,7301,93.3
TR02825,C047,1248,2088,94.9
TR02826,C003,2489,4154,23.0
TR02826,C003,8429,10958,49.7
TR02826,C014,326,9351,84.3
TR02826,C016,640,11510,63.1
TR02826,C021,0,2888,63.8
TR02826,C028,815,1411,97.6
TR02826,C028,4900,6805,83.1
TR02826,C028,7738,9259,33.2
TR02826,C037,0,2346,57.4
TR02826,C050,1167,3289,42.8
TR02826,C050,5965,7372,97.6
TR02827,C011,1645,4979,50.6
TR02827,C011,7959,11038,76.6
TR02827,C012,2418,3785,47.6
TR02827,C012,7208,9411,80.0
TR02827,C028,1295,2017,94.5
TR02827,C028,6083,7368,51.0
TR02827,C030,2096,4977,34.2
TR02827,C030,7692,8320,68.7
TR02827,C035,1084,2199,89.0
TR02827,C035,6127,8579,75.9
TR02827,C036,2479,4550,46.3
TR02828,C012,661,1922,74.6
TR02828,C012,4991,6079,69.8
TR02828,C012,10321,12758,79.0
TR02828,C012,14020,14336,86.7
TR02828,C017,771,2641,45.7
TR02828,C018,39,1879,79.8
TR02828,C018,10185,11374,60.6
TR02828,C038,0,8644,28.1
TR02828,C017,7398,13992,73.5
TR02829,C005,1861,3071,29.1
TR02829,C005,5968,8629,36.4
TR02829,C013,1198,2450,83.5
TR02829,C013,4994,8787,76.7
TR02829,C017,1918,3843,57.7
TR02829,C017,5732,8212,64.9
TR02829,C040,1489,7388,90.9
TR02829,C044,627,3453,21.9
TR02829,C044,4965,7686,38.3
TR02829,C046,2742,5578,72.2
TR02829,C050,415,1517,54.9
TR02829,C050,2526,3612,59.0
TR02829,C050,5421,6985,62.3
TR02829,C050,7288,7881,77.5
TR02830,C003,2478,5232,63.1
TR02830,C003,8850,12345,70.6
TR02830,C010,893,1910,65.5
TR02830,C010,4329,6034,79.7
TR02830,C010,8031,8909,89.2
TR02830,C010,11179,11908,90.9
TR02830,C027,5812,6730,54.8
TR02830,C033,605,12245,80.0
TR02830,C038,1107,3180,82.8
TR02830,C038,9839,12150,88.0
TR02830,C047,1080,3438,56.9
TR02830,C047,4174,4519,86.6
TR02830,C047,7716,10209,59.3
TR02830,C047,11249,13200,54.9
TR02831,C020,112,8607,87.7
TR02831,C025,2029,4851,25.7
TR02831,C025,6731,9015,30.3
TR02831,C026,2002,2786,70.6
TR02831,C026,6412,8016,84.3
TR02831,C047,2382,3924,53.5
TR02831,C048,1341,5069,79.9
TR02832,C006,0,2632,81.4
TR02832,C008,989,2133,49.8
TR02832,C008,5043,8666,67.5
TR02832,C012,0,2121,83.2
TR02832,C033,1713,4595,23.0
TR02833,C003,3849,6138,45.0
TR02833,C004,275,1969,21.3
TR02833,C004,5306,6513,91.0
TR02833,C012,1117,9164,64.2
TR02833,C036,294,2738,84.8
TR02833,C036,6275,7593,41.7
TR02833,C042,1785,4194,23.4
TR02833,C043,1523,2438,71.9
TR02833,C043,6532,7649,80.9
TR02833,C046,288,908,33.5
TR02833,C046,3087,3818,66.7
TR02833,C046,5269,6838,79.8
TR02833,C046,7593,8506,47.5
TR02833,C048,608,3169,25.7
TR02833,C048,5935,8917,44.3
TR02834,C011,3390,4225,85.0
TR02834,C011,10001,13848,45.4
TR02834,C020,455,1806,40.2
TR02834,C020,8947,9557,76.8
TR02834,C034,683,3252,92.8
TR02834,C034,9500,12821,32.3
TR02834,C049,0,4891,47.2
TR02835,C007,1512,2668,88.0
TR02835,C013,1485,1915,57.0
TR02835,C018,509,771,47.1
TR02835,C018,1806,3258,52.1
TR02835,C018,3510,3941,35.7
TR02835,C018,5301,6239,54.8
TR02835,C019,840,2437,95.6
TR02835,C034,1015,1344,69.7
TR02835,C034,4541,6263,68.6
TR02835,C007,812,2543,65.9
TR02836,C009,6226,10064,96.1
TR02836,C012,457,17687,97.0
TR02836,C017,2718,3610,66.7
TR02836,C017,11134,12877,70.7
TR02836,C018,2452,5727,43.3
TR02836,C018,10495,11409,92.7
TR02836,C026,793,2570,91.4
TR02836,C026,12456,15865,32.2
TR02836,C031,188,934,49.9
TR02836,C031,12859,16436,66.3
TR02836,C044,0,5950,89.3
TR02836,C045,356,17458,67.9
TR02837,C001,703,1067,38.2
TR02837,C001,3544,3976,77.2
TR02837,C018,1204,2195,93.9
TR02837,C018,3274,4481,60.1
TR02837,C021,722,4886,96.1
TR02837,C022,2151,3535,85.7
TR02837,C024,11,530,99.4
TR02837,C024,1891,2534,40.5
TR02837,C024,3736,4111,43.4
TR02837,C033,480,1161,66.2
TR02837,C033,2613,4819,70.6
TR02837,C046,797,1513,66.2
TR02837,C046,3777,4579,27.5
TR02837,C048,390,2376,71.6
TR02837,C048,3332,4246,99.9
TR02838,C011,1524,7909,89.2
TR02838,C015,819,3458,30.6
TR02838,C015,5893,7426,73.2
TR02838,C026,1127,8670,98.1
TR02838,C037,2442,2795,86.5
TR02838,C037,6775,9749,42.6
TR02838,C047,640,2158,51.3
TR02838,C047,2568,3457,42.1
TR02838,C047,5070,6644,35.5
TR02838,C047,7657,8785,92.1
TR02839,C003,4219,4961,58.6
TR02839,C012,0,571,79.0
TR02839,C015,1258,4001,97.9
TR02839,C015,6051,8373,72.2
TR02839,C027,3739,7352,85.8
TR02839,C033,1716,2532,24.4
TR02839,C048,47,8415,68.6
TR02840,C005,3781,5259,80.3
TR02840,C027,2801,3719,40.3
TR02840,C027,10427,14207,43.9
TR02840,C041,2267,5238,58.8
TR02840,C042,3485,7119,33.0
TR02840,C042,9261,11221,41.3
TR02840,C044,7022,10501,83.8
TR02840,C046,4648,6944,46.5
TR02840,C050,493,2439,90.0
TR02841,C009,0,2022,74.7
TR02841,C016,6097,7892,81.4
TR02841,C020,2716,5211,94.8
TR02841,C021,2023,4363,53.8
TR02841,C021,12107,14223,84.6
TR02841,C032,4624,6823,64.5
TR02841,C032,9711,10030,82.3
TR02841,C034,1768,3363,69.4
TR02841,C034,9593,10294,21.6
TR02841,C046,6927,7375,73.5
TR02842,C002,4038,4436,26.5
TR02842,C002,11251,13924,28.4
TR02842,C010,3409,7043,68.2
TR02842,C015,3343,16195,61.3
TR02842,C026,7824,9764,32.4
TR02842,C032,4423,6620,38.9
TR02842,C044,3344,7085,34.7
TR02842,C044,11107,11688,83.8
TR02843,C010,244,8546,78.8
TR02843,C018,198,2314,66.0
TR02843,C018,6369,7975,53.4
TR02843,C020,990,4459,82.6
TR02843,C021,204,1591,44.2
TR02843,C021,8040,10760,62.9
TR02843,C033,1808,8305,88.5
TR02843,C035,31,2678,72.4
TR02843,C035,6244,8461,88.9
TR02843,C039,346,9476,95.8
TR02843,C048,3376,5467,86.0
TR02844,C002,2153,12074,80.1
TR02844,C005,1218,1475,24.1
TR02844,C005,7772,11336,27.9
TR02844,C041,1324,4338,39.8
TR02844,C041,9388,10887,72.9
TR02844,C042,1875,4894,53.4
TR02844,C042,8187,10343,97.3
TR02845,C010,73,482,24.8
TR02845,C016,0,730,72.5
TR02845,C017,3931,4474,78.3
TR02845,C017,10811,13770,96.8
TR02845,C020,3598,7536,89.0
TR02845,C046,180,466,59.8
TR02845,C046,8839,9817,92.0
TR02846,C002,1649,4333,54.8
TR02846,C004,985,3099,43.8
TR02846,C004,4238,5276,63.0
TR02846,C007,1223,2259,38.3
TR02846,C007,4513,5500,38.3
TR02846,C014,288,898,38.1
TR02846,C014,1729,2996,38.2
TR02846,C014,3673,4174,89.8
TR02846,C014,5125,6303,79.0
TR02846,C018,882,1309,32.6
TR02846,C018,4412,4921,46.4
TR02846,C040,1422,3135,99.6
TR02846,C040,3533,4273,40.7
TR02847,C014,1470,2314,26.2
TR02847,C014,5319,6125,60.9
TR02847,C015,649,1086,38.1
TR02847,C015,4896,5704,66.2
TR02847,C023,1154,2436,57.8
TR02847,C023,5392,5855,89.0
TR02847,C025,1193,2682,96.8
TR02847,C025,4861,5523,75.3
TR02847,C032,2485,4984,86.5
TR02847,C042,1051,2973,43.9
TR02847,C042,5078,5907,78.8
TR02848,C015,36,566,80.8
TR02848,C015,4894,6162,73.9
TR02848,C016,2103,5263,36.5
TR02848,C022,1356,2536,85.4
TR02848,C049,1456,2175,39.7
TR02848,C049,5260,6999,91.4
TR02848,C050,296,1409,32.5
TR02848,C050,4992,5371,21.0
TR02849,C001,1839,4429,71.5
TR02849,C001,5970,6897,47.9
TR02849,C007,631,2563,25.5
TR02849,C007,5727,8702,26.0
TR02849,C009,990,8345,76.2
TR02849,C010,1432,6958,89.4
TR02849,C022,419,954,91.1
TR02849,C022,2492,3298,41.4
TR02849,C022,5022,5781,69.9
TR02849,C022,7414,7617,36.5
TR02849,C024,0,2005,29.7
TR02849,C026,66,1476,67.4
TR02849,C046,2035,2285,82.3
TR02850,C002,766,4528,60.8
TR02850,C009,0,1257,58.4
TR02850,C019,43,5413,80.1
TR02850,C026,0,1631,67.9
TR02850,C027,2507,4709,64.3
TR02850,C032,1724,2143,76.9
TR02850,C033,475,2443,51.4
TR02850,C033,2876,4942,34.3
TR02850,C045,549,1731,67.2
TR02850,C045,3041,3630,41.3
TR02851,C002,2476,3443,41.6
TR02851,C002,8787,11172,48.1
TR02851,C004,2093,5604,67.0
TR02851,C004,9592,10582,45.2
TR02851,C011,222,973,99.5
TR02851,C011,10514,10873,34.9
TR02851,C025,509,2891,37.8
TR02851,C025,11569,14201,86.6
TR02851,C033,1113,15331,94.6
TR02851,C039,7699,8353,82.2
TR02851,C042,2555,4771,29.7
TR02851,C042,9729,11713,93.5
TR02851,C049,642,2013,54.0
TR02851,C049,11353,11731,36.2
TR02852,C002,731,1588,36.8
TR02852,C002,6784,8566,56.0
TR02852,C002,11590,12013,59.2
TR02852,C012,0,4517,67.3
TR02852,C030,1059,3407,91.7
TR02852,C030,6938,8976,50.6
TR02852,C030,12331,14062,80.4
TR02852,C037,0,1135,30.2
TR02852,C038,2756,3626,91.0
TR02853,C001,512,11077,72.2
TR02853,C005,2316,3283,76.5
TR02853,C010,825,1162,43.0
TR02853,C010,4909,6944,45.4
TR02853,C010,9888,12371,65.5
TR02853,C027,2021,5215,23.6
TR02853,C027,9176,9583,73.5
TR02853,C039,819,14434,75.0
TR02853,C044,473,3003,37.6
TR02853,C044,8492,10886,28.8
TR02854,C008,8029,11460,56.4
TR02854,C011,965,4829,38.9
TR02854,C011,10957,12074,81.7
TR02854,C028,2170,6156,57.5
TR02854,C028,13394,15632,63.2
TR02854,C029,6801,8353,69.9
TR02854,C050,1255,2984,70.7
TR02854,C050,8176,10052,84.6
TR02854,C050,13868,14833,97.2
TR02855,C008,1419,4865,73.4
TR02855,C013,527,6144,84.5
TR02855,C016,2370,5496,98.3
TR02855,C021,1472,1686,48.4
TR02855,C021,4139,6912,21.0
TR02855,C030,1440,7712,82.0
TR02855,C041,1822,2485,75.6
TR02855,C041,5856,7152,25.6
TR02855,C042,1244,2584,35.4
TR02855,C048,1830,4493,52.9
TR02856,C010,4180,7271,24.5
TR02856,C012,2874,4208,49.6
TR02856,C012,8963,11643,97.7
TR02856,C013,512,2462,96.1
TR02856,C013,9321,11131,32.9
TR02856,C028,4487,6746,68.2
TR02856,C042,2579,4645,50.0
TR02857,C011,0,3031,36.9
TR02857,C015,0,2360,72.8
TR02857,C017,65,7616,62.8
TR02857,C018,816,2739,52.2
TR02857,C018,4076,7388,89.2
TR02857,C045,3564,5881,81.8
TR02857,C049,975,1435,63.0
TR02857,C049,4904,7260,57.2
TR02858,C009,0,4290,52.4
TR02858,C025,1969,5246,31.6
TR02858,C025,10659,11733,76.5
TR02858,C029,2968,16158,89.8
TR02858,C033,2761,3682,23.5
TR02858,C042,1790,4588,74.8
TR02859,C002,4842,8787,87.1
TR02859,C007,3946,7330,48.4
TR02859,C011,1727,2812,30.4
TR02859,C011,6162,7164,43.4
TR02859,C036,385,1356,32.6
TR02859,C036,4079,5861,37.9
TR02859,C036,6715,7010,47.3
TR02860,C001,0,9278,89.6
TR02860,C010,2459,2826,73.3
TR02860,C010,12251,13956,83.8
TR02860,C026,3895,6162,85.6
TR02860,C026,13839,17781,76.3
TR02860,C028,4133,6028,22.5
TR02860,C028,14358,14801,50.9
TR02860,C036,3544,7522,85.0
TR02860,C038,2495,4286,56.2
TR02860,C038,13301,14613,69.6
TR02860,C039,3048,5608,95.7
TR02860,C039,11655,15422,44.3
TR02860,C045,765,3127,95.9
TR02860,C045,8803,11124,55.8
TR02860,C045,14520,15258,53.1
TR02861,C001,359,1304,46.6
TR02861,C001,5136,6924,45.1
TR02861,C009,2158,2551,69.2
TR02861,C009,6411,9760,45.2
TR02861,C025,444,2279,91.0
TR02861,C025,5697,7104,47.3
TR02861,C048,3911,4623,34.2
TR02862,C003,2571,4283,26.0
TR02862,C003,6076,9244,82.1
TR02862,C020,951,2587,58.1
TR02862,C020,3724,6099,88.4
TR02862,C020,7955,9706,44.1
TR02862,C037,2267,4918,50.9
TR02862,C037,6763,9826,23.2
TR02862,C040,0,2474,29.5
TR02862,C044,0,2318,86.5
TR02862,C050,3720,5926,47.5
TR02863,C002,612,1079,82.2
TR02863,C002,9653,10146,44.9
TR02863,C004,0,3833,39.3
TR02863,C006,7680,8093,60.7
TR02863,C030,768,2242,77.3
TR02863,C030,4199,4900,68.5
TR02863,C030,8171,8643,87.5
TR02863,C030,12806,14291,41.5
TR02863,C006,8063,15893,61.8
TR02864,C013,1426,5056,66.5
TR02864,C013,12974,16429,74.8
TR02864,C015,3946,7254,41.9
TR02864,C015,9708,10692,59.4
TR02864,C019,1662,15948,90.1
TR02864,C026,925,2119,67.8
TR02864,C026,4957,6899,38.9
TR02864,C026,9975,11860,98.1
TR02864,C026,14366,15520,60.4
TR02864,C031,315,2309,93.9
TR02864,C037,910,2352,51.4
TR02864,C037,9715,11265,68.5
TR02864,C046,410,15231,93.4
TR02864,C047,6610,7655,52.7
TR02865,C014,1511,4559,24.0
TR02865,C014,5687,8786,81.8
TR02865,C018,1457,8983,72.4
TR02865,C029,3522,6986,73.6
TR02865,C036,1842,2549,48.3
TR02865,C036,7043,9189,67.4
TR02865,C040,892,1803,72.6
TR02865,C040,3562,5538,52.8
TR02865,C040,6911,8065,68.5
TR02866,C004,1293,1493,37.0
TR02866,C004,7170,9049,70.4
TR02866,C017,735,3182,82.6
TR02866,C017,7134,9962,53.8
TR02866,C021,508,1751,73.3
TR02866,C028,3531,4470,72.3
TR02866,C044,367,2535,87.8
TR02866,C044,7091,7548,26.1
TR02866,C050,2535,4744,89.8
TR02867,C006,3496,7238,45.6
TR02867,C023,1069,3001,78.4
TR02867,C030,1195,2230,68.6
TR02867,C030,4166,6093,72.4
TR02867,C033,3297,6026,49.3
TR02867,C037,1916,5583,53.5
TR02868,C002,374,9470,73.0
TR02868,C010,936,1918,62.1
TR02868,C010,3462,3747,41.4
TR02868,C010,6259,8476,97.1
TR02868,C010,8994,10829,60.1
TR02868,C021,1058,2972,45.5
TR02868,C021,8289,8544,65.9
TR02868,C033,2628,3150,63.4
TR02868,C033,8276,11066,69.5
TR02868,C040,189,2144,71.0
TR02868,C040,6123,6614,78.7
TR02868,C050,2932,6787,39.3
TR02869,C011,2170,3393,23.2
TR02869,C011,8559,11332,80.3
TR02869,C017,30,2650,94.9
TR02869,C030,1428,3972,85.5
TR02869,C030,7102,8860,41.3
TR02869,C042,1488,3829,85.3
TR02869,C042,9103,10941,64.4
TR02870,C004,7058,9154,88.6
TR02870,C020,44,15429,83.0
TR02870,C027,1198,5088,28.1
TR02870,C036,3681,7291,94.8
TR02870,C036,11841,15792,69.5
TR02870,C037,571,2145,47.8
TR02870,C037,9786,13273,28.9
TR02870,C038,5567,7815,82.1
TR02870,C049,42,309,53.4
TR02870,C049,10930,12423,42.9
TR02871,C002,5727,9474,37.3
TR02871,C008,1989,2738,54.0
TR02871,C008,9333,12318,63.2
TR02871,C020,1179,2396,87.5
TR02871,C020,7962,9913,61.2
TR02871,C031,906,4644,57.9
TR02871,C043,1446,4745,44.3
TR02871,C043,7439,10570,65.4
TR02871,C046,3271,3786,60.7
TR02871,C046,8416,9472,56.9
TR02871,C048,0,5669,61.4
TR02872,C013,479,1881,33.0
TR02872,C015,3012,4844,70.2
TR02872,C015,7370,8532,81.0
TR02872,C026,1067,1872,90.0
TR02872,C026,3567,4532,84.3
TR02872,C026,7117,8232,86.7
TR02872,C026,11324,12316,55.2
TR02872,C027,663,2673,97.1
TR02872,C027,6870,9908,42.6
TR02872,C034,2557,4019,31.6
TR02872,C036,3661,6996,72.2
TR02872,C043,1557,10572,79.0
TR02873,C009,0,3376,66.2
TR02873,C010,557,4280,71.8
TR02873,C010,11676,12155,26.5
TR02873,C012,1728,2918,55.9
TR02873,C012,11208,12301,72.4
TR02873,C038,1856,15942,69.5
TR02874,C004,741,4735,77.1
TR02874,C004,6005,8196,57.7
TR02874,C008,1806,5202,77.5
TR02874,C008,6951,10156,80.6
TR02874,C012,1041,2250,69.7
TR02874,C012,4035,4437,74.1
TR02874,C012,8447,8960,44.6
TR02874,C014,526,10720,83.4
TR02874,C015,3483,6720,21.9
TR02874,C018,2989,3689,48.6
TR02874,C019,479,1501,38.5
TR02874,C019,3887,6300,88.7
TR02874,C019,8171,8617,46.4
TR02874,C041,919,2124,56.1
TR02874,C041,6268,8675,32.6
TR02875,C016,13,6129,73.0
TR02875,C020,479,5375,86.0
TR02875,C041,158,1743,75.4
TR02875,C041,4133,4805,51.1
TR02875,C043,2054,3330,58.4
TR02875,C049,875,3331,59.4
TR02876,C006,700,2897,21.4
TR02876,C006,4650,6219,23.4
TR02876,C039,491,5807,77.0
TR02876,C043,2497,4341,59.8
TR02876,C049,1467,2332,92.7
TR02877,C008,8539,9822,63.4
TR02877,C011,4423,5353,29.4
TR02877,C013,1917,16765,91.3
TR02877,C017,9213,12378,99.1
TR02877,C020,5505,7766,54.6
TR02877,C025,3023,4481,81.9
TR02877,C029,2426,5976,24.2
TR02877,C029,9806,11880,34.9
TR02878,C009,995,1455,69.8
TR02878,C021,345,968,64.4
TR02878,C021,2125,3121,30.0
TR02878,C021,3844,4538,87.2
TR02878,C032,1401,3779,26.8
TR02878,C034,413,688,94.6
TR02878,C034,3778,4332,54.3
TR02878,C044,468,1532,34.6
TR02878,C044,3029,3346,59.8
TR02878,C045,1219,1536,66.1
TR02878,C045,3668,4223,56.5
TR02878,C046,556,4429,82.5
TR02879,C013,1202,4858,23.0
TR02879,C014,415,1220,83.2
TR02879,C014,3953,4779,61.8
TR02879,C014,7912,9816,54.1
TR02879,C021,1057,2320,82.3
TR02879,C021,4107,6088,99.2
TR02879,C021,7531,9240,69.7
TR02879,C027,798,2703,47.1
TR02879,C034,4162,5670,65.1
TR02879,C043,607,4578,69.0
TR02880,C018,1543,3677,90.3
TR02880,C018,5306,6386,82.2
TR02880,C019,1158,4340,27.8
TR02880,C019,4926,7528,33.3
TR02880,C036,622,4042,60.8
TR02880,C036,6305,6591,21.1
TR02880,C044,3437,5415,23.8
TR02880,C019,0,3364,81.8
TR02881,C002,4709,6983,30.4
TR02881,C007,408,2697,32.7
TR02881,C007,4087,4437,64.6
TR02881,C007,7065,8583,74.2
TR02881,C010,1101,1920,25.9
TR02881,C032,0,4755,30.3
TR02881,C041,453,4072,25.6
TR02881,C041,5664,7424,35.1
TR02881,C042,365,1171,85.8
TR02881,C042,6873,8452,29.0
TR02881,C047,1159,7664,73.1
TR02882,C008,3479,6686,77.7
TR02882,C008,11722,14323,89.2
TR02882,C020,4837,5518,93.0
TR02882,C020,12716,14963,43.2
TR02882,C041,978,4499,26.5
TR02882,C041,11708,15433,77.7
TR02882,C044,4125,4769,89.5
TR02882,C044,13343,17039,98.2
TR02883,C010,4573,8444,37.8
TR02883,C010,11732,12288,88.5
TR02883,C019,1094,3244,46.4
TR02883,C019,11694,15403,43.9
TR02883,C020,5299,9034,71.4
TR02883,C034,5881,9554,71.3
TR02883,C035,0,8844,89.3
TR02883,C040,4702,8080,99.2
TR02883,C042,2062,4888,64.4
TR02884,C042,933,2160,53.4
TR02884,C042,7777,9033,94.9
TR02884,C042,12657,13695,36.6
TR02884,C044,380,1658,85.5
TR02884,C044,8300,10546,33.2
TR02884,C044,13064,14524,58.8
TR02884,C045,2784,3531,84.1
TR02884,C045,11839,15582,67.4
TR02884,C049,2075,5337,28.1
TR02884,C049,10104,13797,39.8
TR02885,C006,338,1466,41.9
TR02885,C006,7641,9591,34.2
TR02885,C010,2084,4953,56.8
TR02885,C010,10701,12819,50.6
TR02885,C023,3514,4467,23.6
TR02885,C023,8634,12403,39.7
TR02885,C027,1352,3365,91.3
TR02885,C027,7326,7534,30.1
TR02885,C028,1426,5317,75.5
TR02885,C028,7504,8329,46.3
TR02885,C029,2604,12831,93.3
TR02885,C034,2977,3883,64.9
TR02885,C034,8401,8881,33.0
TR02885,C044,1570,2031,25.1
TR02886,C007,420,1236,51.6
