transfer_id,product_id,source_warehouse_id,dest_warehouse_id,ship_date,receive_date,quantity
TRF01194,SKU139,WH01,WH03,2024-06-30,2024-07-11,59
TRF01195,SKU165,WH02,WH01,2024-06-30,2024-07-11,41
TRF01196,SKU136,WH03,WH05,2024-06-30,2024-07-08,37
TRF01197,SKU206,WH03,WH04,2024-06-30,2024-07-09,77
TRF01198,SKU115,WH02,WH04,2024-06-30,2024-07-11,24
TRF01199,SKU273,WH02,WH01,2024-06-30,2024-07-11,53
TRF01200,SKU183,WH01,WH04,2024-06-30,2024-07-07,80
TRF01201,SKU128,WH01,WH04,2024-06-30,2024-07-08,88
TRF01202,SKU032,WH01,WH05,2024-06-30,2024-07-03,90
TRF01203,SKU294,WH01,WH03,2024-06-30,2024-07-07,46
TRF01204,SKU283,WH05,WH02,2024-06-30,2024-07-06,111
TRF01205,SKU111,WH02,WH03,2024-06-30,2024-07-08,60
TRF01206,SKU021,WH02,WH01,2024-06-30,2024-07-03,75
TRF01207,SKU372,WH02,WH03,2024-06-30,2024-07-04,56
TRF01208,SKU076,WH05,WH03,2024-06-30,2024-07-05,118
TRF01209,SKU091,WH05,WH01,2024-06-30,2024-07-07,32
TRF01210,SKU315,WH05,WH03,2024-06-30,2024-07-09,24
TRF01211,SKU054,WH02,WH03,2024-06-30,2024-07-05,106
TRF01212,SKU279,WH01,WH04,2024-06-30,2024-07-04,43
TRF01213,SKU396,WH01,WH02,2024-06-30,2024-07-04,103
TRF01214,SKU271,WH03,WH01,2024-06-30,2024-07-04,61
