po_id,warehouse_id,supplier_id,product_category,order_date,promised_delivery_date,amendment_date,ordered_quantity,unit_price_usd,order_value_usd,incoterms,priority,po_status,quantity_uom
PO-00811,APAC,SUP031,MRO,2024-03-24,2024-04-18,2024-03-24,949.0,10.95,10391.55,CIF,Standard,Closed,EA
PO-00812,APAC,SUP034,Assemblies,2024-01-11,2024-01-17,2024-01-11,908.0,7.98,7245.84,DDP,Standard,Closed,EA
PO-00813,APAC,SUP058,Chemicals,2024-01-20,2024-02-04,2024-01-20,0.762,77010.0,58681.62,EXW,Urgent,Closed,MT
PO-00814,APAC,SUP043,Assemblies,2024-01-10,2024-02-02,2024-01-10,750.0,75.72,56790.0,DAP,Standard,Closed,EA
PO-00815,APAC,SUP051,Raw Materials,2024-01-31,2024-02-23,2024-01-31,192.0,11.81,2267.52,DDP,Standard,Closed,EA
PO-00816,APAC,SUP020,Electronics,2024-03-08,2024-04-04,2024-03-08,568.0,55.45,31495.6,EXW,Standard,Closed,EA
PO-00817,APAC,SUP041,Assemblies,2024-02-22,2024-03-18,2024-02-22,54.0,127.57,6888.78,DAP,Standard,Closed,EA
PO-00818,APAC,SUP003,Raw Materials,2024-01-31,2024-02-22,2024-01-31,516.0,40.56,20928.96,CIF,Standard,Closed,EA
PO-00819,APAC,SUP040,Assemblies,2024-02-23,2024-03-06,2024-02-23,935.0,110.75,103551.25,DDP,Critical,Closed,EA
PO-00820,APAC,SUP033,Raw Materials,2024-02-26,2024-03-07,2024-02-26,675.0,68.55,46271.25,FOB,Urgent,Closed,EA
PO-00821,APAC,SUP009,Assemblies,2024-03-08,2024-03-25,2024-03-08,584.0,97.21,56770.64,CIF,Standard,Closed,EA
PO-00822,APAC,SUP006,MRO,2024-01-07,2024-02-02,2024-01-07,508.0,7.99,4058.92,EXW,Standard,Closed,EA
PO-00823,APAC,SUP052,Assemblies,2024-03-07,2024-03-15,2024-03-07,220.0,52.97,11653.4,CIF,Urgent,Closed,EA
PO-00824,APAC,SUP028,Assemblies,2024-02-02,2024-02-16,2024-02-02,188.0,132.0,24816.0,FOB,Standard,Closed,EA
PO-00825,APAC,SUP050,MRO,2024-03-20,2024-04-10,2024-03-20,811.0,64.49,52301.39,CIF,Standard,Closed,EA
PO-00826,APAC,SUP043,Chemicals,2024-01-25,2024-02-07,2024-01-25,0.362,7450.0,2696.9,DAP,Standard,Closed,MT
PO-00827,APAC,SUP050,Assemblies,2024-01-30,2024-02-25,2024-01-30,749.0,88.83,66533.67,DDP,Standard,Closed,EA
PO-00828,APAC,SUP059,Chemicals,2024-02-03,2024-02-13,2024-02-03,0.959,38550.0,36969.45,DDP,Standard,Closed,MT
PO-00829,APAC,SUP013,Assemblies,2024-02-24,2024-03-08,2024-02-24,793.0,35.83,28413.19,DAP,Standard,Closed,EA
PO-00830,APAC,SUP047,Chemicals,2024-02-25,2024-03-15,2024-02-25,0.497,100030.0,49714.91,DDP,Standard,Closed,MT
PO-00831,APAC,SUP034,Chemicals,2024-02-18,2024-03-07,2024-02-18,0.432,15280.0,6600.96,FOB,Standard,Closed,MT
PO-00832,APAC,SUP016,Assemblies,2024-01-27,2024-02-01,2024-01-27,567.0,41.55,23558.85,EXW,Urgent,Closed,EA
PO-00833,APAC,SUP018,MRO,2024-03-28,2024-04-18,2024-03-28,790.0,15.53,12268.7,EXW,Standard,Closed,EA
PO-00834,APAC,SUP016,Assemblies,2024-01-27,2024-02-19,2024-01-27,152.0,40.27,6121.04,EXW,Critical,Closed,EA
PO-00835,APAC,SUP038,Packaging,2024-03-24,2024-04-11,2024-03-24,374.0,98.72,36921.28,DDP,Standard,Closed,EA
PO-00836,APAC,SUP055,MRO,2024-03-07,2024-03-14,2024-03-07,828.0,35.74,29592.72,EXW,Standard,Closed,EA
PO-00837,APAC,SUP039,Packaging,2024-03-05,2024-03-16,2024-03-05,591.0,6.19,3658.29,CIF,Urgent,Closed,EA
PO-00838,APAC,SUP048,Chemicals,2024-01-30,2024-02-15,2024-01-30,0.641,67960.0,43562.36,DAP,Standard,Closed,MT
PO-00839,APAC,SUP016,Chemicals,2024-03-13,2024-04-07,2024-03-13,0.45,58040.0,26118.0,DDP,Urgent,Closed,MT
PO-00840,APAC,SUP058,Packaging,2024-02-19,2024-02-29,2024-02-19,189.0,115.3,21791.7,DDP,Standard,Closed,EA
PO-00841,APAC,SUP052,Chemicals,2024-01-09,2024-01-31,2024-01-09,0.95,30890.0,29345.5,CIF,Standard,Closed,MT
PO-00842,APAC,SUP032,Electronics,2024-01-19,2024-01-27,2024-01-19,233.0,118.16,27531.28,EXW,Standard,Closed,EA
PO-00843,APAC,SUP054,MRO,2024-02-11,2024-02-19,2024-02-11,394.0,63.03,24833.82,FOB,Standard,Closed,EA
PO-00844,APAC,SUP042,Chemicals,2024-02-02,2024-02-27,2024-02-02,0.052,97970.0,5094.44,FOB,Urgent,Closed,MT
PO-00845,APAC,SUP004,Chemicals,2024-02-18,2024-03-08,2024-02-18,0.633,58860.0,37258.38,CIF,Standard,Closed,MT
PO-00846,APAC,SUP057,Electronics,2024-03-30,2024-04-19,2024-03-30,497.0,30.75,15282.75,EXW,Urgent,Closed,EA
PO-00847,APAC,SUP050,MRO,2024-01-02,2024-01-19,2024-01-02,856.0,6.56,5615.36,DDP,Standard,Closed,EA
PO-00848,APAC,SUP052,MRO,2024-01-01,2024-01-28,2024-01-01,434.0,53.61,23266.74,FOB,Critical,Closed,EA
PO-00849,APAC,SUP034,Electronics,2024-03-16,2024-03-22,2024-03-16,588.0,26.37,15505.56,DDP,Standard,Closed,EA
PO-00850,APAC,SUP046,Assemblies,2024-02-22,2024-03-10,2024-02-22,916.0,54.47,49894.52,FOB,Critical,Closed,EA
PO-00851,APAC,SUP060,Packaging,2024-03-03,2024-03-18,2024-03-03,567.0,39.38,22328.46,FOB,Standard,Closed,EA
PO-00852,APAC,SUP004,Raw Materials,2024-02-16,2024-03-03,2024-02-16,850.0,23.38,19873.0,DDP,Standard,Closed,EA
PO-00853,APAC,SUP022,Packaging,2024-01-03,2024-01-20,2024-01-03,289.0,92.76,26807.64,CIF,Standard,Closed,EA
PO-00854,APAC,SUP046,Raw Materials,2024-02-20,2024-03-01,2024-02-20,943.0,34.62,32646.66,FOB,Standard,Closed,EA
PO-00855,APAC,SUP006,Electronics,2024-02-25,2024-03-16,2024-02-25,973.0,107.92,105006.16,EXW,Urgent,Open,EA
PO-00856,APAC,SUP050,Electronics,2024-01-22,2024-02-14,2024-01-22,579.0,124.74,72224.46,FOB,Critical,Open,EA
PO-00857,APAC,SUP039,MRO,2024-01-17,2024-02-06,2024-01-17,236.0,25.94,6121.84,DAP,Urgent,Closed,EA
PO-00858,APAC,SUP016,Chemicals,2024-01-26,2024-02-21,2024-01-26,0.528,133720.0,70604.16,FOB,Standard,Closed,MT
PO-00859,APAC,SUP001,Raw Materials,2024-03-25,2024-04-06,2024-03-25,461.0,120.74,55661.14,FOB,Urgent,Closed,EA
PO-00860,APAC,SUP009,Chemicals,2024-01-26,2024-02-19,2024-01-26,0.242,111570.0,26999.94,EXW,Standard,Closed,MT
PO-00861,APAC,SUP045,Electronics,2024-01-20,2024-01-26,2024-01-20,386.0,34.08,13154.88,FOB,Urgent,Closed,EA
PO-00862,APAC,SUP011,Packaging,2024-03-11,2024-03-21,2024-03-11,373.0,72.08,26885.84,EXW,Standard,Closed,EA
PO-00863,APAC,SUP027,Chemicals,2024-02-09,2024-02-25,2024-02-09,0.424,43540.0,18460.96,DDP,Standard,Closed,MT
PO-00864,APAC,SUP046,Packaging,2024-01-17,2024-02-04,2024-01-17,652.0,78.77,51358.04,DAP,Standard,Closed,EA
PO-00865,APAC,SUP039,MRO,2024-01-18,2024-02-12,2024-01-18,625.0,70.13,43831.25,CIF,Standard,Closed,EA
PO-00866,APAC,SUP013,Raw Materials,2024-03-07,2024-03-18,2024-03-07,55.0,7.82,430.1,DAP,Standard,Closed,EA
PO-00867,APAC,SUP005,Chemicals,2024-02-24,2024-03-21,2024-02-24,0.384,120270.0,46183.68,DDP,Standard,Closed,MT
PO-00868,APAC,SUP021,Raw Materials,2024-03-22,2024-04-18,2024-03-22,240.0,7.54,1809.6,DAP,Standard,Closed,EA
PO-00869,APAC,SUP018,Packaging,2024-01-13,2024-01-23,2024-01-13,850.0,109.57,93134.5,DAP,Standard,Open,EA
PO-00870,APAC,SUP017,Chemicals,2024-03-14,2024-03-30,2024-03-14,0.64,102750.0,65760.0,EXW,Standard,Closed,MT
PO-00871,APAC,SUP042,Assemblies,2024-03-28,2024-04-10,2024-03-28,717.0,10.65,7636.05,DDP,Standard,Closed,EA
PO-00872,APAC,SUP020,Electronics,2024-02-19,2024-03-10,2024-02-19,254.0,144.44,36687.76,DAP,Standard,Closed,EA
PO-00873,APAC,SUP002,MRO,2024-02-05,2024-02-11,2024-02-05,790.0,28.59,22586.1,DAP,Critical,Closed,EA
PO-00874,APAC,SUP059,Packaging,2024-02-21,2024-03-12,2024-02-21,493.0,83.47,41150.71,FOB,Urgent,Closed,EA
PO-00875,APAC,SUP050,Electronics,2024-02-20,2024-03-16,2024-02-20,481.0,97.06,46685.86,DAP,Urgent,Closed,EA
PO-00876,APAC,SUP018,MRO,2024-01-29,2024-02-12,2024-01-29,489.0,54.54,26670.06,DAP,Standard,Closed,EA
PO-00877,APAC,SUP030,Assemblies,2024-02-01,2024-02-23,2024-02-01,396.0,133.56,52889.76,CIF,Standard,Closed,EA
PO-00878,APAC,SUP024,Electronics,2024-01-05,2024-01-21,2024-01-05,937.0,66.35,62169.95,FOB,Standard,Closed,EA
PO-00879,APAC,SUP058,Assemblies,2024-02-28,2024-03-17,2024-02-28,311.0,84.8,26372.8,DAP,Standard,Closed,EA
PO-00880,APAC,SUP053,Packaging,2024-03-14,2024-03-24,2024-03-14,812.0,44.1,35809.2,EXW,Standard,Closed,EA
PO-00881,APAC,SUP031,Chemicals,2024-02-11,2024-02-23,2024-02-11,0.251,134440.0,33744.44,CIF,Critical,Closed,MT
PO-00882,APAC,SUP026,MRO,2024-03-04,2024-03-14,2024-03-04,422.0,31.6,13335.2,DAP,Standard,Closed,EA
PO-00883,APAC,SUP033,Chemicals,2024-02-09,2024-02-15,2024-02-09,0.334,25280.0,8443.52,DDP,Standard,Closed,MT
PO-00884,APAC,SUP056,MRO,2024-01-25,2024-02-07,2024-01-25,88.0,115.44,10158.72,EXW,Urgent,Closed,EA
PO-00885,APAC,SUP023,Raw Materials,2024-02-19,2024-03-11,2024-02-19,212.0,149.93,31785.16,FOB,Urgent,Closed,EA
PO-00886,APAC,SUP045,Electronics,2024-03-03,2024-03-25,2024-03-03,869.0,132.11,114803.59,EXW,Standard,Closed,EA
PO-00887,APAC,SUP001,Assemblies,2024-03-28,2024-04-15,2024-03-28,640.0,39.23,25107.2,EXW,Standard,Closed,EA
PO-00888,APAC,SUP034,Raw Materials,2024-03-22,2024-03-31,2024-03-22,435.0,128.07,55710.45,EXW,Urgent,Closed,EA
PO-00889,APAC,SUP001,Electronics,2024-01-09,2024-01-24,2024-01-09,525.0,63.08,33117.0,DDP,Standard,Closed,EA
PO-00890,APAC,SUP005,Electronics,2024-03-21,2024-03-29,2024-03-21,648.0,125.39,81252.72,FOB,Standard,Closed,EA
PO-00891,APAC,SUP012,Electronics,2024-02-21,2024-03-13,2024-02-21,121.0,63.87,7728.27,DDP,Standard,Closed,EA
PO-00892,APAC,SUP010,MRO,2024-03-03,2024-03-16,2024-03-03,925.0,16.22,15003.5,FOB,Standard,Closed,EA
PO-00893,APAC,SUP040,Chemicals,2024-01-02,2024-01-21,2024-01-02,0.267,37770.0,10084.59,DDP,Standard,Closed,MT
PO-00894,APAC,SUP026,Packaging,2024-01-22,2024-02-10,2024-01-22,129.0,108.11,13946.19,DAP,Urgent,Closed,EA
PO-00895,APAC,SUP048,Electronics,2024-01-06,2024-01-23,2024-01-06,918.0,91.82,84290.76,CIF,Standard,Closed,EA
PO-00896,APAC,SUP009,Electronics,2024-02-15,2024-03-08,2024-02-15,917.0,136.33,125014.61,CIF,Standard,Closed,EA
PO-00897,APAC,SUP007,MRO,2024-02-29,2024-03-07,2024-02-29,117.0,139.44,16314.48,FOB,Standard,Closed,EA
PO-00898,APAC,SUP055,Chemicals,2024-02-18,2024-03-01,2024-02-18,0.561,5400.0,3029.4,CIF,Standard,Closed,MT
PO-00899,APAC,SUP039,Chemicals,2024-02-19,2024-03-11,2024-02-19,0.858,59560.0,51102.48,FOB,Standard,Open,MT
PO-00900,APAC,SUP047,Assemblies,2024-01-10,2024-01-19,2024-01-10,216.0,141.93,30656.88,DAP,Standard,Closed,EA
PO-00901,APAC,SUP050,MRO,2024-01-17,2024-01-31,2024-01-17,518.0,77.31,40046.58,DAP,Standard,Closed,EA
PO-00902,APAC,SUP007,MRO,2024-03-17,2024-03-22,2024-03-17,647.0,99.64,64467.08,DDP,Critical,Closed,EA
PO-00903,APAC,SUP044,Raw Materials,2024-01-14,2024-02-04,2024-01-14,291.0,148.96,43347.36,EXW,Standard,Closed,EA
PO-00904,APAC,SUP006,Raw Materials,2024-01-22,2024-02-05,2024-01-22,614.0,55.7,34199.8,CIF,Critical,Closed,EA
PO-00905,APAC,SUP011,Packaging,2024-03-03,2024-03-19,2024-03-03,965.0,65.28,62995.2,CIF,Critical,Closed,EA
PO-00906,APAC,SUP012,Raw Materials,2024-03-10,2024-04-01,2024-03-10,442.0,64.02,28296.84,FOB,Critical,Closed,EA
PO-00907,APAC,SUP022,Electronics,2024-03-13,2024-03-29,2024-03-13,158.0,98.81,15611.98,CIF,Urgent,Closed,EA
PO-00908,APAC,SUP010,Packaging,2024-01-21,2024-01-28,2024-01-21,60.0,35.81,2148.6,DDP,Urgent,Closed,EA
PO-00909,APAC,SUP008,Electronics,2024-01-05,2024-01-22,2024-01-05,278.0,132.66,36879.48,DAP,Urgent,Closed,EA
PO-00910,APAC,SUP038,Packaging,2024-01-22,2024-02-06,2024-01-22,991.0,38.26,37915.66,DDP,Critical,Closed,EA
PO-00911,APAC,SUP011,MRO,2024-02-07,2024-02-26,2024-02-07,531.0,139.68,74170.08,CIF,Critical,Closed,EA
PO-00912,APAC,SUP051,Packaging,2024-03-31,2024-04-22,2024-03-31,920.0,84.84,78052.8,CIF,Standard,Closed,EA
PO-00913,APAC,SUP046,Assemblies,2024-01-16,2024-02-04,2024-01-16,300.0,132.22,39666.0,DAP,Urgent,Closed,EA
PO-00914,APAC,SUP023,Electronics,2024-03-01,2024-03-28,2024-03-01,881.0,20.12,17725.72,DAP,Standard,Closed,EA
PO-00915,APAC,SUP038,Packaging,2024-02-06,2024-02-28,2024-02-06,665.0,52.37,34826.05,FOB,Standard,Closed,EA
PO-00916,APAC,SUP053,Electronics,2024-03-05,2024-03-29,2024-03-05,52.0,35.16,1828.32,DDP,Standard,Closed,EA
PO-00917,APAC,SUP011,Packaging,2024-01-22,2024-01-28,2024-01-22,656.0,91.25,59860.0,DAP,Standard,Closed,EA
PO-00918,APAC,SUP037,Chemicals,2024-02-02,2024-02-25,2024-02-02,0.989,57260.0,56630.14,DAP,Urgent,Closed,MT
PO-00919,APAC,SUP016,Packaging,2024-01-22,2024-02-05,2024-01-22,146.0,22.16,3235.36,DDP,Urgent,Closed,EA
PO-00920,APAC,SUP048,MRO,2024-01-07,2024-01-13,2024-01-07,113.0,91.8,10373.4,DAP,Standard,Closed,EA
PO-00921,APAC,SUP017,MRO,2024-03-18,2024-04-04,2024-03-18,896.0,125.7,112627.2,FOB,Standard,Closed,EA
PO-00922,APAC,SUP035,Chemicals,2024-01-01,2024-01-27,2024-01-01,0.611,30510.0,18641.61,EXW,Standard,Closed,MT
PO-00923,APAC,SUP029,MRO,2024-03-03,2024-03-30,2024-03-03,268.0,137.15,36756.2,EXW,Standard,Closed,EA
PO-00924,APAC,SUP023,Assemblies,2024-02-29,2024-03-19,2024-02-29,876.0,83.38,73040.88,FOB,Critical,Closed,EA
PO-00925,APAC,SUP033,MRO,2024-02-03,2024-02-14,2024-02-03,904.0,22.53,20367.12,FOB,Standard,Closed,EA
PO-00926,APAC,SUP036,Packaging,2024-02-18,2024-03-05,2024-02-18,933.0,43.11,40221.63,DAP,Standard,Closed,EA
PO-00927,APAC,SUP016,Electronics,2024-01-03,2024-01-12,2024-01-03,125.0,68.54,8567.5,DAP,Urgent,Closed,EA
PO-00928,APAC,SUP053,Packaging,2024-03-31,2024-04-05,2024-03-31,873.0,62.49,54553.77,DDP,Urgent,Closed,EA
PO-00929,APAC,SUP052,Assemblies,2024-03-23,2024-04-08,2024-03-23,930.0,43.14,40120.2,DDP,Critical,Closed,EA
PO-00930,APAC,SUP027,MRO,2024-01-04,2024-01-17,2024-01-04,480.0,122.31,58708.8,EXW,Standard,Closed,EA
PO-00931,APAC,SUP046,Chemicals,2024-03-18,2024-04-14,2024-03-18,0.898,92040.0,82651.92,DAP,Standard,Open,MT
PO-00932,APAC,SUP018,MRO,2024-03-11,2024-03-19,2024-03-11,264.0,133.35,35204.4,EXW,Standard,Closed,EA
PO-00933,APAC,SUP029,Raw Materials,2024-01-24,2024-02-12,2024-01-24,377.0,62.69,23634.13,EXW,Standard,Closed,EA
PO-00934,APAC,SUP010,Raw Materials,2024-01-09,2024-01-26,2024-01-09,793.0,65.76,52147.68,CIF,Standard,Closed,EA
PO-00935,APAC,SUP035,Packaging,2024-01-29,2024-02-11,2024-01-29,247.0,99.49,24574.03,FOB,Standard,Closed,EA
PO-00936,APAC,SUP032,MRO,2024-02-28,2024-03-23,2024-02-28,739.0,141.72,104731.08,DDP,Standard,Closed,EA
PO-00937,APAC,SUP033,Packaging,2024-01-23,2024-01-29,2024-01-23,313.0,24.84,7774.92,CIF,Urgent,Closed,EA
PO-00938,APAC,SUP006,Chemicals,2024-03-14,2024-03-26,2024-03-14,0.533,36430.0,19417.19,EXW,Standard,Closed,MT
PO-00939,APAC,SUP048,MRO,2024-01-20,2024-01-30,2024-01-20,981.0,82.88,81305.28,EXW,Standard,Closed,EA
PO-00940,APAC,SUP042,MRO,2024-01-05,2024-01-18,2024-01-05,968.0,30.41,29436.88,CIF,Critical,Closed,EA
PO-00941,APAC,SUP026,Packaging,2024-02-09,2024-02-21,2024-02-09,653.0,76.96,50254.88,DAP,Standard,Closed,EA
PO-00942,APAC,SUP018,Packaging,2024-01-24,2024-02-04,2024-01-24,817.0,127.92,104510.64,DAP,Urgent,Closed,EA
PO-00943,APAC,SUP040,Assemblies,2024-03-27,2024-04-04,2024-03-27,99.0,54.41,5386.59,EXW,Standard,Closed,EA
PO-00944,APAC,SUP028,Chemicals,2024-01-21,2024-02-11,2024-01-21,0.974,63080.0,61439.92,DDP,Urgent,Open,MT
PO-00945,APAC,SUP021,Electronics,2024-02-27,2024-03-20,2024-02-27,319.0,7.21,2299.99,DAP,Urgent,Closed,EA
PO-00946,APAC,SUP012,Electronics,2024-01-02,2024-01-25,2024-01-02,749.0,113.96,85356.04,DAP,Critical,Closed,EA
PO-00947,APAC,SUP002,Chemicals,2024-02-09,2024-02-14,2024-02-09,0.086,69760.0,5999.36,DAP,Urgent,Closed,MT
PO-00948,APAC,SUP057,Raw Materials,2024-03-28,2024-04-08,2024-03-28,531.0,125.72,66757.32,DDP,Standard,Closed,EA
PO-00949,APAC,SUP003,Assemblies,2024-01-09,2024-01-26,2024-01-09,561.0,125.44,70371.84,DAP,Standard,Closed,EA
PO-00950,APAC,SUP026,Raw Materials,2024-01-09,2024-01-23,2024-01-09,331.0,64.2,21250.2,FOB,Standard,Closed,EA
PO-00951,APAC,SUP028,Chemicals,2024-03-25,2024-04-01,2024-03-25,0.833,49440.0,41183.52,CIF,Standard,Closed,MT
PO-00952,APAC,SUP002,MRO,2024-03-24,2024-04-06,2024-03-24,844.0,138.39,116801.16,FOB,Standard,Closed,EA
PO-00953,APAC,SUP036,MRO,2024-02-21,2024-03-14,2024-02-21,244.0,38.47,9386.68,DAP,Urgent,Closed,EA
PO-00954,APAC,SUP028,Assemblies,2024-01-24,2024-02-01,2024-01-24,412.0,39.25,16171.0,DDP,Urgent,Closed,EA
PO-00955,APAC,SUP006,Assemblies,2024-02-23,2024-03-19,2024-02-23,490.0,120.28,58937.2,FOB,Standard,Closed,EA
PO-00956,APAC,SUP047,Raw Materials,2024-01-18,2024-02-08,2024-01-18,125.0,54.05,6756.25,DDP,Urgent,Closed,EA
PO-00957,APAC,SUP028,Assemblies,2024-02-22,2024-03-13,2024-02-22,669.0,97.99,65555.31,CIF,Standard,Closed,EA
PO-00958,APAC,SUP014,Electronics,2024-03-19,2024-03-25,2024-03-19,495.0,72.29,35783.55,FOB,Urgent,Closed,EA
PO-00959,APAC,SUP043,Chemicals,2024-01-12,2024-01-29,2024-01-12,0.93,46640.0,43375.2,CIF,Standard,Closed,MT
PO-00960,APAC,SUP053,Electronics,2024-03-03,2024-03-12,2024-03-03,876.0,49.12,43029.12,EXW,Standard,Closed,EA
PO-00961,APAC,SUP035,Chemicals,2024-01-20,2024-02-10,2024-01-20,0.708,115320.0,81646.56,DDP,Standard,Closed,MT
PO-00962,APAC,SUP047,MRO,2024-02-25,2024-03-17,2024-02-25,408.0,68.4,27907.2,FOB,Standard,Closed,EA
PO-00963,APAC,SUP009,Assemblies,2024-01-25,2024-02-21,2024-01-25,186.0,60.53,11258.58,CIF,Standard,Closed,EA
PO-00964,APAC,SUP048,Assemblies,2024-01-24,2024-02-14,2024-01-24,218.0,43.26,9430.68,FOB,Standard,Closed,EA
PO-00965,APAC,SUP049,MRO,2024-02-19,2024-03-03,2024-02-19,789.0,71.95,56768.55,EXW,Urgent,Closed,EA
PO-00966,APAC,SUP022,Packaging,2024-03-18,2024-04-11,2024-03-18,511.0,55.91,28570.01,DAP,Standard,Open,EA
PO-00967,APAC,SUP019,Raw Materials,2024-03-15,2024-04-10,2024-03-15,304.0,54.39,16534.56,DAP,Standard,Closed,EA
PO-00968,APAC,SUP016,MRO,2024-02-28,2024-03-06,2024-02-28,245.0,77.57,19004.65,DDP,Urgent,Closed,EA
PO-00969,APAC,SUP059,Assemblies,2024-01-20,2024-01-31,2024-01-20,445.0,40.7,18111.5,CIF,Standard,Closed,EA
PO-00970,APAC,SUP043,MRO,2024-01-14,2024-01-23,2024-01-14,90.0,105.41,9486.9,FOB,Critical,Closed,EA
PO-00971,APAC,SUP003,MRO,2024-03-20,2024-03-25,2024-03-20,891.0,91.97,81945.27,DAP,Standard,Closed,EA
PO-00972,APAC,SUP049,Electronics,2024-02-22,2024-03-13,2024-02-22,436.0,85.65,37343.4,CIF,Standard,Closed,EA
PO-00973,APAC,SUP003,MRO,2024-03-28,2024-04-19,2024-03-28,381.0,146.37,55766.97,CIF,Standard,Closed,EA
PO-00974,APAC,SUP059,Raw Materials,2024-01-12,2024-02-01,2024-01-12,818.0,75.62,61857.16,CIF,Urgent,Closed,EA
PO-00975,APAC,SUP026,Chemicals,2024-03-02,2024-03-20,2024-03-02,0.747,44040.0,32897.88,DDP,Urgent,Closed,MT
PO-00976,APAC,SUP003,Packaging,2024-01-16,2024-01-28,2024-01-16,436.0,117.51,51234.36,EXW,Standard,Closed,EA
PO-00977,APAC,SUP025,Chemicals,2024-02-07,2024-02-12,2024-02-07,0.069,39860.0,2750.34,FOB,Standard,Closed,MT
PO-00978,APAC,SUP049,Electronics,2024-02-08,2024-02-26,2024-02-08,92.0,91.12,8383.04,FOB,Standard,Open,EA
PO-00979,APAC,SUP019,Raw Materials,2024-02-03,2024-02-20,2024-02-03,82.0,55.41,4543.62,DDP,Standard,Open,EA
PO-00980,APAC,SUP050,MRO,2024-02-27,2024-03-12,2024-02-27,70.0,83.38,5836.6,DDP,Standard,Closed,EA
PO-00981,APAC,SUP039,Packaging,2024-02-13,2024-03-09,2024-02-13,182.0,16.59,3019.38,CIF,Standard,Closed,EA
PO-00982,APAC,SUP037,Electronics,2024-02-15,2024-02-26,2024-02-15,954.0,49.56,47280.24,DAP,Urgent,Closed,EA
PO-00983,APAC,SUP002,Chemicals,2024-02-06,2024-02-16,2024-02-06,0.254,138350.0,35140.9,CIF,Urgent,Closed,MT
PO-00984,APAC,SUP023,Assemblies,2024-03-24,2024-04-08,2024-03-24,909.0,68.93,62657.37,DDP,Standard,Closed,EA
PO-00985,APAC,SUP051,Assemblies,2024-03-27,2024-04-02,2024-03-27,248.0,109.73,27213.04,CIF,Standard,Closed,EA
PO-00986,APAC,SUP043,Electronics,2024-01-25,2024-02-13,2024-01-25,814.0,95.58,77802.12,DAP,Standard,Closed,EA
PO-00987,APAC,SUP017,MRO,2024-01-18,2024-02-03,2024-01-18,303.0,104.54,31675.62,DDP,Standard,Closed,EA
PO-00988,APAC,SUP019,Raw Materials,2024-01-26,2024-01-31,2024-01-26,704.0,60.75,42768.0,DDP,Standard,Closed,EA
PO-00989,APAC,SUP025,Assemblies,2024-02-25,2024-03-22,2024-02-25,543.0,78.89,42837.27,DDP,Standard,Closed,EA
PO-00990,APAC,SUP052,Packaging,2024-02-20,2024-03-09,2024-02-20,866.0,93.6,81057.6,FOB,Critical,Closed,EA
PO-00991,APAC,SUP004,Assemblies,2024-03-02,2024-03-10,2024-03-02,998.0,35.95,35878.1,FOB,Standard,Closed,EA
PO-00992,APAC,SUP012,MRO,2024-01-02,2024-01-08,2024-01-02,516.0,14.93,7703.88,EXW,Standard,Closed,EA
PO-00993,APAC,SUP025,Chemicals,2024-02-17,2024-03-14,2024-02-17,0.653,127240.0,83087.72,DAP,Critical,Closed,MT
PO-00994,APAC,SUP035,Raw Materials,2024-02-14,2024-02-26,2024-02-14,838.0,80.43,67400.34,CIF,Standard,Closed,EA
PO-00995,APAC,SUP027,Assemblies,2024-01-07,2024-01-22,2024-01-07,793.0,75.31,59720.83,CIF,Standard,Closed,EA
PO-00996,APAC,SUP045,Packaging,2024-02-13,2024-02-27,2024-02-13,470.0,115.74,54397.8,DAP,Standard,Closed,EA
PO-00997,APAC,SUP045,Chemicals,2024-02-09,2024-02-19,2024-02-09,0.939,87350.0,82021.65,DDP,Standard,Closed,MT
PO-00998,APAC,SUP032,Assemblies,2024-01-27,2024-02-09,2024-01-27,478.0,103.91,49668.98,DDP,Standard,Closed,EA
PO-00999,APAC,SUP051,Chemicals,2024-02-28,2024-03-09,2024-02-28,0.585,26930.0,15754.05,CIF,Urgent,Closed,MT
PO-01000,APAC,SUP036,Raw Materials,2024-01-08,2024-02-03,2024-01-08,362.0,105.89,38332.18,FOB,Standard,Closed,EA
PO-00320,AMER,SUP056,MRO,2024-01-18,2024-02-09,2024-01-22,707.0,20.56,14535.92,CIF,Standard,Closed,EA
PO-00962,AMER,SUP012,MRO,2024-02-03,2024-03-02,2024-02-13,161.0,121.16,19506.76,FOB,Standard,Closed,EA
PO-00235,AMER,SUP032,Chemicals,2024-01-10,2024-01-22,2024-01-14,0.928,69480.0,64477.44,EXW,Standard,Closed,MT
PO-00204,AMER,SUP018,Assemblies,2024-01-22,2024-02-16,2024-01-28,856.0,125.29,107248.24,FOB,Standard,Closed,EA
PO-00699,AMER,SUP026,Raw Materials,2024-01-26,2024-02-13,2024-02-04,1296.0,110.65,143402.4,EXW,Standard,Closed,EA
PO-00644,AMER,SUP042,Chemicals,2024-02-16,2024-03-06,2024-02-26,0.808,112550.0,90940.4,CIF,Standard,Closed,MT
PO-00071,AMER,SUP026,Chemicals,2024-01-21,2024-02-12,2024-01-28,0.212,127640.0,27059.68,DDP,Standard,Closed,MT
PO-00713,AMER,SUP039,Assemblies,2024-01-24,2024-02-10,2024-01-30,84.0,69.75,5859.0,FOB,Standard,Closed,EA
PO-00983,AMER,SUP060,MRO,2024-02-20,2024-03-14,2024-02-27,481.0,24.34,11707.54,DDP,Urgent,Closed,EA
