inspection_id,delivery_id,po_id,warehouse_id,inspector_id,inspection_date,defect_count,sample_size,inspection_result,defect_category,corrective_action_required
QI000916,DLV001550,PO-00550,EMEA,INS009,2024-02-10,7,42,Fail,Cosmetic,True
QI000917,DLV001551,PO-00551,EMEA,INS005,2024-01-30,4,12,Fail,None,False
QI000918,DLV001553,PO-00553,EMEA,INS015,2024-01-30,4,18,Fail,Cosmetic,False
QI000919,DLV001554,PO-00554,EMEA,INS009,2024-03-07,0,34,Pass,Cosmetic,False
QI000920,DLV001555,PO-00555,EMEA,INS005,2024-02-01,3,16,Fail,None,False
QI000921,DLV001556,PO-00556,EMEA,INS020,2024-03-27,2,50,Pass,None,False
QI000922,DLV001557,PO-00557,EMEA,INS014,2024-03-08,6,50,Fail,None,True
QI000923,DLV001558,PO-00558,EMEA,INS013,2024-03-27,1,29,Pass,None,False
QI000924,DLV001559,PO-00559,EMEA,INS015,2024-03-17,1,49,Pass,None,False
QI000925,DLV001562,PO-00562,EMEA,INS008,2024-03-23,0,34,Pass,None,False
QI000926,DLV001563,PO-00563,EMEA,INS009,2024-03-30,1,25,Pass,Cosmetic,False
QI000927,DLV001569,PO-00569,EMEA,INS006,2024-03-17,1,11,Pass,None,False
QI000928,DLV001570,PO-00570,EMEA,INS008,2024-03-22,2,23,Pass,None,False
QI000929,DLV001571,PO-00571,EMEA,INS018,2024-03-06,1,19,Pass,Cosmetic,False
QI000930,DLV001572,PO-00572,EMEA,INS009,2024-04-25,2,19,Pass,None,False
QI000931,DLV001573,PO-00573,EMEA,INS009,2024-04-17,5,43,Fail,None,True
QI000932,DLV001574,PO-00574,EMEA,INS001,2024-02-29,4,24,Fail,None,False
QI000933,DLV001575,PO-00575,EMEA,INS018,2024-01-25,7,41,Fail,None,True
QI000934,DLV001576,PO-00576,EMEA,INS007,2024-03-21,6,24,Fail,None,True
QI000935,DLV001579,PO-00579,EMEA,INS011,2024-03-20,0,21,Pass,Cosmetic,False
QI000936,DLV001580,PO-00580,EMEA,INS019,2024-03-27,0,10,Pass,None,False
QI000937,DLV001581,PO-00581,EMEA,INS016,2024-02-26,7,40,Fail,None,True
QI000938,DLV001582,PO-00582,EMEA,INS014,2024-01-28,5,35,Fail,None,True
QI000939,DLV001583,PO-00583,EMEA,INS003,2024-03-03,3,44,Fail,None,False
QI000940,DLV001586,PO-00586,EMEA,INS014,2024-02-21,3,13,Fail,Cosmetic,False
QI000941,DLV001587,PO-00587,EMEA,INS015,2024-03-02,7,27,Fail,Cosmetic,True
QI000942,DLV001588,PO-00588,EMEA,INS014,2024-02-22,5,24,Fail,Functional,True
QI000943,DLV001590,PO-00590,EMEA,INS016,2024-01-28,4,42,Fail,None,False
QI000944,DLV001592,PO-00592,EMEA,INS016,2024-03-15,4,48,Fail,Functional,False
QI000945,DLV001593,PO-00593,EMEA,INS005,2024-02-23,1,32,Pass,Critical,False
QI000946,DLV001595,PO-00595,EMEA,INS018,2024-03-26,0,30,Pass,None,False
QI000947,DLV001597,PO-00597,EMEA,INS019,2024-02-14,5,39,Fail,None,True
QI000948,DLV001600,PO-00600,EMEA,INS020,2024-03-31,6,50,Fail,Cosmetic,True
QI000949,DLV001601,PO-00601,EMEA,INS002,2024-03-24,1,46,Pass,Cosmetic,False
QI000950,DLV001603,PO-00603,EMEA,INS016,2024-03-20,7,27,Fail,None,True
QI000951,DLV001604,PO-00604,EMEA,INS012,2024-02-08,2,42,Pass,None,False
QI000952,DLV001605,PO-00605,EMEA,INS018,2024-02-27,7,36,Fail,Cosmetic,True
QI000953,DLV001607,PO-00607,EMEA,INS015,2024-03-22,5,17,Fail,None,True
QI000954,DLV001608,PO-00608,EMEA,INS010,2024-04-04,3,42,Fail,None,False
QI000955,DLV001611,PO-00611,EMEA,INS005,2024-04-16,1,38,Pass,None,False
QI000956,DLV001612,PO-00612,EMEA,INS001,2024-04-08,0,35,Pass,None,False
QI000957,DLV001613,PO-00613,EMEA,INS003,2024-03-10,5,11,Fail,None,True
QI000958,DLV001615,PO-00615,EMEA,INS020,2024-02-06,0,33,Pass,None,False
QI000959,DLV001616,PO-00616,EMEA,INS013,2024-05-01,0,35,Pass,None,False
QI000960,DLV001617,PO-00617,EMEA,INS009,2024-03-29,1,27,Pass,Functional,False
QI000961,DLV001618,PO-00618,EMEA,INS003,2024-01-31,1,12,Pass,None,False
QI000962,DLV001619,PO-00619,EMEA,INS002,2024-04-06,1,20,Pass,None,False
QI000963,DLV001620,PO-00620,EMEA,INS001,2024-04-08,5,11,Fail,Cosmetic,True
QI000964,DLV001621,PO-00621,EMEA,INS018,2024-03-27,7,43,Fail,None,True
QI000965,DLV001622,PO-00622,EMEA,INS016,2024-03-12,7,15,Fail,None,True
QI000966,DLV001626,PO-00626,EMEA,INS012,2024-02-07,2,29,Pass,Functional,False
QI000967,DLV001628,PO-00628,EMEA,INS017,2024-04-01,7,11,Fail,None,True
QI000968,DLV001631,PO-00631,EMEA,INS015,2024-01-18,5,16,Fail,Cosmetic,True
QI000969,DLV001632,PO-00632,EMEA,INS016,2024-04-06,3,15,Fail,Functional,False
QI000970,DLV001634,PO-00634,EMEA,INS004,2024-02-10,4,17,Fail,None,False
QI000971,DLV001639,PO-00639,EMEA,INS012,2024-02-26,2,43,Pass,None,False
QI000972,DLV001642,PO-00642,EMEA,INS014,2024-04-16,3,33,Fail,None,False
QI000973,DLV001643,PO-00643,EMEA,INS002,2024-01-29,3,36,Fail,Cosmetic,False
QI000974,DLV001644,PO-00644,EMEA,INS012,2024-03-14,3,40,Fail,Cosmetic,False
QI000975,DLV001647,PO-00647,EMEA,INS019,2024-04-21,1,16,Pass,None,False
QI000976,DLV001649,PO-00649,EMEA,INS020,2024-01-30,6,38,Fail,Functional,True
QI000977,DLV001650,PO-00650,EMEA,INS012,2024-04-11,3,49,Fail,None,False
QI000978,DLV001651,PO-00651,EMEA,INS018,2024-04-20,2,25,Pass,Functional,False
QI000979,DLV001652,PO-00652,EMEA,INS013,2024-04-09,3,40,Fail,None,False
QI000980,DLV001653,PO-00653,EMEA,INS002,2024-03-29,3,40,Fail,None,False
QI000981,DLV001654,PO-00654,EMEA,INS018,2024-03-08,3,48,Fail,None,False
QI000982,DLV001655,PO-00655,EMEA,INS016,2024-03-10,2,36,Pass,Functional,False
QI000983,DLV001657,PO-00657,EMEA,INS018,2024-02-16,3,21,Fail,None,False
QI000984,DLV001658,PO-00658,EMEA,INS018,2024-01-28,5,28,Fail,None,True
QI000985,DLV001659,PO-00659,EMEA,INS015,2024-02-21,0,39,Pass,None,False
QI000986,DLV001660,PO-00660,EMEA,INS014,2024-04-17,7,38,Fail,None,True
QI000987,DLV001663,PO-00663,EMEA,INS003,2024-02-06,0,43,Pass,Cosmetic,False
QI000988,DLV001664,PO-00664,EMEA,INS011,2024-04-22,0,18,Pass,None,False
QI000989,DLV001665,PO-00665,EMEA,INS008,2024-02-14,4,33,Fail,None,False
QI000990,DLV001666,PO-00666,EMEA,INS020,2024-03-26,3,19,Fail,None,False
QI000991,DLV001667,PO-00667,EMEA,INS001,2024-02-27,0,46,Pass,None,False
QI000992,DLV001668,PO-00668,EMEA,INS006,2024-02-15,6,41,Fail,Cosmetic,True
QI000993,DLV001671,PO-00671,EMEA,INS009,2024-02-12,2,18,Pass,None,False
QI000994,DLV001672,PO-00672,EMEA,INS005,2024-03-18,1,24,Pass,Cosmetic,False
QI000995,DLV001674,PO-00674,EMEA,INS006,2024-01-29,3,39,Fail,None,False
QI000996,DLV001676,PO-00676,EMEA,INS017,2024-02-16,2,43,Pass,None,False
QI000997,DLV001677,PO-00677,EMEA,INS011,2024-03-03,1,35,Pass,None,False
QI000998,DLV001678,PO-00678,EMEA,INS009,2024-04-07,7,22,Fail,None,True
QI000999,DLV001680,PO-00680,EMEA,INS019,2024-03-31,7,47,Fail,None,True
QI001000,DLV001682,PO-00682,EMEA,INS011,2024-03-04,0,19,Pass,Critical,False
QI001001,DLV001683,PO-00683,EMEA,INS008,2024-03-13,5,12,Fail,None,True
QI001002,DLV001685,PO-00685,EMEA,INS002,2024-03-18,0,38,Pass,None,False
QI001003,DLV001686,PO-00686,EMEA,INS003,2024-02-27,5,44,Fail,None,True
QI001004,DLV001694,PO-00694,EMEA,INS008,2024-03-01,2,48,Pass,Cosmetic,False
QI001005,DLV001696,PO-00696,EMEA,INS016,2024-04-15,5,18,Fail,None,True
QI001006,DLV001697,PO-00697,EMEA,INS003,2024-01-25,3,33,Fail,Cosmetic,False
QI001007,DLV001699,PO-00699,EMEA,INS008,2024-03-14,4,41,Fail,None,False
QI001008,DLV001701,PO-00701,EMEA,INS008,2024-04-14,2,27,Pass,None,False
QI001009,DLV001703,PO-00703,EMEA,INS007,2024-02-05,3,49,Fail,None,False
QI001010,DLV001704,PO-00704,EMEA,INS001,2024-02-28,2,37,Pass,None,False
QI001011,DLV001705,PO-00705,EMEA,INS002,2024-03-22,6,17,Fail,None,True
QI001012,DLV001710,PO-00710,EMEA,INS002,2024-02-27,7,26,Fail,None,True
QI001013,DLV001711,PO-00711,EMEA,INS009,2024-03-08,4,40,Fail,None,False
QI001014,DLV001712,PO-00712,EMEA,INS001,2024-03-26,2,19,Pass,None,False
QI001015,DLV001713,PO-00713,EMEA,INS013,2024-03-30,7,25,Fail,Cosmetic,True
QI001016,DLV001714,PO-00714,EMEA,INS013,2024-01-31,7,37,Fail,None,True
QI001017,DLV001715,PO-00715,EMEA,INS008,2024-02-10,7,12,Fail,Cosmetic,True
QI001018,DLV001716,PO-00716,EMEA,INS002,2024-03-11,1,45,Pass,Cosmetic,False
QI001019,DLV001717,PO-00717,EMEA,INS005,2024-04-11,6,47,Fail,None,True
QI001020,DLV001721,PO-00721,EMEA,INS013,2024-03-01,2,34,Pass,Critical,False
QI001021,DLV001722,PO-00722,EMEA,INS015,2024-04-14,4,46,Fail,Functional,False
QI001022,DLV001723,PO-00723,EMEA,INS020,2024-03-23,3,47,Fail,None,False
QI001023,DLV001724,PO-00724,EMEA,INS015,2024-02-13,7,16,Fail,None,True
QI001024,DLV001725,PO-00725,EMEA,INS004,2024-03-22,4,24,Fail,Functional,False
QI001025,DLV001727,PO-00727,EMEA,INS006,2024-04-21,6,37,Fail,None,True
QI001026,DLV001728,PO-00728,EMEA,INS013,2024-03-26,6,42,Fail,None,True
QI001027,DLV001729,PO-00729,EMEA,INS005,2024-03-16,1,21,Pass,Cosmetic,False
QI001028,DLV001730,PO-00730,EMEA,INS007,2024-03-12,4,14,Fail,None,False
QI001029,DLV001732,PO-00732,EMEA,INS012,2024-03-14,1,23,Pass,None,False
QI001030,DLV001733,PO-00733,EMEA,INS001,2024-02-17,4,14,Fail,None,False
QI001031,DLV001734,PO-00734,EMEA,INS006,2024-02-05,0,42,Pass,None,False
QI001032,DLV001735,PO-00735,EMEA,INS016,2024-03-01,7,22,Fail,Critical,True
QI001033,DLV001736,PO-00736,EMEA,INS018,2024-01-16,6,30,Fail,None,True
QI001034,DLV001737,PO-00737,EMEA,INS013,2024-03-19,2,25,Pass,Cosmetic,False
QI001035,DLV001739,PO-00739,EMEA,INS003,2024-02-03,0,43,Pass,Cosmetic,False
QI001036,DLV001740,PO-00740,EMEA,INS016,2024-02-14,2,16,Pass,None,False
QI001037,DLV001741,PO-00741,EMEA,INS012,2024-03-14,4,18,Fail,None,False
QI001038,DLV001742,PO-00742,EMEA,INS019,2024-03-26,1,17,Pass,Functional,False
QI001039,DLV001744,PO-00744,EMEA,INS012,2024-04-12,5,29,Fail,Functional,True
QI001040,DLV001746,PO-00746,EMEA,INS010,2024-01-18,0,25,Pass,Cosmetic,False
QI001041,DLV001747,PO-00747,EMEA,INS016,2024-03-25,7,48,Fail,None,True
QI001042,DLV001748,PO-00748,EMEA,INS005,2024-01-11,3,13,Fail,None,False
QI001043,DLV001750,PO-00750,EMEA,INS007,2024-04-05,2,15,Pass,None,False
QI001044,DLV001752,PO-00752,EMEA,INS014,2024-03-01,0,19,Pass,None,False
QI001045,DLV001754,PO-00754,EMEA,INS020,2024-04-09,6,22,Fail,None,True
QI001046,DLV001756,PO-00756,EMEA,INS002,2024-04-06,2,49,Pass,Cosmetic,False
QI001047,DLV001759,PO-00759,EMEA,INS017,2024-01-31,3,50,Fail,None,False
QI001048,DLV001761,PO-00761,EMEA,INS006,2024-03-23,6,35,Fail,None,True
QI001049,DLV001763,PO-00763,EMEA,INS006,2024-04-13,5,31,Fail,None,True
QI001050,DLV001764,PO-00764,EMEA,INS006,2024-03-01,2,35,Pass,None,False
QI001051,DLV001765,PO-00765,EMEA,INS020,2024-04-17,7,46,Fail,None,True
QI001052,DLV001768,PO-00768,EMEA,INS014,2024-03-24,7,44,Fail,None,True
QI001053,DLV001769,PO-00769,EMEA,INS006,2024-03-25,7,22,Fail,Cosmetic,True
QI001054,DLV001771,PO-00771,EMEA,INS001,2024-02-03,6,21,Fail,None,True
QI001055,DLV001773,PO-00773,EMEA,INS015,2024-02-16,2,28,Pass,None,False
QI001056,DLV001774,PO-00774,EMEA,INS020,2024-02-06,2,49,Pass,Functional,False
QI001057,DLV001775,PO-00775,EMEA,INS008,2024-03-15,3,29,Fail,Critical,False
QI001058,DLV001777,PO-00777,EMEA,INS020,2024-02-15,4,10,Fail,None,False
QI001059,DLV001779,PO-00779,EMEA,INS016,2024-02-18,5,34,Fail,Functional,True
QI001060,DLV001780,PO-00780,EMEA,INS004,2024-03-01,6,28,Fail,None,True
QI001061,DLV001781,PO-00781,EMEA,INS019,2024-02-21,6,19,Fail,Cosmetic,True
QI001062,DLV001783,PO-00783,EMEA,INS019,2024-04-03,7,30,Fail,None,True
QI001063,DLV001784,PO-00784,EMEA,INS013,2024-04-23,6,21,Fail,None,True
QI001064,DLV001786,PO-00786,EMEA,INS004,2024-01-25,5,24,Fail,None,True
QI001065,DLV001789,PO-00789,EMEA,INS002,2024-03-06,3,40,Fail,Cosmetic,False
QI001066,DLV001791,PO-00791,EMEA,INS020,2024-03-15,1,12,Pass,None,False
QI001067,DLV001792,PO-00792,EMEA,INS012,2024-04-02,6,33,Fail,None,True
QI001068,DLV001794,PO-00794,EMEA,INS001,2024-03-13,3,30,Fail,Functional,False
QI001069,DLV001796,PO-00796,EMEA,INS007,2024-03-23,5,20,Fail,None,True
QI001070,DLV001797,PO-00797,EMEA,INS002,2024-01-25,1,28,Pass,None,False
QI001071,DLV001798,PO-00798,EMEA,INS012,2024-04-11,6,20,Fail,None,True
QI001072,DLV001799,PO-00799,EMEA,INS005,2024-02-05,1,14,Pass,Critical,False
QI001073,DLV001802,PO-00802,EMEA,INS006,2024-03-26,6,43,Fail,None,True
QI001074,DLV001804,PO-00804,EMEA,INS004,2024-01-09,3,24,Fail,None,False
QI001075,DLV001805,PO-00805,EMEA,INS015,2024-04-11,4,11,Fail,Cosmetic,False
QI001076,DLV001807,PO-00807,EMEA,INS008,2024-02-12,6,43,Fail,None,True
QI001077,DLV001808,PO-00808,EMEA,INS003,2024-02-12,4,50,Fail,None,False
QI001078,DLV001810,PO-00810,EMEA,INS020,2024-03-01,6,17,Fail,None,True
QI001079,DLV001811,PO-00811,EMEA,INS018,2024-04-03,4,22,Fail,None,False
QI001080,DLV001813,PO-00813,EMEA,INS002,2024-02-16,7,18,Fail,None,True
QI001081,DLV001816,PO-00816,EMEA,INS019,2024-02-04,0,13,Pass,None,False
QI001082,DLV001817,PO-00817,EMEA,INS006,2024-02-15,3,17,Fail,Functional,False
QI001083,DLV001819,PO-00819,EMEA,INS012,2024-03-10,6,39,Fail,None,True
QI001084,DLV001820,PO-00820,EMEA,INS013,2024-02-15,5,31,Fail,None,True
QI001085,DLV001821,PO-00821,EMEA,INS008,2024-04-27,7,13,Fail,None,True
QI001086,DLV001822,PO-00822,EMEA,INS020,2024-02-13,5,37,Fail,Critical,True
QI001087,DLV001823,PO-00823,EMEA,INS012,2024-04-09,5,15,Fail,None,True
QI001088,DLV001825,PO-00825,EMEA,INS001,2024-02-03,2,44,Pass,None,False
QI001089,DLV001826,PO-00826,EMEA,INS009,2024-03-30,0,17,Pass,None,False
QI001090,DLV001828,PO-00828,EMEA,INS015,2024-04-20,4,50,Fail,None,False
QI001091,DLV001829,PO-00829,EMEA,INS003,2024-02-18,7,28,Fail,None,True
QI001092,DLV001831,PO-00831,EMEA,INS006,2024-03-16,2,46,Pass,Functional,False
QI001093,DLV001832,PO-00832,EMEA,INS015,2024-01-23,5,17,Fail,Functional,True
QI001094,DLV001834,PO-00834,EMEA,INS003,2024-02-28,2,38,Pass,None,False
QI001095,DLV001835,PO-00835,EMEA,INS001,2024-02-12,3,45,Fail,Functional,False
QI001096,DLV001837,PO-00837,EMEA,INS001,2024-02-05,3,19,Fail,None,False
QI001097,DLV001839,PO-00839,EMEA,INS019,2024-03-17,2,45,Pass,None,False
QI001098,DLV001841,PO-00841,EMEA,INS015,2024-04-08,0,33,Pass,None,False
QI001099,DLV001842,PO-00842,EMEA,INS020,2024-03-12,4,34,Fail,Critical,False
QI001100,DLV001843,PO-00843,EMEA,INS004,2024-03-31,1,39,Pass,None,False
QI001101,DLV001844,PO-00844,EMEA,INS010,2024-02-16,6,39,Fail,Cosmetic,True
QI001102,DLV001845,PO-00845,EMEA,INS013,2024-03-14,6,40,Fail,None,True
QI001103,DLV001848,PO-00848,EMEA,INS020,2024-03-22,6,39,Fail,Functional,True
QI001104,DLV001850,PO-00850,EMEA,INS003,2024-01-13,7,30,Fail,None,True
QI001105,DLV001851,PO-00851,EMEA,INS007,2024-02-09,6,25,Fail,None,True
QI001106,DLV001852,PO-00852,EMEA,INS001,2024-04-13,7,35,Fail,None,True
QI001107,DLV001854,PO-00854,EMEA,INS013,2024-02-22,3,31,Fail,None,False
QI001108,DLV001855,PO-00855,EMEA,INS013,2024-03-05,5,30,Fail,Cosmetic,True
QI001109,DLV001856,PO-00856,EMEA,INS007,2024-03-28,3,13,Fail,None,False
QI001110,DLV001857,PO-00857,EMEA,INS014,2024-04-19,0,31,Pass,None,False
QI001111,DLV001858,PO-00858,EMEA,INS009,2024-03-20,6,33,Fail,None,True
QI001112,DLV001859,PO-00859,EMEA,INS012,2024-04-26,5,26,Fail,None,True
QI001113,DLV001860,PO-00860,EMEA,INS002,2024-02-11,6,17,Fail,None,True
QI001114,DLV001861,PO-00861,EMEA,INS015,2024-02-24,3,14,Fail,None,False
QI001115,DLV001862,PO-00862,EMEA,INS016,2024-04-13,3,17,Fail,Cosmetic,False
QI001116,DLV001863,PO-00863,EMEA,INS014,2024-01-24,4,12,Fail,None,False
QI001117,DLV001865,PO-00865,EMEA,INS008,2024-02-09,1,10,Pass,None,False
QI001118,DLV001866,PO-00866,EMEA,INS004,2024-04-15,4,48,Fail,None,False
QI001119,DLV001867,PO-00867,EMEA,INS015,2024-01-31,5,35,Fail,None,True
QI001120,DLV001870,PO-00870,EMEA,INS003,2024-03-12,4,14,Fail,None,False
QI001121,DLV001871,PO-00871,EMEA,INS019,2024-03-27,6,21,Fail,None,True
QI001122,DLV001873,PO-00873,EMEA,INS019,2024-03-09,7,45,Fail,Critical,True
QI001123,DLV001875,PO-00875,EMEA,INS001,2024-02-22,3,48,Fail,None,False
QI001124,DLV001878,PO-00878,EMEA,INS003,2024-04-09,3,24,Fail,Cosmetic,False
QI001125,DLV001879,PO-00879,EMEA,INS003,2024-02-25,2,13,Pass,None,False
QI001126,DLV001880,PO-00880,EMEA,INS004,2024-01-30,4,21,Fail,Cosmetic,False
QI001127,DLV001882,PO-00882,EMEA,INS001,2024-03-01,4,36,Fail,None,False
QI001128,DLV001883,PO-00883,EMEA,INS015,2024-02-02,6,23,Fail,None,True
QI001129,DLV001884,PO-00884,EMEA,INS015,2024-04-22,2,23,Pass,None,False
QI001130,DLV001886,PO-00886,EMEA,INS003,2024-01-21,6,14,Fail,Cosmetic,True
QI001131,DLV001887,PO-00887,EMEA,INS007,2024-03-09,5,29,Fail,Functional,True
QI001132,DLV001888,PO-00888,EMEA,INS007,2024-03-06,6,12,Fail,None,True
QI001133,DLV001889,PO-00889,EMEA,INS002,2024-01-29,7,39,Fail,Cosmetic,True
QI001134,DLV001890,PO-00890,EMEA,INS002,2024-03-11,6,50,Fail,None,True
QI001135,DLV001894,PO-00894,EMEA,INS017,2024-03-31,3,50,Fail,None,False
QI001136,DLV001895,PO-00895,EMEA,INS001,2024-03-08,4,28,Fail,Cosmetic,False
QI001137,DLV001896,PO-00896,EMEA,INS016,2024-03-08,3,15,Fail,Critical,False
QI001138,DLV001897,PO-00897,EMEA,INS006,2024-04-14,5,45,Fail,Cosmetic,True
QI001139,DLV001902,PO-00902,EMEA,INS017,2024-03-12,0,18,Pass,None,False
QI001140,DLV001903,PO-00903,EMEA,INS018,2024-01-17,0,14,Pass,Functional,False
QI001141,DLV001905,PO-00905,EMEA,INS015,2024-04-27,4,40,Fail,None,False
QI001142,DLV001907,PO-00907,EMEA,INS006,2024-01-26,1,13,Pass,None,False
QI001143,DLV001908,PO-00908,EMEA,INS002,2024-03-10,7,19,Fail,None,True
QI001144,DLV001909,PO-00909,EMEA,INS004,2024-02-16,5,19,Fail,None,True
QI001145,DLV001910,PO-00910,EMEA,INS019,2024-02-10,6,45,Fail,None,True
QI001146,DLV001911,PO-00911,EMEA,INS011,2024-02-16,3,46,Fail,None,False
QI001147,DLV001912,PO-00912,EMEA,INS013,2024-02-06,2,29,Pass,None,False
QI001148,DLV001913,PO-00913,EMEA,INS003,2024-03-09,5,47,Fail,None,True
QI001149,DLV001914,PO-00914,EMEA,INS003,2024-04-11,6,41,Fail,None,True
QI001150,DLV001915,PO-00915,EMEA,INS018,2024-03-30,6,33,Fail,None,True
QI001151,DLV001917,PO-00917,EMEA,INS002,2024-03-09,7,41,Fail,Functional,True
QI001152,DLV001919,PO-00919,EMEA,INS009,2024-03-17,1,32,Pass,None,False
QI001153,DLV001921,PO-00921,EMEA,INS016,2024-01-19,7,46,Fail,None,True
QI001154,DLV001923,PO-00923,EMEA,INS002,2024-02-28,3,15,Fail,Cosmetic,False
QI001155,DLV001924,PO-00924,EMEA,INS015,2024-02-14,5,48,Fail,None,True
QI001156,DLV001926,PO-00926,EMEA,INS015,2024-02-21,3,27,Fail,None,False
QI001157,DLV001927,PO-00927,EMEA,INS020,2024-02-22,6,33,Fail,None,True
QI001158,DLV001928,PO-00928,EMEA,INS004,2024-03-23,4,48,Fail,None,False
QI001159,DLV001932,PO-00932,EMEA,INS016,2024-01-23,4,33,Fail,None,False
QI001160,DLV001933,PO-00933,EMEA,INS012,2024-02-29,3,30,Fail,Functional,False
QI001161,DLV001934,PO-00934,EMEA,INS003,2024-04-09,6,36,Fail,None,True
QI001162,DLV001936,PO-00936,EMEA,INS001,2024-02-18,1,20,Pass,Cosmetic,False
QI001163,DLV001937,PO-00937,EMEA,INS004,2024-02-19,6,39,Fail,None,True
QI001164,DLV001939,PO-00939,EMEA,INS018,2024-02-13,5,42,Fail,None,True
QI001165,DLV001940,PO-00940,EMEA,INS007,2024-01-22,6,10,Fail,Cosmetic,True
QI001166,DLV001941,PO-00941,EMEA,INS004,2024-04-17,6,33,Fail,None,True
QI001167,DLV001942,PO-00942,EMEA,INS006,2024-03-12,4,16,Fail,Cosmetic,False
QI001168,DLV001943,PO-00943,EMEA,INS017,2024-03-16,2,32,Pass,None,False
QI001169,DLV001944,PO-00944,EMEA,INS010,2024-02-11,6,25,Fail,Cosmetic,True
QI001170,DLV001945,PO-00945,EMEA,INS014,2024-02-21,2,48,Pass,None,False
QI001171,DLV001946,PO-00946,EMEA,INS001,2024-02-06,2,23,Pass,None,False
QI001172,DLV001947,PO-00947,EMEA,INS005,2024-01-25,0,30,Pass,None,False
QI001173,DLV001948,PO-00948,EMEA,INS011,2024-02-13,6,34,Fail,Cosmetic,True
QI001174,DLV001950,PO-00950,EMEA,INS010,2024-01-25,6,30,Fail,None,True
QI001175,DLV001951,PO-00951,EMEA,INS019,2024-03-22,1,14,Pass,None,False
QI001176,DLV001954,PO-00954,EMEA,INS020,2024-02-09,1,22,Pass,None,False
QI001177,DLV001955,PO-00955,EMEA,INS008,2024-03-09,3,26,Fail,None,False
QI001178,DLV001958,PO-00958,EMEA,INS012,2024-02-23,2,14,Pass,Cosmetic,False
QI001179,DLV001959,PO-00959,EMEA,INS019,2024-02-13,6,40,Fail,Cosmetic,True
QI001180,DLV001960,PO-00960,EMEA,INS010,2024-01-31,2,46,Pass,None,False
QI001181,DLV001961,PO-00961,EMEA,INS002,2024-02-12,7,10,Fail,None,True
QI001182,DLV001962,PO-00962,EMEA,INS018,2024-04-01,4,16,Fail,Functional,False
QI001183,DLV001963,PO-00963,EMEA,INS001,2024-01-21,3,19,Fail,None,False
QI001184,DLV001966,PO-00966,EMEA,INS019,2024-02-24,5,30,Fail,Cosmetic,True
QI001185,DLV001967,PO-00967,EMEA,INS008,2024-01-18,2,46,Pass,None,False
QI001186,DLV001968,PO-00968,EMEA,INS006,2024-03-19,5,29,Fail,None,True
QI001187,DLV001969,PO-00969,EMEA,INS019,2024-03-12,0,16,Pass,None,False
QI001188,DLV001972,PO-00972,EMEA,INS010,2024-01-27,4,42,Fail,None,False
QI001189,DLV001973,PO-00973,EMEA,INS003,2024-02-13,6,28,Fail,None,True
QI001190,DLV001975,PO-00975,EMEA,INS010,2024-04-21,5,46,Fail,None,True
QI001191,DLV001976,PO-00976,EMEA,INS003,2024-03-24,6,21,Fail,Cosmetic,True
QI001192,DLV001978,PO-00978,EMEA,INS018,2024-02-11,2,26,Pass,Cosmetic,False
QI001193,DLV001979,PO-00979,EMEA,INS014,2024-03-01,6,48,Fail,None,True
QI001194,DLV001981,PO-00981,EMEA,INS008,2024-03-08,1,29,Pass,None,False
QI001195,DLV001982,PO-00982,EMEA,INS014,2024-02-14,7,23,Fail,None,True
QI001196,DLV001983,PO-00983,EMEA,INS017,2024-03-08,2,48,Pass,Cosmetic,False
QI001197,DLV001984,PO-00984,EMEA,INS003,2024-03-18,7,39,Fail,None,True
QI001198,DLV001988,PO-00988,EMEA,INS014,2024-04-07,7,12,Fail,None,True
QI001199,DLV001990,PO-00990,EMEA,INS007,2024-02-10,7,29,Fail,None,True
QI001200,DLV001991,PO-00991,EMEA,INS009,2024-03-25,6,44,Fail,None,True
QI001201,DLV001992,PO-00992,EMEA,INS004,2024-02-20,5,11,Fail,None,True
QI001202,DLV001994,PO-00994,EMEA,INS018,2024-03-12,6,20,Fail,None,True
QI001203,DLV001997,PO-00997,EMEA,INS014,2024-04-12,1,46,Pass,None,False
QI001204,DLV001999,PO-00999,EMEA,INS009,2024-01-20,5,48,Fail,Functional,True
QI001205,DLV002000,PO-01000,EMEA,INS019,2024-04-17,2,17,Pass,None,False
QI001206,DLV002001,PO-00001,APAC,INS007,2024-01-25,0,32,Pass,Cosmetic,False
QI001207,DLV002003,PO-00003,APAC,INS009,2024-02-26,2,29,Pass,None,False
QI001208,DLV002005,PO-00005,APAC,INS015,2024-02-23,3,25,Fail,Critical,False
QI001209,DLV002007,PO-00007,APAC,INS009,2024-01-16,6,34,Fail,Cosmetic,True
QI001210,DLV002008,PO-00008,APAC,INS018,2024-03-10,3,38,Fail,None,False
QI001211,DLV002009,PO-00009,APAC,INS007,2024-03-27,0,19,Pass,Cosmetic,False
QI001212,DLV002010,PO-00010,APAC,INS012,2024-02-17,2,16,Pass,None,False
QI001213,DLV002011,PO-00011,APAC,INS017,2024-03-02,6,50,Fail,None,True
QI001214,DLV002012,PO-00012,APAC,INS014,2024-04-11,1,37,Pass,Functional,False
QI001215,DLV002013,PO-00013,APAC,INS004,2024-03-22,3,14,Fail,None,False
QI001216,DLV002014,PO-00014,APAC,INS001,2024-03-25,3,48,Fail,Cosmetic,False
