delivery_id,po_id,warehouse_id,supplier_id,received_date,ship_date,quantity_received,delivery_type,return_basis,receipt_status,carrier,receiving_dock,inspector_id,condition_on_arrival,delivery_notes
DLV002787,PO-00652,EMEA,SUP006,2024-01-26,2024-01-26,357,Primary,,accepted,GlobalShip,DOCK-D,INS017,Good,Partial shipment 2 of 2
DLV002788,PO-00653,EMEA,SUP010,2024-03-14,2024-03-14,160,Primary,,accepted,FreightCo,DOCK-D,INS019,Good,
DLV002789,PO-00654,EMEA,SUP057,2024-03-13,2024-03-09,95,Primary,,accepted,PrimeLogistics,DOCK-B,INS013,Good,
DLV002790,PO-00655,EMEA,SUP059,2024-03-03,2024-02-27,652,Primary,,accepted,PrimeLogistics,DOCK-B,INS001,Good,
DLV002791,PO-00656,EMEA,SUP018,2024-04-14,2024-04-14,48,Primary,,accepted,GlobalShip,DOCK-C,INS019,Good,Partial shipment 1 of 2
DLV002792,PO-00656,EMEA,SUP018,2024-04-21,2024-04-21,36,Primary,,accepted,GlobalShip,DOCK-A,INS011,Good,Partial shipment 2 of 2
DLV002793,PO-00657,EMEA,SUP014,2024-03-14,2024-03-14,270,Primary,,accepted,DirectHaul,DOCK-A,INS020,Good,
DLV002794,PO-00658,EMEA,SUP001,2024-03-03,2024-02-27,1017,Primary,,accepted,DirectHaul,DOCK-C,INS015,Partial,Correct paperwork
DLV002795,PO-00659,EMEA,SUP014,2024-03-28,2024-03-28,56,Primary,,accepted,DirectHaul,DOCK-A,INS020,Good,Partial shipment 1 of 2
DLV002796,PO-00659,EMEA,SUP014,2024-04-04,2024-04-04,42,Primary,,accepted,DirectHaul,DOCK-D,INS006,Good,Partial shipment 2 of 2
DLV002797,PO-00660,EMEA,SUP007,2024-02-05,2024-02-02,407,Primary,,accepted,FreightCo,DOCK-B,INS007,Good,
DLV002798,PO-00661,EMEA,SUP056,2024-03-26,2024-03-22,1018,Primary,,accepted,FastFreight,DOCK-A,INS006,Good,
DLV002799,PO-00662,EMEA,SUP006,2024-03-08,2024-03-03,420,Primary,,accepted,FreightCo,DOCK-B,INS013,Good,
DLV002800,PO-00663,EMEA,SUP001,2024-02-21,2024-02-21,796,Primary,,accepted,,DOCK-D,INS011,Good,
DLV002801,PO-00664,EMEA,SUP045,2024-03-10,2024-03-10,244,Primary,,accepted,DirectHaul,DOCK-B,INS013,Damaged,
DLV002802,PO-00665,EMEA,SUP049,2024-04-02,2024-03-30,248,Primary,,accepted,FreightCo,DOCK-C,INS018,Good,
DLV002803,PO-00666,EMEA,SUP059,2024-02-09,2024-02-09,292,Primary,,accepted,FreightCo,DOCK-B,INS011,Good,
DLV002804,PO-00667,EMEA,SUP020,2024-04-09,2024-04-09,396,Primary,,accepted,GlobalShip,DOCK-D,INS011,Good,
DLV002805,PO-00668,EMEA,SUP055,2024-03-15,2024-03-15,214,Primary,,accepted,FreightCo,DOCK-A,INS009,Good,
DLV002806,PO-00669,EMEA,SUP022,2024-03-30,2024-03-26,66,Primary,,accepted,FastFreight,DOCK-D,INS001,Good,
DLV002807,PO-00670,EMEA,SUP030,2024-01-21,2024-01-21,554,Primary,,accepted,DirectHaul,DOCK-A,INS018,Good,Partial shipment 1 of 2
DLV002808,PO-00670,EMEA,SUP030,2024-01-28,2024-01-28,416,Primary,,accepted,DirectHaul,DOCK-D,INS016,Good,Partial shipment 2 of 2
DLV002809,PO-00671,EMEA,SUP018,2024-03-06,2024-02-28,930,Primary,,accepted,FreightCo,DOCK-D,INS008,Good,
DLV002810,PO-00672,EMEA,SUP044,2024-02-15,2024-02-12,1393,Primary,,accepted,FastFreight,DOCK-B,INS015,Good,
DLV002811,PO-00673,EMEA,SUP050,2024-04-20,2024-03-29,394,Primary,,accepted,FastFreight,DOCK-D,INS017,Good,
DLV002812,PO-00674,EMEA,SUP005,2024-02-14,2024-02-14,719,Primary,,accepted,DirectHaul,DOCK-D,INS001,Good,
DLV002813,PO-00675,EMEA,SUP041,2024-04-26,2024-04-11,292,Primary,,accepted,OceanLink,DOCK-C,INS017,Good,
DLV002814,PO-00676,EMEA,SUP041,2024-03-10,2024-03-10,1218,Primary,,accepted,PrimeLogistics,DOCK-D,INS002,Good,
DLV002815,PO-00677,EMEA,SUP013,2024-03-17,2024-03-17,430,Primary,,accepted,FreightCo,DOCK-B,INS011,Good,
DLV002816,PO-00678,EMEA,SUP014,2024-04-12,2024-04-12,819,Primary,,accepted,DirectHaul,DOCK-C,INS016,Good,
DLV002817,PO-00679,EMEA,SUP057,2024-03-29,2024-03-22,364,Primary,,accepted,PrimeLogistics,DOCK-D,INS005,Good,
DLV002818,PO-00680,EMEA,SUP040,2024-03-06,2024-03-06,850,Primary,,accepted,PrimeLogistics,DOCK-B,INS010,Good,
DLV002819,PO-00681,EMEA,SUP014,2024-03-10,2024-03-06,789,Primary,,accepted,,DOCK-D,INS005,Partial,
DLV002820,PO-00682,EMEA,SUP009,2024-02-11,2024-02-08,639,Primary,,accepted,GlobalShip,DOCK-D,INS017,Good,
DLV002821,PO-00683,EMEA,SUP029,2024-02-07,2024-02-07,562,Primary,,accepted,FastFreight,DOCK-C,INS012,Partial,
DLV002822,PO-00684,EMEA,SUP005,2024-02-12,2024-02-12,120,Primary,,accepted,FastFreight,DOCK-A,INS013,Good,
DLV002823,PO-00685,EMEA,SUP050,2024-02-25,2024-02-25,474,Primary,,provisional_receipt,DirectHaul,DOCK-D,INS012,Good,
DLV002824,PO-00686,EMEA,SUP036,2024-04-16,2024-04-16,253,Primary,,provisional_receipt,FastFreight,DOCK-C,INS013,Good,
DLV002825,PO-00687,EMEA,SUP014,2024-01-16,2024-01-16,351,Primary,,accepted,PrimeLogistics,DOCK-C,INS009,Good,
DLV002826,PO-00688,EMEA,SUP036,2024-03-19,2024-03-15,944,Primary,,accepted,DirectHaul,DOCK-A,INS018,Good,
DLV002827,PO-00689,EMEA,SUP020,2024-03-10,2024-03-04,892,Primary,,accepted,DirectHaul,DOCK-C,INS011,Good,
DLV002828,PO-00690,EMEA,SUP003,2024-02-08,2024-02-08,672,Primary,,provisional_receipt,OceanLink,DOCK-D,INS020,Good,
DLV002829,PO-00691,EMEA,SUP044,2024-04-01,2024-04-01,741,Primary,,accepted,DirectHaul,DOCK-B,INS010,Good,
DLV002830,PO-00692,EMEA,SUP055,2024-01-26,2024-01-26,546,Primary,,accepted,FreightCo,DOCK-C,INS005,Good,
DLV002831,PO-00693,EMEA,SUP014,2024-02-13,2024-02-13,768,Primary,,accepted,PrimeLogistics,DOCK-C,INS010,Good,
DLV002832,PO-00694,EMEA,SUP044,2024-01-31,2024-01-28,488,Primary,,accepted,PrimeLogistics,DOCK-A,INS017,Good,
DLV002833,PO-00695,EMEA,SUP026,2024-02-08,2024-02-08,264,Primary,,accepted,PrimeLogistics,DOCK-C,INS015,Good,
DLV002834,PO-00696,EMEA,SUP048,2024-03-07,2024-03-07,238,Primary,,provisional_receipt,PrimeLogistics,DOCK-B,INS002,Good,Partial pallet
DLV002835,PO-00697,EMEA,SUP008,2024-02-03,2024-01-30,520,Primary,,accepted,DirectHaul,DOCK-D,INS006,Good,
DLV002836,PO-00698,EMEA,SUP032,2024-03-05,2024-03-05,839,Primary,,accepted,OceanLink,DOCK-C,INS011,Good,Correct paperwork
DLV002837,PO-00699,EMEA,SUP043,2024-04-02,2024-04-02,513,Primary,,accepted,PrimeLogistics,DOCK-C,INS010,Good,
DLV002838,PO-00700,EMEA,SUP005,2024-04-08,2024-03-16,1279,Primary,,accepted,FreightCo,DOCK-B,INS007,Good,
DLV002839,PO-00701,EMEA,SUP001,2024-02-04,2024-01-30,785,Primary,,accepted,,DOCK-D,INS002,Good,
DLV002840,PO-00702,EMEA,SUP035,2024-01-27,2024-01-27,1499,Primary,,accepted,OceanLink,DOCK-A,INS015,Good,
DLV002841,PO-00703,EMEA,SUP028,2024-04-01,2024-04-01,538,Primary,,accepted,OceanLink,DOCK-C,INS007,Good,
DLV002842,PO-00704,EMEA,SUP001,2024-03-19,2024-03-14,67,Primary,,accepted,DirectHaul,DOCK-C,INS011,Good,
DLV002843,PO-00705,EMEA,SUP027,2024-03-25,2024-03-25,909,Primary,,accepted,OceanLink,DOCK-C,INS015,Damaged,
DLV002844,PO-00706,EMEA,SUP029,2024-02-02,2024-02-02,558,Primary,,accepted,FastFreight,DOCK-D,INS010,Good,
DLV002845,PO-00707,EMEA,SUP024,2024-03-05,2024-03-05,554,Primary,,provisional_receipt,FastFreight,DOCK-C,INS003,Good,
DLV002846,PO-00708,EMEA,SUP036,2024-04-14,2024-04-14,79,Primary,,accepted,FastFreight,DOCK-A,INS010,Good,
DLV002847,PO-00709,EMEA,SUP047,2024-03-12,2024-03-12,464,Primary,,accepted,OceanLink,DOCK-C,INS010,Good,Minor packaging damage
DLV002848,PO-00710,EMEA,SUP051,2024-02-26,2024-02-26,696,Primary,,accepted,PrimeLogistics,DOCK-D,INS008,Good,
DLV002849,PO-00711,EMEA,SUP037,2024-02-22,2024-02-22,136,Primary,,accepted,DirectHaul,DOCK-A,INS016,Good,Partial shipment 1 of 2
DLV002850,PO-00711,EMEA,SUP037,2024-02-29,2024-02-29,102,Primary,,accepted,DirectHaul,DOCK-C,INS020,Good,Partial shipment 2 of 2
DLV002851,PO-00712,EMEA,SUP035,2024-01-23,2024-01-23,358,Primary,,accepted,FreightCo,DOCK-A,INS010,Good,Partial pallet
DLV002852,PO-00713,EMEA,SUP012,2024-02-19,2024-02-16,462,Primary,,accepted,DirectHaul,DOCK-B,INS017,Good,
DLV002853,PO-00714,EMEA,SUP024,2024-01-22,2024-01-18,793,Primary,,accepted,DirectHaul,DOCK-B,INS004,Good,
DLV002854,PO-00715,EMEA,SUP056,2024-04-16,2024-04-16,1017,Primary,,accepted,GlobalShip,DOCK-A,INS003,Good,
DLV002855,PO-00716,EMEA,SUP001,2024-03-24,2024-03-24,565,Primary,,accepted,PrimeLogistics,DOCK-A,INS020,Good,Partial shipment 1 of 2
DLV002856,PO-00716,EMEA,SUP001,2024-03-31,2024-03-31,423,Primary,,accepted,PrimeLogistics,DOCK-C,INS018,Good,Partial shipment 2 of 2
DLV002857,PO-00717,EMEA,SUP048,2024-02-19,2024-02-19,231,Primary,,accepted,OceanLink,DOCK-C,INS016,Good,
DLV002858,PO-00718,EMEA,SUP005,2024-03-21,2024-03-14,631,Primary,,accepted,OceanLink,DOCK-C,INS008,Good,
DLV002859,PO-00719,EMEA,SUP034,2024-02-09,2024-02-09,272,Primary,,accepted,FreightCo,DOCK-A,INS010,Good,
DLV002860,PO-00720,EMEA,SUP040,2024-01-27,2024-01-27,144,Primary,,accepted,FreightCo,DOCK-A,INS008,Good,
DLV002861,PO-00721,EMEA,SUP059,2024-03-26,2024-03-14,986,Primary,,accepted,GlobalShip,DOCK-C,INS017,Good,
DLV002862,PO-00722,EMEA,SUP038,2024-02-10,2024-02-10,733,Primary,,accepted,FastFreight,DOCK-A,INS015,Good,
DLV002863,PO-00723,EMEA,SUP009,2024-02-15,2024-02-15,296,Primary,,accepted,,DOCK-C,INS001,Good,Minor packaging damage
DLV002864,PO-00724,EMEA,SUP053,2024-01-31,2024-01-31,171,Primary,,accepted,OceanLink,DOCK-C,INS007,Good,
DLV002865,PO-00725,EMEA,SUP001,2024-03-30,2024-03-30,257,Primary,,accepted,FastFreight,DOCK-A,INS004,Good,
DLV002866,PO-00726,EMEA,SUP015,2024-02-24,2024-02-24,456,Primary,,accepted,FreightCo,DOCK-D,INS019,Good,
DLV002867,PO-00727,EMEA,SUP015,2024-02-05,2024-02-05,653,Primary,,accepted,PrimeLogistics,DOCK-B,INS010,Good,
DLV002868,PO-00728,EMEA,SUP051,2024-03-18,2024-03-03,346,Primary,,accepted,OceanLink,DOCK-C,INS005,Good,
DLV002869,PO-00729,EMEA,SUP013,2024-01-15,2024-01-12,732,Primary,,provisional_receipt,FreightCo,DOCK-A,INS012,Good,
DLV002870,PO-00730,EMEA,SUP038,2024-03-14,2024-03-14,1012,Primary,,accepted,FreightCo,DOCK-B,INS003,Good,
DLV002871,PO-00731,EMEA,SUP057,2024-02-03,2024-02-03,157,Primary,,accepted,,DOCK-C,INS003,Good,
DLV002872,PO-00732,EMEA,SUP005,2024-03-29,2024-03-29,569,Primary,,accepted,OceanLink,DOCK-C,INS009,Good,Partial pallet
DLV002873,PO-00733,EMEA,SUP045,2024-01-10,2024-01-10,888,Primary,,accepted,FastFreight,DOCK-B,INS003,Good,
DLV002874,PO-00734,EMEA,SUP027,2024-02-19,2024-02-15,66,Primary,,accepted,PrimeLogistics,DOCK-A,INS020,Good,
DLV002875,PO-00735,EMEA,SUP059,2024-02-17,2024-02-17,296,Primary,,accepted,OceanLink,DOCK-A,INS004,Good,
DLV002876,PO-00736,EMEA,SUP016,2024-04-19,2024-04-19,746,Primary,,accepted,FastFreight,DOCK-C,INS005,Good,
DLV002877,PO-00737,EMEA,SUP050,2024-02-06,2024-02-06,469,Primary,,accepted,GlobalShip,DOCK-D,INS006,Good,
DLV002878,PO-00738,EMEA,SUP009,2024-04-06,2024-04-06,744,Primary,,accepted,OceanLink,DOCK-B,INS003,Good,
DLV002879,PO-00739,EMEA,SUP018,2024-03-19,2024-03-19,844,Primary,,accepted,DirectHaul,DOCK-D,INS013,Good,
DLV002880,PO-00740,EMEA,SUP053,2024-01-26,2024-01-26,378,Primary,,provisional_receipt,DirectHaul,DOCK-A,INS004,Good,
DLV002881,PO-00741,EMEA,SUP007,2024-02-08,2024-02-03,683,Primary,,accepted,GlobalShip,DOCK-D,INS007,Good,
DLV002882,PO-00742,EMEA,SUP040,2024-02-21,2024-02-14,893,Primary,,accepted,PrimeLogistics,DOCK-B,INS017,Good,Minor packaging damage
DLV002883,PO-00743,EMEA,SUP042,2024-04-29,2024-04-29,411,Primary,,accepted,DirectHaul,DOCK-C,INS010,Good,
DLV002884,PO-00744,EMEA,SUP011,2024-03-09,2024-03-09,523,Primary,,accepted,PrimeLogistics,DOCK-B,INS005,Good,Correct paperwork
DLV002885,PO-00745,EMEA,SUP048,2024-02-17,2024-02-14,583,Primary,,accepted,GlobalShip,DOCK-C,INS004,Good,
DLV002886,PO-00746,EMEA,SUP002,2024-02-20,2024-02-20,587,Primary,,accepted,PrimeLogistics,DOCK-C,INS009,Good,
DLV002887,PO-00747,EMEA,SUP043,2024-03-14,2024-02-19,633,Primary,,accepted,FreightCo,DOCK-C,INS013,Good,
DLV002888,PO-00748,EMEA,SUP021,2024-03-30,2024-03-30,195,Primary,,accepted,FreightCo,DOCK-D,INS009,Good,Correct paperwork
DLV002889,PO-00749,EMEA,SUP019,2024-03-04,2024-03-04,263,Primary,,accepted,FastFreight,DOCK-D,INS018,Good,
DLV002890,PO-00750,EMEA,SUP025,2024-02-27,2024-02-27,891,Primary,,accepted,PrimeLogistics,DOCK-B,INS009,Good,
DLV002891,PO-00751,EMEA,SUP011,2024-02-07,2024-02-07,821,Primary,,accepted,GlobalShip,DOCK-D,INS014,Good,
DLV002892,PO-00752,EMEA,SUP026,2024-02-06,2024-02-06,676,Primary,,provisional_receipt,OceanLink,DOCK-D,INS020,Good,
DLV002893,PO-00753,EMEA,SUP047,2024-03-14,2024-03-14,691,Primary,,accepted,FreightCo,DOCK-B,INS008,Good,
DLV002894,PO-00754,EMEA,SUP014,2024-04-12,2024-04-06,181,Primary,,provisional_receipt,PrimeLogistics,DOCK-B,INS007,Good,
DLV002895,PO-00755,EMEA,SUP034,2024-04-11,2024-04-05,403,Primary,,accepted,FastFreight,DOCK-C,INS013,Good,
DLV002896,PO-00756,EMEA,SUP014,2024-02-03,2024-02-03,413,Primary,,accepted,OceanLink,DOCK-B,INS005,Good,
DLV002897,PO-00757,EMEA,SUP024,2024-02-16,2024-02-11,567,Primary,,accepted,DirectHaul,DOCK-C,INS002,Good,
DLV002898,PO-00758,EMEA,SUP003,2024-02-05,2024-02-05,763,Primary,,accepted,PrimeLogistics,DOCK-D,INS013,Good,
DLV002899,PO-00759,EMEA,SUP008,2024-03-12,2024-03-09,411,Primary,,accepted,GlobalShip,DOCK-C,INS004,Good,
DLV002900,PO-00760,EMEA,SUP025,2024-02-16,2024-02-16,211,Primary,,accepted,FastFreight,DOCK-D,INS010,Good,Partial shipment 1 of 2
DLV002901,PO-00760,EMEA,SUP025,2024-02-23,2024-02-23,158,Primary,,accepted,FastFreight,DOCK-D,INS010,Good,Partial shipment 2 of 2
DLV002902,PO-00761,EMEA,SUP003,2024-02-19,2024-02-19,444,Primary,,accepted,PrimeLogistics,DOCK-B,INS003,Good,
DLV002903,PO-00762,EMEA,SUP020,2024-01-17,2024-01-10,925,Primary,,provisional_receipt,FreightCo,DOCK-A,INS013,Good,
DLV002904,PO-00763,EMEA,SUP008,2024-02-14,2024-02-14,890,Primary,,accepted,PrimeLogistics,DOCK-A,INS002,Good,
DLV002905,PO-00764,EMEA,SUP002,2024-03-30,2024-03-30,269,Primary,,accepted,GlobalShip,DOCK-C,INS009,Good,Correct paperwork
DLV002906,PO-00765,EMEA,SUP007,2024-03-18,2024-03-18,208,Primary,,accepted,GlobalShip,DOCK-B,INS014,Good,Partial shipment 1 of 2
DLV002907,PO-00765,EMEA,SUP007,2024-03-25,2024-03-25,156,Primary,,accepted,GlobalShip,DOCK-A,INS003,Good,Partial shipment 2 of 2
DLV002908,PO-00766,EMEA,SUP041,2024-03-01,2024-03-01,817,Primary,,accepted,FreightCo,DOCK-A,INS013,Good,
DLV002909,PO-00767,EMEA,SUP018,2024-04-17,2024-04-10,103,Primary,,accepted,PrimeLogistics,DOCK-D,INS011,Good,
DLV002910,PO-00768,EMEA,SUP054,2024-02-22,2024-02-22,713,Primary,,accepted,DirectHaul,DOCK-A,INS013,Good,
DLV002911,PO-00769,EMEA,SUP048,2024-02-05,2024-02-05,478,Primary,,accepted,FreightCo,DOCK-D,INS004,Good,
DLV002912,PO-00770,EMEA,SUP018,2024-03-22,2024-03-19,695,Primary,,accepted,FastFreight,DOCK-B,INS017,Good,
DLV002913,PO-00771,EMEA,SUP039,2024-04-17,2024-04-17,916,Primary,,accepted,OceanLink,DOCK-A,INS016,Good,
DLV002914,PO-00772,EMEA,SUP010,2024-02-24,2024-02-20,386,Primary,,accepted,PrimeLogistics,DOCK-C,INS018,Good,
DLV002915,PO-00773,EMEA,SUP034,2024-02-07,2024-02-07,228,Primary,,accepted,DirectHaul,DOCK-A,INS016,Good,
DLV002916,PO-00774,EMEA,SUP022,2024-03-10,2024-03-10,521,Primary,,accepted,GlobalShip,DOCK-D,INS016,Good,
DLV002917,PO-00775,EMEA,SUP044,2024-01-19,2024-01-13,238,Primary,,accepted,FastFreight,DOCK-D,INS013,Good,
DLV002918,PO-00776,EMEA,SUP039,2024-03-04,2024-03-04,150,Primary,,provisional_receipt,GlobalShip,DOCK-C,INS010,Good,
DLV002919,PO-00777,EMEA,SUP051,2024-01-03,2023-12-27,948,Primary,,accepted,DirectHaul,DOCK-A,INS014,Good,
DLV002920,PO-00778,EMEA,SUP019,2024-02-23,2024-02-23,288,Primary,,accepted,FreightCo,DOCK-C,INS018,Good,
DLV002921,PO-00779,EMEA,SUP009,2024-01-29,2024-01-24,755,Primary,,accepted,DirectHaul,DOCK-C,INS001,Good,
DLV002922,PO-00780,EMEA,SUP054,2024-04-20,2024-04-17,782,Primary,,provisional_receipt,FastFreight,DOCK-B,INS002,Good,
DLV002923,PO-00781,EMEA,SUP012,2024-04-01,2024-04-01,269,Primary,,accepted,GlobalShip,DOCK-C,INS005,Good,
DLV002924,PO-00782,EMEA,SUP014,2024-02-20,2024-02-20,962,Primary,,accepted,,DOCK-C,INS005,Good,
DLV002925,PO-00783,EMEA,SUP047,2024-02-27,2024-02-27,590,Primary,,accepted,PrimeLogistics,DOCK-A,INS006,Good,Correct paperwork
DLV002926,PO-00784,EMEA,SUP030,2024-02-12,2024-02-12,308,Primary,,accepted,OceanLink,DOCK-D,INS018,Good,
DLV002927,PO-00785,EMEA,SUP022,2024-04-08,2024-04-02,152,Primary,,accepted,FastFreight,DOCK-B,INS017,Good,
DLV002928,PO-00786,EMEA,SUP016,2024-04-01,2024-04-01,660,Primary,,accepted,OceanLink,DOCK-B,INS011,Good,
DLV002929,PO-00787,EMEA,SUP022,2024-03-29,2024-03-24,862,Primary,,accepted,DirectHaul,DOCK-A,INS006,Good,
DLV002930,PO-00788,EMEA,SUP051,2024-02-21,2024-02-18,124,Primary,,accepted,DirectHaul,DOCK-D,INS001,Good,
DLV002931,PO-00789,EMEA,SUP013,2024-04-06,2024-04-01,723,Primary,,accepted,PrimeLogistics,DOCK-A,INS002,Good,
DLV002932,PO-00790,EMEA,SUP033,2024-05-05,2024-05-02,699,Primary,,accepted,PrimeLogistics,DOCK-B,INS014,Good,
DLV002933,PO-00791,EMEA,SUP007,2024-03-09,2024-03-02,1254,Primary,,accepted,DirectHaul,DOCK-C,INS001,Good,
DLV002934,PO-00792,EMEA,SUP057,2024-01-25,2024-01-25,284,Primary,,accepted,FastFreight,DOCK-A,INS019,Good,
DLV002935,PO-00793,EMEA,SUP020,2024-01-31,2024-01-27,289,Primary,,provisional_receipt,DirectHaul,DOCK-C,INS002,Good,
DLV002936,PO-00794,EMEA,SUP001,2024-03-31,2024-03-28,532,Primary,,accepted,GlobalShip,DOCK-C,INS003,Good,
DLV002937,PO-00795,EMEA,SUP044,2024-01-25,2024-01-15,111,Primary,,accepted,OceanLink,DOCK-B,INS002,Good,
DLV002938,PO-00796,EMEA,SUP020,2024-02-19,2024-02-19,356,Primary,,accepted,FastFreight,DOCK-B,INS018,Good,
DLV002939,PO-00797,EMEA,SUP047,2024-04-03,2024-03-27,185,Primary,,accepted,DirectHaul,DOCK-D,INS015,Good,
DLV002940,PO-00798,EMEA,SUP029,2024-02-13,2024-02-13,845,Primary,,accepted,GlobalShip,DOCK-C,INS002,Good,
DLV002941,PO-00799,EMEA,SUP055,2024-04-03,2024-04-03,482,Primary,,accepted,,DOCK-C,INS001,Good,
DLV002942,PO-00800,EMEA,SUP060,2024-03-16,2024-03-16,309,Primary,,accepted,DirectHaul,DOCK-D,INS001,Good,Partial shipment 1 of 2
DLV002943,PO-00800,EMEA,SUP060,2024-03-23,2024-03-23,232,Primary,,accepted,DirectHaul,DOCK-D,INS013,Good,Partial shipment 2 of 2
DLV002944,PO-00801,EMEA,SUP015,2024-02-14,2024-02-14,551,Primary,,accepted,GlobalShip,DOCK-B,INS002,Good,
DLV002945,PO-00802,EMEA,SUP030,2024-02-19,2024-02-06,299,Primary,,accepted,PrimeLogistics,DOCK-A,INS007,Good,
DLV002946,PO-00803,EMEA,SUP058,2024-01-22,2024-01-16,558,Primary,,accepted,FastFreight,DOCK-C,INS018,Good,
DLV002947,PO-00804,EMEA,SUP012,2024-01-05,2024-01-05,728,Primary,,accepted,FreightCo,DOCK-A,INS019,Good,
DLV002948,PO-00805,EMEA,SUP040,2024-03-09,2024-03-09,199,Primary,,accepted,FastFreight,DOCK-C,INS005,Good,
DLV002949,PO-00806,EMEA,SUP056,2024-04-15,2024-04-10,642,Primary,,accepted,,DOCK-C,INS003,Good,
DLV002950,PO-00807,EMEA,SUP008,2024-02-25,2024-02-22,287,Primary,,accepted,PrimeLogistics,DOCK-D,INS002,Good,
DLV002951,PO-00808,EMEA,SUP003,2024-02-03,2024-02-03,374,Primary,,accepted,OceanLink,DOCK-D,INS007,Good,
DLV002952,PO-00809,EMEA,SUP035,2024-01-19,2024-01-12,461,Primary,,accepted,DirectHaul,DOCK-D,INS007,Good,
DLV002953,PO-00810,EMEA,SUP003,2024-02-13,2024-02-06,443,Primary,,accepted,DirectHaul,DOCK-D,INS012,Good,
DLV002954,PO-00811,EMEA,SUP053,2024-03-16,2024-03-16,764,Primary,,accepted,OceanLink,DOCK-B,INS014,Good,Correct paperwork
DLV002955,PO-00812,EMEA,SUP030,2024-03-25,2024-03-25,214,Primary,,accepted,OceanLink,DOCK-B,INS001,Good,
DLV002956,PO-00813,EMEA,SUP049,2024-03-22,2024-03-15,250,Primary,,accepted,PrimeLogistics,DOCK-D,INS006,Good,
DLV002957,PO-00814,EMEA,SUP009,2024-01-21,2024-01-21,582,Primary,,accepted,GlobalShip,DOCK-A,INS001,Good,
DLV002958,PO-00815,EMEA,SUP020,2024-02-17,2024-02-10,370,Primary,,accepted,FreightCo,DOCK-B,INS006,Good,
DLV002959,PO-00816,EMEA,SUP046,2024-02-25,2024-02-25,485,Primary,,accepted,GlobalShip,DOCK-D,INS014,Good,
DLV002960,PO-00817,EMEA,SUP055,2024-03-08,2024-03-04,861,Primary,,accepted,OceanLink,DOCK-B,INS010,Good,
DLV002961,PO-00818,EMEA,SUP046,2024-04-16,2024-04-16,208,Primary,,accepted,FastFreight,DOCK-B,INS012,Good,
DLV002962,PO-00819,EMEA,SUP020,2024-03-04,2024-02-26,552,Primary,,accepted,DirectHaul,DOCK-D,INS019,Good,
DLV002963,PO-00820,EMEA,SUP006,2024-01-31,2024-01-31,988,Primary,,accepted,GlobalShip,DOCK-C,INS005,Good,
DLV002964,PO-00821,EMEA,SUP060,2024-03-04,2024-03-04,737,Primary,,accepted,DirectHaul,DOCK-B,INS006,Good,
DLV002965,PO-00822,EMEA,SUP018,2024-02-20,2024-02-17,878,Primary,,accepted,DirectHaul,DOCK-B,INS009,Good,
DLV002966,PO-00823,EMEA,SUP030,2024-01-19,2024-01-16,772,Primary,,accepted,PrimeLogistics,DOCK-A,INS018,Good,
DLV002967,PO-00824,EMEA,SUP018,2024-02-16,2024-02-16,794,Primary,,accepted,PrimeLogistics,DOCK-C,INS006,Good,
DLV002968,PO-00825,EMEA,SUP025,2024-03-10,2024-03-10,328,Primary,,accepted,FastFreight,DOCK-C,INS003,Good,
DLV002969,PO-00826,EMEA,SUP021,2024-02-28,2024-02-28,866,Primary,,accepted,DirectHaul,DOCK-A,INS011,Good,
DLV002970,PO-00827,EMEA,SUP050,2024-02-06,2024-02-06,272,Primary,,accepted,PrimeLogistics,DOCK-D,INS006,Good,
DLV002971,PO-00828,EMEA,SUP053,2024-03-13,2024-03-13,697,Primary,,accepted,OceanLink,DOCK-C,INS003,Good,
DLV002972,PO-00829,EMEA,SUP012,2024-04-06,2024-04-06,729,Primary,,accepted,,DOCK-D,INS018,Good,
DLV002973,PO-00830,EMEA,SUP016,2024-01-05,2023-12-30,104,Primary,,provisional_receipt,FastFreight,DOCK-D,INS012,Good,
DLV002974,PO-00831,EMEA,SUP034,2024-04-01,2024-03-28,669,Primary,,accepted,DirectHaul,DOCK-D,INS002,Good,
DLV002975,PO-00832,EMEA,SUP005,2024-03-26,2024-03-26,1002,Primary,,accepted,FreightCo,DOCK-B,INS020,Good,
DLV002976,PO-00833,EMEA,SUP047,2024-03-07,2024-03-07,78,Primary,,provisional_receipt,DirectHaul,DOCK-A,INS002,Good,
DLV002977,PO-00834,EMEA,SUP017,2024-03-22,2024-03-16,515,Primary,,accepted,,DOCK-B,INS003,Good,
DLV002978,PO-00835,EMEA,SUP049,2024-04-01,2024-03-29,915,Primary,,provisional_receipt,FastFreight,DOCK-C,INS001,Good,
DLV002979,PO-00836,EMEA,SUP050,2024-03-10,2024-03-07,418,Primary,,accepted,,DOCK-C,INS002,Good,Partial pallet
DLV002980,PO-00837,EMEA,SUP030,2024-03-26,2024-03-26,1014,Primary,,accepted,GlobalShip,DOCK-A,INS013,Good,Partial pallet
DLV002981,PO-00838,EMEA,SUP059,2024-03-02,2024-03-02,836,Primary,,accepted,DirectHaul,DOCK-B,INS004,Good,
DLV002982,PO-00839,EMEA,SUP055,2024-02-07,2024-02-04,795,Primary,,accepted,GlobalShip,DOCK-C,INS019,Good,
