account_id,account_name,billing_entity_name,billing_country,billing_currency,billing_address,industry,segment,employee_count,parent_account_id,is_subsidiary,csm_id,ae_id,arr,mrr,contract_count,active_users,health_score,renewal_date,days_to_renewal,nps_score,support_tier,data_processing_region,is_reseller,reseller_margin_pct,created_date,status,is_test_account
ACC0371,Envoy Technologies,,US,USD,"5997 Main St, Suite 926",Healthcare,smb,76,,False,CSM17,AE09,6540.0,545.0,1,35,63,2025-12-15,168,36,standard,us-west-2,False,,2020-01-09,active,False
ACC0372,Blaze Corp,Cobalt Corp,US,USD,"7835 Main St, Suite 571",Healthcare,smb,79,,False,CSM13,AE04,12744.0,1062.0,1,9,56,2025-11-17,140,68,standard,ap-southeast-1,False,,2021-06-10,active,False
ACC0373,Meridian Systems,,US,USD,"1595 Main St, Suite 998",Manufacturing,smb,95,,False,CSM05,AE13,6336.0,528.0,1,41,98,2025-08-05,36,-21,standard,eu-west-1,False,,2023-02-07,active,False
ACC0374,Jasper Partners,,US,USD,"657 Main St, Suite 593",Media,smb,89,,False,CSM11,AE15,17712.0,1476.0,1,28,66,2025-11-04,127,-34,standard,eu-west-1,False,,2021-06-16,active,False
ACC0375,Zeal Technologies,,US,USD,"3929 Main St, Suite 348",Financial Services,smb,91,,False,CSM11,AE06,6024.0,502.0,1,15,59,2025-08-26,57,1,standard,us-east-1,False,,2021-06-05,active,False
ACC0376,Kestrel Systems,,US,USD,"8432 Main St, Suite 256",Retail,smb,61,,False,CSM12,AE07,10116.0,843.0,1,14,55,2025-09-14,76,-34,standard,ap-southeast-1,False,,2023-08-07,active,False
ACC0377,Zephyr Ltd,,US,USD,"273 Main St, Suite 782",Education,smb,54,,False,CSM07,AE07,17028.0,1419.0,1,11,38,2025-11-27,150,80,standard,us-east-1,False,,2023-12-12,active,False
ACC0378,Noble Ltd,Summit Technologies,US,USD,"7456 Main St, Suite 842",Financial Services,smb,90,,False,CSM10,AE13,11592.0,966.0,1,9,88,2025-12-25,178,-6,standard,eu-west-1,False,,2022-08-24,active,False
ACC0379,Iridium Services,,US,USD,"8147 Main St, Suite 789",Logistics,smb,38,,False,CSM02,AE07,10932.0,911.0,1,11,79,2025-11-22,145,35,standard,eu-west-1,False,,2020-06-18,active,False
ACC0380,Quartz Group,,US,USD,"7828 Main St, Suite 924",Manufacturing,smb,29,,False,CSM20,AE03,8016.0,668.0,1,6,96,2025-10-02,94,-19,standard,eu-west-1,False,,2022-10-16,active,False
ACC0381,Lancer Corp,,US,USD,"3471 Main St, Suite 857",Media,smb,39,,False,CSM13,AE01,6756.0,563.0,1,12,69,2025-10-02,94,-2,standard,eu-west-1,False,,2023-12-15,active,False
ACC0382,Unity Partners,,US,USD,"598 Main St, Suite 691",Financial Services,smb,35,,False,CSM02,AE15,16980.0,1415.0,1,10,76,2025-11-14,137,-14,standard,us-east-1,False,,2023-01-26,active,False
ACC0383,Umbra Systems,,US,USD,"4909 Main St, Suite 944",Manufacturing,smb,44,,False,CSM03,AE14,4500.0,375.0,1,11,73,2025-08-13,44,38,standard,us-west-2,False,,2021-07-17,active,False
ACC0384,Quartz Enterprises,,US,USD,"7107 Main St, Suite 852",Logistics,smb,33,,False,CSM01,AE12,14160.0,1180.0,1,4,93,2025-12-10,163,-35,standard,us-east-1,False,,2022-03-04,active,False
ACC0385,Mast Corp,,US,USD,"3362 Main St, Suite 120",Media,smb,6,,False,CSM11,AE07,6360.0,530.0,1,4,52,2025-09-19,81,29,standard,eu-west-1,True,0.34,2022-12-15,active,False
ACC0386,Apex Enterprises,,US,USD,"9929 Main St, Suite 331",Media,smb,20,,False,CSM04,AE13,12360.0,1030.0,1,3,51,2025-07-28,28,15,standard,us-west-2,False,,2022-02-25,active,False
ACC0387,Heath Corp,,US,USD,"8705 Main St, Suite 320",Financial Services,smb,98,,False,CSM20,AE12,6048.0,504.0,1,46,52,2025-07-03,3,8,standard,eu-west-1,False,,2020-05-27,active,False
ACC0388,Ulrich Inc,,US,USD,"8750 Main St, Suite 188",Retail,smb,62,,False,CSM03,AE07,10056.0,838.0,1,16,86,2025-07-04,4,13,standard,ap-southeast-1,False,,2020-05-09,active,False
ACC0389,Ursa Services,,US,USD,"3343 Main St, Suite 464",Education,smb,38,,False,CSM15,AE09,5580.0,465.0,1,13,81,2025-12-23,176,-18,standard,us-west-2,False,,2020-02-07,active,False
ACC0390,Delta Systems,,US,USD,"9868 Main St, Suite 514",Education,smb,65,,False,CSM14,AE01,5148.0,429.0,1,18,59,2025-12-09,162,-16,standard,eu-west-1,False,,2022-04-04,active,False
ACC0391,Insight Enterprises,,US,USD,"9969 Main St, Suite 641",Healthcare,smb,13,,False,CSM09,AE13,5076.0,423.0,1,4,66,2025-09-08,70,-17,standard,ap-southeast-1,False,,2021-08-02,active,False
ACC0392,Global Systems,,US,USD,"1368 Main St, Suite 924",Financial Services,smb,43,,False,CSM10,AE08,12960.0,1080.0,1,22,76,2025-12-11,164,65,standard,eu-west-1,False,,2020-11-25,active,False
ACC0393,Heath Inc,,US,USD,"7633 Main St, Suite 960",Healthcare,smb,44,,False,CSM07,AE15,15480.0,1290.0,1,23,42,2025-12-17,170,5,standard,ap-southeast-1,False,,2021-12-22,active,False
ACC0394,Heath Systems,,US,USD,"5464 Main St, Suite 875",Retail,smb,21,,False,CSM14,AE15,6468.0,539.0,1,9,100,2025-12-09,162,30,standard,us-west-2,False,,2023-08-16,active,False
ACC0395,Pinnacle Technologies,,US,USD,"5331 Main St, Suite 401",Financial Services,smb,35,,False,CSM01,AE06,17868.0,1489.0,1,12,32,2025-11-16,139,80,standard,eu-west-1,False,,2021-11-03,active,False
ACC0396,Lumina Systems,,US,USD,"6967 Main St, Suite 410",Financial Services,smb,95,,False,CSM08,AE09,7836.0,653.0,1,3,35,2025-12-08,161,71,standard,us-east-1,False,,2021-05-12,active,False
ACC0397,Xara Corp,,US,USD,"5379 Main St, Suite 231",Logistics,smb,52,,False,CSM13,AE04,9456.0,788.0,1,25,84,2025-12-25,178,12,standard,us-east-1,False,,2020-10-18,active,False
ACC0398,Paladin Enterprises,,US,USD,"7230 Main St, Suite 698",Healthcare,smb,29,,False,CSM17,AE04,8544.0,712.0,1,5,92,2025-09-05,67,1,standard,eu-west-1,False,,2022-04-07,active,False
ACC0399,Bastion Enterprises,,US,USD,"1360 Main St, Suite 698",Education,smb,72,,False,CSM05,AE08,4200.0,350.0,1,34,59,2025-09-02,64,51,standard,eu-west-1,False,,2022-11-09,active,False
ACC0400,Gale Group,,US,USD,"2943 Main St, Suite 836",Retail,smb,79,,False,CSM13,AE01,13068.0,1089.0,1,5,90,2025-10-17,109,-23,standard,ap-southeast-1,False,,2023-04-26,active,False
ACC0401,Iridium Systems,,US,USD,"4951 Main St, Suite 996",Education,smb,45,,False,CSM01,AE09,16560.0,1380.0,1,15,34,2025-09-22,84,38,standard,eu-west-1,False,,2023-03-12,active,False
ACC0402,Visor Ltd,,US,USD,"9031 Main St, Suite 804",Logistics,smb,74,,False,CSM04,AE05,13416.0,1118.0,1,10,33,2025-10-24,116,54,standard,eu-west-1,False,,2022-02-07,active,False
ACC0403,Quest Group,,US,USD,"3068 Main St, Suite 392",Healthcare,smb,43,,False,CSM14,AE02,4836.0,403.0,1,2,66,2025-08-16,47,42,standard,us-west-2,False,,2021-04-27,active,False
ACC0404,Vista Systems,,US,USD,"7582 Main St, Suite 303",Manufacturing,smb,74,,False,CSM17,AE14,6492.0,541.0,1,11,37,2025-09-21,83,53,standard,eu-west-1,False,,2020-02-16,active,False
ACC0405,Granite Services,,US,USD,"538 Main St, Suite 417",Logistics,smb,71,,False,CSM08,AE15,8364.0,697.0,1,19,84,2025-09-01,63,55,standard,us-east-1,False,,2022-04-14,at_risk,False
ACC0406,Quartz Services,,US,USD,"342 Main St, Suite 421",Technology,smb,17,,False,CSM09,AE13,3684.0,307.0,1,7,52,2025-08-23,54,11,standard,us-west-2,False,,2022-12-27,active,False
ACC0407,Epoch Inc,,US,USD,"3827 Main St, Suite 829",Financial Services,smb,53,,False,CSM17,AE01,14136.0,1178.0,1,21,50,2025-07-27,27,76,standard,us-west-2,False,,2023-06-06,active,False
ACC0408,Kraft Inc,,US,USD,"6197 Main St, Suite 576",Financial Services,smb,43,,False,CSM04,AE01,7488.0,624.0,1,15,60,2025-10-13,105,-17,standard,us-east-1,False,,2021-09-16,active,False
ACC0409,Razor Solutions,Helios Technologies,US,USD,"6488 Main St, Suite 156",Manufacturing,smb,65,,False,CSM19,AE12,4512.0,376.0,1,8,94,2025-11-21,144,42,standard,us-east-1,False,,2020-01-03,active,False
ACC0410,Epoch Corp,York Systems,US,USD,"9341 Main St, Suite 429",Technology,smb,14,,False,CSM18,AE04,5436.0,453.0,1,8,84,2025-10-28,120,66,standard,ap-southeast-1,False,,2021-07-17,active,False
ACC0411,Zenith Ltd,,US,USD,"4658 Main St, Suite 873",Healthcare,smb,64,,False,CSM06,AE14,5652.0,471.0,1,32,52,2025-12-19,172,-3,standard,us-east-1,False,,2022-07-09,active,False
ACC0412,Mast Partners,,US,USD,"405 Main St, Suite 251",Retail,smb,85,,False,CSM09,AE14,3936.0,328.0,1,35,41,2025-10-04,96,31,standard,us-west-2,False,,2020-08-15,active,False
ACC0413,Vertex Services,,US,USD,"4878 Main St, Suite 273",Retail,smb,13,,False,CSM03,AE10,5052.0,421.0,1,5,74,2025-09-04,66,13,standard,us-west-2,False,,2021-09-10,active,False
ACC0414,Relic Systems,,US,USD,"1405 Main St, Suite 958",Logistics,smb,47,,False,CSM17,AE11,7188.0,599.0,1,9,63,2025-12-26,179,61,standard,ap-southeast-1,False,,2022-01-08,active,False
ACC0415,Orbit Technologies,,US,USD,"7456 Main St, Suite 100",Technology,smb,44,,False,CSM20,AE10,11064.0,922.0,1,14,31,2025-09-09,71,32,standard,us-west-2,False,,2023-05-22,active,False
ACC0416,Delphi Technologies,,US,USD,"8896 Main St, Suite 358",Logistics,smb,59,,False,CSM02,AE05,12228.0,1019.0,1,12,73,2025-11-18,141,-19,standard,us-east-1,False,,2021-01-28,active,False
ACC0417,Prism Services,,US,USD,"6324 Main St, Suite 190",Healthcare,smb,87,,False,CSM04,AE14,13128.0,1094.0,1,42,83,2025-09-19,81,-11,standard,eu-west-1,False,,2021-07-10,active,False
ACC0418,Echo Corp,,US,USD,"3531 Main St, Suite 875",Education,smb,74,,False,CSM07,AE01,13128.0,1094.0,1,6,37,2025-07-05,5,78,standard,eu-west-1,False,,2020-07-25,active,False
ACC0419,Forge Systems,,US,USD,"7415 Main St, Suite 744",Retail,smb,73,,False,CSM20,AE04,13344.0,1112.0,1,22,34,2025-10-11,103,-5,standard,eu-west-1,False,,2023-06-20,active,False
ACC0420,Shore Corp,,US,USD,"2496 Main St, Suite 669",Media,smb,44,,False,CSM19,AE01,10644.0,887.0,1,11,42,2025-08-17,48,29,standard,eu-west-1,False,,2021-08-23,active,False
ACC0421,Lyric Solutions,,US,USD,"760 Main St, Suite 151",Retail,smb,44,,False,CSM12,AE09,10428.0,869.0,1,11,50,2025-09-26,88,45,standard,eu-west-1,True,0.34,2020-04-26,active,False
ACC0422,Umbra Partners,,US,USD,"9799 Main St, Suite 161",Media,smb,92,,False,CSM09,AE05,4272.0,356.0,1,16,68,2025-12-07,160,37,standard,us-east-1,False,,2022-06-18,active,False
ACC0423,Umbra Corp,,US,USD,"2458 Main St, Suite 478",Media,smb,88,,False,CSM04,AE15,12444.0,1037.0,1,20,40,2025-10-22,114,-32,standard,ap-southeast-1,False,,2022-05-21,active,False
ACC0424,Maven Solutions,,US,USD,"1332 Main St, Suite 816",Media,smb,53,,False,CSM16,AE01,5220.0,435.0,1,11,49,2025-09-02,64,35,standard,ap-southeast-1,False,,2021-02-20,active,False
ACC0425,Global Solutions,,US,USD,"3744 Main St, Suite 359",Logistics,smb,83,,False,CSM05,AE11,6876.0,573.0,1,39,86,2025-08-06,37,56,standard,us-east-1,False,,2020-12-13,active,False
ACC0426,Glyph Ltd,,US,USD,"9486 Main St, Suite 331",Manufacturing,smb,75,,False,CSM18,AE06,5508.0,459.0,1,26,79,2025-08-15,46,60,standard,ap-southeast-1,False,,2021-07-01,active,False
ACC0427,Shore Inc,,US,USD,"2942 Main St, Suite 778",Retail,smb,70,,False,CSM08,AE13,12456.0,1038.0,1,32,67,2025-08-15,46,5,standard,ap-southeast-1,False,,2021-08-16,active,False
ACC0428,Quartz Inc,,US,USD,"1135 Main St, Suite 901",Healthcare,smb,86,,False,CSM11,AE02,6084.0,507.0,1,6,47,2025-11-02,125,24,standard,eu-west-1,True,0.35,2021-10-01,active,False
ACC0429,Glyph Corp,Koda Group,US,USD,"8095 Main St, Suite 912",Retail,smb,21,,False,CSM17,AE12,15912.0,1326.0,1,2,74,2025-11-24,147,34,standard,eu-west-1,False,,2020-08-26,active,False
ACC0430,Lumina Inc,,US,USD,"3367 Main St, Suite 157",Healthcare,smb,35,,False,CSM02,AE11,14712.0,1226.0,1,17,100,2025-10-03,95,56,standard,ap-southeast-1,False,,2023-12-20,active,False
ACC0431,Lumen Ltd,,US,USD,"1448 Main St, Suite 712",Education,smb,99,,False,CSM18,AE12,16284.0,1357.0,1,9,64,2025-08-09,40,75,standard,ap-southeast-1,False,,2021-05-26,active,False
ACC0432,Vista Corp,,US,USD,"9352 Main St, Suite 957",Retail,smb,11,,False,CSM20,AE01,12420.0,1035.0,1,6,46,2025-08-21,52,-36,standard,ap-southeast-1,False,,2023-03-11,active,False
ACC0433,Ursa Corp,Cipher Services,US,USD,"3505 Main St, Suite 769",Healthcare,smb,36,,False,CSM19,AE13,9096.0,758.0,1,10,78,2025-08-18,49,10,standard,ap-southeast-1,False,,2023-03-03,active,False
ACC0434,Indigo Partners,,US,USD,"9817 Main St, Suite 573",Healthcare,smb,66,,False,CSM05,AE06,8760.0,730.0,1,3,79,2025-11-23,146,45,standard,eu-west-1,False,,2021-10-21,active,False
ACC0435,Koda Enterprises,,US,USD,"9715 Main St, Suite 832",Education,smb,87,,False,CSM17,AE15,11496.0,958.0,1,21,83,2025-12-28,181,59,standard,us-east-1,False,,2020-05-28,active,False
ACC0436,Blaze Technologies,,US,USD,"8918 Main St, Suite 472",Education,smb,21,,False,CSM13,AE11,13536.0,1128.0,1,9,82,2025-07-18,18,28,standard,eu-west-1,False,,2020-11-22,active,False
ACC0437,Ivory Enterprises,,US,USD,"7807 Main St, Suite 167",Media,smb,88,,False,CSM14,AE08,10920.0,910.0,1,33,64,2025-09-02,64,23,standard,eu-west-1,True,0.26,2022-10-24,active,False
ACC0438,Harbor Enterprises,,US,USD,"4589 Main St, Suite 429",Retail,smb,36,,False,CSM04,AE08,15024.0,1252.0,1,14,81,2025-10-20,112,-10,standard,us-west-2,False,,2021-04-12,active,False
ACC0439,Topaz Solutions,Pinnacle Inc,US,USD,"2798 Main St, Suite 438",Logistics,smb,42,,False,CSM07,AE10,11160.0,930.0,1,7,75,2025-11-10,133,28,standard,us-east-1,False,,2022-11-09,active,False
ACC0440,Crimson Services,,US,USD,"1091 Main St, Suite 121",Logistics,smb,71,,False,CSM06,AE07,10248.0,854.0,1,3,74,2025-11-03,126,59,standard,ap-southeast-1,False,,2023-11-07,active,False
ACC0441,Obsidian Corp,,US,USD,"6970 Main St, Suite 760",Logistics,smb,47,,False,CSM14,AE09,11964.0,997.0,1,9,56,2025-09-17,79,59,standard,us-west-2,False,,2022-12-08,active,False
ACC0442,Delta Group,,US,USD,"4452 Main St, Suite 258",Technology,smb,25,,False,CSM15,AE15,13896.0,1158.0,1,5,44,2025-10-09,101,-3,standard,us-east-1,True,0.36,2020-08-18,at_risk,False
ACC0443,Gale Solutions,,US,USD,"5340 Main St, Suite 124",Media,smb,38,,False,CSM16,AE05,6816.0,568.0,1,4,40,2025-09-08,70,61,standard,us-west-2,False,,2021-05-02,active,False
ACC0444,Pearl Enterprises,,US,USD,"2751 Main St, Suite 892",Manufacturing,smb,24,,False,CSM13,AE03,11220.0,935.0,1,9,71,2025-11-04,127,-5,standard,ap-southeast-1,False,,2023-07-01,at_risk,False
ACC0445,Meridian Solutions,,US,USD,"8836 Main St, Suite 798",Education,smb,58,,False,CSM18,AE04,5520.0,460.0,1,10,67,2025-10-08,100,16,standard,eu-west-1,False,,2020-07-15,active,False
ACC0446,Global Partners,,US,USD,"2572 Main St, Suite 141",Technology,smb,83,,False,CSM20,AE10,3732.0,311.0,1,12,90,2025-09-05,67,-3,standard,eu-west-1,False,,2021-04-16,active,False
ACC0447,Opal Technologies,,US,USD,"2359 Main St, Suite 722",Media,smb,26,,False,CSM12,AE12,7188.0,599.0,1,3,56,2025-10-12,104,58,standard,ap-southeast-1,False,,2022-01-07,active,False
ACC0448,Onyx Systems,,US,USD,"5117 Main St, Suite 511",Education,smb,20,,False,CSM01,AE08,4128.0,344.0,1,6,44,2025-10-11,103,37,standard,ap-southeast-1,False,,2020-07-19,active,False
ACC0449,Pinnacle Enterprises,,US,USD,"3548 Main St, Suite 658",Manufacturing,smb,45,,False,CSM16,AE05,11460.0,955.0,1,10,57,2025-12-01,154,-35,standard,eu-west-1,False,,2022-04-09,churned,False
ACC0450,Crest Systems,,US,USD,"232 Main St, Suite 698",Logistics,smb,21,,False,CSM11,AE03,11304.0,942.0,1,7,47,2025-11-22,145,60,standard,eu-west-1,False,,2023-09-07,active,False
ACC0451,Jasper Services,,US,USD,"6496 Main St, Suite 197",Retail,smb,69,,False,CSM14,AE11,8436.0,703.0,1,34,63,2025-09-11,73,69,standard,ap-southeast-1,True,0.28,2021-07-02,active,False
ACC0452,Vista Group,,US,USD,"5992 Main St, Suite 611",Manufacturing,smb,93,,False,CSM04,AE08,11832.0,986.0,1,4,40,2025-09-23,85,20,standard,eu-west-1,False,,2023-01-25,active,False
ACC0453,Astro Enterprises,Talon Technologies,US,USD,"5451 Main St, Suite 208",Media,smb,41,,False,CSM02,AE15,13032.0,1086.0,1,5,61,2025-09-22,84,59,standard,eu-west-1,False,,2023-02-25,at_risk,False
ACC0454,Quartz Partners,,US,USD,"1143 Main St, Suite 883",Education,smb,49,,False,CSM04,AE11,14304.0,1192.0,1,4,70,2025-11-04,127,71,standard,us-east-1,False,,2023-07-26,active,False
ACC0455,Crest Partners,,US,USD,"1813 Main St, Suite 355",Media,smb,9,,False,CSM05,AE13,6096.0,508.0,1,3,58,2025-08-01,32,14,standard,ap-southeast-1,False,,2021-04-04,active,False
ACC0456,Comet Solutions,,US,USD,"1588 Main St, Suite 589",Technology,smb,83,,False,CSM17,AE12,3672.0,306.0,1,11,48,2025-09-11,73,-37,standard,us-west-2,False,,2023-10-15,active,False
ACC0457,Heath Technologies,,US,USD,"2887 Main St, Suite 238",Logistics,smb,67,,False,CSM09,AE13,4140.0,345.0,1,12,97,2025-07-25,25,65,standard,us-west-2,False,,2022-03-23,active,False
ACC0458,Iridium Inc,,US,USD,"1314 Main St, Suite 570",Media,smb,7,,False,CSM13,AE10,10608.0,884.0,1,3,93,2025-09-26,88,-32,standard,us-east-1,False,,2021-08-04,active,False
ACC0459,Sapphire Corp,,US,USD,"5255 Main St, Suite 541",Technology,smb,21,,False,CSM05,AE13,15924.0,1327.0,1,5,32,2025-10-03,95,48,standard,eu-west-1,False,,2020-02-17,active,False
ACC0460,Titan Systems,Iridium Technologies,US,USD,"3885 Main St, Suite 225",Manufacturing,smb,9,,False,CSM12,AE12,4548.0,379.0,1,2,68,2025-08-28,59,62,standard,us-west-2,False,,2022-02-17,active,False
ACC0461,Glyph Systems,,US,USD,"6203 Main St, Suite 176",Manufacturing,smb,88,,False,CSM08,AE08,15624.0,1302.0,1,13,44,2025-07-04,4,75,standard,eu-west-1,False,,2023-03-28,active,False
ACC0462,Amber Corp,Ulrich Systems,US,USD,"1410 Main St, Suite 717",Financial Services,smb,49,,False,CSM07,AE15,9516.0,793.0,1,3,47,2025-10-25,117,-2,standard,eu-west-1,False,,2021-09-04,active,False
ACC0463,Wilder Enterprises,,US,USD,"2825 Main St, Suite 395",Education,smb,95,,False,CSM05,AE05,7116.0,593.0,1,46,76,2025-07-09,9,-17,standard,ap-southeast-1,False,,2022-01-04,active,False
ACC0464,Amber Technologies,,US,USD,"6916 Main St, Suite 684",Retail,smb,70,,False,CSM16,AE11,6228.0,519.0,1,13,82,2025-11-03,126,71,standard,ap-southeast-1,False,,2020-10-05,active,False
ACC0465,Vector Group,Wren Services,US,USD,"1607 Main St, Suite 719",Technology,smb,32,,False,CSM12,AE14,14148.0,1179.0,1,7,43,2025-12-08,161,29,standard,us-west-2,False,,2022-03-11,active,False
ACC0466,Ferrous Technologies,,US,USD,"4013 Main St, Suite 481",Manufacturing,smb,65,,False,CSM08,AE12,16428.0,1369.0,1,15,85,2025-12-10,163,11,standard,us-east-1,False,,2022-09-13,active,False
ACC0467,Iridium Corp,,US,USD,"3937 Main St, Suite 829",Manufacturing,smb,61,,False,CSM14,AE11,17856.0,1488.0,1,7,36,2025-12-13,166,48,standard,us-east-1,False,,2021-12-11,active,False
ACC0468,Summit Inc,,US,USD,"7717 Main St, Suite 139",Technology,smb,72,,False,CSM09,AE08,13956.0,1163.0,1,30,73,2025-07-24,24,-23,standard,ap-southeast-1,False,,2022-10-18,churned,False
ACC0469,Maple Systems,,US,USD,"9250 Main St, Suite 128",Financial Services,smb,9,,False,CSM17,AE08,10212.0,851.0,1,2,64,2025-08-16,47,50,standard,us-west-2,False,,2022-06-14,active,False
ACC0470,Dune Ltd,,US,USD,"562 Main St, Suite 231",Manufacturing,smb,90,,False,CSM11,AE10,9096.0,758.0,1,7,90,2025-10-15,107,18,standard,us-east-1,True,0.29,2020-04-05,active,False
ACC0471,Topaz Group,,US,USD,"943 Main St, Suite 853",Retail,smb,48,,False,CSM12,AE15,8076.0,673.0,1,17,31,2025-12-23,176,-19,standard,us-west-2,False,,2023-12-14,active,False
ACC0472,Xara Technologies,,US,USD,"1828 Main St, Suite 849",Financial Services,smb,18,,False,CSM05,AE07,4128.0,344.0,1,5,52,2025-08-27,58,3,standard,us-west-2,False,,2020-07-03,at_risk,False
ACC0473,Nexus Ltd,,US,USD,"4549 Main St, Suite 224",Media,smb,98,,False,CSM02,AE07,16740.0,1395.0,1,36,81,2025-12-14,167,14,standard,us-west-2,False,,2022-10-04,active,False
ACC0474,Echo Group,,US,USD,"6202 Main St, Suite 633",Education,smb,19,,False,CSM01,AE02,15672.0,1306.0,1,2,57,2025-08-01,32,47,standard,eu-west-1,False,,2023-06-02,active,False
ACC0475,Bastion Ltd,,US,USD,"4655 Main St, Suite 177",Logistics,smb,23,,False,CSM17,AE03,6624.0,552.0,1,8,85,2025-09-22,84,21,standard,us-east-1,False,,2022-06-02,active,False
ACC0476,Sapphire Services,,US,USD,"1221 Main St, Suite 815",Healthcare,smb,40,,False,CSM17,AE15,17544.0,1462.0,1,14,84,2025-12-26,179,-7,standard,us-west-2,False,,2023-07-21,active,False
ACC0477,Vector Corp,,US,USD,"4525 Main St, Suite 862",Technology,smb,93,,False,CSM07,AE01,17496.0,1458.0,1,34,90,2025-10-05,97,-22,standard,us-west-2,False,,2021-11-15,at_risk,False
ACC0478,Cobalt Solutions,,US,USD,"8818 Main St, Suite 539",Media,smb,89,,False,CSM13,AE15,15780.0,1315.0,1,12,46,2025-07-15,15,5,standard,eu-west-1,False,,2020-02-20,active,False
ACC0479,Heath Solutions,,US,USD,"777 Main St, Suite 324",Retail,smb,62,,False,CSM09,AE02,16056.0,1338.0,1,31,49,2025-12-24,177,21,standard,us-west-2,False,,2022-05-06,active,False
ACC0480,Lyric Partners,,US,USD,"1020 Main St, Suite 891",Healthcare,smb,87,,False,CSM10,AE07,10356.0,863.0,1,14,92,2025-10-10,102,37,standard,ap-southeast-1,False,,2021-04-12,active,False
ACC0481,Dune Inc,,US,USD,"7655 Main St, Suite 802",Healthcare,smb,52,,False,CSM18,AE08,10824.0,902.0,1,11,53,2025-11-18,141,10,standard,ap-southeast-1,False,,2022-09-26,active,True
ACC0482,Lancer Ltd,,US,USD,"1307 Main St, Suite 731",Retail,smb,58,,False,CSM18,AE05,10392.0,866.0,1,3,52,2025-12-15,168,77,standard,us-west-2,False,,2021-02-18,active,True
ACC0483,Falcon Partners,,US,USD,"4681 Main St, Suite 223",Education,smb,24,,False,CSM08,AE10,12852.0,1071.0,1,7,83,2025-12-08,161,34,standard,us-east-1,False,,2021-04-19,active,True
ACC0484,Forge Corp,,US,USD,"7613 Main St, Suite 516",Financial Services,mid_market,215,,False,CSM01,AE09,29172.0,2431.0,1,59,87,2025-08-12,43,66,professional,us-east-1,False,,2023-12-12,active,True
ACC0485,Astro Group,,US,USD,"6525 Main St, Suite 478",Technology,enterprise,26707,,False,CSM08,AE12,127596.0,10633.0,1,7034,60,2025-11-18,141,19,enterprise,ap-southeast-1,False,,2020-03-04,active,True
ACC0486,Quest Technologies,,US,USD,"6245 Main St, Suite 574",Media,smb,14,,False,CSM14,AE07,5856.0,488.0,1,7,48,2025-07-25,25,-31,standard,ap-southeast-1,False,,2021-04-06,active,True
ACC0487,Forge Services,,US,USD,"6472 Main St, Suite 449",Technology,enterprise,7350,,False,CSM11,AE14,247668.0,20639.0,1,1156,91,2025-12-12,165,63,enterprise,us-east-1,False,,2021-12-04,active,True
ACC0488,Ursa Inc,,US,USD,"5147 Main St, Suite 521",Technology,mid_market,664,,False,CSM14,AE06,89040.0,7420.0,1,254,38,2025-12-07,160,-5,professional,us-east-1,False,,2023-10-23,active,True
ACC0489,Indigo Enterprises,,US,USD,"7060 Main St, Suite 339",Technology,enterprise,13978,,False,CSM12,AE07,201036.0,16753.0,3,5979,55,2025-11-14,137,-10,enterprise,ap-southeast-1,False,,2022-12-21,at_risk,True
ACC0490,Nether Technologies,,US,USD,"5726 Main St, Suite 106",Technology,smb,87,,False,CSM19,AE12,14868.0,1239.0,1,13,60,2025-10-22,114,18,standard,us-east-1,False,,2023-05-02,active,True
ACC0491,Ferrous Services,,US,USD,"9097 Main St, Suite 328",Technology,smb,14,,False,CSM14,AE07,14496.0,1208.0,1,2,49,2025-11-21,144,79,standard,us-west-2,False,,2021-12-25,active,True
ACC0492,Prism Group,,US,USD,"2415 Main St, Suite 627",Media,enterprise,29435,,False,CSM19,AE02,422064.0,35172.0,3,4814,48,2025-07-01,1,30,enterprise,eu-west-1,False,,2020-04-24,active,True
ACC0493,Shore Enterprises,,US,USD,"7884 Main St, Suite 801",Financial Services,smb,8,,False,CSM05,AE12,6456.0,538.0,1,2,40,2025-07-20,20,-39,standard,us-west-2,False,,2023-12-08,active,True
ACC0494,Onyx Ltd,,US,USD,"1523 Main St, Suite 998",Financial Services,smb,76,,False,CSM07,AE05,12972.0,1081.0,1,3,30,2025-07-28,28,22,standard,us-east-1,False,,2020-05-09,active,True
ACC0495,Sapphire Solutions,,US,USD,"9269 Main St, Suite 767",Healthcare,enterprise,16037,,False,CSM18,AE03,477072.0,39756.0,2,1979,41,2025-10-13,105,71,enterprise,eu-west-1,False,,2022-10-02,active,True
ACC0496,Sapphire Ltd,,US,USD,"3625 Main St, Suite 316",Technology,mid_market,967,,False,CSM17,AE14,83964.0,6997.0,1,39,87,2025-07-21,21,-21,professional,us-east-1,False,,2020-01-16,active,True
ACC0497,Forge Group,,US,USD,"7206 Main St, Suite 617",Education,mid_market,625,,False,CSM11,AE10,29268.0,2439.0,1,194,83,2025-07-13,13,68,professional,us-west-2,False,,2023-08-07,active,True
ACC0498,Topaz Inc,,US,USD,"4490 Main St, Suite 472",Logistics,smb,66,,False,CSM01,AE15,16536.0,1378.0,1,13,88,2025-09-07,69,74,standard,eu-west-1,False,,2021-08-11,active,True
