log_id,customer_id,event_date,event_time,created_at,event_type,event_category,feature_area,device_type,browser,session_duration_seconds,ip_country,event_source
LOG-0113143,CUST-01396,2023-12-26,07:55:58,2023-12-28,login,user_action,Reporting,Desktop,Chrome,2742,Canada,web
LOG-0113144,CUST-01396,2023-08-08,06:11:41,2023-08-11,auto_data_backup,system_generated,Billing,Server,,0,India,api
LOG-0113145,CUST-01396,2022-12-30,06:38:41,2022-12-30,report_export,user_action,Collaboration,Desktop,Chrome,1891,United Kingdom,web
LOG-0113146,CUST-01396,2022-07-30,03:37:40,2022-08-01,api_call,user_action,Billing,Desktop,Edge,3355,India,web
LOG-0113147,CUST-01396,2022-06-10,03:21:56,2022-06-11,scheduled_report_sync,system_generated,Integrations,Server,,0,Germany,mobile_app
LOG-0113148,CUST-01396,2023-01-20,07:10:07,2023-01-21,file_upload,user_action,Collaboration,Desktop,Safari,411,Singapore,mobile_app
LOG-0113149,CUST-01396,2023-12-10,03:28:30,2023-12-11,integration_health_check,system_generated,Billing,Server,,0,Canada,mobile_app
LOG-0113150,CUST-01396,2023-01-18,20:16:57,2023-01-21,admin_action,user_action,API,Mobile,Firefox,2745,Australia,web
LOG-0113151,CUST-04974,2023-07-22,18:09:20,2023-07-22,dashboard_view,user_action,Billing,Desktop,Edge,164,Australia,mobile_app
LOG-0113152,CUST-04974,2022-06-16,12:57:02,2022-06-19,auto_data_backup,system_generated,Integrations,Server,,0,India,api
LOG-0113153,CUST-04974,2022-09-27,04:03:16,2022-09-30,report_export,user_action,Integrations,Tablet,Chrome,1709,Singapore,mobile_app
LOG-0113154,CUST-04974,2023-04-28,03:22:19,2023-05-01,file_upload,user_action,Admin Settings,Mobile,Edge,1666,United States,mobile_app
LOG-0113155,CUST-04974,2022-05-22,01:16:15,2022-05-25,api_call,user_action,Integrations,Mobile,Chrome,2106,United States,mobile_app
LOG-0113156,CUST-04974,2023-08-13,01:32:51,2023-08-13,dashboard_view,user_action,Admin Settings,Desktop,Edge,422,Germany,web
LOG-0113157,CUST-04974,2023-03-24,12:19:34,2023-03-26,api_call,user_action,Reporting,Mobile,Edge,232,United Kingdom,web
LOG-0113158,CUST-04974,2024-06-04,18:20:12,2024-06-05,dashboard_view,user_action,Data Import,Mobile,Safari,3359,United States,web
LOG-0113159,CUST-04974,2022-11-03,23:58:06,2022-11-03,file_upload,user_action,Integrations,Desktop,Edge,1909,United States,web
LOG-0113160,CUST-04974,2023-02-17,12:08:15,2023-02-20,webhook_delivery,system_generated,Platform,Server,,0,Germany,web
LOG-0113161,CUST-04974,2022-09-15,07:31:24,2022-09-18,file_upload,user_action,Integrations,Desktop,Safari,3310,Canada,mobile_app
LOG-0113162,CUST-04974,2023-08-06,12:31:13,2023-08-06,feature_use,user_action,Dashboard,Desktop,Chrome,1805,Singapore,web
LOG-0113163,CUST-04974,2023-08-06,08:29:16,2023-08-06,dashboard_view,user_action,Billing,Desktop,Safari,1373,Brazil,web
LOG-0113164,CUST-04974,2022-11-01,08:05:32,2022-11-04,auto_data_backup,system_generated,Integrations,Server,,0,Singapore,api
LOG-0113165,CUST-04974,2022-05-18,16:55:56,2022-05-20,dashboard_view,user_action,Reporting,Desktop,Edge,2147,India,mobile_app
LOG-0113166,CUST-04974,2022-07-27,02:17:40,2022-07-29,report_export,user_action,Collaboration,Mobile,Chrome,2896,United Kingdom,api
LOG-0113167,CUST-04974,2023-05-18,01:17:11,2023-05-21,auto_data_backup,system_generated,Billing,Server,,0,Singapore,web
LOG-0113168,CUST-04974,2022-08-25,18:05:57,2022-08-26,scheduled_report_sync,system_generated,Integrations,Server,,0,Australia,web
LOG-0113169,CUST-02215,2024-01-05,13:00:16,2024-01-07,dashboard_view,user_action,Dashboard,Desktop,Safari,2654,India,web
LOG-0113170,CUST-02215,2024-06-11,00:48:27,2024-06-13,login,user_action,Admin Settings,Desktop,Edge,2200,United Kingdom,mobile_app
LOG-0113171,CUST-02215,2024-02-02,09:45:18,2024-02-02,scheduled_report_sync,system_generated,Integrations,Server,,0,Singapore,mobile_app
LOG-0113172,CUST-02215,2024-02-13,07:56:38,2024-02-15,file_upload,user_action,Reporting,Desktop,Firefox,989,Canada,web
LOG-0113173,CUST-02215,2023-10-08,05:09:13,2023-10-10,report_export,user_action,Reporting,Mobile,Edge,1603,Australia,mobile_app
LOG-0113174,CUST-02215,2023-07-12,13:08:14,2023-07-12,dashboard_view,user_action,Admin Settings,Desktop,Edge,557,Germany,web
LOG-0113175,CUST-02215,2023-10-22,05:37:18,2023-10-22,report_export,user_action,Reporting,Desktop,Edge,1702,United States,web
LOG-0113176,CUST-02215,2023-07-15,06:27:43,2023-07-16,account_provisioning_sync,system_generated,Billing,Server,,0,Brazil,mobile_app
LOG-0113177,CUST-02215,2024-03-10,08:34:33,2024-03-13,integration_health_check,system_generated,Billing,Server,,0,Canada,mobile_app
LOG-0113178,CUST-02215,2023-07-17,14:42:04,2023-07-20,feature_use,user_action,Admin Settings,Desktop,Edge,3161,United Kingdom,web
LOG-0113179,CUST-02215,2024-01-18,13:32:39,2024-01-20,report_export,user_action,Admin Settings,Desktop,Edge,3575,India,api
LOG-0113180,CUST-02215,2023-10-14,15:32:13,2023-10-14,login,user_action,Integrations,Tablet,Safari,1560,India,api
LOG-0113181,CUST-02215,2024-03-25,14:50:57,2024-03-27,auto_data_backup,system_generated,Billing,Server,,0,United Kingdom,web
LOG-0113182,CUST-02215,2023-08-11,13:11:58,2023-08-12,api_call,user_action,Collaboration,Mobile,Firefox,2154,Germany,web
LOG-0113183,CUST-02215,2023-06-01,13:45:38,2023-06-02,feature_use,user_action,API,Desktop,Firefox,221,Canada,mobile_app
LOG-0113184,CUST-02215,2023-07-29,02:35:23,2023-08-01,account_provisioning_sync,system_generated,Billing,Server,,0,Singapore,mobile_app
LOG-0113185,CUST-02215,2024-04-20,00:40:33,2024-04-21,dashboard_view,user_action,API,Desktop,Safari,653,India,web
LOG-0113186,CUST-02215,2024-03-22,01:34:34,2024-03-24,account_provisioning_sync,system_generated,Integrations,Server,,0,United Kingdom,api
LOG-0113187,CUST-02215,2024-04-19,08:42:37,2024-04-20,file_upload,user_action,Billing,Mobile,Safari,2986,Brazil,mobile_app
LOG-0113188,CUST-04740,2023-06-13,17:15:55,2023-06-14,file_upload,user_action,Reporting,Desktop,Firefox,35,United States,mobile_app
LOG-0113189,CUST-04740,2024-03-16,09:18:26,2024-03-18,feature_use,user_action,Admin Settings,Desktop,Safari,887,Brazil,web
LOG-0113190,CUST-04740,2024-03-13,06:42:18,2024-03-14,webhook_delivery,system_generated,Platform,Server,,0,India,mobile_app
LOG-0113191,CUST-04740,2024-01-11,13:04:04,2024-01-13,scheduled_report_sync,system_generated,Integrations,Server,,0,India,mobile_app
LOG-0113192,CUST-04740,2024-03-31,17:34:21,2024-04-02,login,user_action,Data Import,Mobile,Edge,695,Brazil,web
LOG-0113193,CUST-04740,2023-06-23,20:59:57,2023-06-25,report_export,user_action,Data Import,Desktop,Firefox,896,Canada,web
LOG-0113194,CUST-04740,2023-10-20,22:49:46,2023-10-21,login,user_action,API,Desktop,Firefox,3226,Canada,web
LOG-0113195,CUST-04740,2023-06-11,22:42:00,2023-06-14,dashboard_view,user_action,Data Import,Mobile,Chrome,535,Germany,web
LOG-0113196,CUST-04740,2024-01-05,03:38:36,2024-01-06,account_provisioning_sync,system_generated,Billing,Server,,0,Australia,api
LOG-0113197,CUST-04740,2024-01-09,15:11:59,2024-01-11,integration_health_check,system_generated,Integrations,Server,,0,Singapore,mobile_app
LOG-0113198,CUST-04740,2024-06-23,12:19:12,2024-06-23,account_provisioning_sync,system_generated,Integrations,Server,,0,United Kingdom,mobile_app
LOG-0113199,CUST-04740,2023-04-30,15:01:58,2023-05-01,auto_data_backup,system_generated,Billing,Server,,0,Canada,web
LOG-0113200,CUST-04740,2024-01-26,09:22:06,2024-01-29,login,user_action,Collaboration,Desktop,Edge,67,India,mobile_app
LOG-0113201,CUST-04740,2023-12-19,22:00:28,2023-12-22,integration_health_check,system_generated,Billing,Server,,0,Australia,web
LOG-0113202,CUST-04740,2023-11-27,05:00:13,2023-11-30,webhook_delivery,system_generated,Billing,Server,,0,Brazil,mobile_app
LOG-0113203,CUST-04740,2023-11-13,22:28:51,2023-11-15,file_upload,user_action,Admin Settings,Mobile,Chrome,677,Germany,web
LOG-0113204,CUST-04740,2023-08-13,08:14:46,2023-08-13,account_provisioning_sync,system_generated,Integrations,Server,,0,Germany,web
LOG-0113205,CUST-04740,2024-01-12,08:09:34,2024-01-14,report_export,user_action,Admin Settings,Mobile,Chrome,2576,Singapore,api
LOG-0113206,CUST-04740,2023-10-20,23:24:48,2023-10-21,login,user_action,Reporting,Desktop,Edge,1582,Australia,web
LOG-0113207,CUST-04740,2024-06-13,04:13:07,2024-06-15,api_call,user_action,Collaboration,Desktop,Edge,2666,India,web
LOG-0113208,CUST-04740,2023-11-15,19:28:48,2023-11-17,admin_action,user_action,Integrations,Desktop,Firefox,3094,Brazil,web
LOG-0113209,CUST-04740,2024-06-14,06:21:13,2024-06-14,file_upload,user_action,Admin Settings,Mobile,Chrome,1050,Canada,mobile_app
LOG-0113210,CUST-04740,2024-04-06,03:54:26,2024-04-08,feature_use,user_action,Dashboard,Mobile,Safari,2392,United States,web
LOG-0113211,CUST-04740,2024-04-01,09:36:22,2024-04-04,webhook_delivery,system_generated,Billing,Server,,0,Australia,mobile_app
LOG-0113212,CUST-04359,2023-08-14,11:38:47,2023-08-16,api_call,user_action,Collaboration,Mobile,Chrome,1968,Singapore,mobile_app
LOG-0113213,CUST-04359,2022-09-27,06:59:30,2022-09-28,admin_action,user_action,Integrations,Desktop,Edge,2356,United Kingdom,web
LOG-0113214,CUST-04359,2022-08-05,04:53:27,2022-08-05,scheduled_report_sync,system_generated,Billing,Server,,0,Canada,mobile_app
LOG-0113215,CUST-04359,2023-05-21,00:30:51,2023-05-22,feature_use,user_action,Billing,Desktop,Safari,681,Brazil,mobile_app
LOG-0113216,CUST-04359,2023-10-18,12:51:08,2023-10-19,feature_use,user_action,API,Desktop,Edge,2127,Brazil,api
LOG-0113217,CUST-04359,2022-12-12,16:56:29,2022-12-14,api_call,user_action,Reporting,Desktop,Safari,430,Brazil,web
LOG-0113218,CUST-04359,2022-07-26,05:46:56,2022-07-26,admin_action,user_action,Admin Settings,Desktop,Edge,1977,Singapore,web
LOG-0113219,CUST-04359,2023-12-19,09:50:00,2023-12-19,file_upload,user_action,Reporting,Desktop,Firefox,601,Australia,web
LOG-0113220,CUST-04359,2023-06-19,15:03:11,2023-06-19,webhook_delivery,system_generated,Integrations,Server,,0,Canada,web
LOG-0113221,CUST-04359,2024-05-08,14:41:21,2024-05-11,file_upload,user_action,Dashboard,Desktop,Chrome,2161,United Kingdom,api
LOG-0113222,CUST-04359,2024-04-01,02:14:03,2024-04-02,api_call,user_action,Billing,Mobile,Safari,2481,Brazil,web
LOG-0113223,CUST-04359,2022-08-17,19:32:07,2022-08-20,login,user_action,Reporting,Mobile,Chrome,1156,United States,api
LOG-0113224,CUST-04359,2023-11-01,05:02:06,2023-11-01,file_upload,user_action,Admin Settings,Tablet,Edge,3279,Canada,api
LOG-0113225,CUST-04359,2023-06-26,02:22:13,2023-06-28,webhook_delivery,system_generated,Billing,Server,,0,United Kingdom,web
LOG-0113226,CUST-04359,2023-05-28,18:57:23,2023-05-28,feature_use,user_action,Admin Settings,Desktop,Safari,3268,Brazil,mobile_app
LOG-0113227,CUST-04359,2022-07-29,16:45:31,2022-07-31,webhook_delivery,system_generated,Billing,Server,,0,Germany,mobile_app
LOG-0113228,CUST-04359,2023-12-26,06:49:59,2023-12-29,api_call,user_action,Billing,Desktop,Edge,197,Canada,api
LOG-0113229,CUST-01755,2024-03-24,07:06:29,2024-03-24,scheduled_report_sync,system_generated,Integrations,Server,,0,United Kingdom,web
LOG-0113230,CUST-01755,2024-04-22,16:39:35,2024-04-23,integration_health_check,system_generated,Billing,Server,,0,United Kingdom,web
LOG-0113231,CUST-01755,2023-07-24,06:36:30,2023-07-24,auto_data_backup,system_generated,Integrations,Server,,0,Canada,mobile_app
LOG-0113232,CUST-01755,2023-07-05,19:07:20,2023-07-08,login,user_action,Reporting,Desktop,Firefox,1357,United States,partner_integration
LOG-0113233,CUST-01755,2023-05-23,01:00:13,2023-05-25,webhook_delivery,system_generated,Platform,Server,,0,Singapore,web
LOG-0113234,CUST-01755,2023-07-10,14:34:51,2023-07-13,dashboard_view,user_action,Admin Settings,Desktop,Safari,1830,Australia,web
LOG-0113235,CUST-01755,2024-02-06,17:47:02,2024-02-06,admin_action,user_action,Data Import,Desktop,Safari,703,Canada,web
LOG-0113236,CUST-01755,2024-05-09,08:09:03,2024-05-09,integration_health_check,system_generated,Integrations,Server,,0,Germany,web
LOG-0113237,CUST-01755,2022-11-12,01:40:51,2022-11-13,integration_health_check,system_generated,Integrations,Server,,0,Brazil,web
LOG-0113238,CUST-01755,2022-12-14,22:21:43,2022-12-17,dashboard_view,user_action,Reporting,Tablet,Safari,2849,Canada,web
LOG-0113239,CUST-01755,2024-05-10,18:01:06,2024-05-13,scheduled_report_sync,system_generated,Billing,Server,,0,India,web
LOG-0113240,CUST-01755,2023-04-14,05:28:51,2023-04-17,file_upload,user_action,Collaboration,Desktop,Firefox,2088,Brazil,mobile_app
LOG-0113241,CUST-01755,2022-10-27,13:48:58,2022-10-29,file_upload,user_action,Collaboration,Desktop,Chrome,711,United States,api
LOG-0113242,CUST-01755,2023-05-02,10:03:29,2023-05-04,login,user_action,Admin Settings,Mobile,Safari,747,Singapore,web
LOG-0113243,CUST-01755,2022-09-07,21:07:40,2022-09-08,scheduled_report_sync,system_generated,Billing,Server,,0,Singapore,partner_integration
LOG-0113244,CUST-01755,2023-12-03,20:35:22,2023-12-04,report_export,user_action,Admin Settings,Desktop,Safari,1871,Australia,mobile_app
LOG-0113245,CUST-01755,2023-10-30,14:20:06,2023-11-01,api_call,user_action,Data Import,Desktop,Safari,413,India,web
LOG-0113246,CUST-01755,2022-10-28,23:32:52,2022-10-28,login,user_action,Billing,Tablet,Safari,2807,Australia,mobile_app
LOG-0113247,CUST-01711,2023-08-18,21:40:53,2023-08-21,admin_action,user_action,API,Desktop,Safari,3441,Canada,web
LOG-0113248,CUST-01711,2023-10-09,10:32:12,2023-10-09,dashboard_view,user_action,Integrations,Desktop,Firefox,2679,United Kingdom,mobile_app
LOG-0113249,CUST-01711,2023-09-06,19:40:47,2023-09-09,integration_health_check,system_generated,Integrations,Server,,0,Australia,web
LOG-0113250,CUST-01711,2024-01-03,22:35:22,2024-01-06,integration_health_check,system_generated,Integrations,Server,,0,Canada,web
LOG-0113251,CUST-01711,2024-01-12,18:40:26,2024-01-15,login,user_action,Reporting,Mobile,Safari,1977,Singapore,mobile_app
LOG-0113252,CUST-01711,2023-07-17,15:07:42,2023-07-18,report_export,user_action,Admin Settings,Desktop,Chrome,1444,United Kingdom,web
LOG-0113253,CUST-01711,2023-10-17,20:57:24,2023-10-17,admin_action,user_action,API,Mobile,Chrome,2687,Brazil,web
LOG-0113254,CUST-01711,2023-05-26,00:57:22,2023-05-27,admin_action,user_action,Admin Settings,Desktop,Chrome,1558,Singapore,web
LOG-0113255,CUST-01711,2023-09-06,22:50:56,2023-09-07,account_provisioning_sync,system_generated,Platform,Server,,0,Singapore,mobile_app
LOG-0113256,CUST-01711,2023-05-06,10:39:33,2023-05-07,auto_data_backup,system_generated,Billing,Server,,0,United Kingdom,mobile_app
LOG-0113257,CUST-01711,2024-04-16,12:03:09,2024-04-17,login,user_action,Admin Settings,Desktop,Firefox,2456,Germany,mobile_app
LOG-0113258,CUST-01711,2023-11-15,22:21:47,2023-11-15,dashboard_view,user_action,Reporting,Desktop,Chrome,882,United States,mobile_app
LOG-0113259,CUST-01711,2023-08-11,01:42:44,2023-08-11,scheduled_report_sync,system_generated,Platform,Server,,0,Brazil,web
LOG-0113260,CUST-01711,2023-10-02,22:58:20,2023-10-04,auto_data_backup,system_generated,Integrations,Server,,0,United Kingdom,mobile_app
LOG-0113261,CUST-01711,2023-10-06,01:04:18,2023-10-08,admin_action,user_action,Dashboard,Desktop,Firefox,368,United States,web
LOG-0113262,CUST-01711,2024-03-26,04:29:37,2024-03-29,account_provisioning_sync,system_generated,Platform,Server,,0,Australia,mobile_app
LOG-0113263,CUST-01711,2023-04-18,01:52:57,2023-04-18,report_export,user_action,Reporting,Desktop,Edge,1593,United Kingdom,mobile_app
LOG-0113264,CUST-02804,2023-10-26,08:16:02,2023-10-28,feature_use,user_action,Billing,Mobile,Edge,2891,Canada,mobile_app
LOG-0113265,CUST-02804,2023-06-24,01:28:21,2023-06-25,scheduled_report_sync,system_generated,Integrations,Server,,0,Australia,api
LOG-0113266,CUST-02804,2024-04-23,00:23:28,2024-04-25,auto_data_backup,system_generated,Platform,Server,,0,Brazil,web
LOG-0113267,CUST-02804,2024-02-01,01:17:41,2024-02-04,admin_action,user_action,Admin Settings,Mobile,Firefox,1435,Singapore,partner_integration
LOG-0113268,CUST-02804,2024-02-29,01:56:07,2024-03-03,report_export,user_action,Data Import,Tablet,Safari,1417,Canada,mobile_app
LOG-0113269,CUST-02804,2024-01-23,10:12:04,2024-01-24,auto_data_backup,system_generated,Billing,Server,,0,Brazil,web
LOG-0113270,CUST-02804,2023-09-26,19:29:27,2023-09-26,dashboard_view,user_action,Reporting,Mobile,Safari,614,United States,mobile_app
LOG-0113271,CUST-02804,2023-12-13,11:40:40,2023-12-13,admin_action,user_action,Billing,Desktop,Safari,571,Singapore,web
LOG-0113272,CUST-02804,2023-09-17,01:32:16,2023-09-20,login,user_action,Billing,Tablet,Edge,2465,Australia,web
LOG-0113273,CUST-02804,2024-03-08,21:41:00,2024-03-11,file_upload,user_action,API,Desktop,Edge,2474,Australia,partner_integration
LOG-0113274,CUST-02804,2023-10-15,08:10:12,2023-10-15,dashboard_view,user_action,Integrations,Desktop,Edge,3145,India,web
LOG-0113275,CUST-02804,2024-01-04,08:02:37,2024-01-04,report_export,user_action,Billing,Mobile,Firefox,1785,Singapore,web
LOG-0113276,CUST-02804,2023-08-16,05:15:03,2023-08-19,api_call,user_action,Dashboard,Desktop,Edge,795,Brazil,api
LOG-0113277,CUST-02804,2024-01-14,07:40:36,2024-01-16,api_call,user_action,API,Desktop,Safari,817,Singapore,web
LOG-0113278,CUST-02804,2024-05-01,13:37:51,2024-05-04,account_provisioning_sync,system_generated,Platform,Server,,0,Germany,web
LOG-0113279,CUST-02804,2023-08-22,23:57:21,2023-08-24,report_export,user_action,Admin Settings,Desktop,Chrome,64,Brazil,web
LOG-0113280,CUST-02804,2024-05-24,11:16:28,2024-05-27,dashboard_view,user_action,Reporting,Desktop,Firefox,1101,Singapore,mobile_app
LOG-0113281,CUST-02804,2023-06-04,04:43:54,2023-06-07,dashboard_view,user_action,API,Mobile,Safari,1514,Germany,web
LOG-0113282,CUST-02804,2024-06-29,10:24:28,2024-07-02,dashboard_view,user_action,Integrations,Desktop,Safari,2788,Brazil,web
LOG-0113283,CUST-02804,2024-03-24,17:14:45,2024-03-27,integration_health_check,system_generated,Platform,Server,,0,Germany,web
LOG-0113284,CUST-02804,2023-11-06,18:53:02,2023-11-09,api_call,user_action,Reporting,Mobile,Firefox,167,United States,web
LOG-0113285,CUST-02804,2023-06-05,05:23:00,2023-06-08,file_upload,user_action,Dashboard,Mobile,Safari,1963,Brazil,mobile_app
LOG-0113286,CUST-02804,2024-06-01,18:14:56,2024-06-04,admin_action,user_action,Admin Settings,Desktop,Firefox,238,United States,web
LOG-0113287,CUST-00860,2024-01-05,22:14:38,2024-01-05,feature_use,user_action,Integrations,Mobile,Edge,2424,United States,mobile_app
LOG-0113288,CUST-00860,2024-03-21,20:29:09,2024-03-22,scheduled_report_sync,system_generated,Billing,Server,,0,United Kingdom,web
LOG-0113289,CUST-00860,2023-07-29,14:35:41,2023-08-01,api_call,user_action,Dashboard,Mobile,Safari,2528,Canada,mobile_app
LOG-0113290,CUST-00860,2023-04-15,01:29:44,2023-04-18,integration_health_check,system_generated,Integrations,Server,,0,Canada,web
LOG-0113291,CUST-00860,2022-11-11,01:30:09,2022-11-11,file_upload,user_action,Dashboard,Desktop,Chrome,1618,Brazil,web
LOG-0113292,CUST-00860,2023-02-27,06:11:38,2023-03-02,scheduled_report_sync,system_generated,Billing,Server,,0,Brazil,mobile_app
LOG-0113293,CUST-00860,2024-02-14,06:26:29,2024-02-15,account_provisioning_sync,system_generated,Billing,Server,,0,India,mobile_app
LOG-0113294,CUST-00860,2022-12-29,05:19:21,2023-01-01,api_call,user_action,Admin Settings,Desktop,Safari,3582,Germany,mobile_app
LOG-0113295,CUST-00860,2023-11-10,02:55:28,2023-11-13,admin_action,user_action,Collaboration,Mobile,Edge,1048,India,web
LOG-0113296,CUST-00860,2024-05-31,18:45:33,2024-06-03,report_export,user_action,Integrations,Tablet,Firefox,1701,United States,web
LOG-0113297,CUST-00860,2022-12-14,20:26:16,2022-12-14,api_call,user_action,Dashboard,Desktop,Edge,1451,United States,web
LOG-0113298,CUST-00860,2023-01-24,08:11:39,2023-01-24,login,user_action,Admin Settings,Mobile,Edge,2778,United Kingdom,web
LOG-0113299,CUST-00860,2023-04-22,16:00:29,2023-04-24,file_upload,user_action,Collaboration,Mobile,Chrome,2046,United States,api
LOG-0113300,CUST-00860,2024-04-05,13:05:51,2024-04-08,file_upload,user_action,Reporting,Desktop,Safari,2761,Brazil,mobile_app
LOG-0113301,CUST-00860,2023-08-08,12:03:26,2023-08-08,webhook_delivery,system_generated,Integrations,Server,,0,United Kingdom,web
LOG-0113302,CUST-00860,2023-12-06,11:45:55,2023-12-06,dashboard_view,user_action,Data Import,Desktop,Firefox,2817,India,mobile_app
LOG-0113303,CUST-00860,2023-10-19,21:53:51,2023-10-20,account_provisioning_sync,system_generated,Billing,Server,,0,United States,web
LOG-0113304,CUST-00860,2022-12-29,01:45:43,2022-12-29,file_upload,user_action,Billing,Desktop,Firefox,1122,Canada,web
LOG-0113305,CUST-00860,2023-03-10,19:20:14,2023-03-11,file_upload,user_action,Billing,Desktop,Chrome,3342,Singapore,api
LOG-0113306,CUST-00860,2023-03-06,00:13:40,2023-03-06,admin_action,user_action,Data Import,Desktop,Safari,2534,Australia,web
LOG-0113307,CUST-00860,2023-12-20,00:10:08,2023-12-23,api_call,user_action,Reporting,Desktop,Firefox,2807,Singapore,mobile_app
LOG-0113308,CUST-00860,2024-06-15,16:16:31,2024-06-18,file_upload,user_action,Data Import,Mobile,Chrome,2959,Singapore,mobile_app
LOG-0113309,CUST-00860,2023-01-02,22:48:16,2023-01-02,auto_data_backup,system_generated,Integrations,Server,,0,United Kingdom,web
LOG-0113310,CUST-00860,2024-05-01,15:23:47,2024-05-01,file_upload,user_action,Collaboration,Desktop,Firefox,2945,Singapore,api
LOG-0113311,CUST-00860,2023-08-18,16:31:39,2023-08-18,dashboard_view,user_action,Integrations,Desktop,Firefox,892,Canada,web
LOG-0113312,CUST-00860,2024-06-17,08:26:42,2024-06-20,feature_use,user_action,Admin Settings,Mobile,Chrome,857,Canada,mobile_app
LOG-0113313,CUST-00860,2023-03-26,03:49:15,2023-03-28,report_export,user_action,Billing,Tablet,Edge,2901,United Kingdom,web
LOG-0113314,CUST-00860,2023-02-21,07:01:52,2023-02-22,file_upload,user_action,Collaboration,Desktop,Edge,2273,Germany,web
LOG-0113315,CUST-00860,2024-02-04,11:53:13,2024-02-07,scheduled_report_sync,system_generated,Billing,Server,,0,United Kingdom,mobile_app
LOG-0113316,CUST-05096,2024-05-20,21:23:06,2024-05-23,report_export,user_action,Data Import,Mobile,Chrome,2479,Brazil,web
LOG-0113317,CUST-05096,2023-04-23,11:38:49,2023-04-23,account_provisioning_sync,system_generated,Billing,Server,,0,India,mobile_app
LOG-0113318,CUST-05096,2024-06-01,17:20:54,2024-06-02,scheduled_report_sync,system_generated,Billing,Server,,0,United States,web
LOG-0113319,CUST-05096,2023-12-01,11:52:41,2023-12-04,dashboard_view,user_action,Collaboration,Desktop,Edge,237,India,web
LOG-0113320,CUST-05096,2024-03-14,05:42:46,2024-03-17,api_call,user_action,Integrations,Desktop,Firefox,503,United States,web
LOG-0113321,CUST-05096,2024-03-14,07:10:46,2024-03-14,dashboard_view,user_action,Billing,Desktop,Chrome,2588,India,web
LOG-0113322,CUST-05096,2023-03-25,16:03:24,2023-03-27,account_provisioning_sync,system_generated,Integrations,Server,,0,India,mobile_app
LOG-0113323,CUST-05096,2024-05-18,14:46:38,2024-05-19,api_call,user_action,Integrations,Desktop,Edge,1116,Brazil,web
LOG-0113324,CUST-05096,2023-12-04,04:11:56,2023-12-06,feature_use,user_action,Admin Settings,Mobile,Edge,3220,Singapore,web
LOG-0113325,CUST-05096,2023-09-21,08:29:10,2023-09-21,scheduled_report_sync,system_generated,Platform,Server,,0,India,web
LOG-0113326,CUST-05096,2023-06-21,15:33:26,2023-06-24,report_export,user_action,Reporting,Desktop,Edge,1960,United Kingdom,web
LOG-0113327,CUST-05096,2023-07-28,16:08:45,2023-07-31,scheduled_report_sync,system_generated,Billing,Server,,0,Canada,api
LOG-0113328,CUST-05096,2023-04-07,19:56:16,2023-04-07,api_call,user_action,Integrations,Mobile,Edge,3105,Germany,web
LOG-0113329,CUST-05096,2023-02-24,01:34:27,2023-02-27,report_export,user_action,Data Import,Tablet,Chrome,2579,Germany,web
LOG-0113330,CUST-05096,2023-11-01,09:04:14,2023-11-02,feature_use,user_action,Collaboration,Desktop,Firefox,1754,Singapore,web
LOG-0113331,CUST-05096,2024-01-31,01:41:21,2024-02-01,api_call,user_action,Integrations,Desktop,Edge,2491,United States,api
LOG-0113332,CUST-05096,2024-04-02,12:32:49,2024-04-03,scheduled_report_sync,system_generated,Billing,Server,,0,Canada,mobile_app
LOG-0113333,CUST-02055,2023-07-23,01:23:52,2023-07-23,admin_action,user_action,Admin Settings,Desktop,Firefox,2882,Germany,web
LOG-0113334,CUST-02055,2023-08-25,20:29:17,2023-08-25,scheduled_report_sync,system_generated,Platform,Server,,0,Canada,mobile_app
LOG-0113335,CUST-02055,2023-07-03,12:50:36,2023-07-04,file_upload,user_action,Data Import,Tablet,Safari,1218,Australia,mobile_app
LOG-0113336,CUST-02055,2024-05-06,03:41:49,2024-05-07,login,user_action,API,Mobile,Firefox,1784,Singapore,api
LOG-0113337,CUST-02055,2023-12-17,00:03:59,2023-12-17,admin_action,user_action,Integrations,Desktop,Chrome,1062,United Kingdom,web
LOG-0113338,CUST-02055,2024-06-09,20:17:36,2024-06-09,account_provisioning_sync,system_generated,Integrations,Server,,0,United Kingdom,mobile_app
LOG-0113339,CUST-02055,2023-09-20,15:39:45,2023-09-22,dashboard_view,user_action,Integrations,Mobile,Edge,2963,India,mobile_app
LOG-0113340,CUST-02055,2024-05-02,23:25:34,2024-05-05,auto_data_backup,system_generated,Integrations,Server,,0,Germany,web
LOG-0113341,CUST-02055,2023-12-01,13:49:43,2023-12-04,admin_action,user_action,Integrations,Tablet,Firefox,2500,United Kingdom,mobile_app
LOG-0113342,CUST-02055,2023-09-29,03:20:36,2023-09-30,login,user_action,Billing,Desktop,Firefox,436,Germany,web
LOG-0113343,CUST-02055,2023-08-03,01:25:00,2023-08-04,webhook_delivery,system_generated,Billing,Server,,0,United States,api
LOG-0113344,CUST-02055,2024-04-19,06:32:10,2024-04-21,file_upload,user_action,Collaboration,Desktop,Chrome,1276,Canada,mobile_app
LOG-0113345,CUST-02055,2023-07-12,23:13:47,2023-07-13,login,user_action,Billing,Desktop,Edge,633,Australia,mobile_app
LOG-0113346,CUST-02055,2023-12-10,01:13:24,2023-12-12,report_export,user_action,Integrations,Desktop,Safari,3308,Brazil,web
