signup_id,customer_id,signup_date,signup_status,channel,plan_id,initial_seats,promo_code,sales_rep,campaign_code,is_self_serve,trial_length_days,signup_source_system,created_at
SGN-005944,CUST-00215,2024-06-23,Confirmed,Paid Ads,Starter,21,PARTNER20,REP-016,,False,0,CRM-Salesforce,2024-06-24
SGN-005945,CUST-04849,2024-01-27,Confirmed,Organic Web,Professional,179,,,,True,0,CRM-Salesforce,2024-01-28
SGN-005946,CUST-00637,2024-05-22,Confirmed,Partner Referral,Enterprise,5,WELCOME10,,,False,30,CRM-HubSpot,2024-05-22
SGN-005947,CUST-04266,2024-04-05,Confirmed,Self-Serve Trial,Starter,127,,,CMP-0107,True,30,CRM-Salesforce,2024-04-05
SGN-005948,CUST-02267,2024-05-21,Confirmed,Paid Ads,Starter,244,,REP-014,,False,30,CRM-HubSpot,2024-05-21
SGN-005949,CUST-04827,2024-06-07,Confirmed,Paid Ads,Growth,31,,REP-055,CMP-0161,True,30,CRM-HubSpot,2024-06-08
SGN-005950,CUST-02741,2024-06-20,Confirmed,Event/Conference,Professional,117,PARTNER20,REP-036,,False,14,CRM-Salesforce,2024-06-20
SGN-005951,CUST-05795,2024-01-19,Confirmed,Organic Web,Professional,103,,REP-051,CMP-0181,False,30,Manual-Import,2024-01-19
SGN-005952,CUST-01854,2024-01-26,Confirmed,Partner Referral,Professional,29,,,CMP-0001,True,0,CRM-Salesforce,2024-01-27
SGN-005953,CUST-01572,2024-05-01,Confirmed,Partner Referral,Starter,163,,REP-029,,True,30,CRM-Salesforce,2024-05-01
SGN-005954,CUST-02919,2024-01-09,Confirmed,Self-Serve Trial,Starter,196,,,,False,30,CRM-Salesforce,2024-01-10
SGN-005955,CUST-03923,2024-04-21,Confirmed,Self-Serve Trial,Growth,143,,REP-037,,False,14,CRM-Salesforce,2024-04-22
SGN-005956,CUST-00484,2024-01-22,Confirmed,Self-Serve Trial,Starter,160,WELCOME10,,,False,30,CRM-HubSpot,2024-01-23
SGN-005957,CUST-05757,2024-05-06,Superseded,Event/Conference,Professional,200,,,,True,14,CRM-HubSpot,2024-05-03
SGN-005957,CUST-05757,2024-05-09,Confirmed,Self-Serve Trial,Starter,200,,,,True,14,CRM-HubSpot,2024-05-09
SGN-005958,CUST-01465,2024-04-13,Confirmed,Partner Referral,Starter,85,PARTNER20,,,False,0,CRM-Salesforce,2024-04-13
SGN-005959,CUST-02838,2024-06-17,Confirmed,Paid Ads,Enterprise,115,,REP-004,CMP-0381,False,0,CRM-HubSpot,2024-06-17
SGN-005960,CUST-04638,2024-06-05,Confirmed,Paid Ads,Enterprise,63,,,CMP-0091,False,0,CRM-Salesforce,2024-06-06
SGN-005961,CUST-03750,2024-02-28,Confirmed,Paid Ads,Growth,93,,,,True,14,CRM-Salesforce,2024-02-29
SGN-005962,CUST-01855,2024-01-10,Confirmed,Direct Sales,Professional,61,,,CMP-0226,True,14,Manual-Import,2024-01-11
SGN-005963,CUST-05906,2024-04-14,Confirmed,Self-Serve Trial,Starter,177,,,CMP-0008,False,14,CRM-Salesforce,2024-04-15
SGN-005964,CUST-04618,2024-04-02,Confirmed,Organic Web,Enterprise Plus,228,,REP-034,,True,30,CRM-HubSpot,2024-04-02
SGN-005965,CUST-00946,2024-03-17,Confirmed,Direct Sales,Starter,155,,REP-038,CMP-0108,False,14,CRM-HubSpot,2024-03-18
SGN-005966,CUST-01331,2024-04-24,Confirmed,Partner Referral,Professional,225,,REP-041,CMP-0193,False,30,Manual-Import,2024-04-25
SGN-005967,CUST-01170,2024-05-06,Confirmed,Direct Sales,Growth,171,,,CMP-0042,False,14,CRM-Salesforce,2024-05-06
SGN-005968,CUST-02691,2024-04-20,Confirmed,Paid Ads,Enterprise,199,,,,True,0,CRM-Salesforce,2024-04-20
SGN-005969,CUST-00309,2024-06-22,Confirmed,Event/Conference,Starter,35,,REP-030,,True,14,CRM-Salesforce,2024-06-22
SGN-005970,CUST-01397,2024-02-22,Confirmed,Paid Ads,Enterprise Plus,93,,REP-043,,True,30,CRM-Salesforce,2024-02-23
SGN-005971,CUST-02341,2024-04-03,Confirmed,Organic Web,Professional,39,,,CMP-0071,True,14,CRM-Salesforce,2024-04-03
SGN-005972,CUST-00706,2024-02-13,Confirmed,Paid Ads,Enterprise,43,,REP-057,,False,14,CRM-Salesforce,2024-02-13
SGN-005973,CUST-03359,2024-05-02,Confirmed,Event/Conference,Growth,199,,,CMP-0322,True,0,CRM-HubSpot,2024-05-03
SGN-005974,CUST-01607,2024-01-05,Confirmed,Paid Ads,Starter,93,,REP-010,CMP-0055,False,30,CRM-HubSpot,2024-01-05
SGN-005975,CUST-01441,2024-04-22,Confirmed,Partner Referral,Starter,226,,REP-003,CMP-0015,True,0,CRM-HubSpot,2024-04-23
SGN-005976,CUST-04765,2024-01-30,Confirmed,Direct Sales,Enterprise,44,,,CMP-0366,False,14,CRM-Salesforce,2024-01-30
SGN-005977,CUST-04766,2024-01-01,Confirmed,Direct Sales,Professional,215,,REP-027,CMP-0394,True,30,CRM-Salesforce,2024-01-01
SGN-005978,CUST-05841,2024-01-03,Confirmed,Partner Referral,Growth,165,,,,False,30,CRM-HubSpot,2024-01-03
SGN-005979,CUST-02954,2024-04-29,Confirmed,Partner Referral,Starter,110,WELCOME10,REP-025,,False,30,CRM-Salesforce,2024-04-30
SGN-005980,CUST-00074,2024-03-29,Confirmed,Partner Referral,Enterprise,197,,REP-030,CMP-0339,True,14,CRM-HubSpot,2024-03-29
SGN-005981,CUST-05385,2024-04-15,Confirmed,Partner Referral,Enterprise,40,,REP-040,CMP-0146,True,14,CRM-HubSpot,2024-04-15
SGN-005982,CUST-03689,2024-04-30,Confirmed,Paid Ads,Growth,124,,REP-028,CMP-0090,True,14,CRM-HubSpot,2024-05-01
SGN-005983,CUST-01153,2024-02-01,Confirmed,Partner Referral,Professional,91,WELCOME10,REP-005,,False,0,CRM-Salesforce,2024-02-01
SGN-005984,CUST-00425,2024-04-21,Confirmed,Partner Referral,Growth,14,,,CMP-0172,False,0,CRM-HubSpot,2024-04-22
SGN-005985,CUST-00769,2024-03-26,Confirmed,Partner Referral,Enterprise,205,,REP-020,CMP-0084,False,30,CRM-HubSpot,2024-03-27
SGN-005986,CUST-04241,2024-05-10,Confirmed,Partner Referral,Growth,66,,,,True,30,CRM-HubSpot,2024-05-11
SGN-005987,CUST-03751,2024-03-31,Confirmed,Paid Ads,Enterprise,121,,REP-012,CMP-0130,False,0,CRM-Salesforce,2024-03-31
SGN-005988,CUST-03051,2024-01-16,Confirmed,Direct Sales,Growth,143,,,,False,30,CRM-Salesforce,2024-01-16
SGN-005989,CUST-03239,2024-01-28,Confirmed,Direct Sales,Professional,118,,,,True,30,Manual-Import,2024-01-29
SGN-005990,CUST-02601,2024-04-13,Confirmed,Direct Sales,Starter,7,,,,False,30,CRM-HubSpot,2024-04-14
SGN-005991,CUST-05948,2024-01-03,Confirmed,Organic Web,Growth,23,,,CMP-0006,True,0,CRM-Salesforce,2024-01-03
SGN-005992,CUST-02689,2024-02-07,Confirmed,Self-Serve Trial,Starter,235,,REP-015,,False,0,CRM-HubSpot,2024-02-08
SGN-005993,CUST-05325,2024-06-16,Confirmed,Event/Conference,Enterprise Plus,171,,REP-054,,False,0,CRM-HubSpot,2024-06-16
SGN-005994,CUST-02883,2024-04-27,Confirmed,Partner Referral,Professional,45,,,CMP-0243,True,14,CRM-HubSpot,2024-04-28
SGN-005995,CUST-04707,2024-05-31,Confirmed,Event/Conference,Enterprise,121,,,,True,0,CRM-Salesforce,2024-05-31
SGN-005996,CUST-05740,2024-05-27,Confirmed,Paid Ads,Starter,93,WELCOME10,,,False,30,CRM-Salesforce,2024-05-27
SGN-005997,CUST-02824,2024-05-25,Confirmed,Partner Referral,Growth,114,WELCOME10,REP-032,,False,0,CRM-Salesforce,2024-05-26
SGN-005998,CUST-01538,2024-04-26,Confirmed,Self-Serve Trial,Growth,204,,,CMP-0251,False,30,CRM-Salesforce,2024-04-26
SGN-005999,CUST-04120,2024-04-09,Confirmed,Self-Serve Trial,Starter,234,,REP-035,CMP-0232,True,0,CRM-Salesforce,2024-04-09
SGN-006000,CUST-05936,2024-03-12,Confirmed,Partner Referral,Growth,245,,REP-025,CMP-0237,True,14,CRM-Salesforce,2024-03-12
SGN-006001,CUST-03893,2024-05-03,Confirmed,Organic Web,Professional,113,,REP-058,CMP-0360,True,0,CRM-HubSpot,2024-05-04
SGN-006002,CUST-02364,2024-03-11,Confirmed,Paid Ads,Growth,58,,REP-036,,True,14,CRM-HubSpot,2024-03-11
SGN-006003,CUST-05591,2024-04-26,Confirmed,Partner Referral,Starter,234,,REP-032,CMP-0086,True,0,CRM-HubSpot,2024-04-27
SGN-006004,CUST-02457,2024-04-11,Confirmed,Event/Conference,Starter,169,,REP-044,CMP-0017,False,30,CRM-Salesforce,2024-04-11
SGN-006005,CUST-05148,2024-02-27,Confirmed,Direct Sales,Growth,94,WELCOME10,REP-033,CMP-0146,False,14,CRM-Salesforce,2024-02-27
SGN-006006,CUST-01150,2024-06-11,Confirmed,Direct Sales,Growth,218,,REP-039,CMP-0108,True,0,CRM-Salesforce,2024-06-12
SGN-006007,CUST-03723,2024-06-19,Confirmed,Direct Sales,Starter,71,,,,False,30,CRM-Salesforce,2024-06-20
SGN-006008,CUST-03815,2024-04-29,Confirmed,Event/Conference,Growth,138,,REP-034,,False,14,CRM-HubSpot,2024-04-29
SGN-006009,CUST-02249,2024-03-10,Confirmed,Organic Web,Professional,35,,,,True,30,CRM-HubSpot,2024-03-10
SGN-006010,CUST-04723,2024-01-18,Confirmed,Self-Serve Trial,Growth,234,,REP-006,CMP-0358,True,30,CRM-Salesforce,2024-01-19
SGN-006011,CUST-04292,2024-05-13,Confirmed,Partner Referral,Growth,44,WELCOME10,,CMP-0144,False,30,CRM-Salesforce,2024-05-13
SGN-006012,CUST-04358,2024-06-09,Superseded,Direct Sales,Enterprise,90,,REP-053,,False,30,CRM-HubSpot,2024-05-19
SGN-006012,CUST-04358,2024-05-22,Confirmed,Direct Sales,Growth,90,,REP-053,,False,30,CRM-HubSpot,2024-05-23
SGN-006013,CUST-00470,2024-04-18,Confirmed,Direct Sales,Starter,206,,,,True,14,Manual-Import,2024-04-19
SGN-006014,CUST-01631,2024-01-10,Confirmed,Paid Ads,Starter,207,,REP-036,CMP-0026,False,14,CRM-Salesforce,2024-01-10
SGN-006015,CUST-02810,2024-06-05,Confirmed,Event/Conference,Starter,61,WELCOME10,,,False,0,CRM-Salesforce,2024-06-06
SGN-006016,CUST-01934,2024-03-08,Confirmed,Event/Conference,Enterprise,52,PARTNER20,,CMP-0275,False,0,CRM-Salesforce,2024-03-08
SGN-006017,CUST-02845,2024-01-14,Confirmed,Partner Referral,Professional,188,,REP-046,CMP-0178,True,30,CRM-HubSpot,2024-01-14
SGN-006018,CUST-04584,2024-03-09,Confirmed,Direct Sales,Enterprise,225,,,CMP-0226,False,14,CRM-Salesforce,2024-03-09
SGN-006019,CUST-04231,2024-04-02,Confirmed,Self-Serve Trial,Growth,103,,REP-032,,True,30,CRM-Salesforce,2024-04-03
SGN-006020,CUST-02692,2024-04-23,Confirmed,Self-Serve Trial,Growth,97,,,CMP-0093,True,14,CRM-Salesforce,2024-04-24
SGN-006021,CUST-05282,2024-06-25,Confirmed,Self-Serve Trial,Growth,141,,REP-045,,True,14,CRM-Salesforce,2024-06-25
SGN-006022,CUST-03032,2024-06-01,Confirmed,Self-Serve Trial,Starter,215,,REP-014,CMP-0340,False,14,Manual-Import,2024-06-02
SGN-006023,CUST-04660,2024-02-08,Confirmed,Partner Referral,Professional,46,WELCOME10,,CMP-0008,False,0,CRM-Salesforce,2024-02-09
SGN-006024,CUST-00564,2024-02-20,Confirmed,Organic Web,Growth,137,,,,False,30,CRM-Salesforce,2024-02-21
SGN-006025,CUST-04963,2024-06-27,Confirmed,Partner Referral,Enterprise,119,WELCOME10,REP-017,,True,0,Manual-Import,2024-06-28
SGN-006026,CUST-03696,2024-04-25,Confirmed,Event/Conference,Growth,131,,REP-017,,False,30,CRM-Salesforce,2024-04-25
SGN-006027,CUST-04180,2024-05-31,Confirmed,Direct Sales,Growth,27,,REP-006,,False,30,CRM-HubSpot,2024-05-31
SGN-006028,CUST-05731,2024-04-15,Confirmed,Direct Sales,Growth,173,,,,True,0,CRM-HubSpot,2024-04-16
SGN-006029,CUST-00760,2024-02-29,Confirmed,Partner Referral,Starter,234,,REP-024,CMP-0043,False,14,CRM-Salesforce,2024-02-29
SGN-006030,CUST-00622,2024-04-21,Confirmed,Organic Web,Enterprise,207,WELCOME10,,,True,0,CRM-Salesforce,2024-04-21
SGN-006031,CUST-02026,2024-05-26,Confirmed,Event/Conference,Professional,228,,REP-004,,False,0,CRM-HubSpot,2024-05-27
SGN-006032,CUST-00081,2024-01-04,Confirmed,Event/Conference,Growth,129,,REP-047,CMP-0264,True,30,CRM-HubSpot,2024-01-05
SGN-006033,CUST-01484,2024-01-19,Confirmed,Organic Web,Starter,183,,REP-048,CMP-0091,False,0,CRM-HubSpot,2024-01-19
SGN-006034,CUST-01684,2024-04-03,Confirmed,Paid Ads,Growth,180,,REP-054,,False,0,CRM-Salesforce,2024-04-03
SGN-006035,CUST-01505,2024-06-28,Confirmed,Paid Ads,Professional,118,,,,False,30,CRM-Salesforce,2024-06-28
SGN-006036,CUST-04208,2024-06-19,Confirmed,Self-Serve Trial,Starter,107,,REP-019,CMP-0308,False,30,CRM-Salesforce,2024-06-19
SGN-006037,CUST-04907,2024-03-10,Confirmed,Paid Ads,Professional,119,,REP-054,,True,14,CRM-Salesforce,2024-03-10
SGN-006038,CUST-03657,2024-02-14,Confirmed,Event/Conference,Starter,239,,REP-055,,False,0,Manual-Import,2024-02-14
SGN-006039,CUST-03367,2024-03-07,Confirmed,Direct Sales,Professional,30,,REP-001,,False,0,CRM-Salesforce,2024-03-08
SGN-006040,CUST-03112,2024-05-22,Confirmed,Partner Referral,Starter,227,,,CMP-0373,False,30,CRM-Salesforce,2024-05-22
SGN-006041,CUST-00877,2024-05-07,Confirmed,Direct Sales,Growth,212,,REP-049,,True,14,CRM-Salesforce,2024-05-07
SGN-006042,CUST-01253,2024-05-11,Confirmed,Self-Serve Trial,Growth,119,,,,True,14,CRM-HubSpot,2024-05-12
SGN-006043,CUST-02185,2024-04-29,Confirmed,Self-Serve Trial,Starter,95,,REP-007,,False,30,CRM-HubSpot,2024-04-29
SGN-006044,CUST-05763,2024-06-28,Confirmed,Paid Ads,Starter,214,,,,False,0,CRM-Salesforce,2024-06-29
SGN-006045,CUST-00626,2024-06-10,Confirmed,Partner Referral,Growth,98,,REP-058,,False,14,Manual-Import,2024-06-10
SGN-006046,CUST-00340,2024-02-27,Confirmed,Self-Serve Trial,Enterprise,62,,,,True,14,CRM-Salesforce,2024-02-28
SGN-006047,CUST-02960,2024-05-22,Confirmed,Direct Sales,Enterprise Plus,185,,,,False,0,CRM-HubSpot,2024-05-22
SGN-006048,CUST-04435,2024-06-04,Confirmed,Partner Referral,Starter,105,WELCOME10,,,False,0,CRM-Salesforce,2024-06-04
SGN-006049,CUST-03234,2024-06-16,Confirmed,Direct Sales,Starter,233,,,,False,0,CRM-Salesforce,2024-06-16
SGN-006050,CUST-05997,2024-02-20,Confirmed,Event/Conference,Enterprise,170,PARTNER20,REP-040,,True,14,CRM-Salesforce,2024-02-21
SGN-006051,CUST-04642,2024-03-07,Confirmed,Organic Web,Enterprise,218,,REP-012,,True,30,CRM-Salesforce,2024-03-08
SGN-006052,CUST-01914,2024-03-24,Confirmed,Self-Serve Trial,Growth,56,,REP-009,,True,0,CRM-Salesforce,2024-03-24
SGN-006053,CUST-04962,2024-04-02,Confirmed,Event/Conference,Growth,246,,,CMP-0374,True,14,CRM-Salesforce,2024-04-02
SGN-006054,CUST-00850,2024-03-28,Confirmed,Partner Referral,Starter,28,,REP-057,CMP-0246,False,0,Manual-Import,2024-03-29
SGN-006055,CUST-01984,2024-06-16,Confirmed,Paid Ads,Enterprise,218,,REP-001,CMP-0375,True,0,CRM-Salesforce,2024-06-17
SGN-006056,CUST-04281,2024-05-07,Confirmed,Self-Serve Trial,Starter,85,,REP-008,,True,30,CRM-HubSpot,2024-05-08
SGN-006057,CUST-04731,2024-03-27,Superseded,Organic Web,Professional,197,,,CMP-0229,True,14,Manual-Import,2024-03-13
SGN-006057,CUST-04731,2024-03-15,Confirmed,Self-Serve Trial,Enterprise,197,,,CMP-0229,True,14,Manual-Import,2024-03-15
SGN-006058,CUST-03132,2024-02-15,Confirmed,Partner Referral,Growth,233,,REP-049,,False,30,CRM-Salesforce,2024-02-15
SGN-006059,CUST-00236,2024-01-19,Confirmed,Direct Sales,Growth,44,,REP-025,,False,14,CRM-Salesforce,2024-01-20
SGN-006060,CUST-04459,2024-03-02,Confirmed,Organic Web,Starter,220,,REP-023,CMP-0101,False,0,CRM-Salesforce,2024-03-03
SGN-006061,CUST-04658,2024-06-15,Confirmed,Organic Web,Starter,49,,REP-056,,True,14,Manual-Import,2024-06-16
SGN-006062,CUST-02368,2024-06-26,Confirmed,Paid Ads,Professional,54,,REP-046,CMP-0374,True,30,CRM-Salesforce,2024-06-27
SGN-006063,CUST-03710,2024-05-30,Confirmed,Direct Sales,Growth,35,,REP-016,,False,30,CRM-Salesforce,2024-05-30
SGN-006064,CUST-00679,2024-04-28,Confirmed,Partner Referral,Starter,169,WELCOME10,,CMP-0280,True,0,CRM-HubSpot,2024-04-28
SGN-006065,CUST-01971,2024-01-10,Confirmed,Direct Sales,Starter,132,,,CMP-0151,False,0,CRM-HubSpot,2024-01-10
SGN-006066,CUST-00285,2024-04-10,Confirmed,Paid Ads,Growth,158,,REP-043,,False,0,CRM-Salesforce,2024-04-10
SGN-006067,CUST-01369,2024-01-10,Confirmed,Paid Ads,Enterprise,199,,,CMP-0287,True,14,CRM-Salesforce,2024-01-10
SGN-006068,CUST-02189,2024-01-11,Confirmed,Direct Sales,Starter,114,,REP-013,CMP-0200,True,30,CRM-Salesforce,2024-01-11
SGN-006069,CUST-01192,2024-02-25,Confirmed,Self-Serve Trial,Starter,206,,REP-019,,True,0,Manual-Import,2024-02-26
SGN-006070,CUST-05346,2024-06-30,Confirmed,Partner Referral,Growth,246,,REP-059,,False,0,CRM-Salesforce,2024-07-01
SGN-006071,CUST-02478,2024-03-31,Confirmed,Partner Referral,Professional,111,,REP-043,CMP-0055,True,0,CRM-Salesforce,2024-03-31
SGN-006072,CUST-04663,2024-05-19,Confirmed,Paid Ads,Starter,14,,,,False,0,CRM-Salesforce,2024-05-19
SGN-006073,CUST-02322,2024-05-25,Confirmed,Partner Referral,Growth,106,,REP-001,CMP-0008,True,30,CRM-HubSpot,2024-05-25
SGN-006074,CUST-05259,2024-06-26,Confirmed,Self-Serve Trial,Growth,56,WELCOME10,,,False,14,CRM-HubSpot,2024-06-26
SGN-006075,CUST-05214,2024-06-16,Confirmed,Organic Web,Starter,81,,,CMP-0019,False,0,CRM-Salesforce,2024-06-17
SGN-006076,CUST-04147,2024-03-02,Confirmed,Organic Web,Starter,233,WELCOME10,REP-039,,True,0,CRM-Salesforce,2024-03-02
SGN-006077,CUST-02498,2024-06-12,Confirmed,Event/Conference,Starter,106,WELCOME10,REP-011,,False,14,CRM-HubSpot,2024-06-12
SGN-006078,CUST-05560,2024-01-24,Confirmed,Paid Ads,Growth,236,,,CMP-0187,True,14,CRM-Salesforce,2024-01-24
SGN-006079,CUST-04750,2024-04-12,Confirmed,Paid Ads,Professional,49,,REP-029,CMP-0117,False,14,CRM-HubSpot,2024-04-13
SGN-006080,CUST-00983,2024-05-15,Confirmed,Paid Ads,Growth,97,,REP-059,CMP-0095,True,14,CRM-Salesforce,2024-05-16
SGN-006081,CUST-00506,2024-05-18,Confirmed,Organic Web,Starter,228,,,CMP-0035,True,14,CRM-Salesforce,2024-05-19
SGN-006082,CUST-01179,2024-05-14,Confirmed,Partner Referral,Enterprise,236,,REP-012,,True,0,CRM-Salesforce,2024-05-15
SGN-006083,CUST-01644,2024-06-02,Confirmed,Organic Web,Starter,111,WELCOME10,REP-039,,True,30,CRM-Salesforce,2024-06-03
SGN-006084,CUST-02592,2024-06-07,Confirmed,Direct Sales,Starter,195,,,CMP-0028,True,0,CRM-Salesforce,2024-06-07
SGN-006085,CUST-04857,2024-04-28,Confirmed,Organic Web,Enterprise Plus,214,,,,False,0,CRM-Salesforce,2024-04-29
SGN-006086,CUST-04042,2024-01-02,Confirmed,Self-Serve Trial,Starter,189,,REP-026,,False,0,CRM-Salesforce,2024-01-02
SGN-006087,CUST-03769,2024-01-22,Confirmed,Organic Web,Growth,83,,REP-059,CMP-0089,False,0,CRM-HubSpot,2024-01-23
SGN-006088,CUST-03298,2024-04-16,Confirmed,Paid Ads,Enterprise,229,,,,False,30,CRM-Salesforce,2024-04-16
SGN-006089,CUST-05632,2024-05-08,Confirmed,Partner Referral,Enterprise,141,,,,False,14,CRM-HubSpot,2024-05-08
SGN-006090,CUST-03730,2024-01-26,Confirmed,Self-Serve Trial,Enterprise,63,,REP-037,,True,14,CRM-HubSpot,2024-01-26
SGN-006091,CUST-02110,2024-01-17,Confirmed,Self-Serve Trial,Starter,235,,REP-013,CMP-0258,True,0,CRM-Salesforce,2024-01-18
SGN-006092,CUST-01718,2024-03-09,Superseded,Direct Sales,Enterprise,217,,REP-007,CMP-0052,True,0,CRM-HubSpot,2024-03-18
SGN-006092,CUST-01718,2024-03-28,Confirmed,Paid Ads,Starter,217,,REP-007,CMP-0052,True,0,CRM-HubSpot,2024-03-29
SGN-006093,CUST-05703,2024-06-15,Confirmed,Paid Ads,Growth,65,WELCOME10,,CMP-0393,True,14,CRM-Salesforce,2024-06-15
SGN-006094,CUST-00464,2024-06-30,Confirmed,Organic Web,Starter,63,,REP-046,,True,14,Manual-Import,2024-06-30
SGN-006095,CUST-03387,2024-02-05,Confirmed,Organic Web,Growth,180,PARTNER20,REP-040,,True,30,CRM-HubSpot,2024-02-06
SGN-006096,CUST-00029,2024-05-15,Confirmed,Organic Web,Starter,215,,,CMP-0139,False,30,CRM-Salesforce,2024-05-16
SGN-006097,CUST-04085,2024-05-19,Confirmed,Event/Conference,Starter,149,WELCOME10,REP-017,,False,30,CRM-Salesforce,2024-05-20
SGN-006098,CUST-01548,2024-02-18,Confirmed,Organic Web,Starter,101,,,,False,14,CRM-Salesforce,2024-02-19
SGN-006099,CUST-04971,2024-05-31,Confirmed,Event/Conference,Starter,147,,REP-059,CMP-0024,False,14,CRM-Salesforce,2024-06-01
SGN-006100,CUST-03033,2024-04-23,Confirmed,Organic Web,Enterprise Plus,6,,,,False,0,CRM-HubSpot,2024-04-23
SGN-006101,CUST-05512,2024-06-17,Confirmed,Partner Referral,Growth,158,,,,False,0,CRM-Salesforce,2024-06-18
SGN-006102,CUST-05138,2024-03-28,Confirmed,Partner Referral,Professional,184,,REP-058,CMP-0339,False,0,CRM-Salesforce,2024-03-28
SGN-006103,CUST-00265,2024-02-12,Confirmed,Paid Ads,Growth,203,,,,False,0,CRM-Salesforce,2024-02-13
SGN-006104,CUST-01356,2024-03-23,Confirmed,Paid Ads,Growth,177,,REP-012,CMP-0159,False,14,CRM-HubSpot,2024-03-23
SGN-006105,CUST-00391,2024-03-05,Confirmed,Organic Web,Starter,19,PARTNER20,REP-043,,False,14,CRM-HubSpot,2024-03-05
SGN-006106,CUST-05879,2024-01-12,Confirmed,Self-Serve Trial,Enterprise,167,WELCOME10,,CMP-0131,False,30,CRM-HubSpot,2024-01-13
SGN-006107,CUST-01740,2024-01-17,Confirmed,Self-Serve Trial,Enterprise Plus,151,,,,True,0,CRM-HubSpot,2024-01-17
SGN-006108,CUST-00845,2024-04-27,Confirmed,Partner Referral,Starter,152,PARTNER20,REP-051,,False,14,CRM-HubSpot,2024-04-27
SGN-006109,CUST-01522,2024-04-21,Confirmed,Organic Web,Starter,227,,,,False,0,CRM-Salesforce,2024-04-21
SGN-006110,CUST-00790,2024-04-21,Confirmed,Paid Ads,Enterprise,77,,REP-043,,True,14,CRM-Salesforce,2024-04-21
SGN-006111,CUST-02007,2024-01-27,Superseded,Paid Ads,Starter,9,,REP-021,,True,14,CRM-Salesforce,2024-02-08
SGN-006111,CUST-02007,2024-02-11,Confirmed,Event/Conference,Starter,9,,REP-021,,True,14,CRM-Salesforce,2024-02-11
SGN-006112,CUST-02713,2024-01-17,Confirmed,Organic Web,Growth,152,,,CMP-0002,False,14,CRM-Salesforce,2024-01-17
SGN-006113,CUST-01656,2024-06-05,Confirmed,Event/Conference,Starter,77,,REP-025,,True,30,CRM-Salesforce,2024-06-05
SGN-006114,CUST-00474,2024-01-24,Confirmed,Partner Referral,Starter,94,,REP-009,,True,14,CRM-Salesforce,2024-01-24
SGN-006115,CUST-05402,2024-06-13,Confirmed,Paid Ads,Enterprise,174,,REP-027,,True,30,CRM-HubSpot,2024-06-14
SGN-006116,CUST-03086,2024-03-24,Confirmed,Self-Serve Trial,Starter,215,,REP-048,CMP-0060,False,0,Manual-Import,2024-03-25
SGN-006117,CUST-01909,2024-03-31,Confirmed,Organic Web,Enterprise,49,,REP-034,CMP-0172,False,14,CRM-Salesforce,2024-04-01
SGN-006118,CUST-04274,2024-04-24,Superseded,Organic Web,Professional,190,WELCOME10,REP-003,CMP-0225,True,30,CRM-HubSpot,2024-03-31
SGN-006118,CUST-04274,2024-04-07,Confirmed,Paid Ads,Professional,190,WELCOME10,REP-003,CMP-0225,True,30,CRM-HubSpot,2024-04-08
SGN-006119,CUST-00853,2024-05-13,Confirmed,Organic Web,Professional,216,,,CMP-0244,False,0,CRM-Salesforce,2024-05-14
SGN-006120,CUST-02964,2024-02-04,Confirmed,Event/Conference,Starter,119,,REP-018,,True,30,CRM-HubSpot,2024-02-04
SGN-006121,CUST-04980,2024-01-23,Confirmed,Self-Serve Trial,Starter,2,WELCOME10,REP-045,CMP-0359,True,0,CRM-Salesforce,2024-01-24
SGN-006122,CUST-02853,2024-05-31,Confirmed,Event/Conference,Growth,96,,,CMP-0152,True,30,CRM-Salesforce,2024-05-31
SGN-006123,CUST-04139,2024-01-18,Confirmed,Direct Sales,Enterprise Plus,33,,,,False,30,CRM-HubSpot,2024-01-18
SGN-006124,CUST-01600,2024-05-08,Confirmed,Self-Serve Trial,Starter,85,,,CMP-0073,True,30,CRM-Salesforce,2024-05-09
SGN-006125,CUST-03422,2024-01-12,Confirmed,Event/Conference,Starter,167,,,,True,30,CRM-HubSpot,2024-01-13
SGN-006126,CUST-01876,2024-02-11,Confirmed,Organic Web,Growth,115,,REP-004,,False,30,CRM-Salesforce,2024-02-11
SGN-006127,CUST-01973,2024-04-28,Confirmed,Organic Web,Growth,67,,REP-045,,True,0,CRM-HubSpot,2024-04-28
SGN-006128,CUST-01241,2024-05-26,Confirmed,Paid Ads,Growth,192,,REP-058,CMP-0276,True,30,CRM-Salesforce,2024-05-27
SGN-006129,CUST-02670,2024-01-17,Confirmed,Self-Serve Trial,Starter,126,,,,False,30,CRM-Salesforce,2024-01-17
SGN-006130,CUST-02045,2024-04-16,Confirmed,Self-Serve Trial,Growth,215,,,,False,0,CRM-Salesforce,2024-04-16
SGN-006131,CUST-05288,2024-01-04,Confirmed,Self-Serve Trial,Enterprise,193,,,,False,30,CRM-Salesforce,2024-01-04
SGN-006132,CUST-01447,2024-02-27,Confirmed,Paid Ads,Starter,158,,REP-016,,True,30,CRM-HubSpot,2024-02-27
SGN-006133,CUST-02414,2024-06-03,Confirmed,Direct Sales,Starter,162,,REP-015,,False,30,CRM-Salesforce,2024-06-04
SGN-006134,CUST-03931,2024-05-30,Confirmed,Organic Web,Enterprise Plus,147,,REP-010,CMP-0237,False,14,Manual-Import,2024-05-30
