product_id,product_name,category,subcategory,unit_of_measure,unit_weight_kg,unit_cost,list_price,supplier_id,hazmat_flag,created_at
PRD-00707,Seating Item 00707,Furniture,Seating,EA,7.08,86.41,129.51,SUP-0172,False,2020-07-04
PRD-00708,Cables Item 00708,Electronics,Cables,CS,10.95,11.66,25.6,SUP-0173,False,2023-10-09
PRD-00709,Outerwear Item 00709,Apparel,Outerwear,EA,32.12,117.0,165.39,SUP-0211,False,2022-09-21
PRD-00710,Seals Item 00710,Industrial Parts,Seals,PLT,4.34,220.76,401.09,SUP-0113,False,2020-08-21
PRD-00711,Accessories Item 00711,Apparel,Accessories,EA,23.19,114.78,191.41,SUP-0021,False,2023-11-08
PRD-00712,Bearings Item 00712,Industrial Parts,Bearings,PLT,6.34,69.88,110.12,SUP-0248,False,2020-02-22
PRD-00713,Adapters Item 00713,Electronics,Adapters,EA,5.34,37.29,51.08,SUP-0028,False,2022-12-11
PRD-00714,Storage Units Item 00714,Furniture,Storage Units,EA,29.5,190.5,418.57,SUP-0083,False,2021-06-05
PRD-00715,Writing Item 00715,Office Supplies,Writing,PLT,18.89,214.43,325.96,SUP-0182,False,2023-04-06
PRD-00716,Desks Item 00716,Furniture,Desks,CS,16.04,167.81,290.42,SUP-0060,False,2022-02-26
PRD-00717,Seals Item 00717,Industrial Parts,Seals,PLT,14.97,112.2,159.38,SUP-0086,False,2023-05-04
PRD-00718,Adapters Item 00718,Electronics,Adapters,CS,13.89,43.5,87.62,SUP-0116,False,2021-01-03
PRD-00719,Seals Item 00719,Industrial Parts,Seals,EA,13.82,142.6,261.15,SUP-0049,False,2021-06-03
PRD-00720,Adapters Item 00720,Electronics,Adapters,CS,10.73,136.68,253.02,SUP-0193,False,2020-04-15
PRD-00721,Accessories Item 00721,Apparel,Accessories,EA,16.43,66.3,105.07,SUP-0151,False,2020-07-05
PRD-00722,Bearings Item 00722,Industrial Parts,Bearings,EA,29.85,227.51,435.37,SUP-0047,False,2020-03-15
PRD-00723,Writing Item 00723,Office Supplies,Writing,EA,31.18,53.94,84.0,SUP-0057,False,2020-12-04
PRD-00724,Adapters Item 00724,Electronics,Adapters,CS,34.76,155.05,217.03,SUP-0230,False,2020-10-22
PRD-00725,Adapters Item 00725,Electronics,Adapters,PLT,21.82,121.67,203.63,SUP-0231,False,2021-08-30
PRD-00726,Displays Item 00726,Electronics,Displays,PLT,20.18,126.41,269.22,SUP-0207,False,2022-01-30
PRD-00727,Outerwear Item 00727,Apparel,Outerwear,EA,8.61,165.39,320.6,SUP-0142,False,2021-01-24
PRD-00728,Bearings Item 00728,Industrial Parts,Bearings,EA,0.29,112.75,154.19,SUP-0122,False,2021-10-07
PRD-00729,Outerwear Item 00729,Apparel,Outerwear,CS,39.91,164.56,349.64,SUP-0077,False,2021-08-19
PRD-00730,Storage Units Item 00730,Furniture,Storage Units,PLT,30.0,81.09,115.4,SUP-0035,False,2022-10-23
PRD-00731,Outerwear Item 00731,Apparel,Outerwear,PLT,12.67,70.01,102.45,SUP-0238,False,2021-10-31
PRD-00732,Seals Item 00732,Industrial Parts,Seals,PLT,17.5,189.98,282.66,SUP-0108,False,2020-03-10
PRD-00733,Seals Item 00733,Industrial Parts,Seals,EA,23.81,182.96,309.68,SUP-0102,False,2020-09-25
PRD-00734,Boxes Item 00734,Packaging,Boxes,PLT,37.63,127.91,215.56,SUP-0008,False,2020-01-24
PRD-00735,Footwear Item 00735,Apparel,Footwear,PLT,28.6,136.06,210.51,SUP-0138,False,2021-07-17
PRD-00736,Accessories Item 00736,Apparel,Accessories,CS,7.2,101.74,170.17,SUP-0210,False,2023-03-26
PRD-00737,Writing Item 00737,Office Supplies,Writing,EA,29.62,76.24,121.91,SUP-0170,False,2023-08-21
PRD-00738,Adapters Item 00738,Electronics,Adapters,EA,6.28,32.5,67.96,SUP-0110,False,2021-09-29
PRD-00739,Footwear Item 00739,Apparel,Footwear,EA,5.56,99.92,188.88,SUP-0076,False,2023-01-26
PRD-00740,Outerwear Item 00740,Apparel,Outerwear,EA,32.23,183.38,259.08,SUP-0215,False,2020-05-10
PRD-00741,Tape Item 00741,Packaging,Tape,CS,11.18,158.3,277.79,SUP-0006,False,2021-03-02
PRD-00742,Storage Item 00742,Office Supplies,Storage,PLT,4.66,166.23,259.99,SUP-0100,False,2020-12-22
PRD-00743,Desks Item 00743,Furniture,Desks,CS,27.85,109.49,199.93,SUP-0061,False,2021-03-13
PRD-00744,Void Fill Item 00744,Packaging,Void Fill,EA,15.53,170.75,277.83,SUP-0149,False,2020-08-12
PRD-00745,Footwear Item 00745,Apparel,Footwear,PLT,33.83,86.39,120.79,SUP-0215,False,2023-06-18
PRD-00746,Bearings Item 00746,Industrial Parts,Bearings,PLT,11.26,57.81,98.16,SUP-0131,False,2021-02-07
PRD-00747,Writing Item 00747,Office Supplies,Writing,PLT,35.56,56.78,114.31,SUP-0127,False,2022-08-06
PRD-00748,Storage Item 00748,Office Supplies,Storage,EA,28.42,219.84,399.0,SUP-0085,False,2023-08-12
PRD-00749,Storage Item 00749,Office Supplies,Storage,PLT,18.65,55.74,91.9,SUP-0031,False,2023-07-31
PRD-00750,Paper Goods Item 00750,Office Supplies,Paper Goods,PLT,26.73,187.71,399.51,SUP-0026,False,2021-09-03
PRD-00751,Boxes Item 00751,Packaging,Boxes,CS,19.0,70.39,113.13,SUP-0220,False,2022-09-11
PRD-00752,Fasteners Item 00752,Industrial Parts,Fasteners,PLT,30.32,73.1,136.46,SUP-0165,False,2023-03-27
PRD-00753,Bearings Item 00753,Industrial Parts,Bearings,PLT,28.99,40.13,74.98,SUP-0091,False,2021-08-20
PRD-00754,Desks Item 00754,Furniture,Desks,EA,39.35,149.61,266.06,SUP-0139,False,2023-04-16
PRD-00755,Seals Item 00755,Industrial Parts,Seals,CS,9.15,164.59,323.85,SUP-0173,False,2023-08-09
PRD-00756,Desks Item 00756,Furniture,Desks,EA,34.35,60.7,92.18,SUP-0020,False,2021-06-25
PRD-00757,Paper Goods Item 00757,Office Supplies,Paper Goods,EA,9.79,41.45,62.68,SUP-0122,True,2020-01-18
PRD-00758,Fasteners Item 00758,Industrial Parts,Fasteners,EA,24.87,9.73,18.14,SUP-0202,False,2020-04-16
PRD-00759,Accessories Item 00759,Apparel,Accessories,CS,18.63,146.38,217.73,SUP-0103,False,2021-03-29
PRD-00760,Seating Item 00760,Furniture,Seating,PLT,12.46,57.54,83.12,SUP-0061,False,2021-04-05
PRD-00761,Tape Item 00761,Packaging,Tape,EA,4.17,49.03,64.04,SUP-0229,False,2021-02-05
PRD-00762,Footwear Item 00762,Apparel,Footwear,CS,8.98,149.68,217.27,SUP-0239,False,2021-12-07
PRD-00763,Tape Item 00763,Packaging,Tape,CS,30.69,56.1,81.34,SUP-0166,True,2022-09-07
PRD-00764,Bearings Item 00764,Industrial Parts,Bearings,PLT,28.09,163.39,271.64,SUP-0051,False,2020-12-18
PRD-00765,Cables Item 00765,Electronics,Cables,PLT,11.69,182.1,319.75,SUP-0050,False,2022-01-05
PRD-00766,Void Fill Item 00766,Packaging,Void Fill,CS,33.61,230.03,481.04,SUP-0117,False,2022-08-02
PRD-00767,Writing Item 00767,Office Supplies,Writing,CS,23.7,109.85,145.33,SUP-0081,True,2023-06-29
PRD-00768,Seating Item 00768,Furniture,Seating,EA,24.62,132.15,195.36,SUP-0092,False,2023-09-05
PRD-00769,Void Fill Item 00769,Packaging,Void Fill,EA,6.07,191.22,303.01,SUP-0060,False,2021-09-23
PRD-00770,Paper Goods Item 00770,Office Supplies,Paper Goods,PLT,33.23,58.95,85.08,SUP-0160,False,2024-01-10
PRD-00771,Desks Item 00771,Furniture,Desks,PLT,32.68,140.52,217.41,SUP-0030,False,2022-11-21
PRD-00772,Void Fill Item 00772,Packaging,Void Fill,CS,6.79,15.76,22.77,SUP-0226,False,2021-03-29
PRD-00773,Storage Item 00773,Office Supplies,Storage,PLT,14.33,129.21,200.1,SUP-0156,False,2021-07-19
PRD-00774,Writing Item 00774,Office Supplies,Writing,CS,20.25,114.28,249.8,SUP-0153,False,2020-11-30
PRD-00775,Fasteners Item 00775,Industrial Parts,Fasteners,PLT,7.02,88.8,161.9,SUP-0179,False,2021-06-23
PRD-00776,Displays Item 00776,Electronics,Displays,PLT,31.37,104.57,175.12,SUP-0187,False,2023-11-07
PRD-00777,Footwear Item 00777,Apparel,Footwear,PLT,14.61,190.2,417.55,SUP-0086,False,2020-01-23
PRD-00778,Accessories Item 00778,Apparel,Accessories,CS,34.48,207.33,374.63,SUP-0204,True,2021-03-17
PRD-00779,Desks Item 00779,Furniture,Desks,EA,6.63,206.72,322.33,SUP-0113,False,2022-10-26
PRD-00780,Desks Item 00780,Furniture,Desks,EA,30.15,153.81,329.53,SUP-0021,False,2020-06-24
PRD-00781,Writing Item 00781,Office Supplies,Writing,PLT,20.27,192.14,357.45,SUP-0014,False,2020-06-08
PRD-00782,Fasteners Item 00782,Industrial Parts,Fasteners,CS,1.72,139.03,235.73,SUP-0031,False,2020-11-16
PRD-00783,Void Fill Item 00783,Packaging,Void Fill,PLT,8.82,76.31,132.01,SUP-0044,False,2023-12-30
PRD-00784,Tape Item 00784,Packaging,Tape,EA,9.13,11.89,24.48,SUP-0178,False,2022-07-21
PRD-00785,Boxes Item 00785,Packaging,Boxes,EA,33.41,232.5,489.72,SUP-0083,False,2022-05-25
PRD-00786,Storage Units Item 00786,Furniture,Storage Units,EA,3.56,165.29,285.38,SUP-0163,False,2020-11-21
PRD-00787,Fasteners Item 00787,Industrial Parts,Fasteners,CS,18.24,82.54,129.72,SUP-0147,False,2021-12-29
PRD-00788,Desks Item 00788,Furniture,Desks,EA,25.97,104.95,205.72,SUP-0125,False,2021-07-03
PRD-00789,Paper Goods Item 00789,Office Supplies,Paper Goods,CS,25.05,84.29,173.09,SUP-0179,True,2023-01-19
PRD-00790,Storage Item 00790,Office Supplies,Storage,EA,0.22,49.64,87.06,SUP-0242,False,2022-03-03
PRD-00791,Tape Item 00791,Packaging,Tape,EA,2.22,2.8,5.82,SUP-0168,True,2022-12-29
PRD-00792,Tape Item 00792,Packaging,Tape,PLT,24.36,143.98,275.5,SUP-0186,False,2020-07-02
PRD-00793,Displays Item 00793,Electronics,Displays,PLT,13.81,243.61,481.86,SUP-0111,False,2024-01-29
PRD-00794,Storage Item 00794,Office Supplies,Storage,EA,18.39,44.22,64.26,SUP-0160,False,2020-01-30
PRD-00795,Seals Item 00795,Industrial Parts,Seals,PLT,18.07,20.09,30.55,SUP-0019,False,2023-02-17
PRD-00796,Seating Item 00796,Furniture,Seating,CS,15.04,113.29,151.14,SUP-0084,False,2021-03-15
PRD-00797,Fasteners Item 00797,Industrial Parts,Fasteners,PLT,4.16,141.09,244.43,SUP-0025,False,2023-11-04
PRD-00798,Cables Item 00798,Electronics,Cables,EA,9.47,49.86,100.73,SUP-0005,False,2023-10-05
PRD-00799,Writing Item 00799,Office Supplies,Writing,CS,7.41,178.7,249.63,SUP-0157,False,2022-08-13
PRD-00800,Boxes Item 00800,Packaging,Boxes,EA,12.27,74.73,114.72,SUP-0246,False,2021-11-22
PRD-00801,Adapters Item 00801,Electronics,Adapters,CS,32.88,51.96,89.96,SUP-0026,False,2021-08-06
PRD-00802,Paper Goods Item 00802,Office Supplies,Paper Goods,PLT,35.04,188.43,347.07,SUP-0088,False,2021-09-26
PRD-00803,Boxes Item 00803,Packaging,Boxes,EA,6.24,163.4,342.67,SUP-0146,False,2021-01-19
PRD-00804,Displays Item 00804,Electronics,Displays,EA,36.68,217.72,379.13,SUP-0119,False,2023-12-05
PRD-00805,Void Fill Item 00805,Packaging,Void Fill,CS,30.27,215.21,391.6,SUP-0096,False,2023-01-18
PRD-00806,Writing Item 00806,Office Supplies,Writing,PLT,12.14,239.48,523.87,SUP-0045,False,2021-07-21
PRD-00807,Outerwear Item 00807,Apparel,Outerwear,CS,12.32,196.67,363.37,SUP-0139,False,2022-08-08
PRD-00808,Bearings Item 00808,Industrial Parts,Bearings,PLT,30.51,167.71,306.09,SUP-0071,False,2024-01-27
PRD-00809,Paper Goods Item 00809,Office Supplies,Paper Goods,PLT,24.55,24.95,48.74,SUP-0138,False,2020-09-02
PRD-00810,Adapters Item 00810,Electronics,Adapters,CS,11.82,249.68,365.92,SUP-0239,False,2021-02-26
PRD-00811,Seating Item 00811,Furniture,Seating,EA,13.83,88.05,145.85,SUP-0159,True,2020-04-27
PRD-00812,Seating Item 00812,Furniture,Seating,CS,3.51,83.38,155.98,SUP-0213,True,2023-07-19
PRD-00813,Fasteners Item 00813,Industrial Parts,Fasteners,PLT,36.85,38.3,64.88,SUP-0150,False,2022-05-26
PRD-00814,Outerwear Item 00814,Apparel,Outerwear,PLT,6.48,63.2,102.51,SUP-0070,False,2023-03-09
PRD-00815,Footwear Item 00815,Apparel,Footwear,EA,13.62,207.7,277.92,SUP-0070,False,2022-11-29
PRD-00816,Void Fill Item 00816,Packaging,Void Fill,EA,28.95,19.22,37.94,SUP-0032,False,2022-09-26
PRD-00817,Seals Item 00817,Industrial Parts,Seals,CS,26.06,188.78,399.07,SUP-0164,False,2022-07-30
PRD-00818,Boxes Item 00818,Packaging,Boxes,CS,32.77,92.21,173.37,SUP-0008,False,2020-04-25
PRD-00819,Accessories Item 00819,Apparel,Accessories,CS,17.14,221.36,443.97,SUP-0238,False,2020-02-05
PRD-00820,Writing Item 00820,Office Supplies,Writing,EA,1.26,249.26,458.04,SUP-0017,False,2022-09-02
PRD-00821,Paper Goods Item 00821,Office Supplies,Paper Goods,EA,33.17,180.95,270.92,SUP-0054,False,2023-09-15
PRD-00822,Accessories Item 00822,Apparel,Accessories,EA,31.18,61.02,84.05,SUP-0050,False,2020-10-13
PRD-00823,Storage Item 00823,Office Supplies,Storage,CS,39.14,141.35,242.75,SUP-0097,False,2022-07-14
PRD-00824,Fasteners Item 00824,Industrial Parts,Fasteners,EA,27.53,82.77,110.64,SUP-0129,False,2022-10-19
PRD-00825,Tape Item 00825,Packaging,Tape,EA,29.19,38.34,62.08,SUP-0138,False,2023-02-07
PRD-00826,Writing Item 00826,Office Supplies,Writing,PLT,31.0,68.38,109.28,SUP-0148,False,2020-10-10
PRD-00827,Writing Item 00827,Office Supplies,Writing,EA,5.95,9.76,15.79,SUP-0240,False,2024-02-08
PRD-00828,Seals Item 00828,Industrial Parts,Seals,PLT,37.3,3.51,6.6,SUP-0231,False,2023-11-26
PRD-00829,Void Fill Item 00829,Packaging,Void Fill,EA,17.74,151.05,285.82,SUP-0089,False,2021-07-05
PRD-00830,Outerwear Item 00830,Apparel,Outerwear,EA,8.21,207.84,446.76,SUP-0190,False,2020-08-21
PRD-00831,Seals Item 00831,Industrial Parts,Seals,EA,38.42,205.04,316.48,SUP-0184,False,2021-08-27
PRD-00832,Seals Item 00832,Industrial Parts,Seals,CS,0.28,112.51,204.43,SUP-0128,False,2023-01-26
PRD-00833,Storage Units Item 00833,Furniture,Storage Units,EA,25.86,133.54,196.67,SUP-0045,False,2022-08-19
PRD-00834,Footwear Item 00834,Apparel,Footwear,EA,29.61,28.34,38.25,SUP-0080,False,2023-04-29
PRD-00835,Fasteners Item 00835,Industrial Parts,Fasteners,PLT,25.32,130.56,177.12,SUP-0025,False,2023-03-25
PRD-00836,Storage Item 00836,Office Supplies,Storage,PLT,8.42,33.82,57.69,SUP-0131,False,2022-05-09
PRD-00837,Outerwear Item 00837,Apparel,Outerwear,CS,14.68,2.08,4.36,SUP-0088,False,2023-03-07
PRD-00838,Storage Units Item 00838,Furniture,Storage Units,EA,29.85,104.2,164.78,SUP-0229,False,2022-09-21
PRD-00839,Seating Item 00839,Furniture,Seating,CS,38.57,215.39,339.38,SUP-0063,True,2022-04-09
PRD-00840,Storage Item 00840,Office Supplies,Storage,EA,4.55,127.69,237.94,SUP-0085,False,2023-08-05
PRD-00841,Cables Item 00841,Electronics,Cables,PLT,23.68,101.21,140.79,SUP-0196,False,2020-05-11
PRD-00842,Seals Item 00842,Industrial Parts,Seals,EA,39.25,29.32,42.76,SUP-0121,False,2020-10-16
PRD-00843,Tape Item 00843,Packaging,Tape,EA,17.21,112.03,213.55,SUP-0063,False,2023-07-02
PRD-00844,Storage Units Item 00844,Furniture,Storage Units,EA,38.18,51.15,103.81,SUP-0182,False,2021-05-29
PRD-00845,Footwear Item 00845,Apparel,Footwear,CS,30.1,87.99,137.98,SUP-0210,False,2021-12-20
PRD-00846,Seals Item 00846,Industrial Parts,Seals,EA,22.01,240.53,442.24,SUP-0109,False,2022-06-18
PRD-00847,Boxes Item 00847,Packaging,Boxes,PLT,26.85,242.95,415.28,SUP-0155,False,2023-12-29
PRD-00848,Cables Item 00848,Electronics,Cables,CS,26.5,45.67,95.5,SUP-0217,False,2021-03-30
PRD-00849,Seals Item 00849,Industrial Parts,Seals,EA,14.59,39.02,54.28,SUP-0232,False,2023-10-18
PRD-00850,Storage Units Item 00850,Furniture,Storage Units,EA,6.29,166.24,245.15,SUP-0142,False,2023-08-11
PRD-00851,Outerwear Item 00851,Apparel,Outerwear,CS,13.07,126.31,178.77,SUP-0215,False,2022-06-14
PRD-00852,Outerwear Item 00852,Apparel,Outerwear,PLT,27.94,188.53,310.34,SUP-0149,False,2021-05-01
PRD-00853,Accessories Item 00853,Apparel,Accessories,EA,11.82,237.75,413.82,SUP-0142,False,2021-09-09
PRD-00854,Bearings Item 00854,Industrial Parts,Bearings,PLT,0.43,146.98,266.45,SUP-0061,False,2022-08-08
PRD-00855,Adapters Item 00855,Electronics,Adapters,CS,21.29,144.47,196.56,SUP-0119,False,2021-11-08
PRD-00856,Desks Item 00856,Furniture,Desks,CS,2.35,140.03,257.4,SUP-0138,False,2021-10-05
PRD-00857,Boxes Item 00857,Packaging,Boxes,PLT,26.09,178.3,332.42,SUP-0072,False,2020-08-13
PRD-00858,Fasteners Item 00858,Industrial Parts,Fasteners,PLT,2.8,152.19,258.51,SUP-0070,False,2021-04-12
PRD-00859,Adapters Item 00859,Electronics,Adapters,PLT,29.41,4.58,9.12,SUP-0152,False,2022-08-21
PRD-00860,Paper Goods Item 00860,Office Supplies,Paper Goods,CS,16.86,46.58,63.54,SUP-0214,False,2020-06-18
PRD-00861,Boxes Item 00861,Packaging,Boxes,CS,22.53,178.43,294.82,SUP-0012,False,2022-08-03
PRD-00862,Outerwear Item 00862,Apparel,Outerwear,CS,9.14,156.43,285.07,SUP-0206,False,2020-05-01
PRD-00863,Paper Goods Item 00863,Office Supplies,Paper Goods,EA,23.65,221.08,359.11,SUP-0111,False,2023-12-12
PRD-00864,Storage Item 00864,Office Supplies,Storage,PLT,5.37,200.27,394.94,SUP-0185,True,2021-09-19
PRD-00865,Writing Item 00865,Office Supplies,Writing,EA,27.86,34.25,52.45,SUP-0053,False,2021-06-12
PRD-00866,Void Fill Item 00866,Packaging,Void Fill,PLT,34.76,154.57,251.26,SUP-0157,False,2022-04-03
PRD-00867,Void Fill Item 00867,Packaging,Void Fill,PLT,30.19,42.9,70.06,SUP-0144,False,2022-02-24
PRD-00868,Seals Item 00868,Industrial Parts,Seals,EA,16.85,146.84,192.9,SUP-0189,False,2020-04-14
PRD-00869,Storage Units Item 00869,Furniture,Storage Units,EA,4.27,223.23,397.57,SUP-0136,False,2020-09-04
PRD-00870,Outerwear Item 00870,Apparel,Outerwear,EA,36.03,32.72,67.69,SUP-0148,False,2020-03-21
PRD-00871,Cables Item 00871,Electronics,Cables,PLT,21.48,17.69,29.6,SUP-0189,False,2021-11-01
PRD-00872,Storage Units Item 00872,Furniture,Storage Units,EA,30.9,154.79,277.92,SUP-0080,False,2024-01-14
PRD-00873,Boxes Item 00873,Packaging,Boxes,CS,39.87,51.18,71.06,SUP-0206,False,2023-01-07
PRD-00874,Outerwear Item 00874,Apparel,Outerwear,EA,35.56,19.0,38.39,SUP-0193,False,2023-08-15
PRD-00875,Seating Item 00875,Furniture,Seating,EA,11.06,226.77,475.71,SUP-0075,False,2023-02-23
PRD-00876,Storage Units Item 00876,Furniture,Storage Units,EA,24.53,238.17,452.82,SUP-0017,False,2023-10-03
PRD-00877,Storage Item 00877,Office Supplies,Storage,PLT,35.88,160.8,307.46,SUP-0197,False,2020-01-05
PRD-00878,Storage Item 00878,Office Supplies,Storage,PLT,38.7,242.23,322.92,SUP-0189,False,2021-07-27
PRD-00879,Storage Item 00879,Office Supplies,Storage,EA,5.76,23.31,40.65,SUP-0152,False,2020-01-27
PRD-00880,Displays Item 00880,Electronics,Displays,EA,29.8,227.9,487.4,SUP-0205,False,2021-12-05
PRD-00881,Desks Item 00881,Furniture,Desks,CS,29.86,154.84,312.96,SUP-0088,False,2023-06-16
PRD-00882,Storage Item 00882,Office Supplies,Storage,CS,1.55,57.41,111.21,SUP-0167,False,2022-04-03
PRD-00883,Seating Item 00883,Furniture,Seating,PLT,18.63,248.89,517.56,SUP-0248,False,2020-05-15
PRD-00884,Accessories Item 00884,Apparel,Accessories,PLT,32.48,204.04,350.28,SUP-0189,False,2023-05-14
PRD-00885,Fasteners Item 00885,Industrial Parts,Fasteners,PLT,25.04,30.32,53.59,SUP-0193,False,2022-02-17
PRD-00886,Tape Item 00886,Packaging,Tape,CS,24.23,104.66,207.67,SUP-0184,False,2022-04-26
PRD-00887,Seals Item 00887,Industrial Parts,Seals,PLT,2.55,176.91,350.19,SUP-0207,False,2023-03-13
PRD-00888,Adapters Item 00888,Electronics,Adapters,PLT,20.97,179.7,361.99,SUP-0062,False,2021-03-26
PRD-00889,Bearings Item 00889,Industrial Parts,Bearings,CS,33.83,103.69,202.07,SUP-0174,False,2021-11-11
PRD-00890,Bearings Item 00890,Industrial Parts,Bearings,EA,9.96,172.31,305.48,SUP-0129,False,2023-04-02
PRD-00891,Seating Item 00891,Furniture,Seating,CS,22.0,84.55,117.25,SUP-0163,False,2023-08-23
PRD-00892,Void Fill Item 00892,Packaging,Void Fill,CS,15.11,51.21,81.91,SUP-0153,False,2021-02-10
PRD-00893,Adapters Item 00893,Electronics,Adapters,PLT,8.82,222.52,309.32,SUP-0235,False,2022-10-17
PRD-00894,Storage Units Item 00894,Furniture,Storage Units,PLT,10.09,7.88,10.55,SUP-0156,False,2023-05-16
PRD-00895,Tape Item 00895,Packaging,Tape,PLT,24.09,139.5,185.2,SUP-0063,False,2022-11-07
PRD-00896,Accessories Item 00896,Apparel,Accessories,PLT,33.06,84.37,164.01,SUP-0031,False,2020-07-11
PRD-00897,Tape Item 00897,Packaging,Tape,CS,6.24,73.78,106.91,SUP-0030,False,2022-03-29
PRD-00898,Tape Item 00898,Packaging,Tape,EA,11.28,178.7,282.42,SUP-0054,False,2020-12-01
PRD-00899,Accessories Item 00899,Apparel,Accessories,CS,10.46,124.14,179.04,SUP-0011,False,2023-12-12
PRD-00900,Cables Item 00900,Electronics,Cables,PLT,20.73,147.95,305.16,SUP-0132,False,2020-02-11
PRD-00901,Paper Goods Item 00901,Office Supplies,Paper Goods,CS,2.49,210.51,431.53,SUP-0132,True,2022-11-20
PRD-00902,Displays Item 00902,Electronics,Displays,PLT,35.26,117.29,219.55,SUP-0034,False,2022-07-24
PRD-00903,Outerwear Item 00903,Apparel,Outerwear,CS,21.18,240.37,371.45,SUP-0027,False,2022-04-16
PRD-00904,Tape Item 00904,Packaging,Tape,PLT,34.76,194.74,304.5,SUP-0133,True,2021-11-29
PRD-00905,Displays Item 00905,Electronics,Displays,EA,6.81,76.98,156.84,SUP-0140,False,2022-08-23
PRD-00906,Seating Item 00906,Furniture,Seating,EA,9.95,248.13,391.67,SUP-0149,False,2021-01-09
PRD-00907,Writing Item 00907,Office Supplies,Writing,CS,26.24,61.47,126.16,SUP-0099,False,2022-07-29
PRD-00908,Void Fill Item 00908,Packaging,Void Fill,EA,1.54,204.4,314.32,SUP-0042,False,2020-03-26
PRD-00909,Tape Item 00909,Packaging,Tape,PLT,18.26,163.71,280.3,SUP-0087,True,2022-03-02
PRD-00910,Fasteners Item 00910,Industrial Parts,Fasteners,CS,3.06,137.42,261.27,SUP-0079,True,2021-04-08
PRD-00911,Cables Item 00911,Electronics,Cables,EA,27.79,125.39,190.16,SUP-0078,False,2020-07-25
PRD-00912,Writing Item 00912,Office Supplies,Writing,CS,15.45,200.21,268.71,SUP-0184,False,2022-03-14
PRD-00913,Storage Item 00913,Office Supplies,Storage,PLT,13.83,56.81,82.05,SUP-0189,False,2023-09-21
PRD-00914,Boxes Item 00914,Packaging,Boxes,CS,13.49,207.19,393.74,SUP-0170,True,2021-07-03
PRD-00915,Bearings Item 00915,Industrial Parts,Bearings,PLT,4.37,237.61,455.98,SUP-0121,False,2021-11-30
PRD-00916,Storage Units Item 00916,Furniture,Storage Units,CS,23.25,95.32,193.91,SUP-0016,False,2023-07-15
PRD-00917,Tape Item 00917,Packaging,Tape,CS,6.3,31.48,42.65,SUP-0142,False,2022-07-14
PRD-00918,Void Fill Item 00918,Packaging,Void Fill,PLT,34.3,196.14,389.15,SUP-0242,True,2022-11-20
PRD-00919,Writing Item 00919,Office Supplies,Writing,PLT,6.3,31.88,65.07,SUP-0015,False,2022-11-21
PRD-00920,Desks Item 00920,Furniture,Desks,PLT,5.36,223.53,467.3,SUP-0032,False,2023-06-11
PRD-00921,Outerwear Item 00921,Apparel,Outerwear,CS,6.99,30.96,50.52,SUP-0231,False,2021-01-24
PRD-00922,Cables Item 00922,Electronics,Cables,EA,35.07,248.53,527.16,SUP-0044,False,2021-03-02
PRD-00923,Footwear Item 00923,Apparel,Footwear,PLT,31.18,114.42,251.38,SUP-0002,False,2021-11-30
PRD-00924,Seals Item 00924,Industrial Parts,Seals,CS,10.68,25.83,45.25,SUP-0179,False,2021-10-09
PRD-00925,Displays Item 00925,Electronics,Displays,EA,1.58,57.86,82.2,SUP-0007,False,2020-12-21
PRD-00926,Outerwear Item 00926,Apparel,Outerwear,PLT,16.16,159.51,229.54,SUP-0231,False,2021-08-25
PRD-00927,Storage Units Item 00927,Furniture,Storage Units,PLT,11.59,122.71,174.59,SUP-0057,False,2020-04-22
PRD-00928,Adapters Item 00928,Electronics,Adapters,EA,32.44,47.38,83.92,SUP-0176,False,2022-07-27
PRD-00929,Seating Item 00929,Furniture,Seating,EA,1.37,214.33,389.1,SUP-0048,False,2023-11-14
PRD-00930,Displays Item 00930,Electronics,Displays,PLT,9.7,123.92,199.98,SUP-0009,False,2022-12-29
PRD-00931,Cables Item 00931,Electronics,Cables,EA,38.9,154.83,253.47,SUP-0152,False,2020-03-23
PRD-00932,Boxes Item 00932,Packaging,Boxes,CS,22.14,36.62,54.12,SUP-0137,False,2023-06-21
PRD-00933,Footwear Item 00933,Apparel,Footwear,EA,5.21,241.75,394.28,SUP-0244,False,2022-07-13
PRD-00934,Adapters Item 00934,Electronics,Adapters,CS,38.08,66.77,111.53,SUP-0019,False,2023-02-18
PRD-00935,Outerwear Item 00935,Apparel,Outerwear,CS,2.28,216.06,351.73,SUP-0001,False,2020-09-21
PRD-00936,Seals Item 00936,Industrial Parts,Seals,EA,9.84,80.82,105.46,SUP-0237,False,2022-03-13
PRD-00937,Cables Item 00937,Electronics,Cables,EA,10.58,161.02,257.03,SUP-0181,False,2021-02-13
PRD-00938,Desks Item 00938,Furniture,Desks,EA,17.83,47.43,69.74,SUP-0188,False,2020-08-23
PRD-00939,Bearings Item 00939,Industrial Parts,Bearings,PLT,30.94,153.8,245.11,SUP-0162,False,2023-05-10
PRD-00940,Accessories Item 00940,Apparel,Accessories,PLT,14.37,180.8,281.1,SUP-0211,False,2021-09-25
PRD-00941,Tape Item 00941,Packaging,Tape,EA,37.26,12.7,24.39,SUP-0001,False,2023-10-13
PRD-00942,Fasteners Item 00942,Industrial Parts,Fasteners,CS,26.11,223.11,411.02,SUP-0184,False,2021-11-21
