warehouse_id,shipment_id,carrier_id,transaction_type,event_date,tracking_number,freight_cost,carrier_service_level,created_at
WH-04,2083,CAR-07,Shipment,2024-06-14,TRK000039491,152.43,Express,2024-06-14
WH-04,2084,CAR-02,Return,2024-06-20,TRK000039492,21.33,Freight,2024-06-20
WH-04,2085,CAR-04,Shipment,2024-06-14,TRK000039493,170.3,Freight,2024-06-14
WH-06,2108,CAR-09,Shipment,2023-12-26,TRK000039494,32.12,Express,2023-12-26
WH-06,2109,CAR-12,Shipment,2024-01-08,TRK000039495,37.08,Express,2024-01-08
WH-12,2321,CAR-13,Shipment,2024-05-29,TRK000039496,15.63,Freight,2024-05-29
WH-12,2322,CAR-06,Shipment,2024-05-30,TRK000039497,25.4,Ground,2024-05-30
WH-12,2323,CAR-04,Backorder,2024-06-06,,0.0,,2024-06-06
WH-12,2324,CAR-18,Shipment,2024-02-20,TRK000039499,72.91,Freight,2024-02-20
WH-12,2325,CAR-20,Shipment,2024-03-10,TRK000039500,123.96,Freight,2024-03-10
WH-12,2326,CAR-10,Shipment,2024-02-21,TRK000039501,28.23,Freight,2024-02-21
WH-12,2327,CAR-10,Shipment,2024-03-08,TRK000039502,207.57,Freight,2024-03-08
WH-12,2328,CAR-06,Shipment,2024-02-23,TRK000039503,202.98,Express,2024-02-23
WH-17,2269,CAR-01,Shipment,2024-05-29,TRK000039504,54.89,Ground,2024-05-29
WH-17,2270,CAR-03,Shipment,2024-06-08,TRK000039505,75.49,Freight,2024-06-08
WH-17,2271,CAR-08,Shipment,2024-05-25,TRK000039506,66.24,Ground,2024-05-25
WH-01,2213,CAR-05,Shipment,2024-03-24,TRK000039507,39.55,Ground,2024-03-24
WH-01,2214,CAR-02,Backorder,2024-04-05,,0.0,,2024-04-05
WH-16,2204,CAR-08,Shipment,2024-02-02,TRK000039509,157.69,Freight,2024-02-02
WH-16,2205,CAR-17,Cancellation,2024-02-13,TRK000039510,7.51,Express,2024-02-13
WH-07,2084,CAR-20,Shipment,2024-01-03,TRK000039511,21.81,Express,2024-01-03
WH-07,2085,CAR-07,Shipment,2023-10-25,TRK000039512,106.27,Express,2023-10-25
WH-07,2086,CAR-03,Shipment,2023-10-27,TRK000039513,13.98,Freight,2023-10-27
WH-07,2087,CAR-03,Shipment,2023-10-28,TRK000039514,136.09,Ground,2023-10-28
WH-07,2088,CAR-02,Shipment,2023-11-16,TRK000039515,217.82,Express,2023-11-16
WH-07,2089,CAR-04,Shipment,2024-06-09,TRK000039516,216.75,Ground,2024-06-09
WH-07,2090,CAR-01,Shipment,2024-06-06,TRK000039517,84.02,Freight,2024-06-06
WH-08,2219,CAR-10,Shipment,2023-11-04,TRK000039518,26.86,Freight,2023-11-04
WH-08,2220,CAR-16,Shipment,2023-11-07,TRK000039519,109.32,Freight,2023-11-07
WH-08,2221,CAR-07,Shipment,2023-11-04,TRK000039520,42.94,Ground,2023-11-04
WH-01,2215,CAR-11,Shipment,2023-11-06,TRK000039521,151.53,Ground,2023-11-06
WH-11,2294,CAR-10,Shipment,2023-12-09,TRK000039522,99.2,Freight,2023-12-09
WH-11,2295,CAR-11,Return,2023-12-12,TRK000039523,17.47,Ground,2023-12-12
WH-06,2110,CAR-15,Shipment,2024-05-12,TRK000039524,128.8,Freight,2024-05-12
WH-06,2111,CAR-01,Shipment,2024-05-11,TRK000039525,100.71,Express,2024-05-11
WH-06,2112,CAR-05,Cancellation,2024-05-24,TRK000039526,33.3,Ground,2024-05-24
WH-17,2272,CAR-05,Shipment,2024-06-28,TRK000039527,82.24,Freight,2024-06-28
WH-08,2222,CAR-03,Shipment,2024-04-11,TRK000039528,97.84,Freight,2024-04-11
WH-08,2223,CAR-01,Shipment,2024-05-01,TRK000039529,73.77,Express,2024-05-01
WH-08,2224,CAR-18,Backorder,2024-05-05,,0.0,,2024-05-05
WH-02,2344,CAR-15,Shipment,2024-04-01,TRK000039531,50.42,Express,2024-04-01
WH-02,2345,CAR-01,Shipment,2024-04-02,TRK000039532,52.05,Express,2024-04-02
WH-02,2346,CAR-01,Shipment,2023-10-12,TRK000039533,27.31,Ground,2023-10-12
WH-02,2347,CAR-08,Shipment,2023-10-18,TRK000039534,184.88,Freight,2023-10-18
WH-02,2348,CAR-08,Return,2023-10-31,TRK000039535,0.75,Express,2023-10-31
WH-03,2140,CAR-16,Shipment,2024-05-02,TRK000039536,17.92,Express,2024-05-02
WH-03,2141,CAR-07,Shipment,2024-05-19,TRK000039537,62.21,Freight,2024-05-19
WH-16,2206,CAR-05,Shipment,2024-05-10,TRK000039538,184.62,Express,2024-05-10
WH-08,2225,CAR-10,Shipment,2024-03-19,TRK000039539,216.32,Ground,2024-03-19
WH-02,2349,CAR-20,Shipment,2024-04-14,TRK000039540,136.75,Ground,2024-04-14
WH-02,2350,CAR-15,Return,2024-04-17,TRK000039541,16.5,Express,2024-04-17
WH-13,2025,CAR-01,Shipment,2023-11-27,TRK000039542,11.95,Express,2023-11-27
WH-13,2026,CAR-19,Shipment,2023-11-29,TRK000039543,212.46,Freight,2023-11-29
WH-13,2027,CAR-05,Shipment,2023-12-12,TRK000039544,110.4,Ground,2023-12-12
WH-18,2233,CAR-05,Shipment,2023-10-24,TRK000039545,159.6,Express,2023-10-24
WH-18,2234,CAR-03,Cancellation,2023-10-31,TRK000039546,31.61,Freight,2023-10-31
WH-09,2228,CAR-06,Shipment,2023-11-28,TRK000039547,68.36,Ground,2023-11-28
WH-09,2229,CAR-18,Backorder,2023-12-06,,0.0,,2023-12-06
WH-13,2028,CAR-02,Shipment,2024-04-27,TRK000039549,210.05,Freight,2024-04-27
WH-10,2168,CAR-13,Shipment,2024-01-05,TRK000039550,78.05,Express,2024-01-05
WH-11,2296,CAR-05,Shipment,2024-05-16,TRK000039551,29.48,Freight,2024-05-16
WH-11,2297,CAR-15,Backorder,2024-05-29,,0.0,,2024-05-29
WH-11,2298,CAR-17,Shipment,2024-05-15,TRK000039553,193.78,Express,2024-05-15
WH-15,2154,CAR-05,Shipment,2023-12-24,TRK000039554,32.29,Freight,2023-12-24
WH-15,2155,CAR-06,Shipment,2024-01-06,TRK000039555,127.2,Express,2024-01-06
WH-15,2156,CAR-05,Cancellation,2024-01-12,TRK000039556,39.8,Express,2024-01-12
WH-15,2157,CAR-11,Shipment,2023-12-23,TRK000039557,47.04,Freight,2023-12-23
WH-18,2235,CAR-05,Shipment,2024-04-14,TRK000039558,55.58,Freight,2024-04-14
WH-18,2236,CAR-01,Shipment,2024-05-03,TRK000039559,46.77,Freight,2024-05-03
WH-18,2237,CAR-10,Shipment,2024-04-12,TRK000039560,197.19,Express,2024-04-12
WH-18,2238,CAR-14,Return,2024-05-01,TRK000039561,31.52,Ground,2024-05-01
WH-06,2113,CAR-14,Shipment,2023-12-06,TRK000039562,203.62,Freight,2023-12-06
WH-06,2114,CAR-03,Shipment,2023-12-10,TRK000039563,176.23,Ground,2023-12-10
WH-08,2226,CAR-05,Shipment,2023-11-13,TRK000039564,62.03,Ground,2023-11-13
WH-08,2227,CAR-19,Shipment,2023-11-28,TRK000039565,119.8,Ground,2023-11-28
WH-08,2228,CAR-08,Shipment,2024-04-29,TRK000039566,89.15,Ground,2024-04-29
WH-08,2229,CAR-15,Cancellation,2024-05-05,TRK000039567,28.75,Express,2024-05-05
WH-08,2230,CAR-06,Backorder,2024-05-06,,0.0,,2024-05-06
WH-15,2158,CAR-12,Shipment,2023-12-14,TRK000039569,39.85,Ground,2023-12-14
WH-15,2159,CAR-17,Shipment,2023-12-27,TRK000039570,90.97,Express,2023-12-27
WH-15,2160,CAR-06,Backorder,2023-12-29,,0.0,,2023-12-29
WH-02,2351,CAR-08,Shipment,2024-01-03,TRK000039572,141.6,Express,2024-01-03
WH-02,2352,CAR-04,Shipment,2024-01-11,TRK000039573,206.33,Ground,2024-01-11
WH-16,2207,CAR-05,Shipment,2024-02-23,TRK000039574,30.07,Freight,2024-02-23
WH-16,2208,CAR-09,Return,2024-05-07,TRK000039575,17.97,Ground,2024-05-07
WH-08,2231,CAR-02,Shipment,2024-06-28,TRK000039576,130.54,Ground,2024-06-28
WH-15,2161,CAR-07,Shipment,2023-10-26,TRK000039577,125.37,Freight,2023-10-26
WH-15,2162,CAR-07,Return,2024-05-04,TRK000039578,5.96,Express,2024-05-04
WH-09,2230,CAR-06,Shipment,2024-05-19,TRK000039579,149.33,Ground,2024-05-19
WH-09,2231,CAR-10,Backorder,2024-05-21,,0.0,,2024-05-21
WH-09,2232,CAR-01,Shipment,2024-05-22,TRK000039581,56.4,Freight,2024-05-22
WH-09,2233,CAR-02,Backorder,2024-06-04,,0.0,,2024-06-04
WH-09,2234,CAR-15,Shipment,2024-05-21,TRK000039583,83.47,Ground,2024-05-21
WH-09,2235,CAR-01,Return,2024-05-24,TRK000039584,0.88,Freight,2024-05-24
WH-09,2236,CAR-07,Backorder,2024-05-27,,0.0,,2024-05-27
WH-07,2091,CAR-06,Shipment,2023-10-24,TRK000039586,144.05,Express,2023-10-24
WH-03,2142,CAR-06,Shipment,2024-01-18,TRK000039587,61.47,Express,2024-01-18
WH-03,2143,CAR-06,Shipment,2024-01-29,TRK000039588,120.72,Freight,2024-01-29
WH-03,2144,CAR-03,Shipment,2024-05-15,TRK000039589,83.03,Freight,2024-05-15
WH-01,2216,CAR-08,Shipment,2024-01-31,TRK000039590,209.39,Ground,2024-01-31
WH-07,2092,CAR-07,Shipment,2023-11-03,TRK000039591,28.37,Freight,2023-11-03
WH-07,2093,CAR-16,Return,2023-11-09,TRK000039592,2.8,Freight,2023-11-09
WH-17,2273,CAR-16,Shipment,2023-11-21,TRK000039593,89.05,Express,2023-11-21
WH-17,2274,CAR-14,Return,2023-11-23,TRK000039594,4.96,Ground,2023-11-23
WH-17,2275,CAR-01,Shipment,2023-11-16,TRK000039595,98.31,Freight,2023-11-16
WH-17,2276,CAR-07,Shipment,2023-12-09,TRK000039596,194.7,Express,2023-12-09
WH-17,2277,CAR-13,Shipment,2023-11-18,TRK000039597,12.48,Ground,2023-11-18
WH-16,2209,CAR-03,Shipment,2024-02-09,TRK000039598,159.62,Express,2024-02-09
WH-16,2210,CAR-19,Shipment,2024-02-04,TRK000039599,196.04,Express,2024-02-04
WH-05,2266,CAR-11,Backorder,2024-06-30,,0.0,,2024-06-27
WH-05,2267,CAR-18,Shipment,2024-06-28,TRK000039601,208.92,Express,2024-06-28
WH-18,2239,CAR-02,Shipment,2024-04-03,TRK000039602,102.66,Ground,2024-04-03
WH-05,2268,CAR-11,Shipment,2024-02-16,TRK000039603,214.28,Express,2024-02-16
WH-05,2269,CAR-03,Shipment,2024-02-16,TRK000039604,193.29,Ground,2024-02-16
WH-05,2270,CAR-16,Return,2024-05-11,TRK000039605,16.86,Ground,2024-05-11
WH-05,2271,CAR-17,Backorder,2024-02-20,,0.0,,2024-02-20
WH-05,2272,CAR-07,Shipment,2024-02-13,TRK000039607,187.1,Freight,2024-02-13
WH-17,2278,CAR-09,Shipment,2024-04-18,TRK000039608,139.68,Ground,2024-04-18
WH-13,2029,CAR-02,Shipment,2024-02-26,TRK000039609,105.44,Express,2024-02-26
WH-13,2030,CAR-06,Shipment,2024-02-28,TRK000039610,159.27,Freight,2024-02-28
WH-14,2155,CAR-20,Shipment,2024-06-09,TRK000039611,111.16,Express,2024-06-09
WH-02,2353,CAR-17,Shipment,2024-06-24,TRK000039612,140.47,Ground,2024-06-24
WH-02,2354,CAR-11,Shipment,2024-07-12,TRK000039613,167.21,Express,2024-07-12
WH-03,2145,CAR-09,Shipment,2024-06-24,TRK000039614,53.11,Express,2024-06-24
WH-03,2146,CAR-12,Shipment,2024-06-19,TRK000039615,45.81,Express,2024-06-19
WH-03,2147,CAR-07,Cancellation,2024-07-02,TRK000039616,28.15,Ground,2024-07-02
WH-07,2094,CAR-19,Shipment,2023-12-01,TRK000039617,186.65,Freight,2023-12-01
WH-05,2273,CAR-02,Shipment,2024-05-09,TRK000039618,210.02,Express,2024-05-09
WH-10,2169,CAR-18,Shipment,2024-03-02,TRK000039619,195.27,Freight,2024-03-02
WH-10,2170,CAR-15,Shipment,2024-03-12,TRK000039620,162.85,Ground,2024-03-12
WH-01,2217,CAR-07,Shipment,2024-02-17,TRK000039621,33.24,Express,2024-02-17
WH-15,2163,CAR-03,Shipment,2024-07-03,TRK000039622,206.88,Express,2024-07-03
WH-15,2164,CAR-01,Shipment,2024-06-30,TRK000039623,157.33,Express,2024-06-30
WH-04,2086,CAR-07,Shipment,2024-06-07,TRK000039624,124.67,Express,2024-06-07
WH-04,2087,CAR-09,Shipment,2024-06-09,TRK000039625,200.62,Express,2024-06-09
WH-11,2299,CAR-03,Shipment,2024-04-15,TRK000039626,71.12,Express,2024-04-15
WH-11,2300,CAR-08,Backorder,2024-04-24,,0.0,,2024-04-24
WH-11,2301,CAR-15,Shipment,2024-04-17,TRK000039628,163.31,Freight,2024-04-17
WH-11,2302,CAR-18,Shipment,2024-04-12,TRK000039629,30.34,Ground,2024-04-12
WH-13,2031,CAR-12,Shipment,2024-01-16,TRK000039630,211.08,Ground,2024-01-16
WH-13,2032,CAR-08,Shipment,2024-01-15,TRK000039631,164.25,Express,2024-01-15
WH-13,2033,CAR-10,Backorder,2024-01-25,,0.0,,2024-01-25
WH-13,2034,CAR-11,Shipment,2024-01-17,TRK000039633,76.19,Express,2024-01-17
WH-11,2303,CAR-17,Shipment,2023-11-04,TRK000039634,155.87,Freight,2023-11-04
WH-11,2304,CAR-06,Shipment,2023-11-14,TRK000039635,185.21,Freight,2023-11-14
WH-11,2305,CAR-01,Return,2023-11-30,TRK000039636,36.69,Ground,2023-11-30
WH-14,2156,CAR-03,Shipment,2024-03-13,TRK000039637,187.63,Ground,2024-03-13
WH-15,2165,CAR-12,Shipment,2023-10-10,TRK000039638,215.92,Ground,2023-10-10
WH-15,2166,CAR-17,Shipment,2023-10-25,TRK000039639,30.53,Freight,2023-10-25
WH-15,2167,CAR-20,Cancellation,2023-11-02,TRK000039640,8.07,Ground,2023-11-02
WH-15,2168,CAR-20,Backorder,2023-10-30,,0.0,,2023-10-30
WH-10,2171,CAR-20,Shipment,2023-10-23,TRK000039642,158.6,Express,2023-10-23
WH-10,2172,CAR-16,Shipment,2023-10-22,TRK000039643,118.13,Freight,2023-10-22
WH-16,2211,CAR-05,Shipment,2023-11-06,TRK000039644,161.14,Ground,2023-11-06
WH-16,2212,CAR-20,Shipment,2023-11-10,TRK000039645,30.52,Freight,2023-11-10
WH-15,2169,CAR-01,Shipment,2023-10-12,TRK000039646,192.41,Freight,2023-10-12
WH-15,2170,CAR-20,Shipment,2023-10-09,TRK000039647,131.17,Ground,2023-10-09
WH-15,2171,CAR-06,Shipment,2023-10-10,TRK000039648,107.96,Ground,2023-10-10
WH-12,2329,CAR-11,Shipment,2024-01-17,TRK000039649,57.62,Express,2024-01-17
WH-04,2088,CAR-08,Shipment,2024-06-05,TRK000039650,171.45,Freight,2024-06-05
WH-04,2089,CAR-09,Backorder,2024-06-06,,0.0,,2024-06-06
WH-15,2172,CAR-03,Shipment,2024-01-06,TRK000039652,77.07,Express,2024-01-06
WH-15,2173,CAR-14,Shipment,2024-01-26,TRK000039653,195.43,Express,2024-01-26
WH-15,2174,CAR-10,Shipment,2024-01-08,TRK000039654,35.15,Freight,2024-01-08
WH-15,2175,CAR-17,Backorder,2024-01-12,,0.0,,2024-01-12
WH-15,2176,CAR-11,Shipment,2024-01-07,TRK000039656,63.95,Ground,2024-01-07
WH-15,2177,CAR-14,Return,2024-01-24,TRK000039657,3.94,Ground,2024-01-24
WH-11,2306,CAR-09,Shipment,2023-10-12,TRK000039658,149.58,Express,2023-10-12
WH-11,2307,CAR-07,Shipment,2023-10-29,TRK000039659,108.08,Ground,2023-10-29
WH-14,2157,CAR-04,Shipment,2024-05-10,TRK000039660,141.44,Express,2024-05-10
WH-14,2158,CAR-03,Shipment,2024-05-15,TRK000039661,39.49,Freight,2024-05-15
WH-09,2237,CAR-17,Shipment,2023-11-17,TRK000039662,164.73,Freight,2023-11-17
WH-09,2238,CAR-10,Return,2023-11-29,TRK000039663,21.57,Ground,2023-11-29
WH-09,2239,CAR-17,Shipment,2023-11-18,TRK000039664,193.82,Freight,2023-11-18
WH-09,2240,CAR-05,Return,2023-11-21,TRK000039665,27.98,Freight,2023-11-21
WH-09,2241,CAR-05,Backorder,2023-12-02,,0.0,,2023-12-02
WH-18,2240,CAR-07,Shipment,2024-03-24,TRK000039667,173.13,Ground,2024-03-24
WH-18,2241,CAR-13,Shipment,2024-03-24,TRK000039668,200.43,Freight,2024-03-24
WH-18,2242,CAR-11,Shipment,2024-04-19,TRK000039669,148.62,Express,2024-04-19
WH-10,2173,CAR-11,Shipment,2024-04-20,TRK000039670,96.69,Express,2024-04-20
WH-02,2355,CAR-11,Shipment,2023-12-08,TRK000039671,59.91,Ground,2023-12-08
WH-02,2356,CAR-08,Backorder,2023-12-14,,0.0,,2023-12-14
WH-04,2090,CAR-14,Shipment,2024-06-26,TRK000039673,9.6,Express,2024-06-26
WH-04,2091,CAR-15,Shipment,2024-06-26,TRK000039674,172.42,Express,2024-06-26
WH-04,2092,CAR-01,Shipment,2024-06-27,TRK000039675,96.9,Freight,2024-06-27
WH-04,2093,CAR-12,Shipment,2024-06-30,TRK000039676,78.62,Freight,2024-06-30
WH-16,2213,CAR-03,Shipment,2024-04-16,TRK000039677,196.96,Ground,2024-04-16
WH-16,2214,CAR-16,Shipment,2024-04-24,TRK000039678,55.08,Freight,2024-04-24
WH-01,2218,CAR-02,Shipment,2024-02-24,TRK000039679,206.01,Freight,2024-02-24
WH-01,2219,CAR-16,Shipment,2024-02-18,TRK000039680,212.18,Ground,2024-02-18
WH-01,2220,CAR-05,Shipment,2024-02-24,TRK000039681,185.48,Express,2024-02-24
WH-05,2274,CAR-04,Shipment,2023-12-07,TRK000039682,109.97,Express,2023-12-07
WH-13,2035,CAR-13,Shipment,2024-05-04,TRK000039683,69.82,Ground,2024-05-04
WH-13,2036,CAR-18,Cancellation,2024-05-23,TRK000039684,3.55,Ground,2024-05-23
WH-13,2037,CAR-06,Shipment,2024-05-03,TRK000039685,17.48,Freight,2024-05-03
WH-01,2221,CAR-18,Shipment,2023-10-16,TRK000039686,10.68,Express,2023-10-16
WH-01,2222,CAR-20,Shipment,2024-02-25,TRK000039687,52.35,Ground,2024-02-25
WH-01,2223,CAR-18,Shipment,2024-03-08,TRK000039688,70.95,Ground,2024-03-08
WH-01,2224,CAR-06,Return,2024-03-15,TRK000039689,3.24,Express,2024-03-15
WH-01,2225,CAR-09,Shipment,2024-02-25,TRK000039690,133.22,Ground,2024-02-25
WH-14,2159,CAR-20,Shipment,2024-04-28,TRK000039691,215.54,Freight,2024-04-28
WH-14,2160,CAR-15,Shipment,2024-05-11,TRK000039692,205.86,Ground,2024-05-11
WH-14,2161,CAR-16,Backorder,2024-05-16,,0.0,,2024-05-16
WH-02,2357,CAR-08,Shipment,2024-06-02,TRK000039694,161.32,Freight,2024-06-02
WH-13,2038,CAR-12,Shipment,2024-03-09,TRK000039695,92.77,Express,2024-03-09
WH-16,2215,CAR-02,Shipment,2024-05-18,TRK000039696,178.7,Freight,2024-05-18
WH-16,2216,CAR-07,Shipment,2024-05-20,TRK000039697,180.22,Freight,2024-05-20
WH-16,2217,CAR-18,Shipment,2024-06-06,TRK000039698,133.46,Freight,2024-06-06
WH-16,2218,CAR-20,Shipment,2024-04-13,TRK000039699,214.14,Freight,2024-04-13
WH-16,2219,CAR-08,Return,2024-05-18,TRK000039700,19.54,Express,2024-05-18
WH-16,2220,CAR-17,Shipment,2024-04-11,TRK000039701,84.39,Ground,2024-04-11
WH-11,2308,CAR-07,Shipment,2024-06-02,TRK000039702,188.76,Express,2024-06-02
WH-11,2309,CAR-10,Shipment,2024-06-06,TRK000039703,98.64,Express,2024-06-06
WH-11,2310,CAR-04,Backorder,2024-06-11,,0.0,,2024-06-11
WH-11,2311,CAR-11,Shipment,2024-05-29,TRK000039705,196.71,Express,2024-05-29
WH-11,2312,CAR-04,Shipment,2024-06-20,TRK000039706,59.56,Express,2024-06-20
WH-11,2313,CAR-16,Backorder,2024-06-30,,0.0,,2024-06-30
WH-07,2095,CAR-04,Shipment,2024-04-23,TRK000039708,16.32,Ground,2024-04-23
WH-07,2096,CAR-18,Shipment,2024-04-20,TRK000039709,158.19,Express,2024-04-20
WH-11,2314,CAR-20,Shipment,2024-04-23,TRK000039710,81.23,Freight,2024-04-23
WH-04,2094,CAR-03,Shipment,2024-04-20,TRK000039711,88.31,Freight,2024-04-20
WH-04,2095,CAR-13,Shipment,2024-04-21,TRK000039712,99.41,Freight,2024-04-21
WH-04,2096,CAR-08,Shipment,2024-05-02,TRK000039713,35.88,Express,2024-05-02
WH-14,2162,CAR-12,Shipment,2024-02-05,TRK000039714,217.35,Express,2024-02-05
WH-14,2163,CAR-14,Shipment,2024-02-10,TRK000039715,206.32,Ground,2024-02-10
WH-14,2164,CAR-04,Shipment,2024-02-08,TRK000039716,217.16,Ground,2024-02-08
WH-14,2165,CAR-02,Shipment,2024-02-19,TRK000039717,89.79,Ground,2024-02-19
WH-09,2242,CAR-20,Shipment,2023-10-29,TRK000039718,176.22,Ground,2023-10-29
WH-09,2243,CAR-07,Return,2024-04-17,TRK000039719,34.56,Ground,2024-04-17
WH-09,2244,CAR-12,Shipment,2023-10-27,TRK000039720,80.84,Ground,2023-10-27
WH-09,2245,CAR-03,Shipment,2023-11-17,TRK000039721,97.59,Ground,2023-11-17
WH-09,2246,CAR-17,Shipment,2023-10-27,TRK000039722,117.22,Express,2023-10-27
WH-09,2247,CAR-06,Shipment,2023-11-13,TRK000039723,114.62,Express,2023-11-13
WH-03,2148,CAR-18,Shipment,2023-12-14,TRK000039724,170.48,Ground,2023-12-14
WH-02,2358,CAR-07,Shipment,2023-11-23,TRK000039725,105.98,Freight,2023-11-23
WH-18,2243,CAR-17,Shipment,2024-01-12,TRK000039726,183.08,Freight,2024-01-12
WH-18,2244,CAR-02,Shipment,2024-01-14,TRK000039727,177.4,Express,2024-01-14
WH-12,2330,CAR-08,Shipment,2024-05-11,TRK000039728,158.86,Ground,2024-05-11
WH-03,2149,CAR-05,Shipment,2024-03-20,TRK000039729,18.21,Ground,2024-03-20
WH-03,2150,CAR-20,Shipment,2024-03-20,TRK000039730,27.82,Ground,2024-03-20
WH-03,2151,CAR-17,Shipment,2024-04-04,TRK000039731,209.48,Ground,2024-04-04
WH-03,2152,CAR-06,Backorder,2024-04-08,,0.0,,2024-04-08
WH-03,2153,CAR-17,Shipment,2023-11-01,TRK000039733,155.66,Freight,2023-11-01
WH-03,2154,CAR-07,Backorder,2023-11-03,,0.0,,2023-11-03
WH-12,2331,CAR-07,Shipment,2024-05-18,TRK000039735,147.84,Freight,2024-05-18
WH-15,2178,CAR-15,Shipment,2024-01-20,TRK000039736,197.7,Ground,2024-01-20
WH-15,2179,CAR-07,Backorder,2024-01-24,,0.0,,2024-01-24
WH-10,2174,CAR-05,Shipment,2023-12-05,TRK000039738,25.1,Express,2023-12-05
WH-01,2226,CAR-20,Shipment,2023-11-28,TRK000039739,119.27,Freight,2023-11-28
WH-11,2315,CAR-08,Shipment,2024-05-20,TRK000039740,21.96,Ground,2024-05-20
WH-11,2316,CAR-15,Cancellation,2024-05-28,TRK000039741,28.47,Freight,2024-05-28
WH-11,2317,CAR-20,Shipment,2024-05-18,TRK000039742,204.71,Express,2024-05-18
WH-09,2248,CAR-09,Shipment,2024-04-20,TRK000039743,48.0,Freight,2024-04-20
WH-09,2249,CAR-08,Shipment,2024-04-17,TRK000039744,184.07,Ground,2024-04-17
WH-07,2097,CAR-14,Shipment,2023-12-15,TRK000039745,13.99,Freight,2023-12-15
WH-07,2098,CAR-09,Shipment,2023-12-12,TRK000039746,98.91,Freight,2023-12-12
WH-07,2099,CAR-05,Backorder,2023-12-19,,0.0,,2023-12-19
WH-07,2100,CAR-06,Shipment,2023-12-14,TRK000039748,37.24,Express,2023-12-14
WH-02,2359,CAR-18,Shipment,2024-04-12,TRK000039749,134.77,Freight,2024-04-12
WH-02,2360,CAR-16,Cancellation,2024-04-16,TRK000039750,37.67,Freight,2024-04-16
WH-06,2115,CAR-03,Shipment,2024-07-05,TRK000039751,192.15,Express,2024-07-05
WH-07,2101,CAR-13,Shipment,2023-12-22,TRK000039752,98.31,Express,2023-12-22
WH-07,2102,CAR-13,Cancellation,2024-01-10,TRK000039753,25.83,Freight,2024-01-10
WH-07,2103,CAR-14,Shipment,2023-12-23,TRK000039754,56.7,Express,2023-12-23
WH-04,2097,CAR-12,Shipment,2023-12-24,TRK000039755,199.71,Ground,2023-12-24
WH-04,2098,CAR-18,Return,2024-01-05,TRK000039756,14.32,Freight,2024-01-05
WH-15,2180,CAR-09,Shipment,2024-06-01,TRK000039757,45.33,Freight,2024-06-01
WH-15,2181,CAR-06,Shipment,2024-05-28,TRK000039758,73.57,Freight,2024-05-28
WH-15,2182,CAR-10,Return,2024-05-03,TRK000039759,30.7,Ground,2024-05-03
WH-08,2232,CAR-03,Shipment,2024-04-24,TRK000039760,47.83,Express,2024-04-24
WH-08,2233,CAR-10,Shipment,2024-04-28,TRK000039761,197.4,Freight,2024-04-28
WH-08,2234,CAR-15,Shipment,2024-04-23,TRK000039762,189.34,Express,2024-04-23
WH-09,2250,CAR-07,Backorder,2024-02-12,,0.0,,2024-02-11
WH-09,2251,CAR-05,Shipment,2024-02-10,TRK000039764,71.22,Ground,2024-02-10
WH-09,2252,CAR-09,Shipment,2024-02-11,TRK000039765,60.56,Ground,2024-02-11
WH-09,2253,CAR-14,Return,2024-02-19,TRK000039766,3.47,Freight,2024-02-19
WH-07,2104,CAR-09,Shipment,2024-02-07,TRK000039767,83.6,Freight,2024-02-07
WH-07,2105,CAR-19,Shipment,2024-03-21,TRK000039768,58.63,Express,2024-03-21
WH-07,2106,CAR-05,Return,2024-03-30,TRK000039769,4.0,Ground,2024-03-30
WH-07,2107,CAR-20,Backorder,2024-04-04,,0.0,,2024-04-04
WH-06,2116,CAR-02,Shipment,2024-02-13,TRK000039771,155.22,Ground,2024-02-13
WH-06,2117,CAR-12,Shipment,2024-02-27,TRK000039772,94.29,Freight,2024-02-27
WH-06,2118,CAR-01,Return,2024-03-12,TRK000039773,29.02,Freight,2024-03-12
WH-06,2119,CAR-07,Backorder,2024-03-02,,0.0,,2024-03-02
WH-06,2120,CAR-15,Shipment,2024-02-12,TRK000039775,205.65,Ground,2024-02-12
WH-10,2175,CAR-14,Shipment,2024-05-16,TRK000039776,170.79,Express,2024-05-16
WH-10,2176,CAR-01,Shipment,2024-05-18,TRK000039777,214.93,Express,2024-05-18
WH-10,2177,CAR-11,Shipment,2024-06-02,TRK000039778,61.98,Express,2024-06-02
WH-10,2178,CAR-07,Shipment,2024-05-14,TRK000039779,93.32,Freight,2024-05-14
WH-08,2235,CAR-14,Shipment,2024-06-16,TRK000039780,20.83,Freight,2024-06-16
WH-08,2236,CAR-03,Shipment,2024-07-04,TRK000039781,84.65,Express,2024-07-04
WH-08,2237,CAR-17,Shipment,2024-06-18,TRK000039782,209.18,Ground,2024-06-18
WH-08,2238,CAR-14,Return,2024-05-19,TRK000039783,10.29,Freight,2024-05-19
WH-08,2239,CAR-04,Shipment,2024-06-21,TRK000039784,75.54,Ground,2024-06-21
WH-08,2240,CAR-08,Shipment,2024-07-11,TRK000039785,87.47,Ground,2024-07-11
WH-02,2361,CAR-10,Shipment,2024-04-23,TRK000039786,80.21,Express,2024-04-23
WH-09,2254,CAR-13,Shipment,2024-05-22,TRK000039787,10.17,Freight,2024-05-22
WH-09,2255,CAR-14,Shipment,2024-06-09,TRK000039788,105.94,Ground,2024-06-09
