shipment_id,order_id,line_id,warehouse_id,carrier_id,transaction_type,quantity,event_date,tracking_number,freight_cost,carrier_service_level,created_at
SHP-0027383,ORD-012490,1,WH-01,CAR-16,Shipment,26,2023-11-03,TRK000027383,218.39,Freight,2023-11-03
SHP-0027384,ORD-012491,1,WH-06,CAR-01,Shipment,65,2024-07-07,TRK000027384,161.87,Express,2024-07-07
SHP-0027385,ORD-012491,1,WH-06,CAR-14,Return,-25,2024-04-29,TRK000027385,23.49,Express,2024-04-29
SHP-0027386,ORD-012492,1,WH-11,CAR-06,Shipment,343,2024-05-15,TRK000027386,201.76,Freight,2024-05-15
SHP-0027387,ORD-012492,2,WH-11,CAR-11,Shipment,53,2024-05-13,TRK000027387,135.47,Ground,2024-05-13
SHP-0027388,ORD-012492,3,WH-11,CAR-09,Shipment,371,2024-05-14,TRK000027388,173.83,Freight,2024-05-14
SHP-0027389,ORD-012493,1,WH-10,CAR-09,Shipment,420,2024-06-02,TRK000027389,39.57,Express,2024-06-02
SHP-0027390,ORD-012493,2,WH-10,CAR-14,Shipment,194,2024-05-30,TRK000027390,66.67,Freight,2024-05-30
SHP-0027391,ORD-012493,3,WH-10,CAR-03,Shipment,40,2024-06-03,TRK000027391,141.71,Freight,2024-06-03
SHP-0027392,ORD-012494,1,WH-06,CAR-06,Shipment,467,2024-03-18,TRK000027392,121.15,Ground,2024-03-18
SHP-0027393,ORD-012494,2,WH-06,CAR-09,Shipment,206,2024-03-19,TRK000027393,185.01,Ground,2024-03-19
SHP-0027394,ORD-012495,1,WH-02,CAR-15,Shipment,250,2023-12-10,TRK000027394,165.97,Freight,2023-12-10
SHP-0027395,ORD-012495,2,WH-02,CAR-03,Shipment,181,2023-12-05,TRK000027395,181.13,Freight,2023-12-05
SHP-0027396,ORD-012495,2,WH-02,CAR-15,Shipment,92,2023-12-21,TRK000027396,151.73,Freight,2023-12-21
SHP-0027397,ORD-012495,2,WH-02,CAR-08,Return,-273,2023-12-25,TRK000027397,6.25,Ground,2023-12-25
SHP-0027398,ORD-012495,3,WH-02,CAR-04,Shipment,198,2023-12-07,TRK000027398,219.67,Freight,2023-12-07
SHP-0027399,ORD-012495,3,WH-02,CAR-18,Shipment,91,2023-12-15,TRK000027399,11.44,Freight,2023-12-15
SHP-0027400,ORD-012496,1,WH-04,CAR-19,Shipment,35,2023-10-08,TRK000027400,157.08,Ground,2023-10-08
SHP-0027401,ORD-012497,1,WH-08,CAR-18,Shipment,430,2023-12-29,TRK000027401,140.85,Freight,2023-12-29
SHP-0027402,ORD-012497,2,WH-08,CAR-04,Shipment,125,2023-12-23,TRK000027402,164.6,Express,2023-12-23
SHP-0027403,ORD-012497,2,WH-08,CAR-08,Return,-58,2024-01-11,TRK000027403,5.14,Ground,2024-01-11
SHP-0027404,ORD-012498,1,WH-15,CAR-09,Shipment,37,2024-06-28,TRK000027404,201.61,Freight,2024-06-28
SHP-0027405,ORD-012498,1,WH-15,CAR-04,Shipment,28,2024-07-13,TRK000027405,18.54,Ground,2024-07-13
SHP-0027406,ORD-012498,1,WH-15,CAR-17,Return,-24,2024-07-29,TRK000027406,4.88,Ground,2024-07-29
SHP-0027407,ORD-012498,2,WH-15,CAR-19,Shipment,203,2024-07-01,TRK000027407,146.68,Express,2024-07-01
SHP-0027408,ORD-012498,2,WH-15,CAR-17,Shipment,142,2024-07-20,TRK000027408,43.16,Ground,2024-07-20
SHP-0027409,ORD-012498,3,WH-15,CAR-07,Shipment,436,2024-06-29,TRK000027409,213.58,Express,2024-06-29
SHP-0027410,ORD-012499,1,WH-04,CAR-20,Shipment,153,2024-06-22,TRK000027410,150.32,Freight,2024-06-22
SHP-0027411,ORD-012500,1,WH-08,CAR-13,Shipment,383,2023-12-20,TRK000027411,149.4,Ground,2023-12-20
SHP-0027412,ORD-012501,1,WH-06,CAR-08,Shipment,153,2024-05-02,TRK000027412,186.88,Freight,2024-05-02
SHP-0027413,ORD-012501,2,WH-06,CAR-16,Shipment,260,2024-05-04,TRK000027413,166.71,Express,2024-05-04
SHP-0027414,ORD-012502,1,WH-01,CAR-04,Shipment,437,2024-06-05,TRK000027414,123.11,Express,2024-06-05
SHP-0027415,ORD-012503,1,WH-10,CAR-20,Shipment,179,2023-12-28,TRK000027415,56.04,Express,2023-12-28
SHP-0027416,ORD-012503,1,WH-10,CAR-13,Return,-179,2024-01-15,TRK000027416,12.6,Freight,2024-01-15
SHP-0027417,ORD-012504,1,WH-02,CAR-08,Shipment,28,2024-06-09,TRK000027417,103.01,Express,2024-06-09
SHP-0027418,ORD-012505,1,WH-05,CAR-02,Shipment,344,2024-04-17,TRK000027418,102.89,Ground,2024-04-17
SHP-0027419,ORD-012505,2,WH-05,CAR-08,Shipment,70,2024-04-18,TRK000027419,209.46,Freight,2024-04-18
SHP-0027420,ORD-012506,1,WH-02,CAR-01,Shipment,6,2023-11-30,TRK000027420,49.85,Express,2023-11-30
SHP-0027421,ORD-012506,2,WH-02,CAR-19,Shipment,409,2023-11-29,TRK000027421,148.2,Freight,2023-11-29
SHP-0027422,ORD-012507,1,WH-18,CAR-02,Shipment,227,2023-12-25,TRK000027422,58.51,Express,2023-12-25
SHP-0027423,ORD-012507,2,WH-18,CAR-16,Shipment,120,2023-12-20,TRK000027423,153.71,Express,2023-12-20
SHP-0027424,ORD-012507,2,WH-18,CAR-16,Shipment,67,2023-12-28,TRK000027424,145.67,Freight,2023-12-28
SHP-0027425,ORD-012507,2,WH-18,CAR-14,Return,-187,2024-01-03,TRK000027425,4.45,Ground,2024-01-03
SHP-0027426,ORD-012508,1,WH-14,CAR-03,Shipment,453,2023-10-06,TRK000027426,207.18,Freight,2023-10-06
SHP-0027427,ORD-012509,1,WH-15,CAR-10,Shipment,52,2024-03-03,TRK000027427,18.81,Freight,2024-03-03
SHP-0027428,ORD-012509,2,WH-15,CAR-17,Shipment,79,2024-03-02,TRK000027428,77.98,Ground,2024-03-02
SHP-0027429,ORD-012509,2,WH-15,CAR-20,Shipment,33,2024-03-08,TRK000027429,24.51,Ground,2024-03-08
SHP-0027430,ORD-012510,1,WH-05,CAR-06,Shipment,490,2024-04-01,TRK000027430,168.07,Freight,2024-04-01
SHP-0027431,ORD-012510,2,WH-05,CAR-14,Shipment,249,2024-04-04,TRK000027431,72.7,Ground,2024-04-04
SHP-0027432,ORD-012511,1,WH-01,CAR-17,Shipment,144,2024-01-22,TRK000027432,199.85,Ground,2024-01-22
SHP-0027433,ORD-012512,1,WH-08,CAR-18,Shipment,311,2024-02-26,TRK000027433,216.83,Ground,2024-02-26
SHP-0027434,ORD-012513,1,WH-02,CAR-09,Shipment,48,2024-01-16,TRK000027434,70.59,Freight,2024-01-16
SHP-0027435,ORD-012513,2,WH-02,CAR-03,Shipment,452,2024-01-18,TRK000027435,65.52,Freight,2024-01-18
SHP-0027436,ORD-012513,2,WH-02,CAR-13,Return,-247,2024-01-21,TRK000027436,0.62,Ground,2024-01-21
SHP-0027437,ORD-012515,1,WH-11,CAR-16,Shipment,136,2024-01-30,TRK000027437,101.21,Ground,2024-01-30
SHP-0027438,ORD-012515,1,WH-11,CAR-02,Shipment,64,2024-02-21,TRK000027438,147.33,Express,2024-02-21
SHP-0027439,ORD-012515,2,WH-11,CAR-14,Shipment,461,2024-01-28,TRK000027439,132.56,Express,2024-01-28
SHP-0027440,ORD-012516,2,WH-17,CAR-20,Shipment,351,2024-04-22,TRK000027440,167.65,Freight,2024-04-22
SHP-0027441,ORD-012517,1,WH-15,CAR-20,Shipment,250,2023-11-23,TRK000027441,141.11,Express,2023-11-23
SHP-0027442,ORD-012517,2,WH-15,CAR-02,Shipment,480,2023-11-22,TRK000027442,146.88,Ground,2023-11-22
SHP-0027443,ORD-012518,1,WH-18,CAR-09,Shipment,444,2023-10-26,TRK000027443,21.43,Ground,2023-10-26
SHP-0027444,ORD-012519,1,WH-07,CAR-17,Shipment,335,2023-10-29,TRK000027444,35.28,Express,2023-10-29
SHP-0027445,ORD-012519,2,WH-07,CAR-09,Shipment,108,2023-10-27,TRK000027445,78.18,Express,2023-10-27
SHP-0027446,ORD-012520,1,WH-18,CAR-06,Shipment,241,2023-12-16,TRK000027446,34.95,Freight,2023-12-16
SHP-0027447,ORD-012520,1,WH-18,CAR-04,Shipment,259,2023-12-22,TRK000027447,160.89,Express,2023-12-22
SHP-0027448,ORD-012521,1,WH-09,CAR-05,Shipment,154,2023-12-07,TRK000027448,14.59,Ground,2023-12-07
SHP-0027449,ORD-012521,1,WH-09,CAR-04,Return,-154,2023-12-10,TRK000027449,7.25,Ground,2023-12-10
SHP-0027450,ORD-012522,1,WH-10,CAR-16,Shipment,491,2024-02-20,TRK000027450,112.94,Express,2024-02-20
SHP-0027451,ORD-012522,1,WH-10,CAR-10,Cancellation,-239,2024-02-22,TRK000027451,3.4,Freight,2024-02-22
SHP-0027452,ORD-012523,1,WH-09,CAR-04,Shipment,5,2024-05-01,TRK000027452,171.66,Ground,2024-05-01
SHP-0027453,ORD-012523,2,WH-09,CAR-13,Shipment,130,2024-04-26,TRK000027453,47.15,Express,2024-04-26
SHP-0027454,ORD-012523,2,WH-09,CAR-08,Return,-130,2024-05-13,TRK000027454,36.1,Freight,2024-05-13
SHP-0027455,ORD-012524,1,WH-10,CAR-18,Shipment,318,2023-11-02,TRK000027455,89.42,Express,2023-11-02
SHP-0027456,ORD-012525,1,WH-06,CAR-12,Shipment,487,2024-02-14,TRK000027456,90.93,Express,2024-02-14
SHP-0027457,ORD-012526,1,WH-01,CAR-16,Shipment,102,2024-02-05,TRK000027457,183.79,Ground,2024-02-05
SHP-0027458,ORD-012526,2,WH-01,CAR-16,Shipment,217,2024-02-05,TRK000027458,204.01,Ground,2024-02-05
SHP-0027459,ORD-012527,1,WH-07,CAR-10,Shipment,33,2024-02-02,TRK000027459,94.04,Freight,2024-02-02
SHP-0027460,ORD-012527,1,WH-07,CAR-17,Return,-17,2024-02-17,TRK000027460,17.99,Express,2024-02-17
SHP-0027461,ORD-012527,2,WH-07,CAR-13,Shipment,178,2024-02-04,TRK000027461,166.21,Freight,2024-02-04
SHP-0027462,ORD-012527,2,WH-07,CAR-11,Shipment,174,2024-02-09,TRK000027462,66.86,Freight,2024-02-09
SHP-0027463,ORD-012528,1,WH-03,CAR-09,Shipment,327,2024-01-19,TRK000027463,146.4,Freight,2024-01-19
SHP-0027464,ORD-012528,2,WH-03,CAR-16,Shipment,485,2024-01-20,TRK000027464,169.39,Express,2024-01-20
SHP-0027465,ORD-012528,3,WH-03,CAR-07,Shipment,170,2024-01-24,TRK000027465,219.05,Express,2024-01-24
SHP-0027466,ORD-012529,1,WH-13,CAR-20,Shipment,406,2024-03-06,TRK000027466,127.8,Freight,2024-03-06
SHP-0027467,ORD-012530,1,WH-07,CAR-13,Shipment,152,2023-12-15,TRK000027467,72.17,Ground,2023-12-15
SHP-0027468,ORD-012530,2,WH-07,CAR-17,Shipment,411,2023-12-19,TRK000027468,141.46,Ground,2023-12-19
SHP-0027469,ORD-012531,1,WH-18,CAR-12,Shipment,484,2024-06-27,TRK000027469,121.23,Express,2024-06-27
SHP-0027470,ORD-012531,2,WH-18,CAR-04,Shipment,418,2024-06-29,TRK000027470,200.48,Freight,2024-06-29
SHP-0027471,ORD-012531,3,WH-18,CAR-10,Shipment,227,2024-06-29,TRK000027471,217.0,Express,2024-06-29
SHP-0027472,ORD-012532,1,WH-16,CAR-03,Shipment,113,2023-11-02,TRK000027472,127.23,Ground,2023-11-02
SHP-0027473,ORD-012532,2,WH-16,CAR-06,Shipment,231,2023-11-07,TRK000027473,128.96,Ground,2023-11-07
SHP-0027474,ORD-012533,1,WH-06,CAR-06,Shipment,364,2023-12-24,TRK000027474,133.78,Freight,2023-12-24
SHP-0027475,ORD-012534,1,WH-10,CAR-08,Shipment,131,2024-02-02,TRK000027475,186.79,Express,2024-02-02
SHP-0027476,ORD-012534,2,WH-10,CAR-18,Shipment,90,2024-01-30,TRK000027476,86.56,Express,2024-01-30
SHP-0027477,ORD-012535,1,WH-09,CAR-01,Shipment,203,2024-03-03,TRK000027477,24.36,Freight,2024-03-03
SHP-0027478,ORD-012536,1,WH-14,CAR-02,Shipment,272,2024-03-26,TRK000027478,120.31,Ground,2024-03-26
SHP-0027479,ORD-012536,2,WH-14,CAR-19,Shipment,198,2024-03-25,TRK000027479,72.88,Freight,2024-03-25
SHP-0027480,ORD-012537,1,WH-06,CAR-09,Shipment,405,2024-04-06,TRK000027480,51.25,Express,2024-04-06
SHP-0027481,ORD-012537,2,WH-06,CAR-10,Shipment,347,2024-04-03,TRK000027481,84.19,Ground,2024-04-03
SHP-0027482,ORD-012537,2,WH-06,CAR-11,Return,-84,2024-04-07,TRK000027482,1.19,Ground,2024-04-07
SHP-0027483,ORD-012538,1,WH-12,CAR-08,Shipment,5,2024-01-14,TRK000027483,133.75,Ground,2024-01-14
SHP-0027484,ORD-012539,1,WH-14,CAR-09,Shipment,24,2024-05-03,TRK000027484,142.82,Freight,2024-05-03
SHP-0027485,ORD-012540,1,WH-07,CAR-06,Shipment,133,2023-12-13,TRK000027485,75.61,Freight,2023-12-13
SHP-0027486,ORD-012541,1,WH-05,CAR-15,Shipment,347,2024-03-06,TRK000027486,90.47,Ground,2024-03-06
SHP-0027487,ORD-012541,1,WH-05,CAR-12,Return,-347,2024-03-20,TRK000027487,15.99,Freight,2024-03-20
SHP-0027488,ORD-012541,2,WH-05,CAR-10,Shipment,126,2024-03-11,TRK000027488,135.91,Express,2024-03-11
SHP-0027489,ORD-012542,2,WH-16,CAR-08,Shipment,308,2024-02-20,TRK000027489,23.44,Freight,2024-02-20
SHP-0027490,ORD-012542,3,WH-16,CAR-16,Shipment,139,2024-02-23,TRK000027490,99.81,Freight,2024-02-23
SHP-0027491,ORD-012542,3,WH-16,CAR-03,Shipment,100,2024-03-01,TRK000027491,9.01,Ground,2024-03-01
SHP-0027492,ORD-012543,1,WH-03,CAR-20,Shipment,447,2024-05-01,TRK000027492,174.65,Express,2024-05-01
SHP-0027493,ORD-012543,2,WH-03,CAR-13,Shipment,110,2024-05-01,TRK000027493,99.55,Freight,2024-05-01
SHP-0027494,ORD-012543,2,WH-03,CAR-16,Shipment,75,2024-05-21,TRK000027494,165.96,Express,2024-05-21
SHP-0027495,ORD-012544,1,WH-16,CAR-18,Shipment,408,2024-01-24,TRK000027495,93.4,Freight,2024-01-24
SHP-0027496,ORD-012545,1,WH-12,CAR-05,Shipment,85,2023-10-14,TRK000027496,26.21,Freight,2023-10-14
SHP-0027497,ORD-012545,2,WH-12,CAR-12,Shipment,348,2023-10-17,TRK000027497,95.98,Ground,2023-10-17
SHP-0027498,ORD-012546,1,WH-05,CAR-12,Shipment,488,2023-10-14,TRK000027498,148.11,Express,2023-10-14
SHP-0027499,ORD-012547,1,WH-06,CAR-15,Shipment,289,2024-01-04,TRK000027499,180.11,Freight,2024-01-04
SHP-0027500,ORD-012547,1,WH-06,CAR-12,Shipment,176,2024-01-15,TRK000027500,174.4,Freight,2024-01-15
SHP-0027501,ORD-012547,1,WH-06,CAR-20,Return,-465,2024-01-19,TRK000027501,13.34,Ground,2024-01-19
SHP-0027502,ORD-012547,2,WH-06,CAR-06,Shipment,247,2024-01-06,TRK000027502,32.57,Ground,2024-01-06
SHP-0027503,ORD-012547,2,WH-06,CAR-16,Shipment,245,2024-01-18,TRK000027503,38.56,Ground,2024-01-18
SHP-0027504,ORD-012547,3,WH-06,CAR-04,Shipment,5,2024-01-01,TRK000027504,200.7,Express,2024-01-01
SHP-0027505,ORD-012548,1,WH-01,CAR-04,Shipment,157,2024-06-04,TRK000027505,16.0,Freight,2024-06-04
SHP-0027506,ORD-012548,2,WH-01,CAR-07,Shipment,22,2024-06-06,TRK000027506,165.57,Express,2024-06-06
SHP-0027507,ORD-012548,2,WH-01,CAR-18,Shipment,11,2024-06-29,TRK000027507,72.35,Express,2024-06-29
SHP-0027508,ORD-012548,2,WH-01,CAR-15,Return,-33,2024-05-26,TRK000027508,23.58,Freight,2024-05-26
SHP-0027509,ORD-012549,1,WH-01,CAR-15,Shipment,220,2024-06-13,TRK000027509,10.34,Express,2024-06-13
SHP-0027510,ORD-012550,1,WH-13,CAR-09,Shipment,231,2023-11-18,TRK000027510,114.25,Freight,2023-11-18
SHP-0027511,ORD-012551,1,WH-06,CAR-02,Shipment,196,2024-03-07,TRK000027511,155.19,Freight,2024-03-07
SHP-0027512,ORD-012551,1,WH-06,CAR-05,Shipment,200,2024-03-22,TRK000027512,64.0,Freight,2024-03-22
SHP-0027513,ORD-012551,2,WH-06,CAR-02,Shipment,203,2024-03-08,TRK000027513,29.85,Freight,2024-03-08
SHP-0027514,ORD-012552,1,WH-04,CAR-06,Shipment,284,2024-05-27,TRK000027514,191.83,Freight,2024-05-27
SHP-0027515,ORD-012553,1,WH-03,CAR-17,Shipment,128,2023-11-26,TRK000027515,51.67,Freight,2023-11-26
SHP-0027516,ORD-012554,1,WH-17,CAR-15,Shipment,187,2024-03-13,TRK000027516,102.5,Express,2024-03-13
SHP-0027517,ORD-012554,1,WH-17,CAR-18,Shipment,185,2024-04-01,TRK000027517,71.9,Express,2024-04-01
SHP-0027518,ORD-012554,2,WH-17,CAR-14,Shipment,334,2024-03-11,TRK000027518,94.58,Ground,2024-03-11
SHP-0027519,ORD-012555,1,WH-18,CAR-14,Shipment,154,2024-06-05,TRK000027519,125.89,Freight,2024-06-05
SHP-0027520,ORD-012555,2,WH-18,CAR-12,Shipment,40,2024-06-07,TRK000027520,211.55,Ground,2024-06-07
SHP-0027521,ORD-012555,2,WH-18,CAR-16,Shipment,32,2024-06-18,TRK000027521,218.57,Freight,2024-06-18
SHP-0027522,ORD-012556,1,WH-09,CAR-18,Shipment,186,2024-04-02,TRK000027522,181.46,Freight,2024-04-02
SHP-0027523,ORD-012556,1,WH-09,CAR-05,Return,-106,2024-05-17,TRK000027523,11.35,Ground,2024-05-17
SHP-0027524,ORD-012556,2,WH-09,CAR-11,Shipment,98,2024-04-02,TRK000027524,170.57,Express,2024-04-02
SHP-0027525,ORD-012556,2,WH-09,CAR-05,Cancellation,-20,2024-04-08,TRK000027525,4.83,Ground,2024-04-08
SHP-0027526,ORD-012557,1,WH-14,CAR-01,Shipment,402,2024-01-26,TRK000027526,149.62,Ground,2024-01-26
SHP-0027527,ORD-012558,1,WH-11,CAR-03,Shipment,348,2024-06-02,TRK000027527,12.25,Freight,2024-06-02
SHP-0027528,ORD-012559,1,WH-01,CAR-14,Shipment,45,2024-03-31,TRK000027528,186.21,Express,2024-03-31
SHP-0027529,ORD-012559,1,WH-01,CAR-11,Shipment,20,2024-04-19,TRK000027529,87.52,Ground,2024-04-19
SHP-0027530,ORD-012559,2,WH-01,CAR-06,Shipment,49,2024-04-01,TRK000027530,160.54,Freight,2024-04-01
SHP-0027531,ORD-012559,2,WH-01,CAR-03,Cancellation,-29,2024-04-15,TRK000027531,39.3,Ground,2024-04-15
SHP-0027532,ORD-012559,3,WH-01,CAR-08,Shipment,24,2024-03-28,TRK000027532,28.01,Ground,2024-03-28
SHP-0027533,ORD-012559,3,WH-01,CAR-20,Shipment,27,2024-04-08,TRK000027533,165.26,Express,2024-04-08
SHP-0027534,ORD-012560,1,WH-18,CAR-15,Shipment,133,2024-03-27,TRK000027534,156.86,Express,2024-03-27
SHP-0027535,ORD-012560,1,WH-18,CAR-07,Shipment,67,2024-04-16,TRK000027535,112.98,Express,2024-04-16
SHP-0027536,ORD-012560,1,WH-18,CAR-07,Return,-42,2024-04-25,TRK000027536,8.23,Express,2024-04-25
SHP-0027537,ORD-012561,1,WH-15,CAR-06,Shipment,497,2023-12-29,TRK000027537,78.17,Freight,2023-12-29
SHP-0027538,ORD-012561,2,WH-15,CAR-08,Shipment,258,2023-12-28,TRK000027538,211.57,Freight,2023-12-28
SHP-0027539,ORD-012562,1,WH-02,CAR-06,Shipment,368,2024-02-15,TRK000027539,142.39,Express,2024-02-15
SHP-0027540,ORD-012562,1,WH-02,CAR-07,Return,-209,2024-02-21,TRK000027540,26.25,Ground,2024-02-21
SHP-0027541,ORD-012563,1,WH-12,CAR-15,Shipment,296,2024-05-21,TRK000027541,218.48,Freight,2024-05-21
SHP-0027542,ORD-012564,1,WH-09,CAR-08,Shipment,483,2024-05-10,TRK000027542,23.8,Ground,2024-05-10
SHP-0027543,ORD-012565,1,WH-02,CAR-05,Shipment,136,2024-04-24,TRK000027543,61.88,Express,2024-04-24
SHP-0027544,ORD-012566,1,WH-05,CAR-18,Shipment,182,2024-04-11,TRK000027544,53.73,Ground,2024-04-11
SHP-0027545,ORD-012566,2,WH-05,CAR-17,Shipment,115,2024-04-12,TRK000027545,113.32,Freight,2024-04-12
SHP-0027546,ORD-012566,2,WH-05,CAR-07,Shipment,71,2024-04-25,TRK000027546,191.04,Ground,2024-04-25
SHP-0027547,ORD-012566,3,WH-05,CAR-10,Shipment,254,2024-04-12,TRK000027547,159.01,Ground,2024-04-12
SHP-0027548,ORD-012567,1,WH-15,CAR-03,Shipment,467,2024-02-25,TRK000027548,36.28,Express,2024-02-25
SHP-0027549,ORD-012567,2,WH-15,CAR-09,Shipment,399,2024-02-28,TRK000027549,149.57,Freight,2024-02-28
SHP-0027550,ORD-012568,1,WH-16,CAR-02,Shipment,478,2023-10-17,TRK000027550,90.52,Freight,2023-10-17
SHP-0027551,ORD-012569,1,WH-08,CAR-19,Shipment,405,2023-10-25,TRK000027551,185.85,Ground,2023-10-25
SHP-0027552,ORD-012570,1,WH-12,CAR-02,Shipment,231,2024-05-09,TRK000027552,87.63,Express,2024-05-09
SHP-0027553,ORD-012570,2,WH-12,CAR-16,Shipment,221,2024-05-09,TRK000027553,81.65,Express,2024-05-09
SHP-0027554,ORD-012570,2,WH-12,CAR-17,Shipment,115,2024-05-26,TRK000027554,181.59,Ground,2024-05-26
SHP-0027555,ORD-012570,3,WH-12,CAR-07,Shipment,197,2024-05-06,TRK000027555,105.77,Express,2024-05-06
SHP-0027556,ORD-012570,3,WH-12,CAR-16,Shipment,155,2024-05-29,TRK000027556,152.95,Express,2024-05-29
SHP-0027557,ORD-012571,1,WH-02,CAR-10,Shipment,154,2024-03-24,TRK000027557,131.37,Ground,2024-03-24
SHP-0027558,ORD-012571,2,WH-02,CAR-19,Shipment,308,2024-03-25,TRK000027558,144.24,Ground,2024-03-25
SHP-0027559,ORD-012571,2,WH-02,CAR-20,Shipment,169,2024-04-17,TRK000027559,57.38,Freight,2024-04-17
SHP-0027560,ORD-012572,1,WH-05,CAR-04,Shipment,252,2023-11-27,TRK000027560,12.47,Express,2023-11-27
SHP-0027561,ORD-012573,2,WH-14,CAR-11,Shipment,234,2024-01-10,TRK000027561,216.57,Freight,2024-01-10
SHP-0027562,ORD-012573,2,WH-14,CAR-07,Shipment,164,2024-01-30,TRK000027562,67.39,Freight,2024-01-30
SHP-0027563,ORD-012574,1,WH-02,CAR-08,Shipment,438,2023-11-15,TRK000027563,19.03,Express,2023-11-15
SHP-0027564,ORD-012574,2,WH-02,CAR-01,Shipment,486,2023-11-12,TRK000027564,211.02,Ground,2023-11-12
SHP-0027565,ORD-012574,2,WH-02,CAR-15,Cancellation,-486,2024-05-06,TRK000027565,27.49,Freight,2024-05-06
SHP-0027566,ORD-012574,3,WH-02,CAR-19,Shipment,87,2023-11-12,TRK000027566,73.4,Freight,2023-11-12
SHP-0027567,ORD-012575,1,WH-08,CAR-08,Shipment,157,2024-03-11,TRK000027567,192.27,Freight,2024-03-11
SHP-0027568,ORD-012575,1,WH-08,CAR-12,Shipment,98,2024-03-29,TRK000027568,30.68,Freight,2024-03-29
SHP-0027569,ORD-012575,1,WH-08,CAR-14,Return,-148,2024-05-04,TRK000027569,33.82,Freight,2024-05-04
SHP-0027570,ORD-012576,1,WH-01,CAR-10,Shipment,249,2024-03-10,TRK000027570,195.07,Freight,2024-03-10
SHP-0027571,ORD-012576,1,WH-01,CAR-07,Shipment,127,2024-04-02,TRK000027571,101.99,Freight,2024-04-02
SHP-0027572,ORD-012576,1,WH-01,CAR-06,Cancellation,-127,2024-04-29,TRK000027572,0.26,Ground,2024-04-29
SHP-0027573,ORD-012577,1,WH-15,CAR-09,Shipment,406,2024-06-26,TRK000027573,181.39,Freight,2024-06-26
SHP-0027574,ORD-012577,2,WH-15,CAR-12,Shipment,199,2024-06-30,TRK000027574,135.49,Ground,2024-06-30
SHP-0027575,ORD-012577,2,WH-15,CAR-20,Cancellation,-83,2024-04-27,TRK000027575,39.98,Ground,2024-04-27
SHP-0027576,ORD-012577,3,WH-15,CAR-16,Shipment,119,2024-06-30,TRK000027576,165.35,Freight,2024-06-30
SHP-0027577,ORD-012578,1,WH-13,CAR-08,Shipment,117,2023-10-11,TRK000027577,33.48,Express,2023-10-11
SHP-0027578,ORD-012579,1,WH-05,CAR-16,Shipment,270,2023-12-31,TRK000027578,203.12,Ground,2023-12-31
SHP-0027579,ORD-012580,1,WH-12,CAR-17,Shipment,226,2024-06-04,TRK000027579,48.87,Ground,2024-06-04
SHP-0027580,ORD-012580,1,WH-12,CAR-09,Return,-48,2024-06-08,TRK000027580,18.32,Express,2024-06-08
SHP-0027581,ORD-012581,1,WH-11,CAR-12,Shipment,423,2023-10-17,TRK000027581,91.72,Express,2023-10-17
SHP-0027582,ORD-012582,1,WH-03,CAR-09,Shipment,322,2023-11-19,TRK000027582,51.79,Ground,2023-11-19
SHP-0027583,ORD-012583,1,WH-12,CAR-03,Shipment,264,2024-06-10,TRK000027583,77.75,Express,2024-06-10
SHP-0027584,ORD-012583,2,WH-12,CAR-08,Shipment,242,2024-06-11,TRK000027584,16.65,Ground,2024-06-11
SHP-0027585,ORD-012583,2,WH-12,CAR-06,Cancellation,-82,2024-04-23,TRK000027585,15.79,Express,2024-04-23
SHP-0027586,ORD-012584,1,WH-02,CAR-10,Shipment,386,2024-04-12,TRK000027586,193.84,Ground,2024-04-12
SHP-0027587,ORD-012585,1,WH-09,CAR-18,Shipment,227,2024-04-20,TRK000027587,47.23,Freight,2024-04-20
SHP-0027588,ORD-012585,2,WH-09,CAR-08,Shipment,62,2024-04-19,TRK000027588,123.93,Express,2024-04-19
SHP-0027589,ORD-012586,1,WH-17,CAR-03,Shipment,7,2024-01-25,TRK000027589,124.09,Freight,2024-01-25
SHP-0027590,ORD-012586,1,WH-17,CAR-04,Shipment,5,2024-02-09,TRK000027590,78.3,Freight,2024-02-09
SHP-0027591,ORD-012586,2,WH-17,CAR-05,Shipment,56,2024-01-29,TRK000027591,96.32,Ground,2024-01-29
SHP-0027592,ORD-012586,2,WH-17,CAR-06,Shipment,30,2024-02-15,TRK000027592,124.37,Ground,2024-02-15
SHP-0027593,ORD-012587,1,WH-15,CAR-07,Shipment,123,2023-12-04,TRK000027593,147.99,Express,2023-12-04
SHP-0027594,ORD-012588,1,WH-03,CAR-04,Shipment,125,2024-05-21,TRK000027594,155.79,Ground,2024-05-21
SHP-0027595,ORD-012589,1,WH-02,CAR-07,Shipment,181,2023-10-25,TRK000027595,73.66,Express,2023-10-25
SHP-0027596,ORD-012589,2,WH-02,CAR-10,Shipment,289,2023-10-23,TRK000027596,32.07,Freight,2023-10-23
SHP-0027597,ORD-012590,1,WH-08,CAR-04,Shipment,294,2023-12-21,TRK000027597,66.11,Freight,2023-12-21
SHP-0027598,ORD-012591,1,WH-13,CAR-18,Shipment,162,2024-04-25,TRK000027598,53.79,Freight,2024-04-25
SHP-0027599,ORD-012592,1,WH-14,CAR-06,Shipment,31,2023-11-18,TRK000027599,28.67,Express,2023-11-18
SHP-0027600,ORD-012593,1,WH-04,CAR-06,Shipment,87,2023-11-28,TRK000027600,24.05,Ground,2023-11-28
