shift_id,employee_id,shift_start,shift_end,break_minutes,zone_code,supervisor_id,job_code,work_order_id,schedule_type,assigned_at
S025309,E0358,2024-01-08 11:08:00,2024-01-08 20:02:24,30,ZONE-C,E0357,Load-er,WO0030,regular,2024-01-06 16:47:44
S025310,E0358,2024-01-10 10:17:00,2024-01-10 17:32:43,45,ZONE-C,E0385,Load-er,WO0029,regular,2024-01-07 07:56:39
S025311,E0358,2024-01-11 13:53:00,2024-01-11 23:36:15,30,ZONE-A,E0377,Fork-Lift,WO0030,regular,2024-01-11 00:53:00
S025312,E0358,2024-01-12 13:42:00,2024-01-12 21:08:45,30,ZONE-A,E0369,Fork-Lift,WO0029,regular,2024-01-11 23:38:41
S025313,E0358,2024-01-13 08:33:00,2024-01-13 16:04:31,30,ZONE-A,E0378,fork_lift,WO0031,regular,2024-01-11 15:30:06
S025314,E0358,2024-01-16 09:37:00,2024-01-16 16:21:31,30,ZONE-A,E0377,Supervisor,WO0030,regular,2024-01-15 15:16:48
S025315,E0358,2024-01-17 06:42:00,2024-01-17 15:02:32,30,ZONE-B,E0380,Supervisor,WO0031,on_call,2024-01-16 17:42:00
S025316,E0358,2024-01-18 21:27:00,2024-01-19 05:36:00,0,ZONE-A,E0356,Load-er,WO0030,flex,2024-01-16 20:03:28
S025317,E0358,2024-01-19 13:36:00,2024-01-19 20:15:12,45,ZONE-B,E0366,LOADER,WO0032,regular,2024-01-13 20:13:14
S025318,E0358,2024-01-20 06:13:00,2024-01-20 16:03:52,30,ZONE-C,E0361,driver,WO0031,flex,2024-01-17 04:39:53
S025319,E0358,2024-01-21 06:23:00,2024-01-21 14:43:28,45,ZONE-B,E0373,Supervisor,WO0029,regular,2024-01-19 06:08:24
S025320,E0358,2024-01-22 13:57:00,2024-01-22 20:57:00,30,ZONE-B,E0353,driver,WO0030,regular,2024-01-21 15:09:09
S025321,E0358,2024-01-24 13:02:00,2024-01-24 20:22:14,45,ZONE-D,E0355,Drive-r,WO0031,regular,2024-01-24 00:02:00
S025322,E0358,2024-01-26 10:34:00,2024-01-26 20:20:53,45,ZONE-D,E0362,loader,WO0030,regular,2024-01-25 05:24:43
S025323,E0358,2024-01-29 11:34:00,2024-01-29 20:30:16,30,ZONE-B,E0359,FORKLIFT,WO0031,regular,2024-01-25 02:00:06
S025324,E0358,2024-01-30 06:14:00,2024-01-30 15:57:07,30,ZONE-C,E0387,forklift,WO0032,regular,2024-01-25 13:07:07
S025325,E0358,2024-01-31 10:58:00,2024-01-31 19:13:33,30,ZONE-D,E0368,forklift,WO0031,regular,2024-01-29 15:27:46
S025326,E0358,2024-02-02 10:00:00,2024-02-02 18:13:41,45,ZONE-C,E0353,LOADER,WO0030,regular,2024-02-01 16:17:25
S025327,E0358,2024-02-03 09:56:00,2024-02-03 16:33:52,45,ZONE-D,E0353,load_er,WO0031,regular,2024-01-28 23:11:36
S025328,E0358,2024-02-05 23:45:00,2024-02-06 06:52:22,30,ZONE-C,E0361,supervisor,WO0032,regular,2024-02-05 09:12:29
S025329,E0358,2024-02-06 12:07:00,2024-02-06 21:27:55,45,ZONE-A,E0386,DRIVER,WO0032,flex,2024-01-31 12:27:38
S025330,E0358,2024-02-07 11:16:00,2024-02-07 19:39:58,30,ZONE-A,E0359,Load-er,WO0030,on_call,2024-02-05 21:25:41
S025331,E0358,2024-02-08 13:20:00,2024-02-08 22:06:32,0,ZONE-D,E0385,driver,WO0032,regular,2024-02-06 17:13:57
S025332,E0358,2024-02-09 15:13:00,2024-02-09 22:37:55,45,ZONE-D,E0361,Drive-r,WO0029,regular,2024-02-03 05:56:12
S025333,E0358,2024-02-10 06:03:00,2024-02-10 14:08:42,30,ZONE-A,E0351,driver,WO0032,regular,2024-02-09 17:03:00
S025334,E0358,2024-02-11 06:23:00,2024-02-11 14:13:22,30,ZONE-B,E0390,supervisor,WO0029,regular,2024-02-05 04:11:24
S025335,E0358,2024-02-12 10:07:00,2024-02-12 17:05:31,45,ZONE-B,E0359,forklift,WO0030,regular,2024-02-11 21:07:00
S025336,E0358,2024-02-14 11:29:00,2024-02-14 21:08:38,30,ZONE-B,E0358,loader,WO0031,regular,2024-02-09 21:12:14
S025337,E0358,2024-02-16 09:25:00,2024-02-16 18:13:07,45,ZONE-B,E0384,DRIVER,WO0029,regular,2024-02-14 01:03:27
S025338,E0358,2024-02-17 07:26:00,2024-02-17 16:01:42,0,ZONE-D,E0377,Drive-r,WO0032,regular,2024-02-16 18:26:00
S025339,E0358,2024-02-18 14:10:00,2024-02-18 21:40:18,30,ZONE-C,E0382,driver,WO0032,regular,2024-02-13 02:23:05
S025340,E0358,2024-02-19 11:41:00,2024-02-19 18:42:37,30,ZONE-C,E0386,Drive-r,WO0030,regular,2024-02-12 23:29:42
S025341,E0358,2024-02-20 09:07:00,2024-02-20 17:33:03,30,ZONE-D,E0375,Super-visor,WO0032,regular,2024-02-19 20:07:00
S025342,E0358,2024-02-21 15:21:00,2024-02-21 23:13:19,30,ZONE-A,E0366,Fork-Lift,WO0031,regular,2024-02-19 16:50:59
S025343,E0358,2024-02-22 14:09:00,2024-02-22 22:34:24,30,ZONE-C,E0371,load_er,WO0032,regular,2024-02-21 14:32:54
S025344,E0358,2024-02-23 21:55:00,2024-02-24 07:12:41,0,ZONE-C,E0386,LOADER,WO0032,regular,2024-02-20 21:54:47
S025345,E0358,2024-02-25 15:54:00,2024-02-26 01:25:00,30,ZONE-D,E0371,SUPERVISOR,WO0029,regular,2024-02-24 10:40:26
S025346,E0358,2024-02-26 07:58:00,2024-02-26 14:42:34,30,ZONE-D,E0361,forklift,WO0030,flex,2024-02-25 15:36:26
S025347,E0358,2024-02-28 10:22:00,2024-02-28 20:00:06,0,ZONE-B,E0390,load_er,WO0030,flex,2024-02-26 23:48:23
S025348,E0358,2024-03-01 13:59:00,2024-03-01 23:45:19,45,ZONE-B,E0385,loader,WO0030,regular,2024-02-29 12:57:02
S025349,E0358,2024-03-02 13:01:00,2024-03-02 22:49:29,0,ZONE-D,E0363,Load-er,WO0031,regular,2024-02-29 05:45:28
S025350,E0358,2024-03-04 22:35:00,2024-03-05 06:10:27,30,ZONE-A,E0358,driver,WO0032,on_call,2024-02-24 05:52:25
S025351,E0358,2024-03-05 15:31:00,2024-03-05 22:42:48,30,ZONE-C,E0379,loader,WO0031,flex,2024-03-04 06:48:49
S025352,E0358,2024-03-06 12:43:00,2024-03-06 22:17:14,30,ZONE-C,E0386,Drive-r,WO0030,regular,2024-03-05 23:43:00
S025353,E0358,2024-03-07 09:08:00,2024-03-07 17:18:45,45,ZONE-D,E0369,fork_lift,WO0030,regular,2024-03-06 08:57:05
S025354,E0358,2024-03-08 10:18:00,2024-03-08 18:21:37,45,ZONE-C,E0374,FORKLIFT,WO0031,regular,2024-03-06 11:16:42
S025355,E0358,2024-03-09 06:45:00,2024-03-09 15:33:45,30,ZONE-B,E0387,Fork-Lift,WO0032,flex,2024-03-08 05:02:42
S025356,E0358,2024-03-10 08:31:00,2024-03-10 17:50:06,30,ZONE-D,E0375,Fork-Lift,WO0031,regular,2024-03-08 21:21:24
S025357,E0358,2024-03-11 15:49:00,2024-03-12 00:33:57,30,ZONE-D,E0361,Fork-Lift,WO0032,regular,2024-03-11 02:49:00
S025358,E0358,2024-03-14 13:27:00,2024-03-14 20:56:24,30,ZONE-A,E0386,LOADER,WO0032,regular,2024-03-08 22:08:19
S025359,E0358,2024-03-17 15:52:00,2024-03-17 23:17:20,45,ZONE-A,E0351,supervisor,WO0030,regular,2024-03-13 00:21:22
S025360,E0358,2024-03-18 11:04:00,2024-03-18 20:21:52,30,ZONE-D,E0383,Drive-r,WO0032,flex,2024-03-16 00:26:23
S025361,E0358,2024-03-19 15:47:00,2024-03-20 00:34:55,30,ZONE-D,E0368,Load-er,WO0032,regular,2024-03-16 16:32:09
S025362,E0358,2024-03-20 09:08:00,2024-03-20 18:30:03,0,ZONE-A,E0353,fork_lift,WO0030,regular,2024-03-18 17:17:12
S025363,E0358,2024-03-22 11:07:00,2024-03-22 19:30:18,30,ZONE-A,E0352,forklift,WO0032,regular,2024-03-20 13:27:49
S025364,E0358,2024-03-23 06:20:00,2024-03-23 16:09:12,30,ZONE-A,E0364,DRIVER,WO0030,regular,2024-03-22 06:29:47
S025365,E0358,2024-03-25 10:35:00,2024-03-25 18:44:12,45,ZONE-B,E0366,Fork-Lift,WO0030,regular,2024-03-24 21:35:00
S025366,E0358,2024-03-28 09:42:00,2024-03-28 18:22:12,30,ZONE-A,E0383,load_er,WO0029,regular,2024-03-24 06:01:27
S025367,E0358,2024-03-29 13:02:00,2024-03-29 19:56:09,0,ZONE-B,E0358,loader,WO0031,flex,2024-03-26 12:27:00
S025368,E0358,2024-03-30 10:39:00,2024-03-30 17:41:07,45,ZONE-A,E0361,fork_lift,WO0030,regular,2024-03-26 13:20:45
S025369,E0358,2024-03-31 06:09:00,2024-03-31 14:08:31,45,ZONE-A,E0380,DRIVER,WO0030,regular,2024-03-29 03:05:27
S025370,E0359,2024-01-02 23:48:00,2024-01-03 08:52:49,45,ZONE-C,E0377,FORKLIFT,WO0029,regular,2024-01-02 05:40:51
S025371,E0359,2024-01-03 15:17:00,2024-01-03 22:18:04,30,ZONE-D,E0357,driver,WO0032,regular,2024-01-03 02:17:00
S025372,E0359,2024-01-04 11:52:00,2024-01-04 19:16:57,30,ZONE-A,E0389,Fork-Lift,WO0029,regular,2024-01-03 22:52:00
S025373,E0359,2024-01-05 14:22:00,2024-01-06 00:12:05,30,ZONE-A,E0387,fork_lift,WO0032,regular,2023-12-31 20:53:54
S025374,E0359,2024-01-06 14:12:00,2024-01-07 00:08:57,30,ZONE-B,E0389,fork_lift,WO0029,regular,2023-12-31 04:31:07
S025375,E0359,2024-01-07 10:43:00,2024-01-07 18:29:12,30,ZONE-B,E0366,SUPERVISOR,WO0031,regular,2024-01-04 23:28:05
S025376,E0359,2024-01-08 11:35:00,2024-01-08 19:07:13,30,ZONE-A,E0367,Fork-Lift,WO0032,flex,2023-12-29 11:35:00
S025377,E0359,2024-01-10 11:28:00,2024-01-10 19:44:45,30,ZONE-C,E0372,load_er,WO0031,regular,2024-01-09 08:36:52
S025378,E0359,2024-01-11 14:04:00,2024-01-11 22:00:49,30,ZONE-B,E0386,supervisor,WO0029,regular,2024-01-01 14:04:00
S025379,E0359,2024-01-12 13:23:00,2024-01-12 22:32:19,30,ZONE-C,E0380,FORKLIFT,WO0029,regular,2024-01-09 20:01:43
S025380,E0359,2024-01-13 10:28:00,2024-01-13 18:26:09,30,ZONE-B,E0383,Super-visor,WO0031,regular,2024-01-04 18:20:27
S025381,E0359,2024-01-14 09:42:00,2024-01-14 16:25:05,30,ZONE-C,E0351,Load-er,WO0030,regular,2024-01-04 09:42:00
S025382,E0359,2024-01-15 07:21:00,2024-01-15 15:16:40,45,ZONE-C,E0354,Drive-r,WO0029,regular,2024-01-12 04:58:22
S025383,E0359,2024-01-16 07:57:00,2024-01-16 17:56:22,30,ZONE-B,E0382,FORKLIFT,WO0029,on_call,2024-01-14 23:22:37
S025384,E0359,2024-01-17 09:19:00,2024-01-17 18:39:47,30,ZONE-C,E0365,loader,WO0032,flex,2024-01-15 12:41:46
S025385,E0359,2024-01-20 08:46:00,2024-01-20 17:33:03,30,ZONE-B,E0379,FORKLIFT,WO0029,flex,2024-01-19 19:46:00
S025386,E0359,2024-01-21 09:57:00,2024-01-21 19:06:48,30,ZONE-D,E0382,DRIVER,WO0031,regular,2024-01-19 01:36:21
S025387,E0359,2024-01-22 14:18:00,2024-01-22 22:09:05,30,ZONE-B,E0376,FORKLIFT,WO0029,flex,2024-01-18 18:15:24
S025388,E0359,2024-01-23 14:53:00,2024-01-24 00:40:50,30,ZONE-A,E0352,Fork-Lift,WO0030,regular,2024-01-23 01:53:00
S025389,E0359,2024-01-24 11:57:00,2024-01-24 19:16:48,30,ZONE-A,E0380,Load-er,WO0030,regular,2024-01-19 21:37:56
S025390,E0359,2024-01-25 07:32:00,2024-01-25 17:06:45,30,ZONE-B,E0370,fork_lift,WO0029,regular,2024-01-24 18:32:00
S025391,E0359,2024-01-26 12:09:00,2024-01-26 21:15:53,0,ZONE-D,E0359,driver,WO0029,regular,2024-01-25 22:03:19
S025392,E0359,2024-01-27 14:53:00,2024-01-27 21:30:16,30,ZONE-A,E0364,LOADER,WO0032,regular,2024-01-24 13:43:47
S025393,E0359,2024-01-28 08:23:00,2024-01-28 17:26:42,0,ZONE-B,E0390,Load-er,WO0029,regular,2024-01-26 09:55:16
S025394,E0359,2024-01-29 15:04:00,2024-01-29 23:36:19,30,ZONE-B,E0385,loader,WO0031,regular,2024-01-28 06:40:34
S025395,E0359,2024-01-30 23:44:00,2024-01-31 07:39:43,30,ZONE-C,E0362,Supervisor,WO0032,regular,2024-01-28 20:18:27
S025396,E0359,2024-01-31 07:43:00,2024-01-31 14:38:23,30,ZONE-D,E0383,LOADER,WO0029,on_call,2024-01-29 06:12:08
S025397,E0359,2024-02-01 15:07:00,2024-02-02 00:44:19,30,ZONE-D,E0355,FORKLIFT,WO0031,regular,2024-01-26 22:52:25
S025398,E0359,2024-02-02 11:01:00,2024-02-02 18:01:44,30,ZONE-C,E0384,supervisor,WO0031,regular,2024-01-31 20:50:59
S025399,E0359,2024-02-04 21:33:00,2024-02-05 07:02:34,30,ZONE-D,E0385,LOADER,WO0032,regular,2024-02-04 01:36:52
S025400,E0359,2024-02-05 21:24:00,2024-02-06 05:39:23,30,ZONE-A,E0379,forklift,WO0029,flex,2024-02-02 19:53:15
S025401,E0359,2024-02-06 15:55:00,2024-02-06 22:56:52,30,ZONE-B,E0375,load_er,WO0030,regular,2024-02-05 08:32:24
S025402,E0359,2024-02-07 10:47:00,2024-02-07 20:23:55,0,ZONE-D,E0379,Super-visor,WO0030,flex,2024-02-06 21:42:23
S025403,E0359,2024-02-09 10:49:00,2024-02-09 18:18:28,30,ZONE-D,E0369,driver,WO0031,flex,2024-02-08 21:49:00
S025404,E0359,2024-02-11 14:23:00,2024-02-11 21:07:16,30,ZONE-B,E0381,load_er,WO0030,regular,2024-02-07 19:53:40
S025405,E0359,2024-02-12 13:05:00,2024-02-12 22:45:43,30,ZONE-B,E0386,fork_lift,WO0031,regular,2024-02-10 07:39:19
S025406,E0359,2024-02-13 08:33:00,2024-02-13 16:54:16,45,ZONE-D,E0382,loader,WO0029,regular,2024-02-09 22:12:36
S025407,E0359,2024-02-14 08:59:00,2024-02-14 18:13:11,30,ZONE-B,E0374,SUPERVISOR,WO0030,regular,2024-02-05 03:21:07
S025408,E0359,2024-02-15 14:11:00,2024-02-15 23:39:04,45,ZONE-A,E0366,DRIVER,WO0032,regular,2024-02-15 01:11:00
S025409,E0359,2024-02-16 14:23:00,2024-02-16 23:48:00,45,ZONE-D,E0362,fork_lift,WO0032,regular,2024-02-12 22:00:21
S025410,E0359,2024-02-17 09:19:00,2024-02-17 18:21:39,45,ZONE-A,E0383,SUPERVISOR,WO0031,regular,2024-02-14 06:50:26
S025411,E0359,2024-02-18 12:50:00,2024-02-18 19:39:58,30,ZONE-D,E0374,Super-visor,WO0031,flex,2024-02-16 12:16:24
S025412,E0359,2024-02-19 15:45:00,2024-02-19 22:32:53,0,ZONE-B,E0353,FORKLIFT,WO0029,regular,2024-02-10 16:18:57
S025413,E0359,2024-02-20 11:22:00,2024-02-20 18:51:10,30,ZONE-D,E0366,driver,WO0029,regular,2024-02-19 22:22:00
S025414,E0359,2024-02-22 23:16:00,2024-02-23 08:21:35,30,ZONE-A,E0371,fork_lift,WO0030,regular,2024-02-21 15:23:44
S025415,E0359,2024-02-23 06:48:00,2024-02-23 14:10:45,0,ZONE-C,E0356,Drive-r,WO0031,regular,2024-02-21 12:48:39
S025416,E0359,2024-02-24 08:40:00,2024-02-24 16:50:28,30,ZONE-A,E0358,forklift,WO0031,on_call,2024-02-23 19:40:00
S025417,E0359,2024-02-25 07:03:00,2024-02-25 14:36:16,30,ZONE-A,E0351,supervisor,WO0032,regular,2024-02-24 15:32:46
S025418,E0359,2024-02-26 07:38:00,2024-02-26 15:08:05,30,ZONE-A,E0384,Super-visor,WO0029,on_call,2024-02-25 15:25:04
S025419,E0359,2024-02-27 15:43:00,2024-02-27 23:24:07,30,ZONE-B,E0382,Fork-Lift,WO0029,regular,2024-02-23 12:25:51
S025420,E0359,2024-02-28 14:52:00,2024-02-28 22:08:33,30,ZONE-D,E0376,FORKLIFT,WO0030,regular,2024-02-28 01:52:00
S025421,E0359,2024-02-29 08:02:00,2024-02-29 17:34:26,30,ZONE-A,E0384,FORKLIFT,WO0029,regular,2024-02-21 18:29:15
S025422,E0359,2024-03-01 13:01:00,2024-03-01 21:09:51,30,ZONE-D,E0382,supervisor,WO0032,regular,2024-02-28 21:38:11
S025423,E0359,2024-03-02 13:29:00,2024-03-02 20:34:41,30,ZONE-C,E0378,Load-er,WO0032,regular,2024-02-24 22:41:14
S025424,E0359,2024-03-03 06:56:00,2024-03-03 13:27:39,30,ZONE-A,E0382,FORKLIFT,WO0030,regular,2024-03-02 16:13:38
S025425,E0359,2024-03-04 15:11:00,2024-03-04 22:33:05,30,ZONE-C,E0356,Fork-Lift,WO0029,flex,2024-03-02 02:09:52
S025426,E0359,2024-03-05 14:45:00,2024-03-06 00:25:30,30,ZONE-D,E0352,Drive-r,WO0032,regular,2024-03-02 18:37:58
S025427,E0359,2024-03-06 09:27:00,2024-03-06 18:32:52,30,ZONE-A,E0369,forklift,WO0030,regular,2024-03-04 15:56:57
S025428,E0359,2024-03-07 12:02:00,2024-03-07 19:55:06,30,ZONE-B,E0370,Fork-Lift,WO0029,flex,2024-03-04 21:33:40
S025429,E0359,2024-03-08 10:15:00,2024-03-08 16:53:07,30,ZONE-C,E0359,forklift,WO0029,regular,2024-03-04 15:57:14
S025430,E0359,2024-03-09 15:56:00,2024-03-09 23:50:58,30,ZONE-D,E0366,driver,WO0029,regular,2024-03-05 16:45:04
S025431,E0359,2024-03-10 14:56:00,2024-03-10 23:30:26,30,ZONE-D,E0388,FORKLIFT,WO0032,regular,2024-03-08 12:39:07
S025432,E0359,2024-03-11 13:39:00,2024-03-11 23:34:53,30,ZONE-D,E0390,supervisor,WO0031,on_call,2024-03-04 05:31:16
S025433,E0359,2024-03-12 14:34:00,2024-03-12 21:22:49,45,ZONE-A,E0358,supervisor,WO0029,regular,2024-03-08 16:12:09
S025434,E0359,2024-03-13 10:04:00,2024-03-13 16:48:21,30,ZONE-C,E0380,Fork-Lift,WO0031,regular,2024-03-12 11:32:46
S025435,E0359,2024-03-14 13:40:00,2024-03-14 21:32:39,30,ZONE-D,E0354,forklift,WO0032,regular,2024-03-08 14:37:42
S025436,E0359,2024-03-15 12:53:00,2024-03-15 22:20:14,30,ZONE-C,E0369,fork_lift,WO0030,regular,2024-03-13 07:38:28
S025437,E0359,2024-03-16 14:17:00,2024-03-16 23:34:18,30,ZONE-B,E0388,DRIVER,WO0030,flex,2024-03-14 05:53:04
S025438,E0359,2024-03-19 12:47:00,2024-03-19 19:20:37,30,ZONE-B,E0372,load_er,WO0029,regular,2024-03-13 01:55:15
S025439,E0359,2024-03-20 07:27:00,2024-03-20 15:24:36,0,ZONE-A,E0382,SUPERVISOR,WO0029,regular,2024-03-18 21:27:03
S025440,E0359,2024-03-22 12:50:00,2024-03-22 22:32:51,45,ZONE-D,E0367,DRIVER,WO0031,regular,2024-03-20 08:33:40
S025441,E0359,2024-03-23 07:02:00,2024-03-23 16:48:43,30,ZONE-A,E0379,fork_lift,WO0032,regular,2024-03-21 03:16:36
S025442,E0359,2024-03-24 07:20:00,2024-03-24 15:21:19,30,ZONE-A,E0371,fork_lift,WO0031,regular,2024-03-23 08:09:36
S025443,E0359,2024-03-25 08:00:00,2024-03-25 17:36:57,30,ZONE-C,E0372,fork_lift,WO0032,flex,2024-03-24 19:00:00
S025444,E0359,2024-03-26 11:21:00,2024-03-26 19:45:24,30,ZONE-B,E0366,DRIVER,WO0029,flex,2024-03-25 22:21:00
S025445,E0359,2024-03-27 06:48:00,2024-03-27 15:10:45,45,ZONE-D,E0374,Fork-Lift,WO0030,regular,2024-03-22 09:21:40
S025446,E0359,2024-03-28 11:22:00,2024-03-28 20:28:01,45,ZONE-C,E0367,FORKLIFT,WO0032,regular,2024-03-27 22:22:00
S025447,E0359,2024-03-29 12:33:00,2024-03-29 22:28:32,0,ZONE-D,E0390,DRIVER,WO0031,flex,2024-03-22 08:30:09
S025448,E0359,2024-03-30 06:41:00,2024-03-30 14:27:34,30,ZONE-C,E0356,Drive-r,WO0030,regular,2024-03-29 15:18:49
S025449,E0359,2024-03-31 13:40:00,2024-03-31 21:24:34,0,ZONE-D,E0362,DRIVER,WO0031,flex,2024-03-31 00:40:00
S025450,E0360,2024-01-01 14:48:00,2024-01-01 22:06:39,45,ZONE-D,E0390,driver,WO0031,on_call,2023-12-30 00:58:26
S025451,E0360,2024-01-02 13:25:00,2024-01-02 20:16:06,30,ZONE-D,E0362,load_er,WO0029,regular,2023-12-29 08:40:25
S025452,E0360,2024-01-03 12:24:00,2024-01-03 19:08:04,30,ZONE-A,E0367,supervisor,WO0032,flex,2024-01-02 23:24:00
S025453,E0360,2024-01-05 06:18:00,2024-01-05 14:00:56,30,ZONE-D,E0361,Fork-Lift,WO0029,regular,2023-12-31 09:29:32
S025454,E0360,2024-01-06 11:03:00,2024-01-06 19:51:06,30,ZONE-B,E0354,loader,WO0030,regular,2024-01-05 20:28:49
S025455,E0360,2024-01-07 07:49:00,2024-01-07 17:06:57,30,ZONE-D,E0359,Supervisor,WO0029,regular,2023-12-31 23:54:52
S025456,E0360,2024-01-08 09:42:00,2024-01-08 16:53:28,30,ZONE-D,E0386,loader,WO0032,regular,2024-01-04 01:33:13
S025457,E0360,2024-01-09 07:44:00,2024-01-09 14:34:19,45,ZONE-D,E0375,DRIVER,WO0029,regular,2024-01-07 09:50:59
S025458,E0360,2024-01-10 11:30:00,2024-01-10 18:25:52,45,ZONE-D,E0364,Drive-r,WO0031,regular,2024-01-09 22:30:00
S025459,E0360,2024-01-12 12:59:00,2024-01-12 19:46:46,30,ZONE-C,E0382,DRIVER,WO0030,flex,2024-01-06 12:58:12
S025460,E0360,2024-01-13 11:44:00,2024-01-13 20:17:29,45,ZONE-A,E0360,driver,WO0032,regular,2024-01-12 05:11:31
S025461,E0360,2024-01-15 12:53:00,2024-01-15 19:49:48,30,ZONE-A,E0358,Super-visor,WO0029,regular,2024-01-14 23:53:00
S025462,E0360,2024-01-16 12:42:00,2024-01-16 20:53:34,30,ZONE-B,E0380,fork_lift,WO0032,regular,2024-01-14 22:18:31
S025463,E0360,2024-01-17 13:39:00,2024-01-17 22:23:01,30,ZONE-A,E0384,supervisor,WO0029,regular,2024-01-15 10:06:20
S025464,E0360,2024-01-18 08:40:00,2024-01-18 16:15:55,30,ZONE-D,E0375,forklift,WO0031,regular,2024-01-17 04:04:32
S025465,E0360,2024-01-19 07:17:00,2024-01-19 16:14:10,30,ZONE-D,E0356,Drive-r,WO0031,flex,2024-01-16 16:44:55
S025466,E0360,2024-01-20 15:35:00,2024-01-20 23:54:04,0,ZONE-C,E0386,FORKLIFT,WO0031,regular,2024-01-19 21:10:01
S025467,E0360,2024-01-21 12:59:00,2024-01-21 21:36:18,30,ZONE-D,E0366,forklift,WO0030,regular,2024-01-19 19:19:30
S025468,E0360,2024-01-22 10:19:00,2024-01-22 19:22:10,0,ZONE-A,E0359,LOADER,WO0031,flex,2024-01-21 21:19:00
S025469,E0360,2024-01-23 14:40:00,2024-01-23 21:34:18,30,ZONE-C,E0377,driver,WO0032,regular,2024-01-22 18:21:19
S025470,E0360,2024-01-24 10:46:00,2024-01-24 17:35:32,30,ZONE-C,E0382,Fork-Lift,WO0030,regular,2024-01-23 21:46:00
S025471,E0360,2024-01-26 15:48:00,2024-01-27 01:46:04,30,ZONE-C,E0383,FORKLIFT,WO0031,regular,2024-01-26 02:48:00
S025472,E0360,2024-01-27 12:22:00,2024-01-27 20:09:01,30,ZONE-B,E0358,fork_lift,WO0030,regular,2024-01-26 14:26:45
S025473,E0360,2024-01-28 15:18:00,2024-01-28 22:58:26,30,ZONE-D,E0372,driver,WO0031,regular,2024-01-28 02:18:00
S025474,E0360,2024-01-30 15:34:00,2024-01-31 00:34:32,30,ZONE-D,E0367,FORKLIFT,WO0030,regular,2024-01-29 22:54:20
S025475,E0360,2024-01-31 22:48:00,2024-02-01 06:25:36,30,ZONE-B,E0352,Drive-r,WO0030,regular,2024-01-31 01:59:41
S025476,E0360,2024-02-01 08:59:00,2024-02-01 17:01:43,30,ZONE-C,E0389,driver,WO0029,regular,2024-01-31 13:11:30
S025477,E0360,2024-02-02 13:41:00,2024-02-02 23:05:22,30,ZONE-C,E0367,Fork-Lift,WO0031,regular,2024-02-01 18:36:51
S025478,E0360,2024-02-03 08:13:00,2024-02-03 17:35:49,30,ZONE-A,E0370,forklift,WO0030,regular,2024-02-01 18:50:27
S025479,E0360,2024-02-04 23:18:00,2024-02-05 07:32:28,30,ZONE-C,E0380,Super-visor,WO0029,on_call,2024-02-02 08:12:21
S025480,E0360,2024-02-08 06:58:00,2024-02-08 15:08:00,0,ZONE-B,E0385,driver,WO0030,on_call,2024-02-03 00:53:59
S025481,E0360,2024-02-10 12:35:00,2024-02-10 19:11:46,30,ZONE-B,E0362,load_er,WO0030,regular,2024-02-08 12:39:59
S025482,E0360,2024-02-11 07:14:00,2024-02-11 13:53:25,30,ZONE-D,E0389,Load-er,WO0031,regular,2024-02-10 18:14:00
S025483,E0360,2024-02-14 09:35:00,2024-02-14 18:49:39,30,ZONE-A,E0371,LOADER,WO0029,regular,2024-02-13 20:35:00
S025484,E0360,2024-02-15 08:09:00,2024-02-15 15:33:10,30,ZONE-B,E0380,loader,WO0031,regular,2024-02-12 23:01:04
S025485,E0360,2024-02-16 09:46:00,2024-02-16 18:42:43,30,ZONE-A,E0378,fork_lift,WO0029,regular,2024-02-14 01:26:17
S025486,E0360,2024-02-19 08:17:00,2024-02-19 17:26:46,30,ZONE-B,E0365,driver,WO0031,regular,2024-02-14 07:07:35
S025487,E0360,2024-02-20 11:31:00,2024-02-20 21:18:08,30,ZONE-D,E0355,fork_lift,WO0030,flex,2024-02-17 17:09:25
S025488,E0360,2024-02-21 09:14:00,2024-02-21 18:18:43,30,ZONE-C,E0372,driver,WO0030,regular,2024-02-15 16:08:34
S025489,E0360,2024-02-22 15:39:00,2024-02-22 23:19:38,45,ZONE-A,E0380,LOADER,WO0029,regular,2024-02-17 17:41:36
S025490,E0360,2024-02-23 06:33:00,2024-02-23 14:11:47,30,ZONE-B,E0390,FORKLIFT,WO0031,regular,2024-02-22 17:33:00
S025491,E0360,2024-02-25 09:09:00,2024-02-25 16:01:05,30,ZONE-A,E0353,Drive-r,WO0032,regular,2024-02-24 19:34:21
S025492,E0360,2024-02-26 08:35:00,2024-02-26 15:11:12,45,ZONE-B,E0381,Fork-Lift,WO0031,flex,2024-02-22 23:53:28
S025493,E0360,2024-02-27 11:50:00,2024-02-27 19:48:27,30,ZONE-D,E0356,FORKLIFT,WO0030,regular,2024-02-25 02:33:33
S025494,E0360,2024-02-28 13:26:00,2024-02-28 22:18:22,45,ZONE-B,E0384,Drive-r,WO0030,regular,2024-02-24 00:21:56
S025495,E0360,2024-02-29 14:47:00,2024-02-29 23:15:13,30,ZONE-A,E0369,forklift,WO0030,regular,2024-02-29 01:47:00
S025496,E0360,2024-03-01 09:54:00,2024-03-01 17:39:26,30,ZONE-B,E0355,Load-er,WO0032,regular,2024-02-28 09:44:08
S025497,E0360,2024-03-02 08:31:00,2024-03-02 15:45:59,30,ZONE-D,E0356,FORKLIFT,WO0029,flex,2024-03-01 19:31:00
