return_id,order_id,channel_id,quantity_returned,processing_cost_per_unit,return_date,reason_code
RET-006099,ORD-11104,CH03,1,11.23,2024-11-28,WRONG_SIZE
RET-006100,ORD-11105,CH03,2,11.06,2024-11-24,WRONG_SIZE
RET-006101,ORD-11111,CH03,4,9.35,2024-11-27,CHANGED_MIND
RET-006102,ORD-11113,CH03,2,10.17,2024-11-29,CHANGED_MIND
RET-006103,ORD-11115,CH03,1,9.09,2024-12-04,CHANGED_MIND
RET-006104,ORD-11116,CH03,1,9.94,2024-11-21,WRONG_SIZE
RET-006105,ORD-11118,CH03,1,10.63,2024-11-24,DEFECTIVE
RET-006106,ORD-11121,CH03,2,10.91,2024-12-01,CHANGED_MIND
RET-006107,ORD-11123,CH03,2,8.87,2024-11-16,CHANGED_MIND
RET-006108,ORD-11127,CH03,1,8.76,2024-12-04,CHANGED_MIND
RET-006109,ORD-11128,CH03,3,9.12,2024-11-10,NOT_AS_DESCRIBED
RET-006110,ORD-11130,CH03,1,9.36,2024-12-06,CHANGED_MIND
RET-006111,ORD-11131,CH03,2,8.61,2024-11-23,DEFECTIVE
RET-006112,ORD-11132,CH03,2,9.73,2024-12-04,WRONG_SIZE
RET-006113,ORD-11134,CH03,1,9.77,2024-11-15,WRONG_SIZE
RET-006114,ORD-11135,CH03,2,9.07,2024-11-15,WRONG_SIZE
RET-006115,ORD-11136,CH03,3,8.82,2024-11-23,DEFECTIVE
RET-006116,ORD-11137,CH03,2,11.13,2024-11-14,CHANGED_MIND
RET-006117,ORD-11139,CH03,1,11.23,2024-11-14,DEFECTIVE
RET-006118,ORD-11140,CH03,3,11.41,2024-12-06,WRONG_SIZE
RET-006119,ORD-11142,CH03,1,8.82,2024-11-25,CHANGED_MIND
RET-006120,ORD-11143,CH03,2,8.55,2024-12-01,DEFECTIVE
RET-006121,ORD-11144,CH03,1,8.84,2024-11-27,DEFECTIVE
RET-006122,ORD-11145,CH03,2,11.34,2024-11-19,DEFECTIVE
RET-006123,ORD-11146,CH03,1,9.38,2024-11-11,NOT_AS_DESCRIBED
RET-006124,ORD-11147,CH03,2,10.99,2024-12-11,DEFECTIVE
RET-006125,ORD-11149,CH03,1,9.76,2024-12-05,DEFECTIVE
RET-006126,ORD-11151,CH03,1,8.53,2024-12-09,CHANGED_MIND
RET-006127,ORD-11156,CH03,2,11.48,2024-11-08,NOT_AS_DESCRIBED
RET-006128,ORD-11159,CH03,1,10.94,2024-12-11,WRONG_SIZE
RET-006129,ORD-11162,CH03,1,8.91,2024-11-17,CHANGED_MIND
RET-006130,ORD-11163,CH03,1,11.21,2024-11-20,DEFECTIVE
RET-006131,ORD-11164,CH03,1,10.14,2024-11-24,NOT_AS_DESCRIBED
RET-006132,ORD-11165,CH03,1,10.21,2024-12-11,WRONG_SIZE
RET-006133,ORD-11166,CH03,1,9.43,2024-11-06,DEFECTIVE
RET-006134,ORD-11169,CH03,3,8.61,2024-11-15,CHANGED_MIND
RET-006135,ORD-11172,CH03,2,11.23,2024-12-07,DEFECTIVE
RET-006136,ORD-11174,CH03,2,9.24,2024-12-12,CHANGED_MIND
RET-006137,ORD-11176,CH03,1,8.57,2024-12-05,WRONG_SIZE
RET-006138,ORD-11178,CH03,1,10.03,2024-11-19,WRONG_SIZE
RET-006139,ORD-11180,CH03,2,10.35,2024-11-19,WRONG_SIZE
RET-006140,ORD-11182,CH03,2,10.29,2024-11-20,NOT_AS_DESCRIBED
RET-006141,ORD-11183,CH03,2,8.95,2024-11-14,CHANGED_MIND
RET-006142,ORD-11184,CH03,1,11.35,2024-11-21,WRONG_SIZE
RET-006143,ORD-11185,CH03,2,11.3,2024-11-25,WRONG_SIZE
RET-006144,ORD-11186,CH03,2,9.21,2024-11-17,WRONG_SIZE
RET-006145,ORD-11188,CH03,2,8.62,2024-11-08,DEFECTIVE
RET-006146,ORD-11189,CH03,1,8.63,2024-11-23,CHANGED_MIND
RET-006147,ORD-11196,CH03,2,10.17,2024-11-08,WRONG_SIZE
RET-006148,ORD-11197,CH03,1,10.98,2024-11-10,NOT_AS_DESCRIBED
RET-006149,ORD-11198,CH03,2,10.77,2024-11-11,WRONG_SIZE
RET-006150,ORD-11202,CH03,2,8.63,2024-11-17,CHANGED_MIND
RET-006151,ORD-11210,CH03,1,9.9,2024-11-18,CHANGED_MIND
RET-006152,ORD-11216,CH03,3,10.67,2024-11-08,NOT_AS_DESCRIBED
RET-006153,ORD-11217,CH03,2,9.89,2024-11-12,NOT_AS_DESCRIBED
RET-006154,ORD-11219,CH03,1,10.3,2024-11-08,DEFECTIVE
RET-006155,ORD-11220,CH03,1,8.57,2024-11-11,WRONG_SIZE
RET-006156,ORD-11223,CH03,3,10.05,2024-11-20,CHANGED_MIND
RET-006157,ORD-11227,CH03,1,8.68,2024-11-30,NOT_AS_DESCRIBED
RET-006158,ORD-11230,CH03,1,11.24,2024-11-25,CHANGED_MIND
RET-006159,ORD-11233,CH03,1,10.59,2024-11-15,WRONG_SIZE
RET-006160,ORD-11235,CH03,3,9.93,2024-11-19,NOT_AS_DESCRIBED
RET-006161,ORD-11238,CH03,1,11.37,2024-12-13,DEFECTIVE
RET-006162,ORD-11241,CH03,1,9.73,2024-12-05,CHANGED_MIND
RET-006163,ORD-11243,CH03,2,8.74,2024-11-25,DEFECTIVE
RET-006164,ORD-11244,CH03,2,8.73,2024-11-07,WRONG_SIZE
RET-006165,ORD-11246,CH03,3,9.6,2024-12-02,DEFECTIVE
RET-006166,ORD-11247,CH03,2,10.85,2024-12-01,WRONG_SIZE
RET-006167,ORD-11250,CH03,1,10.3,2024-11-09,WRONG_SIZE
RET-006168,ORD-11252,CH03,3,11.07,2024-11-19,DEFECTIVE
RET-006169,ORD-11256,CH03,3,10.85,2024-12-01,CHANGED_MIND
RET-006170,ORD-11258,CH03,4,11.04,2024-12-08,NOT_AS_DESCRIBED
RET-006171,ORD-11259,CH03,2,10.01,2024-11-29,DEFECTIVE
RET-006172,ORD-11261,CH03,1,10.34,2024-12-13,CHANGED_MIND
RET-006173,ORD-11267,CH03,1,10.65,2024-11-04,CHANGED_MIND
RET-006174,ORD-11269,CH03,1,11.31,2024-12-03,NOT_AS_DESCRIBED
RET-006175,ORD-11271,CH03,1,11.13,2024-12-04,CHANGED_MIND
RET-006176,ORD-11272,CH03,1,11.42,2024-12-08,CHANGED_MIND
RET-006177,ORD-11275,CH03,1,9.25,2024-12-01,WRONG_SIZE
RET-006178,ORD-11279,CH03,2,10.32,2024-11-14,CHANGED_MIND
RET-006179,ORD-11281,CH03,2,10.3,2024-11-22,CHANGED_MIND
RET-006180,ORD-11284,CH03,4,8.69,2024-12-01,NOT_AS_DESCRIBED
RET-006181,ORD-11285,CH03,1,10.8,2024-11-30,WRONG_SIZE
RET-006182,ORD-11287,CH03,2,10.12,2024-11-12,WRONG_SIZE
RET-006183,ORD-11288,CH03,1,9.51,2024-11-05,CHANGED_MIND
RET-006184,ORD-11289,CH03,1,10.01,2024-12-04,DEFECTIVE
RET-006185,ORD-11290,CH03,1,10.67,2024-11-22,CHANGED_MIND
RET-006186,ORD-11293,CH03,1,9.04,2024-11-27,NOT_AS_DESCRIBED
RET-006187,ORD-11295,CH03,4,8.65,2024-12-07,DEFECTIVE
RET-006188,ORD-11296,CH03,2,9.74,2024-12-01,DEFECTIVE
RET-006189,ORD-11299,CH03,2,9.52,2024-11-13,NOT_AS_DESCRIBED
RET-006190,ORD-11306,CH03,1,8.55,2024-11-08,DEFECTIVE
RET-006191,ORD-11312,CH03,1,10.47,2024-11-15,DEFECTIVE
RET-006192,ORD-11316,CH03,1,10.87,2024-11-30,WRONG_SIZE
RET-006193,ORD-11319,CH03,4,8.86,2024-12-05,DEFECTIVE
RET-006194,ORD-11320,CH03,1,10.22,2024-11-24,CHANGED_MIND
RET-006195,ORD-11322,CH03,1,8.64,2024-11-25,NOT_AS_DESCRIBED
RET-006196,ORD-11326,CH03,2,9.74,2024-11-25,WRONG_SIZE
RET-006197,ORD-11331,CH03,3,8.63,2024-12-04,WRONG_SIZE
RET-006198,ORD-11332,CH03,1,11.19,2024-11-09,CHANGED_MIND
RET-006199,ORD-11334,CH03,1,9.18,2024-11-29,WRONG_SIZE
RET-006200,ORD-11336,CH03,3,9.2,2024-12-01,DEFECTIVE
RET-006201,ORD-11337,CH03,1,10.97,2024-11-20,DEFECTIVE
RET-006202,ORD-11338,CH03,1,9.05,2024-11-26,NOT_AS_DESCRIBED
RET-006203,ORD-11341,CH03,4,11.41,2024-11-16,DEFECTIVE
RET-006204,ORD-11343,CH03,1,8.96,2024-11-27,NOT_AS_DESCRIBED
RET-006205,ORD-11346,CH03,2,8.89,2024-12-02,CHANGED_MIND
RET-006206,ORD-11347,CH03,2,11.22,2024-11-28,WRONG_SIZE
RET-006207,ORD-11348,CH03,1,10.27,2024-12-06,WRONG_SIZE
RET-006208,ORD-11349,CH03,2,9.09,2024-12-02,NOT_AS_DESCRIBED
RET-006209,ORD-11351,CH03,2,10.13,2024-11-07,CHANGED_MIND
RET-006210,ORD-11352,CH03,2,10.7,2024-12-05,DEFECTIVE
RET-006211,ORD-11354,CH03,1,9.54,2024-11-13,CHANGED_MIND
RET-006212,ORD-11357,CH03,2,11.32,2024-11-27,NOT_AS_DESCRIBED
RET-006213,ORD-11358,CH03,1,9.86,2024-12-04,CHANGED_MIND
RET-006214,ORD-11366,CH03,1,10.35,2024-11-07,DEFECTIVE
RET-006215,ORD-11368,CH03,1,9.66,2024-12-05,DEFECTIVE
RET-006216,ORD-11369,CH03,1,8.65,2024-12-09,WRONG_SIZE
RET-006217,ORD-11370,CH03,3,10.02,2024-11-09,DEFECTIVE
RET-006218,ORD-11371,CH03,1,9.83,2024-11-29,DEFECTIVE
RET-006219,ORD-11372,CH03,1,10.38,2024-11-26,WRONG_SIZE
RET-006220,ORD-11373,CH03,1,9.18,2024-12-11,CHANGED_MIND
RET-006221,ORD-11380,CH03,1,8.76,2024-11-09,WRONG_SIZE
RET-006222,ORD-11385,CH03,3,10.72,2024-11-09,CHANGED_MIND
RET-006223,ORD-11386,CH03,3,10.91,2024-11-07,WRONG_SIZE
RET-006224,ORD-11387,CH03,3,8.73,2024-11-11,CHANGED_MIND
RET-006225,ORD-11388,CH03,2,10.68,2024-12-06,NOT_AS_DESCRIBED
RET-006226,ORD-11389,CH03,3,9.33,2024-12-03,NOT_AS_DESCRIBED
RET-006227,ORD-11390,CH03,2,11.31,2024-12-08,WRONG_SIZE
RET-006228,ORD-11391,CH03,1,9.2,2024-11-22,CHANGED_MIND
RET-006229,ORD-11392,CH03,3,8.85,2024-11-12,CHANGED_MIND
RET-006230,ORD-11395,CH03,1,9.65,2024-11-19,CHANGED_MIND
RET-006231,ORD-11396,CH03,1,9.2,2024-12-04,WRONG_SIZE
RET-006232,ORD-11397,CH03,1,9.01,2024-11-14,CHANGED_MIND
RET-006233,ORD-11398,CH03,2,9.1,2024-11-14,CHANGED_MIND
RET-006234,ORD-11399,CH03,1,10.17,2024-11-28,NOT_AS_DESCRIBED
RET-006235,ORD-11400,CH03,1,9.69,2024-11-14,CHANGED_MIND
RET-006236,ORD-11403,CH03,5,8.66,2024-11-30,CHANGED_MIND
RET-006237,ORD-11404,CH03,4,9.55,2024-11-17,CHANGED_MIND
RET-006238,ORD-11407,CH03,1,8.72,2024-11-16,DEFECTIVE
RET-006239,ORD-11409,CH03,1,11.19,2024-11-23,NOT_AS_DESCRIBED
RET-006240,ORD-11410,CH03,1,8.97,2024-12-02,WRONG_SIZE
RET-006241,ORD-11411,CH03,4,9.21,2024-11-26,WRONG_SIZE
RET-006242,ORD-11412,CH03,2,9.64,2024-11-15,DEFECTIVE
RET-006243,ORD-11413,CH03,3,10.92,2024-12-02,WRONG_SIZE
RET-006244,ORD-11415,CH03,1,8.91,2024-11-13,NOT_AS_DESCRIBED
RET-006245,ORD-11418,CH03,1,9.66,2024-12-10,CHANGED_MIND
RET-006246,ORD-11421,CH03,1,10.54,2024-11-27,CHANGED_MIND
RET-006247,ORD-11422,CH03,2,10.28,2024-12-08,NOT_AS_DESCRIBED
RET-006248,ORD-11423,CH03,1,11.15,2024-12-02,WRONG_SIZE
RET-006249,ORD-11430,CH03,2,9.91,2024-11-29,CHANGED_MIND
RET-006250,ORD-11431,CH03,1,9.93,2024-12-04,NOT_AS_DESCRIBED
RET-006251,ORD-11432,CH03,3,11.48,2024-11-07,CHANGED_MIND
RET-006252,ORD-11434,CH03,1,9.02,2024-11-11,WRONG_SIZE
RET-006253,ORD-11437,CH03,1,11.22,2024-12-03,NOT_AS_DESCRIBED
RET-006254,ORD-11443,CH03,1,10.68,2024-11-12,CHANGED_MIND
RET-006255,ORD-11446,CH03,2,9.25,2024-12-05,NOT_AS_DESCRIBED
RET-006256,ORD-11448,CH03,2,9.97,2024-12-03,CHANGED_MIND
RET-006257,ORD-11450,CH03,2,9.59,2024-11-11,NOT_AS_DESCRIBED
RET-006258,ORD-11459,CH03,2,11.04,2024-12-07,WRONG_SIZE
RET-006259,ORD-11460,CH03,1,10.46,2024-11-22,CHANGED_MIND
RET-006260,ORD-11462,CH03,2,9.68,2024-11-12,DEFECTIVE
RET-006261,ORD-11464,CH03,1,11.07,2024-11-17,WRONG_SIZE
RET-006262,ORD-11466,CH03,1,10.76,2024-12-05,CHANGED_MIND
RET-006263,ORD-11467,CH03,3,10.58,2024-12-01,CHANGED_MIND
RET-006264,ORD-11468,CH03,3,9.06,2024-11-12,DEFECTIVE
RET-006265,ORD-11469,CH03,1,9.53,2024-11-21,DEFECTIVE
RET-006266,ORD-11471,CH03,3,10.17,2024-11-21,CHANGED_MIND
RET-006267,ORD-11475,CH03,1,10.12,2024-11-12,DEFECTIVE
RET-006268,ORD-11476,CH03,1,10.93,2024-11-26,CHANGED_MIND
RET-006269,ORD-11477,CH03,2,9.44,2024-11-13,CHANGED_MIND
RET-006270,ORD-11480,CH03,1,10.34,2024-11-28,WRONG_SIZE
RET-006271,ORD-11492,CH03,4,9.07,2024-11-12,WRONG_SIZE
RET-006272,ORD-11502,CH03,2,8.83,2024-11-11,CHANGED_MIND
RET-006273,ORD-11507,CH03,2,10.67,2024-12-05,CHANGED_MIND
RET-006274,ORD-11516,CH03,2,10.15,2024-11-29,CHANGED_MIND
RET-006275,ORD-11518,CH03,2,10.67,2024-11-03,DEFECTIVE
RET-006276,ORD-11519,CH03,1,9.35,2024-11-20,WRONG_SIZE
RET-006277,ORD-11523,CH03,1,10.32,2024-11-11,CHANGED_MIND
RET-006278,ORD-11525,CH03,3,11.27,2024-11-22,DEFECTIVE
RET-006279,ORD-11526,CH03,1,10.91,2024-11-09,NOT_AS_DESCRIBED
RET-006280,ORD-11528,CH03,1,11.4,2024-11-19,CHANGED_MIND
RET-006281,ORD-11532,CH03,1,8.53,2024-11-25,DEFECTIVE
RET-006282,ORD-11534,CH03,3,9.38,2024-11-27,CHANGED_MIND
RET-006283,ORD-11535,CH03,1,11.34,2024-12-05,NOT_AS_DESCRIBED
RET-006284,ORD-11536,CH03,1,9.03,2024-11-30,DEFECTIVE
RET-006285,ORD-11537,CH03,2,9.66,2024-12-10,WRONG_SIZE
RET-006286,ORD-11539,CH03,3,10.21,2024-11-29,WRONG_SIZE
RET-006287,ORD-11543,CH03,1,9.55,2024-11-23,WRONG_SIZE
RET-006288,ORD-11545,CH03,2,10.77,2024-11-20,CHANGED_MIND
RET-006289,ORD-11546,CH03,3,10.13,2024-11-10,DEFECTIVE
RET-006290,ORD-11551,CH03,3,8.61,2024-11-19,DEFECTIVE
RET-006291,ORD-11556,CH03,1,11.33,2024-11-10,CHANGED_MIND
RET-006292,ORD-11557,CH03,1,10.43,2024-11-30,NOT_AS_DESCRIBED
RET-006293,ORD-11560,CH03,1,10.23,2024-11-16,WRONG_SIZE
RET-006294,ORD-11563,CH03,1,10.28,2024-12-10,CHANGED_MIND
RET-006295,ORD-11564,CH03,1,10.93,2024-12-05,CHANGED_MIND
RET-006296,ORD-11566,CH03,3,10.33,2024-11-22,CHANGED_MIND
RET-006297,ORD-11569,CH03,3,9.92,2024-11-22,CHANGED_MIND
RET-006298,ORD-11572,CH03,2,10.86,2024-12-02,CHANGED_MIND
RET-006299,ORD-11575,CH03,1,10.46,2024-11-11,WRONG_SIZE
RET-006300,ORD-11577,CH03,2,9.88,2024-12-03,DEFECTIVE
RET-006301,ORD-11578,CH03,1,9.97,2024-11-12,CHANGED_MIND
RET-006302,ORD-11579,CH03,1,8.73,2024-11-18,NOT_AS_DESCRIBED
RET-006303,ORD-11580,CH03,1,10.51,2024-12-03,WRONG_SIZE
RET-006304,ORD-11582,CH03,1,9.07,2024-11-13,CHANGED_MIND
RET-006305,ORD-11583,CH03,2,9.47,2024-11-21,DEFECTIVE
RET-006306,ORD-11587,CH03,3,10.23,2024-12-13,NOT_AS_DESCRIBED
RET-006307,ORD-11590,CH03,1,8.57,2024-11-19,WRONG_SIZE
RET-006308,ORD-11591,CH03,1,8.74,2024-11-28,NOT_AS_DESCRIBED
RET-006309,ORD-11592,CH03,2,10.62,2024-12-04,DEFECTIVE
RET-006310,ORD-11593,CH03,2,11.19,2024-11-03,DEFECTIVE
RET-006311,ORD-11594,CH03,3,10.06,2024-12-07,CHANGED_MIND
RET-006312,ORD-11595,CH03,2,8.64,2024-11-19,DEFECTIVE
RET-006313,ORD-11601,CH03,1,9.21,2024-12-01,NOT_AS_DESCRIBED
RET-006314,ORD-11602,CH03,1,8.73,2024-11-07,DEFECTIVE
RET-006315,ORD-11603,CH03,1,8.83,2024-11-27,DEFECTIVE
RET-006316,ORD-11606,CH03,1,10.36,2024-11-29,CHANGED_MIND
RET-006317,ORD-11607,CH03,1,8.86,2024-11-20,CHANGED_MIND
RET-006318,ORD-11609,CH03,3,11.03,2024-11-19,CHANGED_MIND
RET-006319,ORD-11612,CH03,1,10.61,2024-12-02,DEFECTIVE
RET-006320,ORD-11615,CH03,2,8.91,2024-11-26,DEFECTIVE
RET-006321,ORD-11618,CH03,3,9.41,2024-11-22,CHANGED_MIND
RET-006322,ORD-11619,CH03,1,10.04,2024-11-20,CHANGED_MIND
RET-006323,ORD-11628,CH03,3,9.64,2024-11-14,WRONG_SIZE
RET-006324,ORD-11631,CH03,1,8.79,2024-11-28,NOT_AS_DESCRIBED
RET-006325,ORD-11632,CH03,1,9.19,2024-11-28,DEFECTIVE
RET-006326,ORD-11638,CH03,1,8.84,2024-12-08,CHANGED_MIND
RET-006327,ORD-11640,CH03,1,9.51,2024-11-09,CHANGED_MIND
RET-006328,ORD-11642,CH03,2,11.24,2024-11-29,DEFECTIVE
RET-006329,ORD-11643,CH03,4,9.91,2024-12-12,WRONG_SIZE
RET-006330,ORD-11644,CH03,2,9.96,2024-11-30,DEFECTIVE
RET-006331,ORD-11645,CH03,3,9.06,2024-12-02,WRONG_SIZE
RET-006332,ORD-11646,CH03,1,9.03,2024-11-19,CHANGED_MIND
RET-006333,ORD-11654,CH03,5,9.29,2024-11-30,DEFECTIVE
RET-006334,ORD-11655,CH03,3,9.85,2024-11-22,WRONG_SIZE
RET-006335,ORD-11660,CH03,2,9.04,2024-12-04,CHANGED_MIND
RET-006336,ORD-11661,CH03,3,8.55,2024-12-01,WRONG_SIZE
RET-006337,ORD-11664,CH03,2,10.12,2024-11-20,DEFECTIVE
RET-006338,ORD-11667,CH03,2,10.85,2024-11-26,DEFECTIVE
RET-006339,ORD-11669,CH03,1,8.71,2024-11-13,CHANGED_MIND
RET-006340,ORD-11671,CH03,1,8.92,2024-12-10,CHANGED_MIND
RET-006341,ORD-11672,CH03,3,11.18,2024-12-05,WRONG_SIZE
RET-006342,ORD-11673,CH03,1,10.99,2024-11-20,WRONG_SIZE
RET-006343,ORD-11676,CH03,1,9.93,2024-11-26,WRONG_SIZE
RET-006344,ORD-11680,CH03,4,9.75,2024-12-10,CHANGED_MIND
RET-006345,ORD-11681,CH03,1,8.7,2024-11-29,CHANGED_MIND
RET-006346,ORD-11684,CH03,1,10.84,2024-11-15,WRONG_SIZE
RET-006347,ORD-11685,CH03,1,9.64,2024-12-02,CHANGED_MIND
RET-006348,ORD-11686,CH03,1,10.19,2024-11-26,CHANGED_MIND
RET-006349,ORD-11687,CH03,1,10.25,2024-12-02,DEFECTIVE
RET-006350,ORD-11689,CH03,1,9.5,2024-11-27,CHANGED_MIND
RET-006351,ORD-11691,CH03,1,9.96,2024-11-22,WRONG_SIZE
RET-006352,ORD-11692,CH03,1,11.14,2024-12-03,WRONG_SIZE
RET-006353,ORD-11693,CH03,1,8.65,2024-11-26,WRONG_SIZE
RET-006354,ORD-11694,CH03,1,10.05,2024-11-22,CHANGED_MIND
RET-006355,ORD-11697,CH03,2,11.21,2024-11-08,CHANGED_MIND
RET-006356,ORD-11700,CH03,2,10.91,2024-11-28,WRONG_SIZE
RET-006357,ORD-11702,CH03,3,9.12,2024-11-25,WRONG_SIZE
RET-006358,ORD-11703,CH03,1,10.57,2024-12-06,CHANGED_MIND
RET-006359,ORD-11705,CH03,1,8.57,2024-12-03,CHANGED_MIND
RET-006360,ORD-11707,CH03,2,10.63,2024-11-24,CHANGED_MIND
RET-006361,ORD-11710,CH03,2,10.0,2024-11-30,DEFECTIVE
RET-006362,ORD-11712,CH03,2,10.48,2024-12-04,NOT_AS_DESCRIBED
RET-006363,ORD-11713,CH03,1,9.53,2024-11-22,CHANGED_MIND
RET-006364,ORD-11716,CH03,2,10.94,2024-11-23,CHANGED_MIND
RET-006365,ORD-11717,CH03,1,8.54,2024-12-08,CHANGED_MIND
RET-006366,ORD-11723,CH03,1,11.37,2024-11-27,DEFECTIVE
RET-006367,ORD-11724,CH03,2,8.7,2024-11-12,CHANGED_MIND
RET-006368,ORD-11725,CH03,4,9.08,2024-12-03,NOT_AS_DESCRIBED
RET-006369,ORD-11728,CH03,2,10.02,2024-11-20,WRONG_SIZE
RET-006370,ORD-11729,CH03,1,8.93,2024-12-09,WRONG_SIZE
RET-006371,ORD-11730,CH03,1,8.93,2024-11-13,CHANGED_MIND
RET-006372,ORD-11734,CH03,1,9.56,2024-12-01,NOT_AS_DESCRIBED
RET-006373,ORD-11736,CH03,1,8.7,2024-11-23,WRONG_SIZE
RET-006374,ORD-11737,CH03,2,10.1,2024-12-08,WRONG_SIZE
RET-006375,ORD-11738,CH03,4,11.32,2024-12-11,CHANGED_MIND
RET-006376,ORD-11739,CH03,1,8.85,2024-12-02,CHANGED_MIND
RET-006377,ORD-11741,CH03,1,9.85,2024-12-09,DEFECTIVE
RET-006378,ORD-11742,CH03,1,8.95,2024-11-27,WRONG_SIZE
RET-006379,ORD-11743,CH03,1,10.89,2024-11-21,CHANGED_MIND
RET-006380,ORD-11748,CH03,1,10.02,2024-12-04,CHANGED_MIND
RET-006381,ORD-11751,CH03,2,9.36,2024-11-30,CHANGED_MIND
RET-006382,ORD-11754,CH03,1,9.38,2024-11-04,CHANGED_MIND
RET-006383,ORD-11755,CH03,2,9.42,2024-11-18,CHANGED_MIND
RET-006384,ORD-11756,CH03,1,8.52,2024-12-02,NOT_AS_DESCRIBED
RET-006385,ORD-11762,CH03,2,9.72,2024-11-25,WRONG_SIZE
RET-006386,ORD-11767,CH03,2,9.32,2024-11-11,NOT_AS_DESCRIBED
RET-006387,ORD-11768,CH03,4,9.32,2024-11-08,DEFECTIVE
RET-006388,ORD-11770,CH03,1,11.12,2024-11-15,CHANGED_MIND
RET-006389,ORD-11775,CH03,1,10.24,2024-12-05,CHANGED_MIND
RET-006390,ORD-11776,CH03,1,10.27,2024-12-09,WRONG_SIZE
RET-006391,ORD-11777,CH03,1,9.36,2024-11-22,NOT_AS_DESCRIBED
RET-006392,ORD-11779,CH03,1,8.61,2024-11-22,DEFECTIVE
RET-006393,ORD-11780,CH03,3,10.49,2024-12-12,WRONG_SIZE
RET-006394,ORD-11782,CH03,1,10.86,2024-11-18,CHANGED_MIND
RET-006395,ORD-11784,CH03,1,10.69,2024-11-13,CHANGED_MIND
RET-006396,ORD-11785,CH03,1,10.36,2024-11-10,CHANGED_MIND
RET-006397,ORD-11789,CH03,1,11.41,2024-11-09,CHANGED_MIND
RET-006398,ORD-11790,CH03,3,8.55,2024-11-07,CHANGED_MIND
RET-006399,ORD-11791,CH03,2,10.34,2024-12-02,CHANGED_MIND
RET-006400,ORD-11792,CH03,1,10.09,2024-12-06,WRONG_SIZE
RET-006401,ORD-11793,CH03,1,11.0,2024-11-11,DEFECTIVE
RET-006402,ORD-11797,CH03,3,10.55,2024-11-15,WRONG_SIZE
RET-006403,ORD-11798,CH03,3,8.81,2024-12-02,CHANGED_MIND
RET-006404,ORD-11801,CH03,1,10.59,2024-11-18,WRONG_SIZE
RET-006405,ORD-11806,CH03,2,11.5,2024-12-03,NOT_AS_DESCRIBED
RET-006406,ORD-11810,CH03,1,11.39,2024-11-17,DEFECTIVE
RET-006407,ORD-11811,CH03,1,10.1,2024-11-20,CHANGED_MIND
RET-006408,ORD-11812,CH03,1,11.17,2024-12-07,CHANGED_MIND
RET-006409,ORD-11814,CH03,2,11.48,2024-11-14,CHANGED_MIND
RET-006410,ORD-11819,CH03,2,10.04,2024-11-09,DEFECTIVE
RET-006411,ORD-11821,CH03,1,9.28,2024-11-05,DEFECTIVE
RET-006412,ORD-11823,CH03,1,10.33,2024-11-28,WRONG_SIZE
RET-006413,ORD-11829,CH03,3,9.17,2024-11-29,DEFECTIVE
RET-006414,ORD-11832,CH03,2,10.99,2024-11-13,CHANGED_MIND
RET-006415,ORD-11833,CH03,1,9.5,2024-12-01,CHANGED_MIND
RET-006416,ORD-11836,CH03,1,11.26,2024-11-07,CHANGED_MIND
RET-006417,ORD-11837,CH03,2,9.78,2024-11-25,NOT_AS_DESCRIBED
RET-006418,ORD-11840,CH03,1,11.21,2024-12-04,CHANGED_MIND
RET-006419,ORD-11843,CH03,5,10.36,2024-11-21,NOT_AS_DESCRIBED
RET-006420,ORD-11845,CH03,1,9.2,2024-12-04,DEFECTIVE
RET-006421,ORD-11846,CH03,2,8.55,2024-11-29,DEFECTIVE
RET-006422,ORD-11847,CH03,1,9.11,2024-11-28,DEFECTIVE
RET-006423,ORD-11850,CH03,2,8.87,2024-11-27,CHANGED_MIND
RET-006424,ORD-11852,CH03,2,10.88,2024-12-07,NOT_AS_DESCRIBED
RET-006425,ORD-11853,CH03,1,8.89,2024-12-04,WRONG_SIZE
RET-006426,ORD-11854,CH03,1,10.18,2024-11-17,DEFECTIVE
RET-006427,ORD-11855,CH03,2,9.22,2024-11-17,DEFECTIVE
RET-006428,ORD-11857,CH03,3,9.12,2024-11-26,WRONG_SIZE
RET-006429,ORD-11859,CH03,1,9.89,2024-11-25,WRONG_SIZE
RET-006430,ORD-11862,CH03,2,11.46,2024-12-01,WRONG_SIZE
RET-006431,ORD-11864,CH03,2,10.04,2024-11-09,DEFECTIVE
RET-006432,ORD-11865,CH03,1,10.55,2024-11-27,WRONG_SIZE
RET-006433,ORD-11872,CH03,2,10.97,2024-11-16,CHANGED_MIND
RET-006434,ORD-11873,CH03,2,9.21,2024-12-14,NOT_AS_DESCRIBED
RET-006435,ORD-11874,CH03,3,11.49,2024-11-24,NOT_AS_DESCRIBED
RET-006436,ORD-11876,CH03,1,10.89,2024-11-15,DEFECTIVE
RET-006437,ORD-11879,CH03,2,11.11,2024-12-03,DEFECTIVE
RET-006438,ORD-11880,CH03,1,10.74,2024-11-16,WRONG_SIZE
RET-006439,ORD-11881,CH03,1,9.81,2024-11-08,WRONG_SIZE
RET-006440,ORD-11882,CH03,1,10.12,2024-12-12,WRONG_SIZE
RET-006441,ORD-11884,CH03,1,10.75,2024-11-17,NOT_AS_DESCRIBED
RET-006442,ORD-11890,CH03,2,10.94,2024-11-16,CHANGED_MIND
