region,deal_id,rep_id,close_date,total_contract_value,currency,contract_months,product_line,deal_source,stage
APAC,7244,R162,2024-04-01,31414522.68,JPY,24,Analytics Add-on,Inbound,closed_won
AMER,14449,R026,2024-03-26,672142.23,CAD,36,Enterprise Suite,Outbound,closed_won
EMEA,14818,R150,2024-03-14,50205.38,GBP,36,Enterprise Suite,Inbound,prospecting
AMER,14450,R042,2024-04-28,524577.22,USD,36,Enterprise Suite,Inbound,closed_won
APAC,7245,R168,2024-03-27,301846.32,USD,24,Core Platform,Partner Referral,closed_won
AMER,14451,R055,2024-03-25,249929.63,USD,36,Analytics Add-on,Outbound,closed_won
AMER,14452,R063,2024-02-06,123247.37,USD,36,Enterprise Suite,Outbound,closed_won
AMER,14453,R005,2024-04-06,417285.06,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,14819,R148,2024-04-29,354525.81,USD,24,Analytics Add-on,Inbound,prospecting
EMEA,14820,R140,2024-03-30,44823.82,EUR,36,Core Platform,Partner Referral,closed_won
EMEA,14821,R084,2024-02-23,119449.42,EUR,24,Analytics Add-on,Inbound,closed_won
AMER,14454,R073,2024-03-29,219354.61,USD,24,Core Platform,Outbound,closed_won
EMEA,14822,R085,2024-02-24,59236.96,USD,12,Analytics Add-on,Partner Referral,closed_won
APAC,7246,R172,2024-04-04,58112495.89,JPY,36,Analytics Add-on,Outbound,closed_won
EMEA,14823,R094,2024-02-17,351391.91,USD,24,Analytics Add-on,Outbound,closed_won
AMER,14455,R063,2024-03-12,199267.65,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,14456,R023,2024-03-13,163405.84,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,14457,R065,2024-04-22,233889.01,USD,36,Analytics Add-on,Inbound,closed_won
AMER,14458,R046,2024-04-03,62835.63,USD,24,Analytics Add-on,Partner Referral,closed_lost
AMER,14459,R018,2024-02-02,134446.08,USD,12,Enterprise Suite,Outbound,closed_won
APAC,7247,R187,2024-02-28,20878818.42,JPY,12,Enterprise Suite,Outbound,closed_lost
APAC,7248,R167,2024-04-23,37855074.25,JPY,36,Analytics Add-on,Outbound,closed_won
EMEA,14824,R151,2024-02-02,492452.31,USD,36,Analytics Add-on,Partner Referral,closed_won
EMEA,14825,R105,2024-02-26,125311.67,EUR,24,Analytics Add-on,Inbound,closed_won
AMER,14460,R079,2024-02-14,85596.2,USD,36,Analytics Add-on,Partner Referral,closed_won
AMER,14461,R065,2024-03-03,384804.67,USD,24,Core Platform,Outbound,closed_won
AMER,14462,R075,2024-04-09,267691.24,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,14826,R136,2024-02-06,161086.4,EUR,24,Analytics Add-on,Inbound,closed_won
EMEA,14827,R084,2024-03-20,411681.56,GBP,36,Core Platform,Partner Referral,closed_won
APAC,7249,R166,2024-04-19,31935177.21,JPY,24,Core Platform,Outbound,closed_won
AMER,14463,R003,2024-03-16,256826.39,USD,24,Enterprise Suite,Partner Referral,closed_lost
APAC,7250,R175,2024-04-24,548039.89,AUD,24,Analytics Add-on,Inbound,closed_lost
EMEA,14828,R151,2024-04-16,47336.72,USD,12,Enterprise Suite,Partner Referral,closed_won
APAC,7251,R189,2024-04-10,74986.13,AUD,24,Core Platform,Outbound,closed_won
AMER,14464,R019,2024-02-21,303956.98,USD,36,Analytics Add-on,Outbound,closed_won
APAC,7252,R161,2024-04-08,191803.22,AUD,12,Enterprise Suite,Inbound,closed_won
APAC,7253,R199,2024-03-04,580010.95,AUD,24,Core Platform,Outbound,prospecting
AMER,14465,R048,2024-04-21,131964.28,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,14829,R130,2024-02-28,303726.63,EUR,24,Analytics Add-on,Outbound,closed_won
EMEA,14830,R148,2024-04-19,295254.74,EUR,24,Core Platform,Partner Referral,closed_won
APAC,7254,R176,2024-03-21,217069.1,USD,36,Enterprise Suite,Inbound,closed_won
AMER,14466,R028,2024-02-11,349372.46,USD,24,Enterprise Suite,Partner Referral,closed_won
AMER,14467,R062,2024-02-10,221945.23,USD,36,Enterprise Suite,Inbound,closed_won
EMEA,14831,R101,2024-04-16,32354.23,USD,24,Analytics Add-on,Partner Referral,closed_won
EMEA,14832,R117,2024-03-23,267614.9,EUR,36,Analytics Add-on,Inbound,closed_won
AMER,14468,R044,2024-04-07,480294.23,USD,36,Enterprise Suite,Inbound,prospecting
AMER,14469,R028,2024-03-07,92538.07,USD,24,Enterprise Suite,Inbound,closed_won
AMER,14470,R059,2024-03-21,342494.92,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,7255,R170,2024-03-25,508771.82,AUD,24,Analytics Add-on,Inbound,closed_won
AMER,14471,R045,2024-04-09,189615.78,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,14833,R091,2024-04-10,359921.56,EUR,36,Analytics Add-on,Partner Referral,closed_won
APAC,7256,R197,2024-03-30,22476806.79,JPY,36,Analytics Add-on,Partner Referral,closed_won
AMER,14472,R010,2024-03-08,609250.23,CAD,36,Core Platform,Outbound,closed_won
AMER,14473,R011,2024-04-15,327968.33,USD,24,Analytics Add-on,Inbound,closed_won
EMEA,14834,R082,2024-03-02,294450.04,EUR,24,Core Platform,Inbound,prospecting
AMER,14474,R019,2024-03-22,134775.78,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,14835,R153,2024-03-01,106989.35,EUR,36,Enterprise Suite,Outbound,closed_won
EMEA,14836,R111,2024-02-20,136808.21,GBP,12,Core Platform,Partner Referral,closed_won
AMER,14475,R016,2024-03-06,271409.82,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,14837,R084,2024-04-03,399458.85,GBP,36,Analytics Add-on,Outbound,prospecting
AMER,14476,R060,2024-04-15,418791.03,USD,36,Analytics Add-on,Outbound,closed_won
EMEA,14838,R089,2024-03-30,85333.67,GBP,12,Analytics Add-on,Outbound,closed_lost
EMEA,14839,R094,2024-04-12,131101.71,EUR,24,Analytics Add-on,Inbound,closed_won
EMEA,14840,R125,2024-02-18,250348.35,GBP,24,Core Platform,Inbound,closed_won
EMEA,14841,R143,2024-04-27,25776.02,EUR,24,Analytics Add-on,Inbound,closed_won
APAC,7257,R192,2024-03-04,117907.07,AUD,24,Enterprise Suite,Inbound,closed_won
APAC,7258,R166,2024-04-14,50987970.3,JPY,24,Enterprise Suite,Outbound,closed_won
AMER,14477,R035,2024-03-02,193697.27,USD,24,Enterprise Suite,Outbound,prospecting
AMER,14478,R067,2024-02-23,186109.63,USD,12,Analytics Add-on,Partner Referral,closed_won
AMER,14479,R052,2024-02-21,47418.46,USD,24,Enterprise Suite,Partner Referral,closed_won
AMER,14480,R080,2024-02-22,70127.81,USD,36,Enterprise Suite,Outbound,closed_won
AMER,14481,R067,2024-03-23,22822.3,USD,12,Core Platform,Partner Referral,closed_won
EMEA,14842,R127,2024-03-29,271499.78,EUR,36,Enterprise Suite,Outbound,closed_won
EMEA,14843,R141,2024-04-16,190841.18,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,14844,R098,2024-02-14,145453.0,EUR,12,Analytics Add-on,Partner Referral,closed_won
EMEA,14845,R139,2024-03-30,140290.08,GBP,12,Analytics Add-on,Partner Referral,closed_lost
AMER,14482,R011,2024-02-08,373635.97,USD,36,Core Platform,Partner Referral,closed_won
EMEA,14846,R156,2024-03-30,540135.03,EUR,36,Enterprise Suite,Partner Referral,closed_won
AMER,14483,R052,2024-02-26,77554.76,USD,24,Analytics Add-on,Inbound,closed_won
AMER,14484,R032,2024-02-29,235148.48,CAD,36,Analytics Add-on,Outbound,closed_won
AMER,14485,R050,2024-02-04,378560.02,USD,24,Analytics Add-on,Inbound,prospecting
EMEA,14847,R088,2024-04-07,77413.28,GBP,24,Analytics Add-on,Inbound,closed_won
EMEA,14848,R094,2024-03-21,270994.68,EUR,24,Analytics Add-on,Inbound,closed_won
AMER,14486,R065,2024-02-16,113800.23,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,7259,R192,2024-03-06,141807.0,USD,12,Analytics Add-on,Inbound,closed_won
APAC,7260,R186,2024-03-16,476740.21,AUD,36,Enterprise Suite,Inbound,closed_won
EMEA,14849,R153,2024-04-20,148613.8,GBP,12,Enterprise Suite,Outbound,closed_won
EMEA,14850,R153,2024-03-19,367717.09,EUR,36,Enterprise Suite,Partner Referral,closed_lost
EMEA,14851,R129,2024-04-10,290575.14,GBP,36,Analytics Add-on,Partner Referral,prospecting
EMEA,14852,R105,2024-03-20,207852.7,EUR,24,Analytics Add-on,Outbound,closed_lost
AMER,14487,R071,2024-03-03,313044.61,USD,24,Core Platform,Partner Referral,closed_won
APAC,7261,R197,2024-04-04,419101.7,AUD,24,Core Platform,Inbound,prospecting
EMEA,14853,R152,2024-03-07,54500.59,GBP,36,Enterprise Suite,Partner Referral,closed_lost
APAC,7262,R168,2024-04-13,45891136.53,JPY,36,Core Platform,Partner Referral,closed_won
AMER,14488,R032,2024-04-13,171729.35,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,14854,R150,2024-02-15,230497.9,EUR,36,Core Platform,Partner Referral,closed_won
AMER,14489,R074,2024-02-15,77914.82,USD,12,Core Platform,Outbound,closed_won
APAC,7263,R198,2024-04-13,341430.71,USD,24,Analytics Add-on,Inbound,closed_lost
EMEA,14855,R098,2024-02-21,383197.69,USD,24,Core Platform,Partner Referral,closed_won
EMEA,14856,R130,2024-03-26,301745.42,EUR,36,Enterprise Suite,Outbound,closed_won
AMER,14490,R070,2024-04-30,115153.42,USD,24,Analytics Add-on,Outbound,closed_won
APAC,7264,R189,2024-02-16,15151592.43,JPY,36,Core Platform,Partner Referral,closed_lost
AMER,14491,R077,2024-03-31,166023.04,USD,24,Analytics Add-on,Partner Referral,closed_won
APAC,7265,R185,2024-03-30,15891744.58,JPY,12,Enterprise Suite,Inbound,closed_won
APAC,7266,R190,2024-04-06,44258694.38,JPY,36,Core Platform,Partner Referral,closed_won
EMEA,14857,R129,2024-04-26,496030.76,EUR,36,Analytics Add-on,Partner Referral,closed_won
AMER,14492,R033,2024-04-15,191882.67,CAD,12,Analytics Add-on,Inbound,closed_won
AMER,14493,R063,2024-03-21,134460.51,USD,12,Enterprise Suite,Inbound,closed_won
EMEA,14858,R149,2024-04-01,58299.9,EUR,12,Core Platform,Outbound,closed_won
APAC,7267,R178,2024-02-10,58834.17,USD,12,Enterprise Suite,Partner Referral,closed_won
AMER,14494,R079,2024-02-01,137268.93,USD,24,Analytics Add-on,Partner Referral,closed_won
APAC,7268,R170,2024-02-03,447042.72,AUD,36,Core Platform,Inbound,closed_won
EMEA,14859,R099,2024-03-08,37058.12,EUR,12,Core Platform,Partner Referral,closed_won
APAC,7269,R162,2024-02-11,261989.15,AUD,12,Analytics Add-on,Outbound,closed_won
APAC,7270,R177,2024-02-10,45307102.99,JPY,24,Analytics Add-on,Outbound,closed_won
EMEA,14860,R115,2024-04-11,22802.13,EUR,12,Enterprise Suite,Partner Referral,closed_won
AMER,14495,R019,2024-02-25,44911.9,USD,24,Core Platform,Outbound,closed_won
AMER,14496,R072,2024-03-04,207462.02,USD,36,Enterprise Suite,Outbound,closed_lost
EMEA,14861,R101,2024-03-20,168585.33,EUR,24,Core Platform,Partner Referral,closed_won
EMEA,14862,R084,2024-04-17,183614.58,EUR,24,Enterprise Suite,Outbound,closed_won
APAC,7271,R191,2024-02-12,28371848.74,JPY,24,Enterprise Suite,Inbound,closed_lost
EMEA,14863,R098,2024-03-22,292071.28,EUR,24,Core Platform,Inbound,closed_won
AMER,14497,R030,2024-04-04,131343.23,USD,12,Core Platform,Inbound,closed_won
AMER,14498,R058,2024-03-23,296757.14,USD,24,Core Platform,Partner Referral,closed_won
AMER,14499,R021,2024-03-11,176009.14,USD,12,Analytics Add-on,Outbound,closed_won
AMER,14500,R014,2024-04-02,520957.3,CAD,36,Core Platform,Inbound,closed_won
APAC,7272,R171,2024-04-11,329608.56,AUD,36,Core Platform,Partner Referral,closed_won
APAC,7273,R179,2024-04-18,21267535.33,JPY,24,Enterprise Suite,Inbound,closed_won
AMER,14501,R061,2024-04-14,133719.85,USD,24,Analytics Add-on,Outbound,closed_lost
EMEA,14864,R123,2024-02-11,61265.32,GBP,12,Enterprise Suite,Inbound,closed_won
EMEA,14865,R123,2024-02-27,336111.49,EUR,24,Analytics Add-on,Outbound,closed_won
AMER,14502,R067,2024-03-19,252220.37,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,14866,R089,2024-04-15,145950.21,USD,12,Analytics Add-on,Outbound,closed_won
AMER,14503,R029,2024-04-26,66920.15,USD,36,Analytics Add-on,Inbound,closed_won
APAC,7274,R174,2024-02-25,203745.44,USD,36,Enterprise Suite,Inbound,closed_won
AMER,14504,R022,2024-04-18,27967.91,USD,12,Enterprise Suite,Outbound,closed_won
AMER,14505,R022,2024-04-14,278966.16,USD,24,Analytics Add-on,Outbound,closed_lost
APAC,7275,R188,2024-02-12,427646.26,AUD,24,Enterprise Suite,Inbound,closed_won
AMER,14506,R069,2024-04-17,266658.25,USD,36,Core Platform,Partner Referral,closed_won
EMEA,14867,R147,2024-03-21,194911.52,USD,12,Enterprise Suite,Partner Referral,closed_lost
EMEA,14868,R086,2024-03-30,162318.86,USD,24,Analytics Add-on,Inbound,closed_won
APAC,7276,R166,2024-02-13,113916.38,AUD,12,Enterprise Suite,Partner Referral,closed_won
APAC,7277,R185,2024-03-20,112364.41,USD,12,Core Platform,Outbound,closed_lost
AMER,14507,R030,2024-04-24,38148.04,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,14869,R114,2024-02-22,19199.6,GBP,24,Core Platform,Outbound,closed_won
EMEA,14870,R105,2024-03-21,235516.21,EUR,36,Enterprise Suite,Partner Referral,closed_won
APAC,7278,R163,2024-03-05,278786.98,AUD,12,Enterprise Suite,Inbound,closed_won
AMER,14508,R018,2024-03-16,393793.83,USD,36,Core Platform,Inbound,prospecting
AMER,14509,R034,2024-03-12,171457.27,USD,36,Enterprise Suite,Partner Referral,closed_won
APAC,7279,R175,2024-03-24,176506.18,AUD,12,Core Platform,Inbound,closed_won
APAC,7280,R193,2024-04-05,183283.24,AUD,12,Enterprise Suite,Inbound,closed_lost
EMEA,14871,R137,2024-03-26,56643.19,EUR,12,Enterprise Suite,Partner Referral,closed_won
EMEA,14872,R138,2024-02-04,39690.59,GBP,12,Core Platform,Partner Referral,closed_won
AMER,14510,R076,2024-02-14,67261.48,CAD,24,Enterprise Suite,Inbound,closed_won
EMEA,14873,R082,2024-03-07,59362.5,EUR,12,Core Platform,Partner Referral,prospecting
EMEA,14874,R089,2024-02-07,276413.68,EUR,24,Core Platform,Inbound,prospecting
EMEA,14875,R117,2024-03-12,520235.23,EUR,36,Core Platform,Partner Referral,closed_won
AMER,14511,R008,2024-04-05,399279.7,USD,24,Analytics Add-on,Outbound,closed_won
EMEA,14876,R096,2024-04-20,119068.41,GBP,12,Analytics Add-on,Outbound,prospecting
AMER,14512,R009,2024-03-24,109437.81,USD,24,Enterprise Suite,Inbound,closed_lost
AMER,14513,R035,2024-03-31,327697.65,USD,24,Enterprise Suite,Outbound,closed_won
AMER,14514,R044,2024-02-12,147781.18,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,14877,R105,2024-03-13,407219.59,USD,36,Core Platform,Partner Referral,closed_won
EMEA,14878,R087,2024-03-30,16923.49,GBP,24,Enterprise Suite,Outbound,closed_won
AMER,14515,R053,2024-04-03,488483.51,USD,36,Core Platform,Inbound,closed_won
AMER,14516,R040,2024-03-08,184476.98,USD,12,Enterprise Suite,Inbound,closed_won
AMER,14517,R047,2024-03-27,113848.44,USD,12,Analytics Add-on,Inbound,closed_lost
AMER,14518,R023,2024-03-01,64747.39,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,14879,R091,2024-04-03,201307.53,EUR,24,Core Platform,Inbound,closed_won
EMEA,14880,R096,2024-04-20,128395.3,GBP,12,Analytics Add-on,Outbound,closed_won
EMEA,14881,R135,2024-04-03,102902.32,GBP,36,Core Platform,Outbound,closed_won
AMER,14519,R077,2024-04-02,168641.3,USD,36,Core Platform,Outbound,closed_won
AMER,14520,R012,2024-03-07,30780.96,USD,24,Analytics Add-on,Partner Referral,prospecting
APAC,7281,R196,2024-02-17,41880618.7,JPY,36,Enterprise Suite,Partner Referral,closed_won
APAC,7282,R174,2024-03-07,263372.64,USD,36,Analytics Add-on,Partner Referral,closed_won
APAC,7283,R180,2024-03-23,565209.24,AUD,24,Analytics Add-on,Inbound,closed_won
AMER,14521,R012,2024-02-08,136982.03,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,14882,R104,2024-02-19,62963.24,EUR,12,Analytics Add-on,Partner Referral,closed_won
EMEA,14883,R136,2024-02-29,115111.88,GBP,36,Enterprise Suite,Partner Referral,closed_won
EMEA,14884,R143,2024-02-04,456290.61,EUR,36,Core Platform,Inbound,closed_won
EMEA,14885,R091,2024-04-09,195836.87,EUR,36,Enterprise Suite,Inbound,closed_won
EMEA,14886,R122,2024-04-08,55472.26,GBP,24,Core Platform,Outbound,closed_won
AMER,14522,R004,2024-02-05,180210.67,USD,24,Core Platform,Inbound,closed_won
APAC,7284,R167,2024-03-28,470131.0,USD,36,Analytics Add-on,Inbound,prospecting
EMEA,14887,R112,2024-03-02,19737.04,EUR,12,Analytics Add-on,Partner Referral,prospecting
EMEA,14888,R121,2024-02-21,85871.55,GBP,36,Analytics Add-on,Outbound,closed_won
EMEA,14889,R115,2024-04-05,329216.19,GBP,36,Enterprise Suite,Outbound,closed_won
AMER,14523,R009,2024-02-19,170034.69,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,14890,R135,2024-04-10,528633.42,USD,36,Enterprise Suite,Partner Referral,closed_won
EMEA,14891,R085,2024-03-08,295864.82,GBP,24,Enterprise Suite,Inbound,closed_won
AMER,14524,R032,2024-03-02,16262.91,USD,12,Analytics Add-on,Outbound,closed_won
APAC,7285,R178,2024-03-10,26056803.64,JPY,24,Core Platform,Partner Referral,closed_won
APAC,7286,R190,2024-03-05,50689135.07,JPY,24,Analytics Add-on,Outbound,closed_lost
EMEA,14892,R109,2024-02-13,276909.53,GBP,36,Enterprise Suite,Outbound,closed_won
AMER,14525,R001,2024-04-18,190571.92,CAD,36,Core Platform,Partner Referral,closed_won
AMER,14526,R072,2024-03-17,514284.68,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,14893,R098,2024-04-18,285497.55,GBP,24,Analytics Add-on,Inbound,closed_lost
EMEA,14894,R145,2024-04-22,60017.32,GBP,24,Core Platform,Inbound,closed_won
APAC,7287,R166,2024-03-27,372136.21,AUD,24,Core Platform,Inbound,closed_won
EMEA,14895,R152,2024-02-23,97006.44,EUR,24,Core Platform,Partner Referral,prospecting
EMEA,14896,R153,2024-04-12,145338.63,GBP,12,Core Platform,Partner Referral,closed_won
EMEA,14897,R151,2024-04-20,107109.95,GBP,12,Analytics Add-on,Inbound,closed_won
EMEA,14898,R119,2024-02-19,402447.84,GBP,36,Analytics Add-on,Inbound,closed_won
EMEA,14899,R082,2024-02-09,47504.2,GBP,12,Analytics Add-on,Partner Referral,closed_won
EMEA,14900,R154,2024-02-04,39797.77,GBP,12,Enterprise Suite,Partner Referral,closed_won
AMER,14527,R027,2024-04-20,121579.28,CAD,12,Analytics Add-on,Outbound,closed_won
EMEA,14901,R119,2024-04-24,32354.35,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,14902,R119,2024-02-22,253811.3,GBP,24,Enterprise Suite,Partner Referral,closed_lost
AMER,14528,R069,2024-02-16,591685.08,USD,36,Analytics Add-on,Inbound,closed_won
AMER,14529,R037,2024-02-07,151452.35,USD,12,Analytics Add-on,Partner Referral,closed_won
EMEA,14903,R106,2024-03-14,76701.19,EUR,12,Enterprise Suite,Outbound,prospecting
APAC,7288,R199,2024-03-17,3399811.79,JPY,12,Analytics Add-on,Outbound,closed_lost
AMER,14530,R029,2024-04-05,297491.44,USD,24,Enterprise Suite,Partner Referral,closed_won
EMEA,14904,R083,2024-02-13,171560.13,EUR,12,Analytics Add-on,Inbound,prospecting
AMER,14531,R066,2024-03-28,71868.27,USD,36,Enterprise Suite,Outbound,closed_won
EMEA,14905,R119,2024-02-08,87788.14,EUR,12,Core Platform,Outbound,closed_won
AMER,14532,R054,2024-04-29,145196.99,USD,12,Enterprise Suite,Inbound,closed_lost
APAC,7289,R195,2024-02-07,24577948.48,JPY,12,Enterprise Suite,Outbound,closed_won
AMER,14533,R021,2024-02-08,81808.05,USD,12,Enterprise Suite,Inbound,closed_won
APAC,7290,R194,2024-04-16,22356530.84,JPY,12,Analytics Add-on,Inbound,closed_won
AMER,14534,R041,2024-02-06,116081.44,USD,12,Enterprise Suite,Outbound,closed_won
APAC,7291,R177,2024-04-16,123183.26,USD,36,Analytics Add-on,Outbound,closed_lost
APAC,7292,R183,2024-03-20,59310536.41,JPY,24,Enterprise Suite,Outbound,closed_won
EMEA,14906,R087,2024-04-19,37521.06,EUR,24,Core Platform,Outbound,closed_won
AMER,14535,R035,2024-03-12,85977.18,USD,12,Analytics Add-on,Partner Referral,closed_won
APAC,7293,R197,2024-04-10,15859191.38,JPY,12,Enterprise Suite,Partner Referral,closed_won
AMER,14536,R018,2024-04-22,322378.41,USD,24,Enterprise Suite,Inbound,closed_lost
AMER,14537,R031,2024-02-18,89170.22,USD,12,Enterprise Suite,Partner Referral,closed_won
EMEA,14907,R141,2024-03-24,73111.66,EUR,24,Core Platform,Outbound,prospecting
AMER,14538,R065,2024-03-12,117384.88,USD,24,Core Platform,Outbound,closed_won
AMER,14539,R027,2024-02-14,141804.12,USD,36,Enterprise Suite,Outbound,closed_lost
EMEA,14908,R146,2024-02-20,158466.38,GBP,36,Analytics Add-on,Inbound,closed_won
EMEA,14909,R082,2024-02-20,162383.53,EUR,12,Analytics Add-on,Partner Referral,closed_won
EMEA,14910,R089,2024-02-18,57306.0,EUR,24,Enterprise Suite,Partner Referral,closed_lost
AMER,14540,R003,2024-03-29,78991.39,CAD,24,Analytics Add-on,Outbound,closed_won
AMER,14541,R042,2024-04-30,525360.55,USD,36,Analytics Add-on,Outbound,prospecting
EMEA,14911,R134,2024-04-01,524519.68,EUR,36,Enterprise Suite,Partner Referral,closed_won
EMEA,14912,R093,2024-02-16,306808.39,EUR,24,Analytics Add-on,Partner Referral,closed_won
AMER,14542,R025,2024-03-30,124426.73,USD,24,Analytics Add-on,Partner Referral,closed_won
AMER,14543,R027,2024-04-19,39706.09,USD,24,Enterprise Suite,Outbound,closed_won
EMEA,14913,R153,2024-04-06,130010.04,GBP,24,Core Platform,Inbound,closed_won
EMEA,14914,R118,2024-02-04,160446.7,EUR,12,Enterprise Suite,Outbound,closed_won
AMER,14544,R013,2024-03-30,238932.96,USD,24,Enterprise Suite,Inbound,closed_won
AMER,14545,R078,2024-02-18,86256.83,USD,24,Core Platform,Partner Referral,closed_lost
EMEA,14915,R114,2024-02-08,130926.59,USD,24,Enterprise Suite,Outbound,closed_won
APAC,7294,R200,2024-03-24,184091.73,AUD,12,Core Platform,Outbound,closed_won
APAC,7295,R195,2024-02-20,5020650.93,JPY,12,Core Platform,Outbound,closed_won
AMER,14546,R038,2024-03-10,17578.1,USD,12,Analytics Add-on,Outbound,closed_lost
EMEA,14916,R153,2024-02-07,583026.79,USD,36,Enterprise Suite,Inbound,closed_lost
EMEA,14917,R084,2024-04-19,277703.91,EUR,36,Core Platform,Inbound,closed_won
APAC,7296,R175,2024-02-24,35944097.17,JPY,24,Enterprise Suite,Outbound,closed_won
EMEA,14918,R144,2024-03-28,189376.3,GBP,24,Core Platform,Outbound,closed_won
EMEA,14919,R086,2024-04-07,82011.69,EUR,24,Core Platform,Partner Referral,closed_won
APAC,7297,R195,2024-03-12,36286062.31,JPY,24,Analytics Add-on,Partner Referral,closed_won
AMER,14547,R027,2024-02-01,138354.81,USD,12,Analytics Add-on,Inbound,closed_won
EMEA,14920,R104,2024-04-07,229949.28,EUR,24,Core Platform,Outbound,closed_won
AMER,14548,R017,2024-03-05,382798.94,USD,36,Core Platform,Outbound,closed_won
APAC,7298,R197,2024-03-17,302353.15,USD,24,Core Platform,Partner Referral,closed_won
EMEA,14921,R112,2024-03-02,78516.66,EUR,12,Enterprise Suite,Outbound,closed_won
EMEA,14922,R157,2024-02-08,362748.6,USD,36,Analytics Add-on,Inbound,closed_won
EMEA,14923,R090,2024-02-28,22156.94,EUR,12,Core Platform,Partner Referral,closed_won
APAC,7299,R185,2024-03-01,27995723.33,JPY,36,Core Platform,Partner Referral,closed_lost
EMEA,14924,R100,2024-04-27,12084.37,GBP,12,Analytics Add-on,Inbound,closed_lost
APAC,7300,R172,2024-04-14,20183339.54,JPY,24,Enterprise Suite,Inbound,closed_lost
AMER,14549,R074,2024-03-02,71691.47,USD,24,Enterprise Suite,Partner Referral,closed_lost
AMER,14550,R042,2024-04-18,41379.81,USD,12,Core Platform,Partner Referral,closed_lost
APAC,7301,R182,2024-04-15,177375.36,AUD,12,Core Platform,Outbound,closed_won
EMEA,14925,R102,2024-02-16,108020.78,GBP,12,Analytics Add-on,Inbound,closed_won
AMER,14551,R040,2024-02-16,26487.48,USD,12,Core Platform,Inbound,closed_won
AMER,14552,R024,2024-03-11,69525.11,USD,24,Core Platform,Outbound,prospecting
AMER,14553,R044,2024-02-29,130122.02,USD,12,Core Platform,Inbound,prospecting
EMEA,14926,R088,2024-03-17,150472.35,USD,12,Core Platform,Partner Referral,closed_won
APAC,7302,R199,2024-04-27,8100366.67,JPY,36,Core Platform,Partner Referral,closed_won
AMER,14554,R036,2024-04-13,396724.49,USD,24,Core Platform,Outbound,closed_won
AMER,14555,R005,2024-02-12,38638.82,USD,12,Enterprise Suite,Outbound,closed_won
EMEA,14927,R119,2024-02-29,398647.66,GBP,36,Core Platform,Inbound,prospecting
AMER,14556,R019,2024-03-04,597797.15,USD,36,Core Platform,Inbound,closed_won
AMER,14557,R050,2024-04-22,11642.46,USD,12,Enterprise Suite,Inbound,closed_won
APAC,7303,R172,2024-04-30,465610.2,AUD,36,Core Platform,Outbound,closed_lost
AMER,14558,R020,2024-04-16,485470.84,CAD,24,Core Platform,Partner Referral,closed_won
EMEA,14928,R103,2024-02-26,163522.46,USD,12,Analytics Add-on,Outbound,closed_won
APAC,7304,R170,2024-03-17,2520488.4,JPY,12,Analytics Add-on,Inbound,closed_won
EMEA,14929,R131,2024-02-29,269696.78,EUR,24,Enterprise Suite,Partner Referral,closed_lost
EMEA,14930,R142,2024-03-24,383118.95,EUR,36,Analytics Add-on,Inbound,closed_won
AMER,14559,R062,2024-03-01,234691.19,CAD,24,Enterprise Suite,Outbound,closed_won
AMER,14560,R007,2024-02-08,190564.59,USD,12,Core Platform,Inbound,closed_lost
AMER,14561,R024,2024-03-04,303890.13,USD,36,Core Platform,Outbound,closed_won
EMEA,14931,R121,2024-02-25,10802.33,EUR,12,Analytics Add-on,Inbound,closed_won
EMEA,14932,R134,2024-02-07,247954.63,GBP,24,Core Platform,Outbound,closed_won
APAC,7305,R170,2024-02-06,16236460.16,JPY,12,Enterprise Suite,Inbound,prospecting
AMER,14562,R054,2024-02-07,365094.52,USD,24,Analytics Add-on,Outbound,closed_won
AMER,14563,R061,2024-03-16,56245.31,USD,12,Core Platform,Inbound,closed_lost
AMER,14564,R068,2024-03-18,26725.88,USD,24,Core Platform,Inbound,closed_won
AMER,14565,R070,2024-03-24,158781.97,USD,12,Analytics Add-on,Inbound,closed_lost
AMER,14566,R046,2024-02-21,191322.76,USD,12,Core Platform,Outbound,closed_won
AMER,14567,R075,2024-04-21,43984.74,USD,36,Core Platform,Inbound,closed_won
EMEA,14933,R151,2024-04-03,347745.58,USD,24,Analytics Add-on,Partner Referral,closed_lost
