region,deal_id,rep_id,credit_pct
APAC,9399,R167,1.0
APAC,9400,R186,0.5
APAC,9400,R167,0.5
EMEA,19124,R105,1.0
APAC,9401,R169,1.0
APAC,9402,R199,1.0
EMEA,19125,R150,0.6
EMEA,19125,R158,0.4
NA,18559,R059,0.4
NA,18559,R065,0.6
EMEA,19126,R090,1.0
NA,18560,R079,1.0
NA,18561,R027,1.0
NA,18562,R062,1.0
NA,18563,R062,1.0
NA,18564,R057,0.6
NA,18564,R010,0.4
NA,18565,R064,1.0
APAC,9403,R188,1.0
NA,18566,R018,0.5
NA,18566,R035,0.5
NA,18567,R056,1.0
APAC,9404,R198,1.0
APAC,9405,R181,1.0
APAC,9406,R183,1.0
EMEA,19127,R114,1.0
NA,18568,R032,1.0
NA,18569,R034,1.0
APAC,9407,R166,1.0
APAC,9408,R183,1.0
NA,18570,R003,1.0
NA,18571,R047,1.0
APAC,9409,R167,1.0
APAC,9410,R176,1.0
EMEA,19128,R107,1.0
NA,18572,R014,0.5
NA,18572,R016,0.5
APAC,9411,R180,1.0
NA,18573,R010,1.0
NA,18574,R042,1.0
APAC,9412,R188,1.0
APAC,9413,R194,1.0
APAC,9414,R179,1.0
NA,18575,R074,1.0
EMEA,19129,R091,1.0
EMEA,19130,R152,1.0
APAC,9415,R168,0.6
APAC,9415,R167,0.4
EMEA,19131,R157,1.0
EMEA,19132,R130,0.4
EMEA,19132,R158,0.6
APAC,9416,R187,1.0
EMEA,19133,R130,1.0
NA,18576,R067,1.0
EMEA,19134,R119,1.0
NA,18577,R015,1.0
APAC,9417,R189,0.4
APAC,9417,R178,0.6
NA,18578,R027,1.0
EMEA,19135,R104,0.5
EMEA,19135,R145,0.5
NA,18579,R038,1.0
APAC,9418,R166,1.0
APAC,9419,R175,0.4
APAC,9419,R169,0.6
EMEA,19136,R108,1.0
NA,18580,R008,1.0
APAC,9420,R162,1.0
APAC,9421,R175,1.0
EMEA,19137,R159,1.0
NA,18581,R061,1.0
APAC,9422,R180,1.0
NA,18582,R029,0.5
NA,18582,R071,0.5
EMEA,19138,R092,1.0
EMEA,19139,R100,1.0
APAC,9423,R197,1.0
EMEA,19140,R146,0.5
EMEA,19140,R084,0.5
NA,18583,R062,1.0
EMEA,19141,R142,1.0
APAC,9424,R188,0.6
APAC,9424,R174,0.4
NA,18584,R057,1.0
EMEA,19142,R141,1.0
NA,18585,R061,0.6
NA,18585,R014,0.4
APAC,9425,R194,1.0
EMEA,19143,R137,1.0
NA,18586,R047,0.5
NA,18586,R011,0.5
APAC,9426,R179,1.0
EMEA,19144,R106,1.0
NA,18587,R058,0.5
NA,18587,R062,0.5
NA,18588,R003,1.0
EMEA,19145,R085,0.6
EMEA,19145,R144,0.4
APAC,9427,R193,1.0
EMEA,19146,R133,1.0
NA,18589,R071,1.0
EMEA,19147,R142,0.6
EMEA,19147,R100,0.4
APAC,9428,R170,0.5
APAC,9428,R196,0.5
EMEA,19148,R160,1.0
EMEA,19149,R087,0.5
EMEA,19149,R152,0.5
EMEA,19150,R122,1.0
EMEA,19151,R093,1.0
NA,18590,R019,1.0
NA,18591,R057,1.0
NA,18592,R076,1.0
NA,18593,R008,1.0
EMEA,19152,R119,1.0
NA,18594,R036,1.0
NA,18595,R076,1.0
NA,18596,R025,1.0
NA,18597,R005,1.0
EMEA,19153,R154,1.0
NA,18598,R071,1.0
NA,18599,R045,0.6
NA,18599,R019,0.4
EMEA,19154,R082,0.4
EMEA,19154,R152,0.6
EMEA,19155,R155,1.0
APAC,9429,R193,1.0
EMEA,19156,R155,1.0
NA,18600,R057,1.0
APAC,9430,R194,1.0
NA,18601,R017,0.5
NA,18601,R052,0.5
NA,18602,R033,0.4
NA,18602,R080,0.6
APAC,9431,R191,1.0
EMEA,19157,R149,1.0
EMEA,19158,R081,1.0
EMEA,19159,R112,1.0
NA,18603,R054,1.0
NA,18604,R048,0.5
NA,18604,R070,0.5
NA,18605,R067,1.0
EMEA,19160,R150,0.5
EMEA,19160,R112,0.5
NA,18606,R076,1.0
APAC,9432,R175,1.0
NA,18607,R038,1.0
APAC,9433,R191,0.5
APAC,9433,R182,0.5
EMEA,19161,R105,1.0
EMEA,19162,R083,0.5
EMEA,19162,R086,0.5
NA,18608,R016,1.0
NA,18609,R032,1.0
EMEA,19163,R122,1.0
APAC,9434,R168,1.0
NA,18610,R049,1.0
APAC,9435,R191,1.0
APAC,9436,R190,1.0
APAC,9437,R170,1.0
EMEA,19164,R154,1.0
APAC,9438,R198,0.4
APAC,9438,R179,0.6
APAC,9439,R190,1.0
EMEA,19165,R103,1.0
APAC,9440,R170,1.0
EMEA,19166,R125,1.0
EMEA,19167,R145,1.0
NA,18611,R080,1.0
EMEA,19168,R106,1.0
APAC,9441,R163,0.4
APAC,9441,R187,0.6
APAC,9442,R162,1.0
EMEA,19169,R146,1.0
NA,18612,R073,1.0
NA,18613,R026,1.0
NA,18614,R055,1.0
NA,18615,R008,1.0
NA,18616,R027,0.4
NA,18616,R062,0.6
NA,18617,R056,0.4
NA,18617,R036,0.6
EMEA,19170,R103,1.0
NA,18618,R051,0.5
NA,18618,R014,0.5
NA,18619,R012,1.0
EMEA,19171,R116,0.5
EMEA,19171,R094,0.5
NA,18620,R061,1.0
EMEA,19172,R120,1.0
EMEA,19173,R159,1.0
EMEA,19174,R109,1.0
NA,18621,R070,1.0
EMEA,19175,R093,1.0
EMEA,19176,R105,0.4
EMEA,19176,R147,0.6
EMEA,19177,R121,1.0
NA,18622,R069,1.0
NA,18623,R043,1.0
APAC,9443,R174,0.6
APAC,9443,R184,0.4
NA,18624,R009,1.0
EMEA,19178,R125,1.0
EMEA,19179,R088,1.0
EMEA,19180,R124,1.0
APAC,9444,R183,1.0
EMEA,19181,R133,1.0
NA,18625,R061,1.0
EMEA,19182,R124,1.0
APAC,9445,R190,1.0
EMEA,19183,R130,0.6
EMEA,19183,R090,0.4
NA,18626,R041,1.0
APAC,9446,R197,1.0
EMEA,19184,R125,1.0
NA,18627,R066,1.0
EMEA,19185,R086,1.0
APAC,9447,R163,0.5
APAC,9447,R164,0.5
EMEA,19186,R143,1.0
EMEA,19187,R114,1.0
EMEA,19188,R144,0.4
EMEA,19188,R095,0.6
EMEA,19189,R101,1.0
NA,18628,R022,1.0
EMEA,19190,R086,1.0
EMEA,19191,R105,1.0
APAC,9448,R166,1.0
NA,18629,R042,1.0
APAC,9449,R163,0.6
APAC,9449,R183,0.4
APAC,9450,R190,1.0
NA,18630,R029,1.0
EMEA,19192,R113,0.5
EMEA,19192,R152,0.5
NA,18631,R080,0.5
NA,18631,R069,0.5
APAC,9451,R164,1.0
EMEA,19193,R118,1.0
APAC,9452,R164,0.4
APAC,9452,R166,0.6
NA,18632,R038,1.0
NA,18633,R031,1.0
EMEA,19194,R134,0.4
EMEA,19194,R155,0.6
APAC,9453,R192,1.0
EMEA,19195,R151,1.0
NA,18634,R011,1.0
NA,18635,R068,1.0
NA,18636,R032,1.0
EMEA,19196,R129,1.0
APAC,9454,R198,1.0
EMEA,19197,R085,0.6
EMEA,19197,R149,0.4
APAC,9455,R195,1.0
EMEA,19198,R159,1.0
NA,18637,R009,0.4
NA,18637,R011,0.6
NA,18638,R063,0.4
NA,18638,R080,0.6
APAC,9456,R190,1.0
EMEA,19199,R081,1.0
APAC,9457,R177,1.0
NA,18639,R080,1.0
NA,18640,R010,1.0
NA,18641,R077,1.0
EMEA,19200,R100,1.0
EMEA,19201,R116,1.0
NA,18642,R044,0.5
NA,18642,R015,0.5
EMEA,19202,R124,1.0
NA,18643,R062,1.0
APAC,9458,R171,1.0
NA,18644,R077,1.0
APAC,9459,R186,1.0
EMEA,19203,R091,1.0
NA,18645,R018,1.0
EMEA,19204,R136,0.6
EMEA,19204,R150,0.4
EMEA,19205,R108,0.4
EMEA,19205,R091,0.6
NA,18646,R019,1.0
EMEA,19206,R092,1.0
EMEA,19207,R106,1.0
NA,18647,R052,1.0
APAC,9460,R169,1.0
NA,18648,R046,1.0
NA,18649,R070,1.0
NA,18650,R011,1.0
NA,18651,R054,1.0
EMEA,19208,R088,1.0
EMEA,19209,R130,1.0
APAC,9461,R164,0.6
APAC,9461,R183,0.4
EMEA,19210,R099,1.0
NA,18652,R023,1.0
EMEA,19211,R111,1.0
NA,18653,R042,1.0
EMEA,19212,R155,1.0
EMEA,19213,R135,1.0
NA,18654,R042,1.0
EMEA,19214,R083,1.0
NA,18655,R008,0.4
NA,18655,R071,0.6
EMEA,19215,R133,1.0
APAC,9462,R189,0.6
APAC,9462,R194,0.4
EMEA,19216,R135,0.4
EMEA,19216,R147,0.6
APAC,9463,R186,1.0
NA,18656,R030,1.0
EMEA,19217,R133,1.0
NA,18657,R076,1.0
NA,18658,R031,1.0
NA,18659,R062,1.0
APAC,9464,R190,0.4
APAC,9464,R162,0.6
NA,18660,R052,1.0
EMEA,19218,R109,1.0
NA,18661,R054,1.0
APAC,9465,R171,1.0
APAC,9466,R177,1.0
NA,18662,R004,1.0
APAC,9467,R194,1.0
APAC,9468,R186,1.0
APAC,9469,R182,1.0
EMEA,19219,R137,1.0
NA,18663,R059,1.0
EMEA,19220,R149,1.0
EMEA,19221,R107,1.0
APAC,9470,R179,0.6
APAC,9470,R191,0.4
NA,18664,R007,1.0
EMEA,19222,R138,1.0
APAC,9471,R197,1.0
NA,18665,R032,1.0
APAC,9472,R176,1.0
APAC,9473,R171,1.0
NA,18666,R005,1.0
APAC,9474,R162,1.0
NA,18667,R017,1.0
NA,18668,R068,0.5
NA,18668,R041,0.5
NA,18669,R052,0.6
NA,18669,R014,0.4
EMEA,19223,R102,1.0
NA,18670,R019,1.0
EMEA,19224,R087,1.0
NA,18671,R077,1.0
EMEA,19225,R099,1.0
EMEA,19226,R146,1.0
NA,18672,R006,1.0
APAC,9475,R163,1.0
NA,18673,R036,1.0
EMEA,19227,R089,1.0
EMEA,19228,R102,1.0
NA,18674,R040,1.0
NA,18675,R001,1.0
NA,18676,R047,1.0
EMEA,19229,R132,0.6
EMEA,19229,R149,0.4
EMEA,19230,R152,0.6
EMEA,19230,R102,0.4
APAC,9476,R192,1.0
NA,18677,R079,1.0
NA,18678,R016,1.0
NA,18679,R073,1.0
APAC,9477,R183,1.0
EMEA,19231,R112,0.6
EMEA,19231,R148,0.4
APAC,9478,R193,1.0
EMEA,19232,R110,1.0
APAC,9479,R167,1.0
EMEA,19233,R134,0.4
EMEA,19233,R117,0.6
EMEA,19234,R112,1.0
NA,18680,R001,1.0
EMEA,19235,R128,0.4
EMEA,19235,R130,0.6
EMEA,19236,R100,1.0
EMEA,19237,R096,1.0
APAC,9480,R170,1.0
NA,18681,R069,1.0
EMEA,19238,R135,1.0
EMEA,19239,R135,1.0
EMEA,19240,R160,0.4
EMEA,19240,R132,0.6
EMEA,19241,R129,1.0
EMEA,19242,R148,1.0
NA,18682,R006,1.0
EMEA,19243,R081,1.0
NA,18683,R030,1.0
APAC,9481,R194,1.0
EMEA,19244,R140,1.0
NA,18684,R022,1.0
EMEA,19245,R132,1.0
NA,18685,R006,0.4
NA,18685,R009,0.6
EMEA,19246,R153,1.0
EMEA,19247,R105,0.5
EMEA,19247,R159,0.5
NA,18686,R080,1.0
APAC,9482,R185,0.5
APAC,9482,R181,0.5
NA,18687,R063,1.0
EMEA,19248,R121,1.0
EMEA,19249,R136,1.0
NA,18688,R069,1.0
EMEA,19250,R094,0.5
EMEA,19250,R154,0.5
APAC,9483,R169,1.0
EMEA,19251,R160,1.0
EMEA,19252,R107,1.0
EMEA,19253,R143,0.4
EMEA,19253,R150,0.6
NA,18689,R063,1.0
NA,18690,R020,1.0
EMEA,19254,R098,1.0
NA,18691,R070,1.0
EMEA,19255,R100,0.4
EMEA,19255,R107,0.6
APAC,9484,R172,1.0
EMEA,19256,R114,1.0
EMEA,19257,R157,1.0
NA,18692,R049,0.5
NA,18692,R061,0.5
EMEA,19258,R138,1.0
EMEA,19259,R143,1.0
NA,18693,R044,1.0
NA,18694,R031,1.0
NA,18695,R056,0.5
NA,18695,R076,0.5
EMEA,19260,R149,1.0
EMEA,19261,R115,1.0
EMEA,19262,R123,1.0
APAC,9485,R163,1.0
EMEA,19263,R084,1.0
APAC,9486,R162,1.0
NA,18696,R054,0.4
NA,18696,R016,0.6
NA,18697,R063,1.0
NA,18698,R050,1.0
APAC,9487,R179,1.0
NA,18699,R075,1.0
NA,18700,R008,1.0
EMEA,19264,R157,0.6
EMEA,19264,R087,0.4
APAC,9488,R185,1.0
EMEA,19265,R138,1.0
EMEA,19266,R109,1.0
EMEA,19267,R149,1.0
APAC,9489,R172,1.0
EMEA,19268,R097,0.5
EMEA,19268,R159,0.5
NA,18701,R077,0.5
NA,18701,R036,0.5
NA,18702,R021,1.0
NA,18703,R001,1.0
APAC,9490,R168,0.5
APAC,9490,R175,0.5
NA,18704,R014,1.0
NA,18705,R047,1.0
APAC,9491,R189,1.0
NA,18706,R065,1.0
NA,18707,R066,1.0
APAC,9492,R191,1.0
EMEA,19269,R154,1.0
NA,18708,R040,1.0
NA,18709,R042,0.4
NA,18709,R025,0.6
EMEA,19270,R105,1.0
EMEA,19271,R121,1.0
NA,18710,R035,1.0
NA,18711,R070,1.0
NA,18712,R025,1.0
NA,18713,R011,1.0
NA,18714,R051,0.4
NA,18714,R056,0.6
APAC,9493,R195,0.5
APAC,9493,R189,0.5
EMEA,19272,R146,0.4
EMEA,19272,R151,0.6
APAC,9494,R165,1.0
EMEA,19273,R100,1.0
EMEA,19274,R147,1.0
EMEA,19275,R113,1.0
EMEA,19276,R143,1.0
APAC,9495,R169,1.0
EMEA,19277,R115,1.0
EMEA,19278,R159,1.0
NA,18715,R013,1.0
NA,18716,R033,1.0
NA,18717,R049,1.0
EMEA,19279,R143,0.5
EMEA,19279,R126,0.5
EMEA,19280,R109,1.0
NA,18718,R046,1.0
EMEA,19281,R127,1.0
NA,18719,R045,1.0
EMEA,19282,R105,0.6
EMEA,19282,R091,0.4
EMEA,19283,R149,1.0
NA,18720,R014,0.5
NA,18720,R024,0.5
EMEA,19284,R103,0.4
EMEA,19284,R129,0.6
NA,18721,R023,1.0
NA,18722,R060,1.0
EMEA,19285,R151,1.0
NA,18723,R044,0.5
NA,18723,R050,0.5
EMEA,19286,R139,1.0
EMEA,19287,R157,1.0
EMEA,19288,R133,0.5
EMEA,19288,R112,0.5
EMEA,19289,R154,1.0
APAC,9496,R182,1.0
NA,18724,R051,1.0
EMEA,19290,R091,1.0
APAC,9497,R186,1.0
NA,18725,R056,1.0
EMEA,19291,R143,1.0
APAC,9498,R166,0.5
APAC,9498,R171,0.5
EMEA,19292,R156,1.0
APAC,9499,R200,1.0
NA,18726,R075,0.6
NA,18726,R032,0.4
NA,18727,R027,1.0
NA,18728,R055,1.0
EMEA,19293,R134,1.0
NA,18729,R031,1.0
NA,18730,R035,1.0
EMEA,19294,R095,1.0
APAC,9500,R182,1.0
NA,18731,R020,1.0
NA,18732,R049,1.0
NA,18733,R058,1.0
EMEA,19295,R160,1.0
APAC,9501,R175,1.0
EMEA,19296,R097,1.0
EMEA,19297,R085,1.0
NA,18734,R018,1.0
EMEA,19298,R130,1.0
NA,18735,R001,1.0
NA,18736,R069,1.0
NA,18737,R039,1.0
EMEA,19299,R128,0.4
EMEA,19299,R088,0.6
APAC,9502,R170,0.5
APAC,9502,R163,0.5
NA,18738,R005,1.0
APAC,9503,R175,1.0
APAC,9504,R181,1.0
NA,18739,R059,1.0
NA,18740,R002,0.6
NA,18740,R053,0.4
EMEA,19300,R152,0.5
EMEA,19300,R095,0.5
NA,18741,R005,1.0
NA,18742,R044,1.0
APAC,9505,R181,0.4
APAC,9505,R164,0.6
NA,18743,R027,0.6
NA,18743,R011,0.4
EMEA,19301,R081,1.0
APAC,9506,R172,1.0
APAC,9507,R177,1.0
EMEA,19302,R157,1.0
NA,18744,R017,1.0
EMEA,19303,R107,0.4
EMEA,19303,R115,0.6
APAC,9508,R184,1.0
NA,18745,R025,1.0
EMEA,19304,R137,1.0
NA,18746,R035,1.0
EMEA,19305,R117,1.0
NA,18747,R059,1.0
NA,18748,R063,1.0
NA,18749,R071,1.0
EMEA,19306,R090,0.4
EMEA,19306,R101,0.6
APAC,9509,R162,1.0
NA,18750,R035,1.0
NA,18751,R026,1.0
EMEA,19307,R083,1.0
APAC,9510,R176,1.0
EMEA,19308,R112,1.0
NA,18752,R033,1.0
EMEA,19309,R118,1.0
EMEA,19310,R089,1.0
EMEA,19311,R097,1.0
NA,18753,R020,1.0
EMEA,19312,R094,1.0
EMEA,19313,R132,1.0
APAC,9511,R163,1.0
APAC,9512,R195,1.0
APAC,9513,R180,1.0
EMEA,19314,R152,1.0
EMEA,19315,R101,1.0
APAC,9514,R173,0.5
APAC,9514,R170,0.5
NA,18754,R030,1.0
EMEA,19316,R091,1.0
EMEA,19317,R140,1.0
NA,18755,R031,1.0
NA,18756,R072,1.0
EMEA,19318,R156,1.0
NA,18757,R026,0.5
NA,18757,R073,0.5
APAC,9515,R174,1.0
NA,18758,R038,1.0
NA,18759,R046,1.0
EMEA,19319,R111,1.0
NA,18760,R050,1.0
EMEA,19320,R092,0.6
EMEA,19320,R111,0.4
NA,18761,R050,1.0
NA,18762,R026,0.4
NA,18762,R080,0.6
APAC,9516,R200,1.0
EMEA,19321,R108,0.5
EMEA,19321,R109,0.5
APAC,9517,R187,1.0
APAC,9518,R196,1.0
NA,18763,R068,1.0
EMEA,19322,R148,1.0
EMEA,19323,R100,1.0
NA,18764,R024,1.0
EMEA,19324,R083,1.0
EMEA,19325,R146,1.0
EMEA,19326,R134,1.0
NA,18765,R072,1.0
EMEA,19327,R106,1.0
APAC,9519,R182,1.0
APAC,9520,R189,0.6
APAC,9520,R170,0.4
NA,18766,R035,1.0
EMEA,19328,R084,0.4
EMEA,19328,R122,0.6
EMEA,19329,R143,1.0
APAC,9521,R177,1.0
APAC,9522,R182,1.0
EMEA,19330,R125,1.0
EMEA,19331,R123,0.5
EMEA,19331,R107,0.5
NA,18767,R065,1.0
APAC,9523,R163,1.0
APAC,9524,R188,1.0
APAC,9525,R186,1.0
NA,18768,R002,1.0
NA,18769,R052,1.0
NA,18770,R012,1.0
NA,18771,R012,1.0
NA,18772,R080,0.4
NA,18772,R008,0.6
EMEA,19332,R100,1.0
EMEA,19333,R087,0.5
EMEA,19333,R140,0.5
EMEA,19334,R100,1.0
APAC,9526,R173,0.5
APAC,9526,R175,0.5
NA,18773,R027,1.0
APAC,9527,R175,1.0
APAC,9528,R199,1.0
EMEA,19335,R091,1.0
EMEA,19336,R090,1.0
EMEA,19337,R083,0.4
EMEA,19337,R089,0.6
APAC,9529,R163,1.0
NA,18774,R078,1.0
EMEA,19338,R121,1.0
NA,18775,R065,0.5
NA,18775,R008,0.5
NA,18776,R040,1.0
NA,18777,R029,1.0
EMEA,19339,R110,1.0
APAC,9530,R193,0.4
APAC,9530,R170,0.6
EMEA,19340,R139,1.0
APAC,9531,R177,1.0
APAC,9532,R193,1.0
EMEA,19341,R119,0.5
EMEA,19341,R086,0.5
NA,18778,R021,1.0
EMEA,19342,R138,0.4
EMEA,19342,R111,0.6
EMEA,19343,R086,1.0
EMEA,19344,R152,1.0
EMEA,19345,R103,1.0
EMEA,19346,R101,1.0
EMEA,19347,R104,1.0
APAC,9533,R167,1.0
NA,18779,R002,1.0
NA,18780,R076,1.0
APAC,9534,R181,1.0
NA,18781,R063,1.0
APAC,9535,R163,1.0
EMEA,19348,R098,1.0
EMEA,19349,R104,1.0
APAC,9536,R162,1.0
NA,18782,R002,1.0
EMEA,19350,R131,1.0
EMEA,19351,R137,0.5
EMEA,19351,R105,0.5
EMEA,19352,R140,1.0
EMEA,19353,R085,1.0
NA,18783,R059,1.0
APAC,9537,R177,1.0
NA,18784,R038,1.0
EMEA,19354,R123,1.0
EMEA,19355,R117,1.0
NA,18785,R055,0.6
NA,18785,R045,0.4
EMEA,19356,R119,1.0
EMEA,19357,R109,1.0
APAC,9538,R182,1.0
APAC,9539,R193,1.0
APAC,9540,R195,1.0
NA,18786,R047,1.0
NA,18787,R018,1.0
APAC,9541,R197,1.0
EMEA,19358,R109,1.0
EMEA,19359,R158,1.0
APAC,9542,R173,1.0
NA,18788,R076,1.0
EMEA,19360,R106,0.5
EMEA,19360,R110,0.5
EMEA,19361,R093,1.0
APAC,9543,R194,1.0
NA,18789,R034,1.0
NA,18790,R059,0.6
NA,18790,R068,0.4
NA,18791,R022,1.0
EMEA,19362,R103,1.0
NA,18792,R033,1.0
NA,18793,R026,1.0
NA,18794,R021,1.0
EMEA,19363,R092,1.0
EMEA,19364,R099,1.0
EMEA,19365,R115,1.0
EMEA,19366,R160,1.0
EMEA,19367,R146,1.0
EMEA,19368,R118,1.0
NA,18795,R045,1.0
EMEA,19369,R141,1.0
APAC,9544,R170,1.0
NA,18796,R072,0.4
NA,18796,R057,0.6
EMEA,19370,R096,1.0
EMEA,19371,R116,0.4
EMEA,19371,R147,0.6
NA,18797,R042,1.0
EMEA,19372,R106,0.4
EMEA,19372,R149,0.6
EMEA,19373,R136,1.0
EMEA,19374,R108,1.0
EMEA,19375,R142,1.0
EMEA,19376,R155,1.0
EMEA,19377,R140,0.5
EMEA,19377,R098,0.5
APAC,9545,R200,0.5
APAC,9545,R169,0.5
NA,18798,R009,1.0
NA,18799,R034,0.5
NA,18799,R023,0.5
EMEA,19378,R149,0.4
EMEA,19378,R088,0.6
APAC,9546,R196,1.0
NA,18800,R058,1.0
APAC,9547,R200,1.0
APAC,9548,R199,1.0
EMEA,19379,R107,1.0
EMEA,19380,R097,1.0
NA,18801,R025,1.0
NA,18802,R043,0.6
NA,18802,R022,0.4
APAC,9549,R176,1.0
APAC,9550,R162,1.0
EMEA,19381,R128,1.0
NA,18803,R023,1.0
EMEA,19382,R138,1.0
EMEA,19383,R157,1.0
APAC,9551,R185,0.6
APAC,9551,R183,0.4
NA,18804,R034,1.0
NA,18805,R001,1.0
EMEA,19384,R130,1.0
EMEA,19385,R126,1.0
EMEA,19386,R108,1.0
EMEA,19387,R121,0.4
EMEA,19387,R156,0.6
NA,18806,R034,1.0
EMEA,19388,R140,1.0
EMEA,19389,R134,1.0
APAC,9552,R190,0.6
APAC,9552,R195,0.4
EMEA,19390,R082,0.4
EMEA,19390,R117,0.6
EMEA,19391,R116,1.0
EMEA,19392,R114,0.6
EMEA,19392,R134,0.4
EMEA,19393,R089,1.0
EMEA,19394,R109,0.6
EMEA,19394,R132,0.4
NA,18807,R021,1.0
NA,18808,R064,0.5
NA,18808,R018,0.5
NA,18809,R059,1.0
NA,18810,R073,1.0
NA,18811,R017,0.6
NA,18811,R029,0.4
NA,18812,R050,1.0
APAC,9553,R171,1.0
EMEA,19395,R119,0.5
EMEA,19395,R088,0.5
NA,18813,R035,1.0
EMEA,19396,R092,1.0
NA,18814,R041,1.0
NA,18815,R026,1.0
EMEA,19397,R082,1.0
NA,18816,R040,1.0
NA,18817,R066,0.5
NA,18817,R077,0.5
NA,18818,R052,1.0
EMEA,19398,R098,1.0
EMEA,19399,R089,1.0
EMEA,19400,R154,0.6
EMEA,19400,R082,0.4
NA,18819,R077,1.0
APAC,9554,R195,1.0
EMEA,19401,R118,1.0
NA,18820,R072,1.0
EMEA,19402,R105,1.0
EMEA,19403,R141,1.0
NA,18821,R036,1.0
EMEA,19404,R120,1.0
NA,18822,R037,1.0
NA,18823,R073,0.5
NA,18823,R028,0.5
APAC,9555,R184,1.0
NA,18824,R027,1.0
EMEA,19405,R153,1.0
NA,18825,R066,1.0
APAC,9556,R194,0.5
APAC,9556,R161,0.5
EMEA,19406,R119,1.0
EMEA,19407,R102,1.0
NA,18826,R073,1.0
EMEA,19408,R096,1.0
NA,18827,R079,1.0
NA,18828,R076,1.0
NA,18829,R061,1.0
NA,18830,R021,0.6
NA,18830,R066,0.4
NA,18831,R012,0.6
NA,18831,R022,0.4
APAC,9557,R161,0.6
APAC,9557,R186,0.4
EMEA,19409,R099,0.5
EMEA,19409,R098,0.5
EMEA,19410,R142,1.0
EMEA,19411,R099,1.0
NA,18832,R071,1.0
NA,18833,R019,1.0
APAC,9558,R161,1.0
NA,18834,R028,1.0
EMEA,19412,R141,1.0
EMEA,19413,R139,1.0
EMEA,19414,R088,1.0
NA,18835,R030,0.6
NA,18835,R067,0.4
NA,18836,R066,1.0
NA,18837,R078,0.5
NA,18837,R064,0.5
EMEA,19415,R096,1.0
NA,18838,R055,1.0
EMEA,19416,R091,1.0
EMEA,19417,R120,1.0
NA,18839,R055,1.0
EMEA,19418,R138,1.0
EMEA,19419,R111,1.0
APAC,9559,R178,1.0
EMEA,19420,R085,1.0
EMEA,19421,R137,0.5
EMEA,19421,R107,0.5
APAC,9560,R178,1.0
APAC,9561,R172,1.0
NA,18840,R033,1.0
EMEA,19422,R127,1.0
EMEA,19423,R158,1.0
EMEA,19424,R110,1.0
EMEA,19425,R099,1.0
NA,18841,R051,1.0
EMEA,19426,R140,1.0
EMEA,19427,R152,1.0
EMEA,19428,R081,1.0
EMEA,19429,R126,1.0
EMEA,19430,R155,1.0
NA,18842,R012,1.0
APAC,9562,R172,0.6
APAC,9562,R161,0.4
NA,18843,R024,1.0
APAC,9563,R170,1.0
NA,18844,R049,1.0
EMEA,19431,R152,1.0
EMEA,19432,R151,1.0
APAC,9564,R175,1.0
EMEA,19433,R119,1.0
EMEA,19434,R081,1.0
NA,18845,R073,1.0
NA,18846,R080,1.0
EMEA,19435,R085,0.5
EMEA,19435,R127,0.5
EMEA,19436,R120,1.0
EMEA,19437,R121,1.0
EMEA,19438,R151,1.0
NA,18847,R067,1.0
EMEA,19439,R081,0.6
EMEA,19439,R115,0.4
APAC,9565,R197,1.0
NA,18848,R042,1.0
EMEA,19440,R085,1.0
APAC,9566,R183,1.0
NA,18849,R038,1.0
EMEA,19441,R120,1.0
EMEA,19442,R132,1.0
APAC,9567,R186,1.0
NA,18850,R033,0.6
NA,18850,R044,0.4
APAC,9568,R175,1.0
EMEA,19443,R127,1.0
EMEA,19444,R086,1.0
EMEA,19445,R087,1.0
EMEA,19446,R116,1.0
APAC,9569,R177,1.0
APAC,9570,R194,1.0
EMEA,19447,R137,1.0
NA,18851,R050,1.0
EMEA,19448,R123,1.0
EMEA,19449,R098,0.4
EMEA,19449,R142,0.6
NA,18852,R036,0.4
NA,18852,R048,0.6
APAC,9571,R186,1.0
NA,18853,R039,1.0
EMEA,19450,R098,1.0
APAC,9572,R195,1.0
APAC,9573,R169,1.0
NA,18854,R004,1.0
NA,18855,R006,0.4
NA,18855,R056,0.6
EMEA,19451,R136,1.0
EMEA,19452,R088,1.0
APAC,9574,R196,1.0
EMEA,19453,R102,1.0
NA,18856,R061,1.0
NA,18857,R042,1.0
NA,18858,R059,1.0
EMEA,19454,R082,0.5
EMEA,19454,R096,0.5
NA,18859,R049,1.0
NA,18860,R043,0.6
NA,18860,R059,0.4
EMEA,19455,R090,1.0
NA,18861,R023,0.5
NA,18861,R039,0.5
APAC,9575,R164,1.0
APAC,9576,R191,1.0
NA,18862,R067,1.0
EMEA,19456,R102,1.0
NA,18863,R050,1.0
EMEA,19457,R121,1.0
EMEA,19458,R104,0.5
EMEA,19458,R092,0.5
EMEA,19459,R150,1.0
APAC,9577,R177,1.0
NA,18864,R008,1.0
APAC,9578,R199,0.6
APAC,9578,R178,0.4
NA,18865,R063,1.0
APAC,9579,R169,1.0
EMEA,19460,R126,0.6
EMEA,19460,R142,0.4
APAC,9580,R164,0.4
APAC,9580,R163,0.6
NA,18866,R048,0.6
NA,18866,R057,0.4
NA,18867,R031,0.6
NA,18867,R012,0.4
EMEA,19461,R086,0.6
EMEA,19461,R119,0.4
APAC,9581,R174,1.0
EMEA,19462,R131,1.0
NA,18868,R041,1.0
