entry_id,project_id,work_package_id,control_account_id,reporting_period,percent_complete,report_type,completion_status,physical_progress_description,submitted_by,submitted_date,approved_by,approved_date,forecast_completion_date,schedule_risk,cost_risk,notes
PE-000426,P004,WP-018,CA-P004-04,2024-03,46.6,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0138,2024-03-28,CAM-P004-01,2024-03-30,2024-08-06,Medium,Low,
PE-000427,P004,WP-019,CA-P004-04,2024-01,12.1,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0139,2024-01-28,CAM-P004-01,2024-01-30,2024-01-29,Medium,None,
PE-000428,P004,WP-019,CA-P004-04,2024-02,25.7,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0139,2024-02-28,CAM-P004-01,2024-03-01,2024-01-29,None,Low,
PE-000429,P004,WP-019,CA-P004-04,2024-03,39.3,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0139,2024-03-28,CAM-P004-01,2024-03-30,2024-01-29,Low,None,
PE-000430,P004,WP-020,CA-P004-04,2024-01,8.3,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0140,2024-01-28,CAM-P004-01,2024-01-30,2024-02-17,Medium,None,
PE-000431,P004,WP-020,CA-P004-04,2024-02,29.2,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0140,2024-02-28,CAM-P004-01,2024-03-01,2024-02-17,None,Low,
PE-000432,P004,WP-020,CA-P004-04,2024-03,42.7,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0140,2024-03-28,CAM-P004-01,2024-03-30,2024-02-17,Medium,None,
PE-000433,P004,WP-021,CA-P004-05,2024-01,18.6,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0141,2024-01-28,CAM-P004-01,2024-01-30,2024-07-10,Low,Low,
PE-000434,P004,WP-021,CA-P004-05,2024-02,33.8,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0141,2024-02-28,CAM-P004-01,2024-03-01,2024-07-10,None,None,
PE-000435,P004,WP-021,CA-P004-05,2024-03,43.5,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0141,2024-03-28,CAM-P004-01,2024-03-30,2024-07-10,None,Low,
PE-000436,P004,WP-022,CA-P004-05,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0142,2024-01-28,CAM-P004-01,2024-01-30,2024-06-13,None,None,
PE-000437,P004,WP-022,CA-P004-05,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0142,2024-02-28,CAM-P004-01,2024-03-01,2024-06-13,None,None,
PE-000438,P004,WP-022,CA-P004-05,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0142,2024-03-28,CAM-P004-01,2024-03-30,2024-06-13,None,Low,
PE-000439,P004,WP-023,CA-P004-05,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P004-0143,2024-01-28,CAM-P004-01,2024-01-30,2024-07-31,None,Medium,
PE-000440,P004,WP-023,CA-P004-05,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P004-0143,2024-02-28,CAM-P004-01,2024-03-01,2024-07-31,None,None,
PE-000441,P004,WP-023,CA-P004-05,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P004-0143,2024-03-28,CAM-P004-01,2024-03-30,2024-07-31,Medium,None,
PE-000442,P004,WP-024,CA-P004-05,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P004-0144,2024-01-28,CAM-P004-01,2024-01-30,2024-04-13,None,High,
PE-000443,P004,WP-024,CA-P004-05,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P004-0144,2024-02-28,CAM-P004-01,2024-03-01,2024-04-13,High,Low,
PE-000444,P004,WP-024,CA-P004-05,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P004-0144,2024-03-28,CAM-P004-01,2024-03-30,2024-04-13,None,Low,
PE-000445,P004,WP-025,CA-P004-05,2024-01,19.8,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0145,2024-01-28,CAM-P004-01,2024-01-30,2024-07-19,High,None,
PE-000446,P004,WP-025,CA-P004-05,2024-02,33.4,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0145,2024-02-28,CAM-P004-01,2024-03-01,2024-07-19,None,None,
PE-000447,P004,WP-025,CA-P004-05,2024-03,41.4,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P004-0145,2024-03-23,,,2024-07-19,None,None,Preliminary estimate pending field verification
PE-000448,P004,WP-025,CA-P004-05,2024-03,49.1,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0145,2024-03-28,CAM-P004-01,2024-03-30,2024-07-19,None,None,
PE-000449,P004,WP-026,CA-P004-06,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0146,2024-01-28,CAM-P004-01,2024-01-30,2024-07-06,None,None,
PE-000450,P004,WP-026,CA-P004-06,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0146,2024-02-28,CAM-P004-01,2024-03-01,2024-07-06,High,None,
PE-000451,P004,WP-026,CA-P004-06,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0146,2024-03-28,CAM-P004-01,2024-03-30,2024-07-06,Low,None,
PE-000452,P004,WP-027,CA-P004-06,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0147,2024-01-28,CAM-P004-01,2024-01-30,2024-02-08,None,None,
PE-000453,P004,WP-027,CA-P004-06,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0147,2024-02-28,CAM-P004-01,2024-03-01,2024-02-08,None,None,
PE-000454,P004,WP-027,CA-P004-06,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0147,2024-03-28,CAM-P004-01,2024-03-30,2024-02-08,None,Low,
PE-000455,P004,WP-028,CA-P004-06,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P004-0148,2024-01-28,CAM-P004-01,2024-01-30,2024-07-23,None,None,
PE-000456,P004,WP-028,CA-P004-06,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P004-0148,2024-02-28,CAM-P004-01,2024-03-01,2024-07-23,Low,None,
PE-000457,P004,WP-028,CA-P004-06,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P004-0148,2024-03-28,CAM-P004-01,2024-03-30,2024-07-23,None,None,
PE-000458,P004,WP-029,CA-P004-06,2024-01,8.3,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0149,2024-01-28,CAM-P004-01,2024-01-30,2024-05-21,None,High,
PE-000459,P004,WP-029,CA-P004-06,2024-02,30.2,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0149,2024-02-28,CAM-P004-01,2024-03-01,2024-05-21,High,None,
PE-000460,P004,WP-029,CA-P004-06,2024-03,37.4,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0149,2024-03-28,CAM-P004-01,2024-03-30,2024-05-21,None,None,
PE-000461,P004,WP-030,CA-P004-06,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P004-0150,2024-01-28,CAM-P004-01,2024-01-30,2024-04-27,None,None,
PE-000462,P004,WP-030,CA-P004-06,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P004-0150,2024-02-28,CAM-P004-01,2024-03-01,2024-04-27,None,None,
PE-000463,P004,WP-030,CA-P004-06,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P004-0150,2024-03-28,CAM-P004-01,2024-03-30,2024-04-27,None,Low,
PE-000464,P004,WP-031,CA-P004-07,2024-01,10.4,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0151,2024-01-28,CAM-P004-01,2024-01-30,2024-01-31,Medium,None,
PE-000465,P004,WP-031,CA-P004-07,2024-02,25.9,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0151,2024-02-28,CAM-P004-01,2024-03-01,2024-01-31,None,None,
PE-000466,P004,WP-031,CA-P004-07,2024-03,34.0,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0151,2024-03-28,CAM-P004-01,2024-03-30,2024-01-31,None,Low,
PE-000467,P004,WP-032,CA-P004-07,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0152,2024-01-28,CAM-P004-01,2024-01-30,2024-02-02,None,None,
PE-000468,P004,WP-032,CA-P004-07,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0152,2024-02-28,CAM-P004-01,2024-03-01,2024-02-02,Medium,None,
PE-000469,P004,WP-032,CA-P004-07,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0152,2024-03-28,CAM-P004-01,2024-03-30,2024-02-02,Low,Low,
PE-000470,P004,WP-033,CA-P004-07,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0153,2024-01-28,CAM-P004-01,2024-01-30,2024-03-05,None,None,
PE-000471,P004,WP-033,CA-P004-07,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0153,2024-02-28,CAM-P004-01,2024-03-01,2024-03-05,None,Low,
PE-000472,P004,WP-033,CA-P004-07,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0153,2024-03-28,CAM-P004-01,2024-03-30,2024-03-05,None,None,
PE-000473,P004,WP-034,CA-P004-07,2024-01,9.7,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0154,2024-01-28,CAM-P004-01,2024-01-30,2023-12-26,Medium,Medium,
PE-000474,P004,WP-034,CA-P004-07,2024-02,31.0,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0154,2024-02-28,CAM-P004-01,2024-03-01,2023-12-26,Low,Low,
PE-000475,P004,WP-034,CA-P004-07,2024-03,43.7,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0154,2024-03-28,CAM-P004-01,2024-03-30,2023-12-26,Medium,Low,
PE-000476,P004,WP-035,CA-P004-07,2024-01,10.3,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0155,2024-01-28,CAM-P004-01,2024-01-30,2024-03-05,Low,Low,
PE-000477,P004,WP-035,CA-P004-07,2024-02,20.1,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0155,2024-02-28,CAM-P004-01,2024-03-01,2024-03-05,None,None,
PE-000478,P004,WP-035,CA-P004-07,2024-03,37.9,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0155,2024-03-28,CAM-P004-01,2024-03-30,2024-03-05,None,Medium,
PE-000479,P004,WP-036,CA-P004-08,2024-01,11.6,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0156,2024-01-28,CAM-P004-01,2024-01-30,2024-04-29,Medium,None,
PE-000480,P004,WP-036,CA-P004-08,2024-02,32.6,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0156,2024-02-28,CAM-P004-01,2024-03-01,2024-04-29,None,None,
PE-000481,P004,WP-036,CA-P004-08,2024-03,42.0,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0156,2024-03-28,CAM-P004-01,2024-03-30,2024-04-29,None,None,
PE-000482,P004,WP-037,CA-P004-08,2024-01,15.8,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0157,2024-01-28,CAM-P004-01,2024-01-30,2024-03-30,High,Low,
PE-000483,P004,WP-037,CA-P004-08,2024-02,31.4,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0157,2024-02-28,CAM-P004-01,2024-03-01,2024-03-30,None,Medium,
PE-000484,P004,WP-037,CA-P004-08,2024-03,49.3,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0157,2024-03-28,CAM-P004-01,2024-03-30,2024-03-30,None,High,
PE-000485,P004,WP-038,CA-P004-08,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P004-0158,2024-01-28,CAM-P004-01,2024-01-30,2024-02-22,None,Medium,
PE-000486,P004,WP-038,CA-P004-08,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P004-0158,2024-02-28,CAM-P004-01,2024-03-01,2024-02-22,High,Low,
PE-000487,P004,WP-038,CA-P004-08,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P004-0158,2024-03-28,CAM-P004-01,2024-03-30,2024-02-22,None,Low,
PE-000488,P004,WP-039,CA-P004-08,2024-01,6.8,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0159,2024-01-28,CAM-P004-01,2024-01-30,2024-04-09,Medium,None,
PE-000489,P004,WP-039,CA-P004-08,2024-02,24.5,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0159,2024-02-28,CAM-P004-01,2024-03-01,2024-04-09,Medium,None,
PE-000490,P004,WP-039,CA-P004-08,2024-03,36.0,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0159,2024-03-28,CAM-P004-01,2024-03-30,2024-04-09,Low,None,
PE-000491,P004,WP-040,CA-P004-08,2024-01,7.6,confirmed,in_progress,Progress update for 2024-01,ENG-P004-0160,2024-01-28,CAM-P004-01,2024-01-30,2024-05-02,None,None,
PE-000492,P004,WP-040,CA-P004-08,2024-02,24.7,confirmed,in_progress,Progress update for 2024-02,ENG-P004-0160,2024-02-28,CAM-P004-01,2024-03-01,2024-05-02,Low,None,
PE-000493,P004,WP-040,CA-P004-08,2024-03,28.3,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P004-0160,2024-03-23,,,2024-05-02,None,Low,Preliminary estimate pending field verification
PE-000494,P004,WP-040,CA-P004-08,2024-03,37.0,confirmed,in_progress,Progress update for 2024-03,ENG-P004-0160,2024-03-28,CAM-P004-01,2024-03-30,2024-05-02,None,Low,
PE-000495,P005,WP-001,CA-P005-01,2024-01,18.8,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0161,2024-01-28,CAM-P005-01,2024-01-30,2024-05-11,Low,Low,
PE-000496,P005,WP-001,CA-P005-01,2024-02,27.9,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0161,2024-02-28,CAM-P005-01,2024-03-01,2024-05-11,None,None,
PE-000497,P005,WP-001,CA-P005-01,2024-03,44.6,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0161,2024-03-28,CAM-P005-01,2024-03-30,2024-05-11,Medium,None,
PE-000498,P005,WP-002,CA-P005-01,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P005-0162,2024-01-28,CAM-P005-01,2024-01-30,2024-01-19,None,None,
PE-000499,P005,WP-002,CA-P005-01,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P005-0162,2024-02-28,CAM-P005-01,2024-03-01,2024-01-19,Low,Low,
PE-000500,P005,WP-002,CA-P005-01,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P005-0162,2024-03-28,CAM-P005-01,2024-03-30,2024-01-19,Low,Medium,
PE-000501,P005,WP-003,CA-P005-01,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P005-0163,2024-01-28,CAM-P005-01,2024-01-30,2024-02-23,None,Low,
PE-000502,P005,WP-003,CA-P005-01,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P005-0163,2024-02-28,CAM-P005-01,2024-03-01,2024-02-23,Low,None,
PE-000503,P005,WP-003,CA-P005-01,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P005-0163,2024-03-28,CAM-P005-01,2024-03-30,2024-02-23,Medium,None,
PE-000504,P005,WP-004,CA-P005-01,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P005-0164,2024-01-28,CAM-P005-01,2024-01-30,2023-12-18,Low,Low,
PE-000505,P005,WP-004,CA-P005-01,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P005-0164,2024-02-28,CAM-P005-01,2024-03-01,2023-12-18,Medium,Low,
PE-000506,P005,WP-004,CA-P005-01,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P005-0164,2024-03-28,CAM-P005-01,2024-03-30,2023-12-18,None,Medium,
PE-000507,P005,WP-005,CA-P005-01,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P005-0165,2024-01-28,CAM-P005-01,2024-01-30,2024-04-04,Medium,Low,
PE-000508,P005,WP-005,CA-P005-01,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P005-0165,2024-02-28,CAM-P005-01,2024-03-01,2024-04-04,Medium,None,
PE-000509,P005,WP-005,CA-P005-01,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P005-0165,2024-03-28,CAM-P005-01,2024-03-30,2024-04-04,Low,Medium,
PE-000510,P005,WP-006,CA-P005-02,2024-01,9.8,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0166,2024-01-28,CAM-P005-01,2024-01-30,2024-04-07,None,High,
PE-000511,P005,WP-006,CA-P005-02,2024-02,28.9,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0166,2024-02-28,CAM-P005-01,2024-03-01,2024-04-07,Medium,None,
PE-000512,P005,WP-006,CA-P005-02,2024-03,48.9,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0166,2024-03-28,CAM-P005-01,2024-03-30,2024-04-07,None,Low,
PE-000513,P005,WP-007,CA-P005-02,2024-01,12.2,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0167,2024-01-28,CAM-P005-01,2024-01-30,2024-01-17,Medium,Medium,
PE-000514,P005,WP-007,CA-P005-02,2024-02,30.4,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0167,2024-02-28,CAM-P005-01,2024-03-01,2024-01-17,Low,None,
PE-000515,P005,WP-007,CA-P005-02,2024-03,43.6,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0167,2024-03-28,CAM-P005-01,2024-03-30,2024-01-17,Low,None,
PE-000516,P005,WP-008,CA-P005-02,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P005-0168,2024-01-28,CAM-P005-01,2024-01-30,2024-05-19,Low,Medium,
PE-000517,P005,WP-008,CA-P005-02,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P005-0168,2024-02-28,CAM-P005-01,2024-03-01,2024-05-19,Low,Medium,
PE-000518,P005,WP-008,CA-P005-02,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P005-0168,2024-03-28,CAM-P005-01,2024-03-30,2024-05-19,None,Low,
PE-000519,P005,WP-009,CA-P005-02,2024-01,5.5,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0169,2024-01-28,CAM-P005-01,2024-01-30,2024-02-25,None,None,
PE-000520,P005,WP-009,CA-P005-02,2024-02,17.1,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0169,2024-02-28,CAM-P005-01,2024-03-01,2024-02-25,None,Low,
PE-000521,P005,WP-009,CA-P005-02,2024-03,29.2,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0169,2024-03-28,CAM-P005-01,2024-03-30,2024-02-25,None,None,
PE-000522,P005,WP-010,CA-P005-02,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P005-0170,2024-01-28,CAM-P005-01,2024-01-30,2024-03-30,Low,None,
PE-000523,P005,WP-010,CA-P005-02,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P005-0170,2024-02-28,CAM-P005-01,2024-03-01,2024-03-30,None,Low,
PE-000524,P005,WP-010,CA-P005-02,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P005-0170,2024-03-28,CAM-P005-01,2024-03-30,2024-03-30,None,Medium,
PE-000525,P005,WP-011,CA-P005-03,2024-01,6.1,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0171,2024-01-28,CAM-P005-01,2024-01-30,2024-04-18,None,None,
PE-000526,P005,WP-011,CA-P005-03,2024-02,21.4,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0171,2024-02-28,CAM-P005-01,2024-03-01,2024-04-18,None,Medium,
PE-000527,P005,WP-011,CA-P005-03,2024-03,32.9,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0171,2024-03-28,CAM-P005-01,2024-03-30,2024-04-18,Low,None,
PE-000528,P005,WP-012,CA-P005-03,2024-01,0.0,confirmed,not_started,Progress update for 2024-01,ENG-P005-0172,2024-01-28,CAM-P005-01,2024-01-30,2024-01-02,None,None,
PE-000529,P005,WP-012,CA-P005-03,2024-02,0.0,confirmed,not_started,Progress update for 2024-02,ENG-P005-0172,2024-02-28,CAM-P005-01,2024-03-01,2024-01-02,Low,None,
PE-000530,P005,WP-012,CA-P005-03,2024-03,0.0,confirmed,not_started,Progress update for 2024-03,ENG-P005-0172,2024-03-28,CAM-P005-01,2024-03-30,2024-01-02,High,Low,
PE-000531,P005,WP-013,CA-P005-03,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P005-0173,2024-01-28,CAM-P005-01,2024-01-30,2024-06-07,High,None,
PE-000532,P005,WP-013,CA-P005-03,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P005-0173,2024-02-28,CAM-P005-01,2024-03-01,2024-06-07,Medium,Low,
PE-000533,P005,WP-013,CA-P005-03,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P005-0173,2024-03-28,CAM-P005-01,2024-03-30,2024-06-07,Low,High,
PE-000534,P005,WP-014,CA-P005-03,2024-01,14.8,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0174,2024-01-28,CAM-P005-01,2024-01-30,2024-02-27,Medium,Low,
PE-000535,P005,WP-014,CA-P005-03,2024-02,24.6,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0174,2024-02-28,CAM-P005-01,2024-03-01,2024-02-27,Low,None,
PE-000536,P005,WP-014,CA-P005-03,2024-03,43.5,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0174,2024-03-28,CAM-P005-01,2024-03-30,2024-02-27,Medium,None,
PE-000537,P005,WP-015,CA-P005-03,2024-01,7.0,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0175,2024-01-28,CAM-P005-01,2024-01-30,2024-05-13,None,None,
PE-000538,P005,WP-015,CA-P005-03,2024-02,16.1,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0175,2024-02-28,CAM-P005-01,2024-03-01,2024-05-13,Low,Low,
PE-000539,P005,WP-015,CA-P005-03,2024-03,26.0,preliminary,in_progress,Preliminary progress update for 2024-03,ENG-P005-0175,2024-03-23,,,2024-05-13,Low,None,Preliminary estimate pending field verification
PE-000540,P005,WP-015,CA-P005-03,2024-03,33.8,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0175,2024-03-28,CAM-P005-01,2024-03-30,2024-05-13,Medium,None,
PE-000541,P005,WP-016,CA-P005-04,2024-01,6.5,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0176,2024-01-28,CAM-P005-01,2024-01-30,2024-06-02,None,Medium,
PE-000542,P005,WP-016,CA-P005-04,2024-02,16.0,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0176,2024-02-28,CAM-P005-01,2024-03-01,2024-06-02,Low,Low,
PE-000543,P005,WP-016,CA-P005-04,2024-03,32.5,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0176,2024-03-28,CAM-P005-01,2024-03-30,2024-06-02,None,None,
PE-000544,P005,WP-017,CA-P005-04,2024-01,11.7,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0177,2024-01-28,CAM-P005-01,2024-01-30,2024-07-21,None,Low,
PE-000545,P005,WP-017,CA-P005-04,2024-02,24.7,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0177,2024-02-28,CAM-P005-01,2024-03-01,2024-07-21,None,None,
PE-000546,P005,WP-017,CA-P005-04,2024-03,38.7,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0177,2024-03-28,CAM-P005-01,2024-03-30,2024-07-21,None,Low,
PE-000547,P005,WP-018,CA-P005-04,2024-01,100.0,confirmed,complete,Progress update for 2024-01,ENG-P005-0178,2024-01-28,CAM-P005-01,2024-01-30,2024-02-28,None,High,
PE-000548,P005,WP-018,CA-P005-04,2024-02,100.0,confirmed,complete,Progress update for 2024-02,ENG-P005-0178,2024-02-28,CAM-P005-01,2024-03-01,2024-02-28,Low,None,
PE-000549,P005,WP-018,CA-P005-04,2024-03,100.0,confirmed,complete,Progress update for 2024-03,ENG-P005-0178,2024-03-28,CAM-P005-01,2024-03-30,2024-02-28,None,None,
PE-000550,P005,WP-019,CA-P005-04,2024-01,7.3,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0179,2024-01-28,CAM-P005-01,2024-01-30,2024-02-29,None,Medium,
PE-000551,P005,WP-019,CA-P005-04,2024-02,23.7,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0179,2024-02-28,CAM-P005-01,2024-03-01,2024-02-29,None,Low,
PE-000552,P005,WP-019,CA-P005-04,2024-03,33.3,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0179,2024-03-28,CAM-P005-01,2024-03-30,2024-02-29,High,None,
PE-000553,P005,WP-020,CA-P005-04,2024-01,16.0,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0180,2024-01-28,CAM-P005-01,2024-01-30,2024-09-08,Medium,None,
PE-000554,P005,WP-020,CA-P005-04,2024-02,26.4,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0180,2024-02-28,CAM-P005-01,2024-03-01,2024-09-08,None,Medium,
PE-000555,P005,WP-020,CA-P005-04,2024-03,39.9,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0180,2024-03-28,CAM-P005-01,2024-03-30,2024-09-08,Low,Medium,
PE-000556,P005,WP-021,CA-P005-05,2024-01,17.4,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0181,2024-01-28,CAM-P005-01,2024-01-30,2024-02-05,None,Low,
PE-000557,P005,WP-021,CA-P005-05,2024-02,35.5,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0181,2024-02-28,CAM-P005-01,2024-03-01,2024-02-05,None,Medium,
PE-000558,P005,WP-021,CA-P005-05,2024-03,41.8,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0181,2024-03-28,CAM-P005-01,2024-03-30,2024-02-05,None,Medium,
PE-000559,P005,WP-022,CA-P005-05,2024-01,10.1,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0182,2024-01-28,CAM-P005-01,2024-01-30,2024-03-18,None,None,
PE-000560,P005,WP-022,CA-P005-05,2024-02,25.5,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0182,2024-02-28,CAM-P005-01,2024-03-01,2024-03-18,Medium,None,
PE-000561,P005,WP-022,CA-P005-05,2024-03,32.0,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0182,2024-03-28,CAM-P005-01,2024-03-30,2024-03-18,None,High,
PE-000562,P005,WP-023,CA-P005-05,2024-01,9.2,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0183,2024-01-28,CAM-P005-01,2024-01-30,2024-05-22,High,Medium,
PE-000563,P005,WP-023,CA-P005-05,2024-02,21.1,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0183,2024-02-28,CAM-P005-01,2024-03-01,2024-05-22,Medium,Low,
PE-000564,P005,WP-023,CA-P005-05,2024-03,34.3,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0183,2024-03-28,CAM-P005-01,2024-03-30,2024-05-22,None,Medium,
PE-000565,P005,WP-024,CA-P005-05,2024-01,16.9,confirmed,in_progress,Progress update for 2024-01,ENG-P005-0184,2024-01-28,CAM-P005-01,2024-01-30,2024-03-27,Medium,High,
PE-000566,P005,WP-024,CA-P005-05,2024-02,31.6,confirmed,in_progress,Progress update for 2024-02,ENG-P005-0184,2024-02-28,CAM-P005-01,2024-03-01,2024-03-27,Medium,Medium,
PE-000567,P005,WP-024,CA-P005-05,2024-03,40.6,confirmed,in_progress,Progress update for 2024-03,ENG-P005-0184,2024-03-28,CAM-P005-01,2024-03-30,2024-03-27,None,None,
